_id,Language,Box_office,Country,Rated,imdbID,Awards,Poster,Director,Released,Writer,imdbVotes,Runtime,Response,imdbRating,Title,Genre,Actors,Type,Metascore
56fb860e71a0651b0c306f5f,English,"50,000,000",USA,PG,tt0081353,3 wins & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMTgzNjYyMTE4OV5BMl5BanBnXkFtZTcwODU0MDAwMQ@@._V1_SX300.jpg,Robert Altman,12 Dec 1980,"Jules Feiffer (screenplay, E.C. Segar (based on characters by)","23,315",114 min,True,5.2,Popeye,"Adventure, Comedy, Family","Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley",movie,48
56fb860e71a0651b0c306f60,English,,USA,PG,tt0081696,Nominated for 2 Golden Globes. Another 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMTM5OTk1NjkwMV5BMl5BanBnXkFtZTgwMzg0MjEyMDE@._V1_SX300.jpg,James Bridges,06 Jun 1980,"Aaron Latham (story, James Bridges (screenplay, Aaron Latham (screenplay)","9,810",132 min,True,6.2,Urban Cowboy,"Drama, Romance, Western","John Travolta, Debra Winger, Scott Glenn, Madolyn Smith Osborne",movie,N/A
56fb860e71a0651b0c306f61,English,,"USA, UK",R,tt0081505,3 wins & 5 nominations.,http://ia.media-imdb.com/images/M/MV5BODMxMjE3NTA4Ml5BMl5BanBnXkFtZTgwNDc0NTIxMDE@._V1_SX300.jpg,Stanley Kubrick,23 May 1980,"Stephen King (novel, Stanley Kubrick (screenplay, Diane Johnson (screenplay)","584,323",146 min,True,8.4,The Shining,"Drama, Horror","Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers",movie,61
56fb860e71a0651b0c306f62,"English, Spanish",,USA,PG,tt0081480,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjA4NDExODQ2NF5BMl5BanBnXkFtZTcwODQzNDkyMQ@@._V1_SX300.jpg,Jay Sandrich,19 Dec 1980,Neil Simon,"6,455",100 min,True,6.7,Seems Like Old Times,"Comedy, Romance","Goldie Hawn, Chevy Chase, Charles Grodin, Robert Guillaume",movie,N/A
56fb860e71a0651b0c306f63,English,,USA,R,tt0080520,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTMxOTk2MzYxOV5BMl5BanBnXkFtZTcwMDMyOTQyMQ@@._V1_SX300.jpg,Tommy Chong,18 Jul 1980,"Tommy Chong, Cheech Marin","8,777",99 min,True,6.1,Cheech and Chong's Next Movie,"Comedy, Crime, Sci-Fi","Cheech Marin, Tommy Chong, Evelyn Guerrero, Betty Kennedy",movie,N/A
56fb860e71a0651b0c306f64,English,"39,800,000",USA,R,tt0080487,1 nomination.,"http://ia.media-imdb.com/images/M/MV5BNzk2OTE2NjYxNF5BMl5BanBnXkFtZTYwMjYwNDQ5._V1._CR8,0,331,448_SY132_CR4,0,89,132_AL_.jpg_V1_SX300.jpg",Harold Ramis,25 Jul 1980,"Brian Doyle-Murray, Harold Ramis, Douglas Kenney","79,437",98 min,True,7.4,Caddyshack,"Comedy, Sport","Chevy Chase, Rodney Dangerfield, Ted Knight, Michael O'Keefe",movie,N/A
56fb860e71a0651b0c306f65,English,"37,100,000",USA,R,tt0080474,Nominated for 1 Oscar. Another 1 win.,http://ia.media-imdb.com/images/M/MV5BMTIyNTYwMzQ3OV5BMl5BanBnXkFtZTYwMjUzMjk5._V1_SX300.jpg,Stuart Rosenberg,20 Jun 1980,"W.D. Richter (screenplay, W.D. Richter (story, Arthur A. Ross (story, Thomas O. Murton (suggested by, Joe Hyams (suggested by)","11,235",131 min,True,7.1,Brubaker,Drama,"Robert Redford, Yaphet Kotto, Jane Alexander, Murray Hamilton",movie,N/A
56fb860e71a0651b0c306f66,English,,USA,R,tt0081060,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTc3Mzg3OTE5NV5BMl5BanBnXkFtZTgwOTczMjEyMDE@._V1_SX300.jpg,Ron Maxwell,21 Mar 1980,"Kimi Peck (screenplay, Dalene Young (screenplay, Kimi Peck (story)","3,701",96 min,True,6.4,Little Darlings,"Comedy, Drama","Tatum O'Neal, Kristy McNichol, Armand Assante, Matt Dillon",movie,N/A
56fb860e71a0651b0c306f67,English,"31,899,000",USA,X,tt0080661,Nominated for 1 Golden Globe. Another 1 win & 9 nominations.,http://ia.media-imdb.com/images/M/MV5BMTMzNjY0MDgxMV5BMl5BanBnXkFtZTcwMDE4NzQzNA@@._V1_SX300.jpg,Brian De Palma,25 Jul 1980,Brian De Palma,"22,959",105 min,True,7.1,Dressed to Kill,"Mystery, Thriller","Michael Caine, Angie Dickinson, Nancy Allen, Keith Gordon",movie,N/A
56fb860e71a0651b0c306f68,English,"27,118,000",USA,PG,tt0080948,Nominated for 3 Golden Globes. Another 3 wins & 7 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA3OTQxOTI2OV5BMl5BanBnXkFtZTcwNjQ0MTEzMQ@@._V1_SX300.jpg,Richard Fleischer,19 Dec 1980,"Samson Raphaelson (play, Herbert Baker (screenplay, Stephen H. Foreman (adaptation)","2,881",115 min,True,5.7,The Jazz Singer,"Drama, Music, Romance","Neil Diamond, Laurence Olivier, Lucie Arnaz, Catlin Adams",movie,N/A
56fb860e71a0651b0c306f69,English,,"UK, USA",PG,tt0080745,Nominated for 2 BAFTA Film Awards. Another 2 wins & 9 nominations.,http://ia.media-imdb.com/images/M/MV5BMjE1OTU3ODAwMl5BMl5BanBnXkFtZTcwMzQ2NjczNA@@._V1_SX300.jpg,Mike Hodges,05 Dec 1980,"Lorenzo Semple Jr. (screenplay, Michael Allin (adaptation, Alex Raymond (based on the characters created by)","36,464",111 min,True,6.4,Flash Gordon,"Action, Adventure, Sci-Fi","Sam J. Jones, Melody Anderson, Max von Sydow, Topol",movie,63
56fb860e71a0651b0c306f6a,English,,"USA, UK",PG,tt0080678,Nominated for 8 Oscars. Another 10 wins & 14 nominations.,http://ia.media-imdb.com/images/M/MV5BMTExNTk0MjIzNDZeQTJeQWpwZ15BbWU3MDY5ODI5Nzg@._V1_SX300.jpg,David Lynch,10 Oct 1980,"Christopher De Vore (screenplay, Eric Bergren (screenplay, David Lynch (screenplay, Frederick Treves (book, Ashley Montagu (in part on the book \","156,572",124 min,True,8.2,The Elephant Man,"Biography, Drama","Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud",movie,N/A
56fb860e71a0651b0c306f6b,English,,USA,PG,tt0080472,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjA1ODM0NDcxNF5BMl5BanBnXkFtZTcwMDExNjcyMQ@@._V1_SX300.jpg,Clint Eastwood,11 Jun 1980,Dennis Hackin,"8,022",116 min,True,6.0,Bronco Billy,"Action, Adventure, Comedy","Clint Eastwood, Sondra Locke, Geoffrey Lewis, Scatman Crothers",movie,N/A
56fb860e71a0651b0c306f6c,English,"45,250",USA,R,tt0081398,Won 2 Oscars. Another 23 wins & 24 nominations.,http://ia.media-imdb.com/images/M/MV5BMjIxOTg3OTc5MF5BMl5BanBnXkFtZTcwNzkwNjMwNA@@._V1_SX300.jpg,Martin Scorsese,19 Dec 1980,"Jake LaMotta (based on the book by, Joseph Carter (with, Peter Savage (with, Paul Schrader (screenplay, Mardik Martin (screenplay)","227,469",129 min,True,8.3,Raging Bull,"Biography, Drama, Sport","Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent",movie,92
56fb860e71a0651b0c306f6d,English,"10,200,000",USA,PG,tt0081777,1 win & 9 nominations.,http://ia.media-imdb.com/images/M/MV5BMTczMjcyOTA0N15BMl5BanBnXkFtZTgwMDE5MTEyMDE@._V1_SX300.jpg,Robert Greenwald,08 Aug 1980,"Richard Christian Danus, Marc Reid Rubel","9,083",96 min,True,5.0,Xanadu,"Fantasy, Musical, Romance","Olivia Newton-John, Gene Kelly, Michael Beck, James Sloyan",movie,35
56fb860e71a0651b0c306f6e,"English, Swedish, French, German",,USA,R,tt0080365,N/A,http://ia.media-imdb.com/images/M/MV5BMTM2MTcyMjkxN15BMl5BanBnXkFtZTcwMTkyMzIyMQ@@._V1_SX300.jpg,Paul Schrader,01 Feb 1980,Paul Schrader,"15,583",117 min,True,6.2,American Gigolo,"Crime, Drama, Mystery","Richard Gere, Lauren Hutton, Hector Elizondo, Nina van Pallandt",movie,N/A
56fb860e71a0651b0c306f6f,English,,USA,PG,tt0081207,1 win & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA1MzEyMzY3MF5BMl5BanBnXkFtZTcwNDY4OTQ1MQ@@._V1_SX300.jpg,Tony Bill,26 Sep 1980,Alan Ormsby,"6,892",102 min,True,7.1,My Bodyguard,"Comedy, Drama, Family","Chris Makepeace, Adam Baldwin, Matt Dillon, Paul Quandt",movie,N/A
56fb860e71a0651b0c306f70,English,"21,378,000",USA,R,tt0080749,1 win & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTMzNTk5MjQyM15BMl5BanBnXkFtZTcwODQxOTAzMQ@@._V1_SX300.jpg,John Carpenter,08 Feb 1980,"John Carpenter, Debra Hill","44,771",89 min,True,6.8,The Fog,"Fantasy, Horror","Adrienne Barbeau, Jamie Lee Curtis, Janet Leigh, John Houseman",movie,N/A
56fb860e71a0651b0c306f71,"English, Spanish","25,000,000",USA,R,tt0080360,Nominated for 2 Oscars. Another 1 win & 5 nominations.,http://ia.media-imdb.com/images/M/MV5BMjAzMTA1NDU1MF5BMl5BanBnXkFtZTcwMDUzODcxMQ@@._V1_SX300.jpg,Ken Russell,25 Dec 1980,"Paddy Chayefsky (written for the screen by, Paddy Chayefsky (novel)","23,123",102 min,True,6.9,Altered States,"Horror, Sci-Fi, Thriller","William Hurt, Blair Brown, Bob Balaban, Charles Haid",movie,N/A
56fb860e71a0651b0c306f72,English,,"USA, West Germany",R,tt0080569,5 nominations.,http://ia.media-imdb.com/images/M/MV5BMTI1NTA2MjI2OV5BMl5BanBnXkFtZTcwODEzODA1MQ@@._V1_SX300.jpg,William Friedkin,15 Feb 1980,"William Friedkin, Gerald Walker (novel)","12,562",102 min,True,6.4,Cruising,"Crime, Mystery, Thriller","Al Pacino, Paul Sorvino, Karen Allen, Richard Cox",movie,N/A
56fb860e71a0651b0c306f73,English,"18,971,000",USA,R,tt0081259,N/A,http://ia.media-imdb.com/images/M/MV5BMTY5NTIwMzU4MV5BMl5BanBnXkFtZTYwNjk1Mjg5._V1_SX300.jpg,Eric Karson,15 Aug 1980,"Paul Aaron (story, Leigh Chapman (screenplay, Leigh Chapman (story)","3,587",103 min,True,5.0,The Octagon,"Action, Drama, Romance","Chuck Norris, Karen Carlson, Lee Van Cleef, Art Hindle",movie,N/A
56fb860e71a0651b0c306f74,English,,USA,PG,tt0080888,Nominated for 1 Oscar. Another 1 win & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTAxMDQzNDYyOTReQTJeQWpwZ15BbWU4MDQzMTYyMzEx._V1_SX300.jpg,Jerry Schatzberg,18 Jul 1980,"John Binder, Gustaf Molander (story, Carol Sobieski, Gosta Stevens (story, William D. Wittliff",792,119 min,True,6.2,Honeysuckle Rose,"Music, Romance, Drama","Willie Nelson, Dyan Cannon, Amy Irving, Slim Pickens",movie,N/A
56fb860e71a0651b0c306f75,"English, Spanish",,USA,G,tt0080861,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTI2NDA5MTMwM15BMl5BanBnXkFtZTYwMDk1Mjg5._V1_SX300.jpg,Vincent McEveety,25 Jun 1980,"Don Tait, Gordon Buford (characters creator)","3,731",100 min,True,4.8,Herbie Goes Bananas,"Adventure, Comedy, Family","Cloris Leachman, Charles Martin Smith, John Vernon, Stephen W. Burns",movie,N/A
56fb860e71a0651b0c306f76,English,,USA,PG,tt0081439,N/A,http://ia.media-imdb.com/images/M/MV5BMjE0MTAwODUyNF5BMl5BanBnXkFtZTYwODgwMTc4._V1_SX300.jpg,"Don Siegel, Peter R. Hunt",20 Jun 1980,"Larry Gelbart, Derek Lambert (novel)",726,112 min,True,5.6,Rough Cut,"Adventure, Comedy, Crime","Burt Reynolds, Lesley-Anne Down, David Niven, Timothy West",movie,N/A
56fb860e71a0651b0c306f77,"English, Japanese, Russian",,USA,PG,tt0080736,1 win & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTY2MTk1NTMxNF5BMl5BanBnXkFtZTcwMjcxMDUyMQ@@._V1_SX300.jpg,Don Taylor,01 Aug 1980,"Thomas Hunter (story, Peter Powell (story, David Ambrose (story, David Ambrose (screenplay, Gerry Davis (screenplay, Thomas Hunter (screenplay, Peter Powell (screenplay)","15,638",103 min,True,6.7,The Final Countdown,"Action, Sci-Fi","Kirk Douglas, Martin Sheen, Katharine Ross, James Farentino",movie,N/A
56fb860e71a0651b0c306f78,English,,USA,PG,tt0080907,1 win.,http://ia.media-imdb.com/images/M/MV5BMjA4MjI2NDc4Ml5BMl5BanBnXkFtZTcwODA1MTUyMQ@@._V1_SX300.jpg,Buzz Kulik,01 Aug 1980,"Ted Leighton (screenplay, Peter Hyams (screenplay)","3,264",97 min,True,6.4,The Hunter,"Action, Biography, Comedy","Steve McQueen, Eli Wallach, Kathryn Harrold, LeVar Burton",movie,N/A
56fb860e71a0651b0c306f79,English,,USA,PG,tt0080863,N/A,http://ia.media-imdb.com/images/M/MV5BMTI4NjYyNzI3N15BMl5BanBnXkFtZTcwNDYyMTYyMQ@@._V1_SX300.jpg,Martin Davidson,08 Feb 1980,AJ Carothers,"1,029",98 min,True,6.2,Hero at Large,"Comedy, Romance","John Ritter, Anne Archer, Bert Convy, Kevin McCarthy",movie,N/A
56fb860e71a0651b0c306f7a,"English, Swedish",,USA,R,tt0081071,1 win & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjE4NDk4MDMxN15BMl5BanBnXkFtZTcwMTkzNzA2NA@@._V1_SX300.jpg,Walter Hill,16 May 1980,"Bill Bryden, Steven Smith, Stacy Keach, James Keach","7,080",100 min,True,7.1,The Long Riders,Western,"David Carradine, Keith Carradine, Robert Carradine, James Keach",movie,N/A
56fb860e71a0651b0c306f7b,English,,USA,R,tt0080739,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMjE0ODY1ODY4OF5BMl5BanBnXkFtZTYwODk1NTg5._V1_SX300.jpg,Buck Henry,25 Dec 1980,Buck Henry,407,97 min,True,4.0,First Family,Comedy,"Gilda Radner, Bob Newhart, Madeline Kahn, Richard Benjamin",movie,N/A
56fb860e71a0651b0c306f7c,English,,Canada,R,tt0081383,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTI4MzY1NDA5M15BMl5BanBnXkFtZTYwMDIyNzA5._V1_SX300.jpg,Paul Lynch,18 Jul 1980,"William Gray (screenplay, Robert Guza Jr. (story)","10,007",92 min,True,5.4,Prom Night,"Horror, Romance","Leslie Nielsen, Jamie Lee Curtis, Casey Stevens, Anne-Marie Martin",movie,N/A
56fb860e71a0651b0c306f7d,English,,USA,PG,tt0081249,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjA2NTM5NTc1NF5BMl5BanBnXkFtZTcwMDY4MDcxMQ@@._V1_SX300.jpg,Clive Donner,09 May 1980,"Mel Brooks (characters, Buck Henry (characters, Arne Sultan, Bill Dana, Leonard Stern","2,528",94 min,True,5.0,The Nude Bomb,"Comedy, Crime, Mystery","Don Adams, Sylvia Kristel, Rhonda Fleming, Dana Elcar",movie,N/A
56fb860e71a0651b0c306f7e,English,,USA,PG,tt0081268,1 win & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMjAxNjcxNTAwNl5BMl5BanBnXkFtZTgwNDU4MjMyMDE@._V1_SX300.jpg,Gilbert Cates,03 Oct 1980,"Josh Greenfeld (story, Josh Greenfeld (screenplay, Hal Goldman (screenplay, Fred S. Fox (screenplay, Seaman Jacobs (screenplay, Melissa Miller (screenplay, Avery Corman (novel)","1,648",94 min,True,5.1,"Oh, God! Book II","Comedy, Fantasy","George Burns, Suzanne Pleshette, David Birney, Louanne",movie,N/A
56fb860e71a0651b0c306f7f,English,,USA,PG,tt0080556,Nominated for 2 Oscars. Another 3 nominations.,http://ia.media-imdb.com/images/M/MV5BOTUzMDg4NDAyMl5BMl5BanBnXkFtZTgwNjU5MTEyMDE@._V1_SX300.jpg,Joel Oliansky,03 Dec 1980,"Joel Oliansky (screenplay, Joel Oliansky (story, William Sackheim (story)","1,410",123 min,True,6.7,The Competition,"Drama, Romance, Music","Richard Dreyfuss, Amy Irving, Lee Remick, Sam Wanamaker",movie,N/A
56fb860e71a0651b0c306f80,English,,USA,PG,tt0081751,N/A,http://ia.media-imdb.com/images/M/MV5BMjAwNjIwNzE2Ml5BMl5BanBnXkFtZTcwNjcyODUyMQ@@._V1_SX300.jpg,Gary Weis,13 Jun 1980,Guy Thomas,"1,427",103 min,True,4.2,Wholly Moses!,"Comedy, Fantasy, History","Dudley Moore, Laraine Newman, James Coco, Paul Sand",movie,N/A
56fb860e71a0651b0c306f81,English,,USA,R,tt0081032,N/A,http://ia.media-imdb.com/images/M/MV5BMTMzMDIxODc0NF5BMl5BanBnXkFtZTcwNjA0MTYyMQ@@._V1_SX300.jpg,Gilbert Cates,08 Feb 1980,John Herman Shaner,430,103 min,True,5.3,The Last Married Couple in America,Comedy,"George Segal, Natalie Wood, Richard Benjamin, Valerie Harper",movie,N/A
56fb860e71a0651b0c306f82,English,,USA,R,tt0081698,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTkyNTQxOTk2Ml5BMl5BanBnXkFtZTcwODc5MjIyMQ@@._V1_SX300.jpg,Robert Zemeckis,11 Jul 1980,"Robert Zemeckis, Bob Gale","10,385",113 min,True,6.8,Used Cars,Comedy,"Kurt Russell, Jack Warden, Gerrit Graham, Frank McRae",movie,N/A
56fb860e71a0651b0c306f83,English,,UK,PG,tt0081163,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMjAxODY3OTExN15BMl5BanBnXkFtZTcwMzU2MDIyMQ@@._V1_SX300.jpg,Guy Hamilton,19 Dec 1980,"Jonathan Hales (screenplay, Barry Sandler (screenplay)","4,587",105 min,True,6.2,The Mirror Crack'd,"Crime, Mystery, Thriller","Angela Lansbury, Wendy Morgan, Margaret Courtenay, Charles Gray",movie,N/A
56fb860e71a0651b0c306f84,English,,USA,G,tt0081031,4 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA2NzEzNDY3MV5BMl5BanBnXkFtZTcwMDY3NTYyMQ@@._V1_SX300.jpg,Charles Jarrott,25 Jun 1980,"Ernest K. Gann (story, Steven W. Carabatsos (screenplay, Sandy Glass (screenplay, George Arthur Bloom (screenplay)",795,97 min,True,5.8,The Last Flight of Noah's Ark,"Adventure, Family","Elliott Gould, Genevieve Bujold, Ricky Schroder, Vincent Gardenia",movie,N/A
56fb860e71a0651b0c306f85,English,,"USA, UK",PG,tt0080731,2 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTIxMzU4NTU2MV5BMl5BanBnXkFtZTYwMzM1NTg5._V1_SX300.jpg,"Piers Haggard, Richard Quine, Peter Sellers",08 Aug 1980,"Rudy Dochtermann (screenplay, Jim Moloney (screenplay, Sax Rohmer (novel)","1,548",100 min,True,4.9,The Fiendish Plot of Dr. Fu Manchu,Comedy,"Peter Sellers, Helen Mirren, David Tomlinson, Sid Caesar",movie,N/A
56fb860e71a0651b0c306f86,"English, French, Persian",,USA,PG,tt0081554,1 nomination.,"http://ia.media-imdb.com/images/M/MV5BMTYxOTExMDk0N15BMl5BanBnXkFtZTYwMjAzMjI5._V1._CR1,55,260,416_SX89_AL_.jpg_V1_SX300.jpg",Woody Allen,26 Sep 1980,Woody Allen,"15,830",89 min,True,7.5,Stardust Memories,"Comedy, Drama","Woody Allen, Charlotte Rampling, Jessica Harper, Marie-Christine Barrault",movie,N/A
56fb860e71a0651b0c306f87,English,,USA,R,tt0080881,N/A,http://ia.media-imdb.com/images/M/MV5BMjE3Njc2Njk5NF5BMl5BanBnXkFtZTcwNjMzMzAyMQ@@._V1_SX300.jpg,Floyd Mutrux,30 May 1980,"Floyd Mutrux (story, Richard Lederer (story, William Tennant (story, Floyd Mutrux (screenplay)","3,395",91 min,True,6.3,The Hollywood Knights,Comedy,"Julius Averitt, Steve Ballard, Phil Berle, Mike Binder",movie,N/A
56fb860e71a0651b0c306f88,English,,USA,R,tt0081485,N/A,http://ia.media-imdb.com/images/M/MV5BMTY1NDE0MDY1OF5BMl5BanBnXkFtZTYwNjU4OTg5._V1_SX300.jpg,Bill Persky,28 Mar 1980,"Cyra McFadden (novel, Rich Eustis (screenplay, Michael Elias (screenplay)",698,86 min,True,6.8,Serial,Comedy,"Martin Mull, Tuesday Weld, Jennifer McAllister, Sam Chew Jr.",movie,N/A
56fb860e71a0651b0c306f89,English,,USA,PG,tt0081534,Nominated for 1 Oscar. Another 6 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTI3MTI4MzE3MV5BMl5BanBnXkFtZTcwOTMzNzAwMQ@@._V1_SX300.jpg,Jeannot Szwarc,03 Oct 1980,"Richard Matheson (screenplay, Richard Matheson (novel)","20,479",103 min,True,7.3,Somewhere in Time,"Drama, Fantasy, Romance","Christopher Reeve, Jane Seymour, Christopher Plummer, Teresa Wright",movie,29
56fb860e71a0651b0c306f8a,English,,Canada,PG,tt0081656,Nominated for 1 Oscar. Another 2 wins & 13 nominations.,http://ia.media-imdb.com/images/M/MV5BMjE1ODcxMjY5NF5BMl5BanBnXkFtZTYwMTYwMTk5._V1_SX300.jpg,Bob Clark,19 Dec 1980,"Bernard Slade (play, Bernard Slade (screenplay)",477,121 min,True,6.3,Tribute,"Comedy, Drama","Jack Lemmon, Robby Benson, Lee Remick, Colleen Dewhurst",movie,N/A
56fb860e71a0651b0c306f8b,English,,UK,R,tt0079285,5 nominations.,http://ia.media-imdb.com/images/M/MV5BMTU3MTM4NTc1Nl5BMl5BanBnXkFtZTcwMzA0MjAwMQ@@._V1_SX300.jpg,"Stanley Donen, John Barry",15 Feb 1980,"Martin Amis (screenplay, John Barry (story)","5,967",96 min,True,5.0,Saturn 3,"Adventure, Sci-Fi, Thriller","Farrah Fawcett, Kirk Douglas, Harvey Keitel",movie,N/A
