_id,Director,Country,Response,imdbVotes,Poster,imdbID,Writer,Language,Genre,Actors,Released,Metascore,Rated,Box_office,Runtime,Awards,imdbRating,Title,Type
5706121771a06517740f8b2b,Joe Roth,USA,True,"46,910",http://ia.media-imdb.com/images/M/MV5BMTYwOTk4ODQ4M15BMl5BanBnXkFtZTYwMDg2NjA5._V1_SX300.jpg,tt0265029,"Billy Crystal, Peter Tolan",English,"Comedy, Romance","Julia Roberts, Billy Crystal, Catherine Zeta-Jones, John Cusack",20 Jul 2001,44,PG-13,"1,803,711",102 min,1 win.,5.7,America's Sweethearts,movie
5706121771a06517740f8b2c,Lawrence Guterman,"USA, Australia",True,"44,716",http://ia.media-imdb.com/images/M/MV5BMjExMjIwNzE4OV5BMl5BanBnXkFtZTYwNTY0MDI5._V1_SX300.jpg,tt0239395,"John Requa, Glenn Ficarra",English,"Action, Comedy, Family","Jeff Goldblum, Elizabeth Perkins, Alexander Pollock, Miriam Margolyes",04 Jul 2001,47,PG,,87 min,2 wins & 3 nominations.,5.2,Cats & Dogs,movie
5706121771a06517740f8b2d,Thomas Carter,USA,True,"46,694",http://ia.media-imdb.com/images/M/MV5BMjM1NTUzMzU5NF5BMl5BanBnXkFtZTgwNDAxNzQxMTE@._V1_SX300.jpg,tt0206275,"Duane Adler (story, Duane Adler (screenplay, Cheryl Edwards (screenplay)",English,"Drama, Music, Romance","Julia Stiles, Sean Patrick Thomas, Kerry Washington, Fredro Starr",12 Jan 2001,53,PG-13,"2,153,586",112 min,6 wins & 7 nominations.,6.1,Save the Last Dance,movie
5706121771a06517740f8b2e,"Gary Trousdale, Kirk Wise",USA,True,"69,204",http://ia.media-imdb.com/images/M/MV5BMjE0MDU2MTQ2M15BMl5BanBnXkFtZTYwOTc5OTI3._V1_SX300.jpg,tt0230011,"Tab Murphy (screenplay, Kirk Wise (story, Gary Trousdale (story, Joss Whedon (story, Bryce Zabel (story, Jackie Zabel (story, Tab Murphy (story, David Reynolds (additional screenplay material)","English, French, Spanish","Animation, Action, Adventure","Michael J. Fox, Corey Burton, James Garner, Claudia Christian",15 Jun 2001,52,PG,"37,312",95 min,1 win & 16 nominations.,6.8,Atlantis: The Lost Empire,movie
5706121771a06517740f8b2f,John A. Davis,USA,True,"23,213","http://ia.media-imdb.com/images/M/MV5BMTc5NzMyNjk2MV5BMl5BanBnXkFtZTYwMDg0NjM5._V1._CR16,45,299,429_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg",tt0268397,"John A. Davis (story, Steve Oedekerk (story, John A. Davis (screenplay, David N. Weiss (screenplay, J. David Stem (screenplay, Steve Oedekerk (screenplay, Dan Schneider (contributing writer)",English,"Animation, Action, Adventure","Megan Cavanaugh, Mark DeCarlo, Debi Derryberry, Jeffrey Garcia",21 Dec 2001,65,G,,82 min,Nominated for 1 Oscar. Another 5 nominations.,6.0,Jimmy Neutron: Boy Genius,movie
5706121771a06517740f8b30,Steven Spielberg,USA,True,"232,857",http://ia.media-imdb.com/images/M/MV5BMTMwNDI0NjU1NF5BMl5BanBnXkFtZTcwNTcwOTI3MQ@@._V1_SX300.jpg,tt0212720,Brian Aldiss (short story \,English,"Adventure, Drama, Sci-Fi","Haley Joel Osment, Frances O'Connor, Sam Robards, Jake Thomas",29 Jun 2001,65,PG-13,"39,192,703",146 min,Nominated for 2 Oscars. Another 16 wins & 64 nominations.,7.1,A.I. Artificial Intelligence,movie
5706121771a06517740f8b31,Antoine Fuqua,"USA, Australia",True,"296,734",http://ia.media-imdb.com/images/M/MV5BMTIyMTkzMDk5NF5BMl5BanBnXkFtZTYwOTY2NTE5._V1_SX300.jpg,tt0139654,David Ayer,"English, Russian, Spanish, Korean","Action, Crime, Drama","Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger",05 Oct 2001,70,R,,122 min,Won 1 Oscar. Another 14 wins & 22 nominations.,7.7,Training Day,movie
5706121771a06517740f8b32,Lee Tamahori,"USA, Germany, Canada",True,"57,613",http://ia.media-imdb.com/images/M/MV5BMTQ0ODQ3ODI0OV5BMl5BanBnXkFtZTYwMTE5NDk4._V1_SX300.jpg,tt0164334,"James Patterson (novel, Marc Moss (screenplay)","English, Russian",Thriller,"Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker",06 Apr 2001,42,R,"1,155,221",104 min,1 win & 1 nomination.,6.3,Along Came a Spider,movie
5706121771a06517740f8b33,Sharon Maguire,"UK, France, USA, Ireland",True,"165,728",http://ia.media-imdb.com/images/M/MV5BMTkwMDIwNzI0Nl5BMl5BanBnXkFtZTgwNDU1MjEyMDE@._V1_SX300.jpg,tt0243155,"Helen Fielding (novel, Helen Fielding (screenplay, Andrew Davies (screenplay, Richard Curtis (screenplay)",English,"Comedy, Drama, Romance","Renée Zellweger, Gemma Jones, Celia Imrie, James Faulkner",13 Apr 2001,66,R,"149,761,366",97 min,Nominated for 1 Oscar. Another 8 wins & 29 nominations.,6.7,Bridget Jones's Diary,movie
5706121771a06517740f8b34,Keenen Ivory Wayans,"USA, Canada",True,"115,985",http://ia.media-imdb.com/images/M/MV5BMTM5MTY3MDk5OF5BMl5BanBnXkFtZTcwMjc0ODQ4NA@@._V1_SX300.jpg,tt0257106,"Shawn Wayans (characters, Marlon Wayans (characters, Buddy Johnson (characters, Phil Beauman (characters, Jason Friedberg (characters, Aaron Seltzer (characters, Shawn Wayans, Marlon Wayans, Alyson Fouse, Greg Grabianski, Dave Polsky, Michael Anthony Snowden, Craig Wayans",English,"Comedy, Fantasy","Antony Acker, Mark Barrett, Richard Bellos, Suzanne Bianqui",04 Jul 2001,29,R,"43,957,551",83 min,2 wins & 3 nominations.,5.2,Scary Movie 2,movie
5706121771a06517740f8b35,Frank Oz,"USA, Germany",True,"99,972",http://ia.media-imdb.com/images/M/MV5BMTkyMDM4NjQ5OF5BMl5BanBnXkFtZTgwMTI5MDgxMTE@._V1_SX300.jpg,tt0227445,"Daniel E. Taylor (story, Kario Salem (story, Kario Salem (screenplay, Lem Dobbs (screenplay, Scott Marshall Smith (screenplay)","English, French","Crime, Drama, Thriller","Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett",13 Jul 2001,71,R,"1,649,345",124 min,1 win & 1 nomination.,6.8,The Score,movie
5706121771a06517740f8b36,"Bobby Farrelly, Peter Farrelly","USA, Germany",True,"107,315",http://ia.media-imdb.com/images/M/MV5BMTcwMzY2NDE0NF5BMl5BanBnXkFtZTYwNjg2Njc2._V1_SX300.jpg,tt0256380,"Sean Moynihan, Peter Farrelly, Bobby Farrelly",English,"Comedy, Drama, Fantasy","Gwyneth Paltrow, Jack Black, Jason Alexander, Joe Viterelli",09 Nov 2001,48,PG-13,"70,836,296",114 min,3 nominations.,5.9,Shallow Hal,movie
5706121771a06517740f8b37,Dominic Sena,"USA, Australia",True,"152,673",http://ia.media-imdb.com/images/M/MV5BODgwMzc1MjU2MV5BMl5BanBnXkFtZTYwNjY4Nzc5._V1_SX300.jpg,tt0244244,Skip Woods,"English, German","Action, Crime, Thriller","John Travolta, Hugh Jackman, Halle Berry, Don Cheadle",08 Jun 2001,32,R,"30,393,888",99 min,5 wins & 8 nominations.,6.5,Swordfish,movie
5706121771a06517740f8b38,Gore Verbinski,USA,True,"85,634",http://ia.media-imdb.com/images/M/MV5BNDE0NzM4ODIwMV5BMl5BanBnXkFtZTcwNTI1MzEyMQ@@._V1_SX300.jpg,tt0236493,J.H. Wyman,"English, Spanish","Adventure, Comedy, Crime","Brad Pitt, Julia Roberts, James Gandolfini, J.K. Simmons",02 Mar 2001,43,R,"2,940,996",123 min,3 wins & 1 nomination.,6.1,The Mexican,movie
5706121771a06517740f8b39,"Chris Weitz, Paul Weitz","USA, Australia, Germany, Canada",True,"18,751",http://ia.media-imdb.com/images/M/MV5BMTU5Mjk5MjE3OF5BMl5BanBnXkFtZTcwOTM2NjgxMQ@@._V1_SX300.jpg,tt0231775,"Elaine May, Warren Beatty, Chris Rock (screenplay, Lance Crouther (screenplay, Ali LeRoi (screenplay, Louis C.K. (screenplay)",English,"Comedy, Fantasy","Chris Rock, Regina King, Chazz Palminteri, Eugene Levy",16 Feb 2001,32,PG-13,,87 min,3 nominations.,5.4,Down to Earth,movie
5706121771a06517740f8b3a,Tony Scott,"Germany, USA, Japan, France",True,"118,440",http://ia.media-imdb.com/images/M/MV5BNjI2OTU4NDcyNl5BMl5BanBnXkFtZTYwNTM2OTU3._V1_SX300.jpg,tt0266987,"Michael Frost Beckner (story, Michael Frost Beckner (screenplay, David Arata (screenplay)","English, German, Arabic, French, Cantonese","Action, Crime, Thriller","Robert Redford, Brad Pitt, Catherine McCormack, Stephen Dillane",21 Nov 2001,63,R,"982,874",126 min,3 nominations.,7.0,Spy Game,movie
5706121771a06517740f8b3b,Adam Shankman,"Germany, USA",True,"59,508",http://ia.media-imdb.com/images/M/MV5BMjE3NTc5MzA0Nl5BMl5BanBnXkFtZTYwMTU3ODc5._V1_SX300.jpg,tt0209475,"Pamela Falk, Michael Ellis","English, Italian","Comedy, Romance","Jennifer Lopez, Matthew McConaughey, Bridgette Wilson-Sampras, Justin Chambers",26 Jan 2001,33,PG-13,,103 min,1 win & 4 nominations.,5.2,The Wedding Planner,movie
5706121771a06517740f8b3c,John Moore,USA,True,"84,872",http://ia.media-imdb.com/images/M/MV5BMTQ0MzMwMDI4M15BMl5BanBnXkFtZTcwMTAxMDMyMQ@@._V1_SX300.jpg,tt0159273,"Jim Thomas (story, John Thomas (story, David Veloz (screenplay, Zak Penn (screenplay)","English, Serbo-Croatian, Spanish, Czech","Action, War, Drama","Owen Wilson, Gene Hackman, Gabriel Macht, Charles Malik Whitfield",30 Nov 2001,49,PG-13,"59,068,786",106 min,1 win & 2 nominations.,6.4,Behind Enemy Lines,movie
5706121771a06517740f8b3d,Michael Mann,USA,True,"76,241",http://ia.media-imdb.com/images/M/MV5BMTUzMTM0NTQ4Nl5BMl5BanBnXkFtZTYwNDc2MTY5._V1_SX300.jpg,tt0248667,"Gregory Allen Howard (story, Stephen J. Rivele (screenplay, Christopher Wilkinson (screenplay, Eric Roth (screenplay, Michael Mann (screenplay)","English, French","Biography, Drama, Sport","Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles",25 Dec 2001,65,R,"646,787",157 min,Nominated for 2 Oscars. Another 10 wins & 25 nominations.,6.8,Ali,movie
5706121771a06517740f8b3e,Luke Greenfield,USA,True,"46,370",http://ia.media-imdb.com/images/M/MV5BMjE1OTExNTEzMV5BMl5BanBnXkFtZTYwNDQ3MDk2._V1_SX300.jpg,tt0255798,"Tom Brady (story, Tom Brady (screenplay, Rob Schneider (screenplay)",English,"Comedy, Sci-Fi","Rob Schneider, Colleen Haskell, John C. McGinley, Edward Asner",01 Jun 2001,43,PG-13,,84 min,5 nominations.,4.8,The Animal,movie
5706121771a06517740f8b3f,Baz Luhrmann,"USA, Australia",True,"219,541",http://ia.media-imdb.com/images/M/MV5BMTk5Mjg0MzM3MV5BMl5BanBnXkFtZTcwMTEyMjcxMQ@@._V1_SX300.jpg,tt0203009,"Baz Luhrmann, Craig Pearce","English, French, Spanish","Drama, Musical, Romance","Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent",01 Jun 2001,66,PG-13,"57,386,369",127 min,Won 2 Oscars. Another 81 wins & 127 nominations.,7.6,Moulin Rouge!,movie
5706121771a06517740f8b40,Jerry Zucker,"Canada, USA",True,"91,828",http://ia.media-imdb.com/images/M/MV5BMTY5NTczMTQ2M15BMl5BanBnXkFtZTYwNzQ1MjQ5._V1_SX300.jpg,tt0250687,Andy Breckman,English,"Adventure, Comedy","Breckin Meyer, Jenica Bergere, Cuba Gooding Jr., Carrie Diamond",17 Aug 2001,52,PG-13,"1,320,394",112 min,1 nomination.,6.4,Rat Race,movie
5706121771a06517740f8b41,Brian Helgeland,USA,True,"133,473",http://ia.media-imdb.com/images/M/MV5BMTE5OTE4OTE2Nl5BMl5BanBnXkFtZTYwMDkzMTQ3._V1_SX300.jpg,tt0183790,Brian Helgeland,English,"Action, Adventure, Romance","Heath Ledger, Rufus Sewell, Shannyn Sossamon, Paul Bettany",11 May 2001,54,PG-13,"1,525,952",132 min,4 wins & 10 nominations.,6.9,A Knight's Tale,movie
5706121771a06517740f8b42,Gary Fleder,"USA, Australia, Switzerland, Canada",True,"39,504",http://ia.media-imdb.com/images/M/MV5BMTI0NDMxMzgyOF5BMl5BanBnXkFtZTcwNDYzODAzMQ@@._V1_SX300.jpg,tt0260866,"Andrew Klavan (novel, Anthony Peckham (screenplay, Patrick Smith Kelly (screenplay)","English, Italian, Chinese","Crime, Drama, Mystery","Michael Douglas, Sean Bean, Brittany Murphy, Skye McCole Bartusiak",28 Sep 2001,38,R,,113 min,1 nomination.,6.3,Don't Say a Word,movie
5706121771a06517740f8b43,Ted Demme,USA,True,"193,159",http://ia.media-imdb.com/images/M/MV5BMTQ5ODQwNzIxNV5BMl5BanBnXkFtZTYwNzAyMDE3._V1_SX300.jpg,tt0221027,"Bruce Porter (book, David McKenna (screenplay, Nick Cassavetes (screenplay)",English,"Biography, Crime, Drama","Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths",06 Apr 2001,52,R,"8,844,782",124 min,1 win & 6 nominations.,7.6,Blow,movie
5706121771a06517740f8b44,Wes Anderson,USA,True,"203,191",http://ia.media-imdb.com/images/M/MV5BMjA0MjcwNDgzNl5BMl5BanBnXkFtZTgwNzMwODQxMTE@._V1_SX300.jpg,tt0265666,"Wes Anderson, Owen Wilson","English, Italian","Comedy, Drama","Gene Hackman, Anjelica Huston, Ben Stiller, Gwyneth Paltrow",04 Jan 2002,75,R,"52,353,636",110 min,Nominated for 1 Oscar. Another 10 wins & 45 nominations.,7.6,The Royal Tenenbaums,movie
5706121771a06517740f8b45,Andrzej Bartkowiak,"USA, Australia",True,"27,030",http://ia.media-imdb.com/images/M/MV5BMTMxNTQ5MjIwOF5BMl5BanBnXkFtZTYwNDMzODc3._V1_SX300.jpg,tt0242445,"Ed Horowitz (screenplay, Richard D'Ovidio (screenplay, John Westermann (novel)",English,"Action, Comedy, Crime","Steven Seagal, DMX, Isaiah Washington, Anthony Anderson",16 Mar 2001,39,R,,101 min,2 nominations.,5.5,Exit Wounds,movie
5706121771a06517740f8b46,Jean-Jacques Annaud,"USA, France, Germany, UK, Ireland",True,"182,725",http://ia.media-imdb.com/images/M/MV5BMjAyMDMwNzA2OV5BMl5BanBnXkFtZTgwNTIxNzQxMTE@._V1_SX300.jpg,tt0215750,"Jean-Jacques Annaud, Alain Godard","English, German, Russian","Drama, History, War","Jude Law, Ed Harris, Rachel Weisz, Joseph Fiennes",16 Mar 2001,53,R,"51,396,781",131 min,3 nominations.,7.6,Enemy at the Gates,movie
5706121771a06517740f8b47,Iain Softley,"USA, Germany",True,"144,456",http://ia.media-imdb.com/images/M/MV5BOTY4MTA5NDk3MV5BMl5BanBnXkFtZTgwMTA5MDgxMTE@._V1_SX300.jpg,tt0272152,"Gene Brewer (novel, Charles Leavitt (screenplay)",English,"Drama, Sci-Fi","Kevin Spacey, Jeff Bridges, Mary McCormack, Alfre Woodard",26 Oct 2001,49,PG-13,"626,381",120 min,3 nominations.,7.4,K-PAX,movie
5706121771a06517740f8b48,Peter Chelsom,USA,True,"83,256",http://ia.media-imdb.com/images/M/MV5BMTkzMjEzOTQ3Nl5BMl5BanBnXkFtZTYwMjI1NzU5._V1_SX300.jpg,tt0240890,Marc Klein,"English, French","Comedy, Romance","John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan",05 Oct 2001,52,PG-13,"633,868",90 min,3 nominations.,6.9,Serendipity,movie
5706121771a06517740f8b49,Harold Becker,USA,True,"21,005",http://ia.media-imdb.com/images/M/MV5BMTI1MjU1OTk5MV5BMl5BanBnXkFtZTcwMDg3MDEzMQ@@._V1_SX300.jpg,tt0249478,"Lewis Colick (story, William S. Comanor (story, Gary Drucker (story, Lewis Colick (screenplay)",English,"Crime, Mystery, Thriller","John Travolta, James Lashly, Rebecca Tilney, Debra Mooney",02 Nov 2001,29,PG-13,"203,338",89 min,1 win & 3 nominations.,5.5,Domestic Disturbance,movie
