_id,Awards,Type,imdbVotes,Director,Rated,Metascore,imdbID,Released,Poster,Writer,Runtime,Response,Title,Box_office,Genre,Language,imdbRating,Country,Actors
56fbd4bf71a0650b1c4f3433,7 wins & 17 nominations.,movie,"8,216",Lisa Cholodenko,R,73,tt0139362,12 Jun 1998,http://ia.media-imdb.com/images/M/MV5BMjAyMjIwMzM3M15BMl5BanBnXkFtZTcwOTU0MDYyMQ@@._V1_SX300.jpg,Lisa Cholodenko,101 min,True,High Art,"1,929,168","Drama, Romance",English,6.7,USA,"Radha Mitchell, Gabriel Mann, Charis Michelsen, David Thornton"
56fbd4bf71a0650b1c4f3434,1 win & 3 nominations.,movie,"8,950",Anthony Drazan,R,N/A,tt0119336,25 Dec 1998,http://ia.media-imdb.com/images/M/MV5BNjU4NDA2MTA2NF5BMl5BanBnXkFtZTYwMTc4Mjg5._V1_SX300.jpg,"David Rabe (play, David Rabe (screenplay)",122 min,True,Hurlyburly,"1,796,328","Comedy, Drama",English,5.8,USA,"Sean Penn, Kevin Spacey, Robin Wright, Chazz Palminteri"
56fbd4bf71a0650b1c4f3435,1 nomination.,movie,"9,390",David Dobkin,R,46,tt0118863,25 Sep 1998,http://ia.media-imdb.com/images/M/MV5BMTc1NzExNDY3M15BMl5BanBnXkFtZTcwMTkzODQyMQ@@._V1_SX300.jpg,Matthew L. Healy,104 min,True,Clay Pigeons,"1,789,892","Comedy, Crime",English,6.6,"Germany, USA","Joaquin Phoenix, Gregory Sporleder, Georgina Cates, Scott Wilson"
56fbd4bf71a0650b1c4f3436,4 nominations.,movie,"2,068",James Ivory,R,65,tt0120835,18 Sep 1998,http://ia.media-imdb.com/images/M/MV5BMjAwMjU3MjIxNl5BMl5BanBnXkFtZTcwOTYwMTgxMQ@@._V1_SX300.jpg,"Kaylie Jones (novel, James Ivory (screenplay, Ruth Prawer Jhabvala (screenplay)",127 min,True,A Soldier's Daughter Never Cries,"1,759,596",Drama,"English, French",6.9,"France, UK, USA","Kris Kristofferson, Barbara Hershey, Leelee Sobieski, Jane Birkin"
56fbd4bf71a0650b1c4f3437,N/A,movie,"9,109",Robert Altman,R,65,tt0119196,23 Jan 1998,http://ia.media-imdb.com/images/M/MV5BMTQ1NTg5ODg3NV5BMl5BanBnXkFtZTcwNTUwODgxMQ@@._V1_SX300.jpg,"John Grisham (story, Clyde Hayes (screenplay)",114 min,True,The Gingerbread Man,,Thriller,English,5.7,USA,"Kenneth Branagh, Embeth Davidtz, Robert Downey Jr., Daryl Hannah"
56fbd4bf71a0650b1c4f3438,Nominated for 1 Golden Globe. Another 28 wins & 22 nominations.,movie,"64,846",Thomas Vinterberg,R,82,tt0154420,19 Jun 1998,http://ia.media-imdb.com/images/M/MV5BMjYzMTYwNTIyMV5BMl5BanBnXkFtZTcwOTU2MjM2NQ@@._V1_SX300.jpg,"Thomas Vinterberg (screenplay, Mogens Rukov (screenplay, Thomas Vinterberg (idea)",105 min,True,The Celebration,"647,523",Drama,"Danish, German, English",8.1,"Denmark, Sweden","Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen, Paprika Steen"
56fbd4bf71a0650b1c4f3439,N/A,movie,"1,020",Zalman King,PG-13,N/A,tt0140282,24 Apr 1998,http://ia.media-imdb.com/images/M/MV5BMTU0OTcwOTEzMF5BMl5BanBnXkFtZTcwNDM1NjEyMQ@@._V1_SX300.jpg,"Zalman King, Matt George",96 min,True,In God's Hands,"1,379,977","Action, Drama, Sport",English,5.5,USA,"Shane Dorian, Matt George, Matty Liu, Shaun Tomson"
56fbd4bf71a0650b1c4f343a,1 nomination.,movie,"2,053",Des McAnuff,R,N/A,tt0118894,12 Jun 1998,http://ia.media-imdb.com/images/M/MV5BMTk3MDc1MzY0MF5BMl5BanBnXkFtZTcwMjcyNzgxMQ@@._V1_SX300.jpg,"Honoré de Balzac (novel, Lynn Siefert (screenplay, Susan Tarr (screenplay)",108 min,True,Cousin Bette,,"Comedy, Drama",English,6.2,"UK, USA","Jessica Lange, Elisabeth Shue, Bob Hoskins, Hugh Laurie"
56fbd4bf71a0650b1c4f343b,N/A,movie,"1,035",Bruno Barreto,R,N/A,tt0122642,09 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMTcyMTg1NTE1NV5BMl5BanBnXkFtZTcwNzQzMjMyMQ@@._V1_SX300.jpg,"Bo Dietl (book, Ken Gross (book, Jeremy Iacone (screen story, Jeremy Iacone (screenplay)",90 min,True,One Tough Cop,"1,220,906","Action, Crime",English,5.2,USA,"Stephen Baldwin, Chris Penn, Gina Gershon, Michael McGlone"
56fbd4bf71a0650b1c4f343c,1 nomination.,movie,"5,939",David Veloz,R,N/A,tt0120788,23 Apr 1999,http://ia.media-imdb.com/images/M/MV5BMTYxNDk5NTI2NV5BMl5BanBnXkFtZTcwMzk1NzMyMQ@@._V1_SX300.jpg,"Jerry Stahl (book, David Veloz (screenplay)",88 min,True,Permanent Midnight,"1,166,199","Biography, Drama, Romance",English,6.3,USA,"Ben Stiller, Maria Bello, Jay Paulson, Spencer Garrett"
56fbd4bf71a0650b1c4f343d,2 nominations.,movie,"2,300",Boaz Yakin,R,N/A,tt0120793,25 Mar 1998,http://ia.media-imdb.com/images/M/MV5BMTgwMDA3MDk2MV5BMl5BanBnXkFtZTcwNTMxMDMyMQ@@._V1_SX300.jpg,Boaz Yakin,117 min,True,A Price Above Rubies,"1,081,957","Drama, Romance",English,6.6,"UK, USA","Renée Zellweger, Christopher Eccleston, Julianna Margulies, Allen Payne"
56fbd4bf71a0650b1c4f343e,Nominated for 1 Oscar. Another 4 wins & 9 nominations.,movie,"27,159",Todd Haynes,R,65,tt0120879,23 Oct 1998,http://ia.media-imdb.com/images/M/MV5BNTYyMTMxMDc5MF5BMl5BanBnXkFtZTcwMzM0MzU5Ng@@._V1_SX300.jpg,"James Lyons (story, Todd Haynes (story, Todd Haynes",124 min,True,Velvet Goldmine,"1,043,487","Drama, Music",English,7.0,"UK, USA","Ewan McGregor, Jonathan Rhys Meyers, Christian Bale, Toni Collette"
56fbd4bf71a0650b1c4f343f,3 wins & 1 nomination.,movie,"7,091",Larry Clark,R,N/A,tt0127722,N/A,http://ia.media-imdb.com/images/M/MV5BMTYwMjA1MTU5OF5BMl5BanBnXkFtZTcwMTA0MTQyMQ@@._V1_SX300.jpg,"Eddie Little (book, Christopher Landon, Stephen Chin",101 min,True,Another Day in Paradise,"1,025,234","Crime, Drama, Thriller",English,6.5,USA,"James Woods, Melanie Griffith, Vincent Kartheiser, Natasha Gregson Wagner"
56fbd4bf71a0650b1c4f3440,4 wins & 3 nominations.,movie,"1,957",Marc Levin,R,N/A,tt0139615,07 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMTA3MDE4Njk4MDheQTJeQWpwZ15BbWU3MDY3NDcwMjE@._V1_SX300.jpg,"Marc Levin (story, Richard Stratton (story, Sonja Sohn, Marc Levin, Bonz Malone, Saul Williams, Richard Stratton",100 min,True,Slam,"982,214",Drama,English,7.2,USA,"Saul Williams, Sonja Sohn, Bonz Malone, Lawrence Wilson"
56fbd4bf71a0650b1c4f3441,N/A,movie,327,Jerry P. Jacobs,R,N/A,tt0119153,26 Sep 1998,http://ia.media-imdb.com/images/M/MV5BMTc2MDA3NzE0NV5BMl5BanBnXkFtZTcwNjQ3NTEyMQ@@._V1_SX300.jpg,Tony Giglio (screenplay),93 min,True,Freedom Strike,,"Drama, Action",English,3.8,USA,"Michael Dudikoff, Tone Loc, Felicity Waterman, Jay Anthony"
56fbd4bf71a0650b1c4f3442,Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,movie,"5,754",Robert Towne,PG-13,N/A,tt0119934,11 Sep 1998,http://ia.media-imdb.com/images/M/MV5BMTQ4MTk3NTEwOV5BMl5BanBnXkFtZTcwNTQ0NTcxMQ@@._V1_SX300.jpg,"Robert Towne, Kenny Moore",117 min,True,Without Limits,"777,423","Biography, Drama, Sport","English, Finnish, German",7.2,USA,"Billy Crudup, Donald Sutherland, Monica Potter, Jeremy Sisto"
56fbd4bf71a0650b1c4f3443,N/A,movie,"5,520",John Pieplow,R,N/A,tt0124102,02 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMTI5Nzg5ODM2M15BMl5BanBnXkFtZTcwODk3NTkxMQ@@._V1_SX300.jpg,Dee Snider,85 min,True,Strangeland,"631,221","Horror, Thriller",English,4.9,USA,"Kevin Gage, Elizabeth Peña, Brett Harrelson, Robert Englund"
56fbd4bf71a0650b1c4f3444,N/A,movie,"2,751",Theresa Connelly,PG-13,N/A,tt0119910,17 Jul 1998,http://ia.media-imdb.com/images/M/MV5BMTYwMTg1MTAwNV5BMl5BanBnXkFtZTcwMzU0MjQyMQ@@._V1_SX300.jpg,Theresa Connelly,105 min,True,Polish Wedding,"563,143","Comedy, Drama, Romance",English,5.4,USA,"Claire Danes, Jon Bradford, Lena Olin, Ramsey Krull"
56fbd4bf71a0650b1c4f3445,2 wins.,movie,"2,184",Tim McCanlies,PG,N/A,tt0118925,01 May 1998,http://ia.media-imdb.com/images/M/MV5BMjE0NjE2ODM4MV5BMl5BanBnXkFtZTYwNTk2NDg5._V1_SX300.jpg,Tim McCanlies,97 min,True,"Dancer, Texas Pop. 81","565,592","Comedy, Drama, Family",English,6.8,USA,"Breckin Meyer, Peter Facinelli, Eddie Mills, Ethan Embry"
56fbd4bf71a0650b1c4f3446,N/A,movie,N/A,Steve Paley,N/A,N/A,tt0401610,23 Aug 1998,N/A,N/A,30 min,True,MTV Revue with Ice Cube,,Music,English,N/A,USA,Ice Cube
56fbd4bf71a0650b1c4f3447,1 nomination.,movie,"8,871",Sean McNamara,PG,N/A,tt0118539,18 Jun 1998,http://ia.media-imdb.com/images/M/MV5BMjAzMjQxNTc5N15BMl5BanBnXkFtZTcwMTUwMzAzMQ@@._V1_SX300.jpg,"Sean McNamara, Jeff Phillips",93 min,True,3 Ninjas: High Noon at Mega Mountain,"308,082","Action, Adventure, Comedy",English,2.7,USA,"Hulk Hogan, Loni Anderson, Jim Varney, Mathew Botuchis"
56fbd4bf71a0650b1c4f3448,7 wins & 2 nominations.,movie,"2,428",John Maybury,UNRATED,N/A,tt0119577,07 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMzAyMzQ0NDE5M15BMl5BanBnXkFtZTcwMzk4NTYxMQ@@._V1_SX300.jpg,John Maybury,91 min,True,Love Is the Devil: Study for a Portrait of Francis Bacon,"343,023","Biography, Drama",English,6.6,"UK, France, Japan, USA","Derek Jacobi, Daniel Craig, Tilda Swinton, Anne Lambton"
56fbd4bf71a0650b1c4f3449,1 nomination.,movie,"1,323",Ted Demme,R,71,tt0119802,25 Sep 1998,http://ia.media-imdb.com/images/M/MV5BMjAyMjYxNDczNV5BMl5BanBnXkFtZTcwNDk0NDYyMQ@@._V1_SX300.jpg,Mike Armstrong,93 min,True,Monument Ave.,"332,388","Crime, Drama, Thriller",English,6.7,"USA, Canada","Denis Leary, Ian Hart, Jason Barry, Lenny Clarke"
56fbd4bf71a0650b1c4f344a,N/A,movie,907,Susan Skoog,R,N/A,tt0140688,10 Jul 1998,http://ia.media-imdb.com/images/M/MV5BMTI3ODUzNTcwOF5BMl5BanBnXkFtZTYwNTU0MTk5._V1_SX300.jpg,Susan Skoog,112 min,True,Whatever,"307,037",Drama,"French, English",6.5,"France, USA","Liza Weil, Chad Morgan, Frederic Forrest, Kathryn Rossetter"
56fbd4bf71a0650b1c4f344b,2 nominations.,movie,"3,176",M. Night Shyamalan,PG,N/A,tt0120510,20 Mar 1998,http://ia.media-imdb.com/images/M/MV5BMTM4OTIwNTcxNV5BMl5BanBnXkFtZTcwNjU1MzE2MQ@@._V1_SX300.jpg,M. Night Shyamalan,88 min,True,Wide Awake,"258,212","Comedy, Drama, Family",English,6.2,USA,"Joseph Cross, Timothy Reifsnyder, Dana Delany, Denis Leary"
56fbd4bf71a0650b1c4f344c,4 wins & 3 nominations.,movie,252,Nettie Wild,N/A,N/A,tt0145394,07 May 1998,http://ia.media-imdb.com/images/M/MV5BMTIyNzc2NjU2NF5BMl5BanBnXkFtZTcwODI3OTgyMQ@@._V1_SX300.jpg,"Manfred Becker, Nettie Wild",89 min,True,A Place Called Chiapas,"229,793",Documentary,"English, Spanish, Tzotzil",7.6,Canada,"Rafael Sebastián Guillén Vicente, Samuel Ruiz García"
56fbd4bf71a0650b1c4f344d,N/A,movie,"1,557",David Leland,R,N/A,tt0119494,12 Jun 1998,http://ia.media-imdb.com/images/M/MV5BMTAzNjkzOTgwODleQTJeQWpwZ15BbWU3MDk3NzE2MTE@._V1_SX300.jpg,"Angela Huth (novel, Keith Dewhurst, David Leland",111 min,True,The Land Girls,,"Drama, Romance, War",English,6.3,"UK, France","Catherine McCormack, Rachel Weisz, Anna Friel, Steven Mackintosh"
56fbd4bf71a0650b1c4f344e,N/A,movie,"1,716",Edward Burns,R,N/A,tt0119560,27 Mar 1998,http://ia.media-imdb.com/images/M/MV5BMTY3NzQ0NDAxOV5BMl5BanBnXkFtZTcwMzA1NDMyMQ@@._V1_SX300.jpg,Edward Burns,96 min,True,No Looking Back,"143,273","Comedy, Drama, Romance",English,5.9,USA,"Lauren Holly, Kevin Heffernan, Mark Schulte, Edward Burns"
56fbd4bf71a0650b1c4f344f,2 nominations.,movie,"5,043",Alex Zamm,PG-13,N/A,tt0118836,13 Mar 1998,http://ia.media-imdb.com/images/M/MV5BNjUxMDAyMzUyNV5BMl5BanBnXkFtZTcwNDE4MTMyMQ@@._V1_SX300.jpg,"Al Septien (story, Turi Meyer (story, Al Septien (screenplay, Turi Meyer (screenplay, Alex Zamm (screenplay)",95 min,True,Chairman of the Board,"306,715",Comedy,English,2.3,USA,"Scott 'Carrot Top' Thompson, Courtney Thorne-Smith, Larry Miller, Raquel Welch"
56fbd4bf71a0650b1c4f3450,4 wins & 4 nominations.,movie,"3,640",Stephen Frears,R,N/A,tt0120699,22 Jan 1999,http://ia.media-imdb.com/images/M/MV5BNDg4OTAxNzkzNV5BMl5BanBnXkFtZTYwNTI1NTU5._V1_SX300.jpg,"Max Evans (novel, Walon Green (screenplay)",114 min,True,The Hi-Lo Country,"163,810","Drama, Romance, Western",English,6.1,"UK, Germany, USA","Billy Crudup, Woody Harrelson, Cole Hauser, Enrique Castillo"
56fbd4bf71a0650b1c4f3451,N/A,movie,27,Tony Johnson,N/A,N/A,tt0127552,21 Jan 1998,N/A,Tony Johnson,57 min,True,Fallen Angels,,"Animation, Thriller",English,7.3,"UK, Japan","Bradley Lavelle, Tom Clarke Hill, Heidi Cole, Sylvia Etienne"
56fbd4bf71a0650b1c4f3452,2 wins & 2 nominations.,movie,"5,511",Lance Mungia,PG-13,N/A,tt0118736,18 Sep 1998,http://ia.media-imdb.com/images/M/MV5BOTg4NjUyMjE5NV5BMl5BanBnXkFtZTgwMjc4MjMxMDE@._V1_SX300.jpg,"Jeffrey Falcon, Lance Mungia",91 min,True,Six-String Samurai,"124,494","Action, Adventure, Comedy",English,6.7,USA,"Jeffrey Falcon, Justin McGuire, Kim De Angelo, Stephane Gauger"
56fbd4bf71a0650b1c4f3453,N/A,movie,22,Julian Birkett,N/A,N/A,tt0285517,01 Aug 1998,N/A,N/A,50 min,True,Close Up: Dennis Potter Under the Skin,,Documentary,English,7.5,UK,"Dennis Potter, Kenith Trodd, Jon Amiel, Renny Rye"
56fbd4bf71a0650b1c4f3454,N/A,movie,"2,361",Larry David,R,N/A,tt0120838,17 Apr 1998,http://ia.media-imdb.com/images/M/MV5BNTg4NDU5Njk2OF5BMl5BanBnXkFtZTYwMjQ1MzE5._V1_SX300.jpg,Larry David,91 min,True,Sour Grapes,"219,932",Comedy,English,5.8,USA,"Jack Burns, Viola Harris, Scott Erik, Michael Resnick"
56fbd4bf71a0650b1c4f3455,N/A,movie,"4,027",Charlie Peters,PG-13,N/A,tt0119734,12 Nov 1998,http://ia.media-imdb.com/images/M/MV5BMTMwNjc1NTYxNl5BMl5BanBnXkFtZTcwNTQ5MjYxMQ@@._V1_SX300.jpg,Charlie Peters,104 min,True,Music from Another Room,,"Comedy, Drama, Romance",English,6.6,USA,"Jude Law, Jennifer Tilly, Gretchen Mol, Martha Plimpton"
56fbd4bf71a0650b1c4f3456,1 nomination.,movie,593,Raoul Ruiz,R,N/A,tt0143874,04 Dec 1998,http://ia.media-imdb.com/images/M/MV5BMTU5NTc5ODQ2OF5BMl5BanBnXkFtZTcwMjk5NjkxMQ@@._V1_SX300.jpg,Duane Poole,102 min,True,Shattered Image,"102,523","Crime, Drama, Fantasy",English,4.8,"USA, Canada, UK","William Baldwin, Anne Parillaud, Lisanne Falk, Graham Greene"
56fbd4bf71a0650b1c4f3457,1 nomination.,movie,357,Rodney Gibbons,PG,N/A,tt0145048,08 May 1998,http://ia.media-imdb.com/images/M/MV5BMTQ2Njc5NzkzN15BMl5BanBnXkFtZTcwMzcwNjUyMQ@@._V1_SX300.jpg,"Louisa May Alcott (novel, Mark Evan Schwartz",98 min,True,Little Men,,Drama,English,6.4,Canada,"Mariel Hemingway, Michael Caloz, Ben Cook, Ricky Mabe"
56fbd4bf71a0650b1c4f3458,4 wins & 3 nominations.,movie,801,"Susan Muska, Gréta Olafsdóttir",N/A,N/A,tt0144801,23 Sep 1998,http://ia.media-imdb.com/images/M/MV5BMTI2NTAzMTQ5OV5BMl5BanBnXkFtZTcwNTgxNDkxMQ@@._V1_SX300.jpg,N/A,89 min,True,The Brandon Teena Story,"40,999","Documentary, Biography",English,7.3,USA,"Daphne, Reanna, Gina, Shaun"
56fbd4bf71a0650b1c4f3459,1 win.,movie,815,Barnet Kellman,PG,N/A,tt0120213,23 Jan 1998,http://ia.media-imdb.com/images/M/MV5BMTY2NjI4MzkzNV5BMl5BanBnXkFtZTcwMTE0MzcyMQ@@._V1_SX300.jpg,"Robert Wolterstorff, Mike Scott",78 min,True,Slappy and the Stinkers,"34,488","Comedy, Family",English,5.1,USA,"BD Wong, Bronson Pinchot, Jennifer Coolidge, Joseph Ashton"
56fbd4bf71a0650b1c4f345a,N/A,movie,"4,000",Stephen Gyllenhaal,R,N/A,tt0119305,17 Apr 1998,http://ia.media-imdb.com/images/M/MV5BMTI5NjEzNzYyMl5BMl5BanBnXkFtZTYwMjM1Njg5._V1_SX300.jpg,"Jonah Raskin (story, Stephen Gyllenhaal (story, Nicholas Kazan (screenplay, Stephen Gyllenhaal (screenplay)",102 min,True,Homegrown,"215,553","Comedy, Crime, Drama",English,5.8,USA,"John Lithgow, Jon Tenney, Ryan Phillippe, Hank Azaria"
56fbd4bf71a0650b1c4f345b,1 win & 1 nomination.,movie,"2,165",Paul Greengrass,R,48,tt0120861,24 Sep 1999,http://ia.media-imdb.com/images/M/MV5BMTk5MDk2OTMyM15BMl5BanBnXkFtZTcwMjg4MTkzMQ@@._V1_SX300.jpg,Richard Hawkins,101 min,True,The Theory of Flight,"71,999","Comedy, Drama, Romance",English,6.8,UK,"Helena Bonham Carter, Kenneth Branagh, Gemma Jones, Holly Aird"
56fbd4bf71a0650b1c4f345c,1 win.,movie,N/A,Hee Lee Goung,N/A,N/A,tt0157999,N/A,N/A,N/A,N/A,True,The Mirror,"11,417","Drama, Short",English,N/A,N/A,"Diana D'Ascoli, Rod Weber"
56fbd4bf71a0650b1c4f345d,N/A,movie,"2,701",John Hamburg,R,N/A,tt0120813,07 Aug 1998,http://ia.media-imdb.com/images/M/MV5BMTc0MDcxNTc5NF5BMl5BanBnXkFtZTYwMDg4Mjg5._V1_SX300.jpg,John Hamburg,88 min,True,Safe Men,"21,210","Comedy, Crime",English,6.1,USA,"Sam Rockwell, Steve Zahn, Michael Lerner, Paul Giamatti"
56fbd4bf71a0650b1c4f345e,N/A,movie,"2,918",Danny Cannon,R,N/A,tt0119892,04 Sep 1998,http://ia.media-imdb.com/images/M/MV5BNTU2Mzk5MzU4MV5BMl5BanBnXkFtZTcwNDQ2NDgxMQ@@._V1_SX300.jpg,Eddie Richey,107 min,True,Phoenix,"43,071","Crime, Drama",English,6.5,USA,"Ray Liotta, Anthony LaPaglia, Daniel Baldwin, Jeremy Piven"
56fbd4bf71a0650b1c4f345f,1 win.,movie,680,Nick Hamm,PG-13,N/A,tt0120271,30 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMTI1MTI5NTk4OF5BMl5BanBnXkFtZTcwNTI4NDUyMQ@@._V1_SX300.jpg,"Ann Guedes (screenplay, Frank McGuinness (screenplay, Kate O'Brien (novel)",96 min,True,Talk of Angels,"15,546","Drama, Romance, War","English, Spanish",6.1,USA,"Polly Walker, Vincent Perez, Franco Nero, Frances McDormand"
56fbd4bf71a0650b1c4f3460,2 wins & 4 nominations.,movie,142,Tim Kirkman,N/A,N/A,tt0150290,10 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMjE2NjU3MTE1NV5BMl5BanBnXkFtZTcwOTcyNzc3MQ@@._V1_SX300.jpg,Tim Kirkman,82 min,True,Dear Jesse,"16,875",Documentary,English,7.3,USA,"Nathan A. Barbour, Karen Brown, Patsy Clarke, Hal Crowther"
56fbd4bf71a0650b1c4f3461,N/A,movie,N/A,John Stewart,N/A,N/A,tt0173693,N/A,N/A,John Stewart,15 min,True,The Break-In,,Short,English,N/A,"UK, USA","Nick Waring, Penn Linfield, Brian Murphy"
56fbd4bf71a0650b1c4f3462,2 wins.,movie,"8,529",Predrag Antonijevic,R,N/A,tt0120070,N/A,http://ia.media-imdb.com/images/M/MV5BMTkwNTE1MDUxNF5BMl5BanBnXkFtZTcwNDg1ODEyMQ@@._V1_SX300.jpg,Robert Orr,103 min,True,Savior,"12,903","Drama, War","English, Serbo-Croatian, French",7.3,USA,"Nastassja Kinski, Pascal Rollin, Catlin Foster, Dennis Quaid"
56fbd4bf71a0650b1c4f3463,1 nomination.,movie,204,Jonathan Demme,PG-13,N/A,tt0120219,27 Mar 1998,http://ia.media-imdb.com/images/M/MV5BNDI5MzczMzU4N15BMl5BanBnXkFtZTcwNjEzNzAyMQ@@._V1_SX300.jpg,N/A,77 min,True,Storefront Hitchcock,"3,073","Documentary, Music",English,7.2,USA,"Robyn Hitchcock, Deni Bonet, Tim Keegan"
56fbd4bf71a0650b1c4f3464,2 wins & 2 nominations.,movie,150,James Quattrochi,R,N/A,tt0139669,30 Jan 1998,http://ia.media-imdb.com/images/M/MV5BMTk1NjUzNDk2Ml5BMl5BanBnXkFtZTcwMTA1MzIyMQ@@._V1_SX300.jpg,"Rodrigo Botero, James Quattrochi",103 min,True,True Friends,,Drama,English,5.7,USA,"James Quattrochi, Loreto Mauro, Rodrigo Botero, John Capodice"
56fbd4bf71a0650b1c4f3465,N/A,movie,"3,828","Stefan Avalos, Lance Weiler",N/A,N/A,tt0122143,23 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMTM5Mjg3NjM0OF5BMl5BanBnXkFtZTcwNTE4MDczMQ@@._V1_SX300.jpg,"Stefan Avalos, Lance Weiler",86 min,True,The Last Broadcast,,"Crime, Horror, Mystery",English,5.5,USA,"David Beard, Jim Seward, Stefan Avalos, Lance Weiler"
56fbd4bf71a0650b1c4f3466,N/A,movie,526,Roger Hedden,R,N/A,tt0132213,27 Nov 1998,http://ia.media-imdb.com/images/M/MV5BMTM0NzkzNzA0Ml5BMl5BanBnXkFtZTcwNzA3NzUyMQ@@._V1_SX300.jpg,Roger Hedden,82 min,True,Hi-Life,"7,957","Comedy, Romance",English,5.8,USA,"Campbell Scott, Moira Kelly, Michelle Durning, Eric Stoltz"
56fbd4bf71a0650b1c4f3467,1 win.,movie,30,Laurel Chiten,N/A,N/A,tt0145007,N/A,N/A,Rodger Kamenetz,58 min,True,The Jew in the Lotus,,Documentary,English,5.9,USA,Rodger Kamenetz
56fbd4bf71a0650b1c4f3468,N/A,movie,12,Tony Zarindast,N/A,N/A,tt0166104,N/A,N/A,N/A,N/A,True,Blood of His Own,,N/A,English,2.3,"USA, Canada","Jamie Gannon, Kelly Galindo, Stacy Stewart, Charlie Chase"
56fbd4bf71a0650b1c4f3469,N/A,movie,741,Bill Ryan,R,N/A,tt0119986,16 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMTc5NDE5NDEzN15BMl5BanBnXkFtZTcwNTY2NzUxMQ@@._V1_SX300.jpg,John Hughes,100 min,True,Reach the Rock,"4,960","Comedy, Drama",English,6.8,USA,"William Sadler, Alessandro Nivola, Bruce Norris, Karen Sillas"
56fbd4bf71a0650b1c4f346a,1 win & 1 nomination.,movie,"13,485",Skip Woods,R,N/A,tt0124901,25 Sep 1998,http://ia.media-imdb.com/images/M/MV5BMTkyNzExNTg1OV5BMl5BanBnXkFtZTcwMzQwNTgzMQ@@._V1_SX300.jpg,Skip Woods,87 min,True,Thursday,"1,971","Action, Comedy, Crime",English,7.2,USA,"Thomas Jane, Aaron Eckhart, Paulina Porizkova, James Le Gros"
