_id,Released,imdbRating,imdbID,imdbVotes,Genre,Title,Writer,Actors,Type,Language,Response,Runtime,Box_office,Country,Awards,Metascore,Director,Rated,Poster
56fbcde771a0651bcc151830,20 Dec 1996,7.2,tt0117571,"214,246","Horror, Mystery",Scream,Kevin Williamson,"Drew Barrymore, Roger Jackson, Kevin Patrick Walls, David Booth",movie,English,True,111 min,,USA,7 wins & 8 nominations.,65,Wes Craven,R,http://ia.media-imdb.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@._V1_SX300.jpg
56fbcde771a0651bcc151831,21 Jun 1996,6.1,tt0116213,"81,969","Action, Drama, Mystery",Eraser,"Tony Puryear (story, Walon Green (story, Michael S. Chernuchin (story, Tony Puryear (screenplay, Walon Green (screenplay)","Arnold Schwarzenegger, James Caan, Vanessa Williams, James Coburn",movie,English,True,115 min,,USA,Nominated for 1 Oscar. Another 3 wins & 1 nomination.,56,Chuck Russell,R,http://ia.media-imdb.com/images/M/MV5BODkyOTE2MjY5OF5BMl5BanBnXkFtZTcwNzI1NjUxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151832,21 Jun 1996,6.9,tt0116583,"97,988","Animation, Drama, Family",The Hunchback of Notre Dame,"Tab Murphy (animation story by, Victor Hugo (from the novel \","Jason Alexander, Tom Hulce, Mary Kay Bergman, Demi Moore",movie,"English, Latin",True,91 min,,USA,Nominated for 1 Oscar. Another 8 wins & 22 nominations.,N/A,"Gary Trousdale, Kirk Wise",G,http://ia.media-imdb.com/images/M/MV5BMjE1MDk2MzUxM15BMl5BanBnXkFtZTYwNzc1NTE5._V1_SX300.jpg
56fbcde771a0651bcc151833,25 Dec 1996,5.6,tt0117038,"34,418","Comedy, Drama, Fantasy",Michael,"Peter Dexter (story, Jim Quinlan (story, Nora Ephron (screenplay, Delia Ephron (screenplay, Peter Dexter (screenplay, Jim Quinlan (screenplay)","John Travolta, Andie MacDowell, William Hurt, Bob Hoskins",movie,"English, Portuguese",True,105 min,"95,345,070",USA,1 nomination.,38,Nora Ephron,PG,http://ia.media-imdb.com/images/M/MV5BMTYxNjc4MzUwN15BMl5BanBnXkFtZTgwOTg1NTk1MDE@._V1_SX300.jpg
56fbcde771a0651bcc151834,22 Nov 1996,7.6,tt0117731,"95,109","Action, Adventure, Drama",Star Trek: First Contact,"Gene Roddenberry (television series Star Trek, Rick Berman (story, Brannon Braga (story, Ronald D. Moore (story, Brannon Braga (screenplay, Ronald D. Moore (screenplay)","Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",movie,English,True,111 min,"92,001,027",USA,Nominated for 1 Oscar. Another 8 wins & 19 nominations.,71,Jonathan Frakes,PG-13,http://ia.media-imdb.com/images/M/MV5BMTg4OTYwODY4MF5BMl5BanBnXkFtZTgwNTg2NjIyMDE@._V1_SX300.jpg
56fbcde771a0651bcc151835,15 Nov 1996,6.3,tt0117705,"107,127","Animation, Adventure, Comedy",Space Jam,"Leo Benvenuti, Steve Rudnick, Timothy Harris, Herschel Weingrod","Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington",movie,English,True,88 min,,USA,5 wins & 6 nominations.,N/A,Joe Pytka,PG,http://ia.media-imdb.com/images/M/MV5BMTQ5NDg1NTgwOV5BMl5BanBnXkFtZTcwODAwNDAwMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151836,06 Dec 1996,7.4,tt0116209,"137,707","Drama, Romance, War",The English Patient,"Michael Ondaatje (novel, Anthony Minghella (screenplay)","Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas",movie,"English, German, Italian, Arabic",True,162 min,"78,651,430","USA, UK",Won 9 Oscars. Another 48 wins & 65 nominations.,87,Anthony Minghella,R,http://ia.media-imdb.com/images/M/MV5BNDg2OTcxNDE0OF5BMl5BanBnXkFtZTgwOTg2MDM0MDE@._V1_SX300.jpg
56fbcde771a0651bcc151837,20 Dec 1996,6.8,tt0115641,"41,977","Animation, Adventure, Comedy",Beavis and Butt-Head Do America,"Mike Judge, Joe Stillman, Brian Mulroney (additional material)","Mike Judge, Bruce Willis, Demi Moore, Cloris Leachman",movie,"English, Spanish, Hindi",True,81 min,"63,071,133",USA,1 win & 4 nominations.,64,"Mike Judge, Mike de Seve, Brian Mulroney, Yvette Kaplan",PG-13,"http://ia.media-imdb.com/images/M/MV5BMTExNDE4ODI4NDNeQTJeQWpwZ15BbWU2MDExMjU5OA@@._V1._CR34,32,273,400_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg"
56fbcde771a0651bcc151838,22 Nov 1996,5.4,tt0116705,"67,143","Comedy, Family",Jingle All the Way,Randy Kornfield,"Arnold Schwarzenegger, Sinbad, Phil Hartman, Rita Wilson",movie,English,True,89 min,"60,573,641",USA,2 wins & 1 nomination.,N/A,Brian Levant,PG,http://ia.media-imdb.com/images/M/MV5BMTE5OTYzMzc0MV5BMl5BanBnXkFtZTcwNjQ0NTI1MQ@@._V1_SX300.jpg
56fbcde771a0651bcc151839,14 Jun 1996,6.0,tt0115798,"118,654","Comedy, Thriller",The Cable Guy,Lou Holtz Jr.,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black",movie,"English, French",True,96 min,"60,154,431",USA,3 wins & 1 nomination.,N/A,Ben Stiller,PG-13,http://ia.media-imdb.com/images/M/MV5BMTIwODI4OTA5NF5BMl5BanBnXkFtZTcwMzQ5MDYyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15183a,12 Jul 1996,6.6,tt0115956,"38,642","Action, Drama, Mystery",Courage Under Fire,Patrick Sheane Duncan,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty",movie,"English, Arabic",True,116 min,,USA,9 wins & 6 nominations.,77,Edward Zwick,R,http://ia.media-imdb.com/images/M/MV5BMTMwNDk0NjUzOF5BMl5BanBnXkFtZTcwNjcxODIyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15183b,09 Aug 1996,5.7,tt0116669,"45,527","Comedy, Drama, Fantasy",Jack,"James DeMonaco, Gary Nadeau","Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez",movie,"English, Spanish",True,113 min,"58,586,889",USA,5 nominations.,31,Francis Ford Coppola,PG-13,http://ia.media-imdb.com/images/M/MV5BMTczMjIzOTY2M15BMl5BanBnXkFtZTcwMzM3NTYyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15183c,15 Mar 1996,6.4,tt0116253,"39,871","Action, Adventure, Thriller",Executive Decision,"Jim Thomas, John Thomas","Kurt Russell, Steven Seagal, Halle Berry, John Leguizamo",movie,English,True,133 min,,USA,2 wins & 2 nominations.,N/A,Stuart Baird,R,http://ia.media-imdb.com/images/M/MV5BMTI5OTA0NDEyOF5BMl5BanBnXkFtZTcwNjY2MDgxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15183d,03 Apr 1996,7.7,tt0117381,"126,811","Crime, Drama, Mystery",Primal Fear,"William Diehl (novel, Steve Shagan (screenplay, Ann Biderman (screenplay)","Richard Gere, Laura Linney, John Mahoney, Alfre Woodard",movie,"English, Spanish",True,129 min,,USA,Nominated for 1 Oscar. Another 10 wins & 10 nominations.,47,Gregory Hoblit,R,http://ia.media-imdb.com/images/M/MV5BMTk0MjkxNzczNF5BMl5BanBnXkFtZTgwMzEyNjQxMTE@._V1_SX300.jpg
56fbcde771a0651bcc15183e,16 Aug 1996,6.3,tt0117918,"36,826","Comedy, Drama, Romance",Tin Cup,"John Norville, Ron Shelton","Kevin Costner, Rene Russo, Don Johnson, Cheech Marin",movie,English,True,135 min,"53,854,588",USA,Nominated for 1 Golden Globe. Another 2 nominations.,60,Ron Shelton,R,http://ia.media-imdb.com/images/M/MV5BMTQ4Mjk4OTg0NV5BMl5BanBnXkFtZTcwOTIwMDcyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15183f,18 Oct 1996,7.5,tt0117665,"151,373","Crime, Drama, Thriller",Sleepers,"Lorenzo Carcaterra (book, Barry Levinson (screenplay)","Kevin Bacon, Billy Crudup, Robert De Niro, Ron Eldard",movie,English,True,147 min,"53,300,852",USA,Nominated for 1 Oscar. Another 1 win & 4 nominations.,49,Barry Levinson,R,http://ia.media-imdb.com/images/M/MV5BMTc4OTUzNzc0MV5BMl5BanBnXkFtZTgwMjE4ODYxMTE@._V1_SX300.jpg
56fbcde771a0651bcc151840,31 May 1996,6.4,tt0116136,"77,003","Action, Adventure, Fantasy",DragonHeart,"Patrick Read Johnson (story, Charles Edward Pogue (story, Charles Edward Pogue (screenplay)","Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer",movie,English,True,103 min,,USA,Nominated for 1 Oscar. Another 3 wins & 9 nominations.,N/A,Rob Cohen,PG-13,http://ia.media-imdb.com/images/M/MV5BMTQ3MjEzODczMF5BMl5BanBnXkFtZTYwODUwMzA5._V1_SX300.jpg
56fbcde771a0651bcc151841,N/A,N/A,tt0161048,N/A,Adult,Up Close and Personal 4,N/A,"Johnnie Black, Paul Cox, John Decker, Steve Drake",movie,English,True,88 min,,USA,N/A,N/A,Steve Drake,N/A,N/A
56fbcde771a0651bcc151842,10 Jan 1997,6.3,tt0116250,"28,806","Biography, Drama, History",Evita,"Tim Rice (book, Alan Parker (screenplay, Oliver Stone (screenplay)","Madonna, Antonio Banderas, Jonathan Pryce, Jimmy Nail",movie,English,True,135 min,"49,994,804",USA,Won 1 Oscar. Another 17 wins & 38 nominations.,45,Alan Parker,PG,http://ia.media-imdb.com/images/M/MV5BMTM3OTY4NTg1OF5BMl5BanBnXkFtZTcwNjQ4ODcxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151843,13 Dec 1996,5.4,tt0117372,"8,666","Comedy, Drama, Fantasy",The Preacher's Wife,"Robert Nathan (novel, Robert E. Sherwood (earlier screenplay, Leonardo Bercovici (earlier screenplay, Nat Mauldin (screenplay, Allan Scott (screenplay)","Denzel Washington, Whitney Houston, Courtney B. Vance, Gregory Hines",movie,English,True,123 min,"48,093,211",USA,Nominated for 1 Oscar. Another 2 wins & 5 nominations.,N/A,Penny Marshall,PG,http://ia.media-imdb.com/images/M/MV5BMjA0NTgyMjgxMF5BMl5BanBnXkFtZTcwOTM5MzUyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151844,01 Nov 1996,6.8,tt0117509,"163,119","Drama, Romance",Romeo + Juliet,"William Shakespeare (play, Craig Pearce (screenplay, Baz Luhrmann (screenplay)","Leonardo DiCaprio, Claire Danes, John Leguizamo, Harold Perrineau",movie,English,True,120 min,,USA,Nominated for 1 Oscar. Another 14 wins & 26 nominations.,60,Baz Luhrmann,PG-13,"http://ia.media-imdb.com/images/M/MV5BMTI2ODc3NDI4OV5BMl5BanBnXkFtZTYwMTY1MjQ5._V1._CR1,1,341,448_SY132_CR5,0,89,132_AL_.jpg_V1_SX300.jpg"
56fbcde771a0651bcc151845,20 Dec 1996,6.4,tt0117247,"35,655","Comedy, Drama, Romance",One Fine Day,"Terrel Seltzer, Ellen Simon","Michelle Pfeiffer, George Clooney, Mae Whitman, Alex D. Linz",movie,"English, Spanish",True,108 min,,USA,Nominated for 1 Oscar. Another 4 wins & 5 nominations.,N/A,Michael Hoffman,PG,http://ia.media-imdb.com/images/M/MV5BMTk0NDg0Mjk1M15BMl5BanBnXkFtZTcwNjU5NTgxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151846,15 Nov 1996,6.5,tt0117057,"11,070","Comedy, Drama, Romance",The Mirror Has Two Faces,"André Cayatte (screenplay, Gérard Oury (screenplay, Richard LaGravenese (screen story, Richard LaGravenese (screenplay)","Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal",movie,English,True,126 min,,USA,Nominated for 2 Oscars. Another 4 wins & 7 nominations.,N/A,Barbra Streisand,PG-13,http://ia.media-imdb.com/images/M/MV5BNTEyNzUyNTcwM15BMl5BanBnXkFtZTYwMTc3NDI5._V1_SX300.jpg
56fbcde771a0651bcc151847,16 Feb 1996,7.0,tt0116483,"150,631","Comedy, Sport",Happy Gilmore,"Tim Herlihy, Adam Sandler","Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay",movie,English,True,92 min,"38,624,000",USA,1 win & 3 nominations.,31,Dennis Dugan,PG-13,http://ia.media-imdb.com/images/M/MV5BMjA4NjUxODg3Ml5BMl5BanBnXkFtZTcwNzcyODc5Mw@@._V1_SX300.jpg
56fbcde771a0651bcc151848,11 Oct 1996,6.8,tt0116409,"45,068","Action, Adventure, Drama",The Ghost and the Darkness,William Goldman,"Michael Douglas, Val Kilmer, Tom Wilkinson, John Kani",movie,"English, Hindi",True,110 min,"38,553,833","USA, Germany",Won 1 Oscar. Another 2 nominations.,N/A,Stephen Hopkins,R,http://ia.media-imdb.com/images/M/MV5BMTQxNTcwMDc1OV5BMl5BanBnXkFtZTcwMDYyMzMyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151849,13 Dec 1996,6.3,tt0116996,"167,812","Comedy, Sci-Fi",Mars Attacks!,"Len Brown (trading card series, Woody Gelman (trading card series, Wally Wood (trading card series, Bob Powell (trading card series, Norman Saunders (trading card series, Jonathan Gems (screen story, Jonathan Gems (screenplay)","Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan",movie,"English, French",True,106 min,,USA,2 wins & 17 nominations.,52,Tim Burton,PG-13,http://ia.media-imdb.com/images/M/MV5BNzc4NzE5OTIwNV5BMl5BanBnXkFtZTcwNjk2MTEyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15184a,06 Nov 1996,6.8,tt0117603,"9,717","Action, Crime, Drama",Set It Off,"Takashi Bufford (story, Takashi Bufford (screenplay, Kate Lanier (screenplay)","Jada Pinkett Smith, Queen Latifah, Vivica A. Fox, Kimberly Elise",movie,English,True,123 min,"36,049,108",USA,5 wins & 5 nominations.,N/A,F. Gary Gray,R,http://ia.media-imdb.com/images/M/MV5BMjA2MzUxODQ0Nl5BMl5BanBnXkFtZTcwNTQyNzEyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15184b,14 Feb 1997,7.7,tt0117631,"41,976","Biography, Drama, Music",Shine,"Jan Sardi (screenplay, Scott Hicks (story)","Geoffrey Rush, Justin Braine, Sonia Todd, Chris Haywood",movie,"English, Yiddish",True,105 min,"35,811,509",Australia,Won 1 Oscar. Another 42 wins & 47 nominations.,87,Scott Hicks,PG-13,http://ia.media-imdb.com/images/M/MV5BMTQzMzcxMzUyMl5BMl5BanBnXkFtZTgwNDI1MjgxMTE@._V1_SX300.jpg
56fbcde771a0651bcc15184c,26 Apr 1996,6.3,tt0117979,"22,149","Comedy, Romance",The Truth About Cats & Dogs,Audrey Wells,"Uma Thurman, Janeane Garofalo, Ben Chaplin, Jamie Foxx",movie,English,True,97 min,,USA,1 nomination.,64,Michael Lehmann,PG-13,http://ia.media-imdb.com/images/M/MV5BMTYxNjIyMjkxNl5BMl5BanBnXkFtZTYwMDAzOTg4._V1_SX300.jpg
56fbcde771a0651bcc15184d,03 Apr 1996,5.6,tt0117891,"2,995","Comedy, Crime, Drama",A Thin Line Between Love and Hate,"Martin Lawrence (story, Martin Lawrence (screenplay, Bentley Kyle Evans (screenplay, Kenny Buford (screenplay, Kim Bass (screenplay)","Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown",movie,English,True,108 min,"34,746,109",USA,N/A,N/A,Martin Lawrence,R,http://ia.media-imdb.com/images/M/MV5BMTMxMDQ1OTM5N15BMl5BanBnXkFtZTcwNzE4NTAyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15184e,16 Feb 1996,6.9,tt0117110,"15,379","Action, Adventure, Comedy",Muppet Treasure Island,"Robert Louis Stevenson (novel, Jerry Juhl (screenplay, Kirk R. Thatcher (screenplay, James V. Hart (screenplay)","Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop",movie,English,True,99 min,,USA,4 nominations.,N/A,Brian Henson,G,http://ia.media-imdb.com/images/M/MV5BMTY0NDU1MDYxMl5BMl5BanBnXkFtZTcwNjgyMTEzMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15184f,02 Aug 1996,6.8,tt0117008,"83,885","Comedy, Family, Fantasy",Matilda,"Roald Dahl (book, Nicholas Kazan (screenplay, Robin Swicord (screenplay)","Mara Wilson, Danny DeVito, Rhea Perlman, Embeth Davidtz",movie,English,True,102 min,,USA,3 wins & 7 nominations.,N/A,Danny DeVito,PG,http://ia.media-imdb.com/images/M/MV5BNTYxNDEyMDQ1MF5BMl5BanBnXkFtZTcwODcxMDYyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151850,11 Oct 1996,6.7,tt0116908,"59,187","Action, Crime, Drama",The Long Kiss Goodnight,Shane Black,"Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko",movie,English,True,121 min,,USA,3 nominations.,44,Renny Harlin,R,http://ia.media-imdb.com/images/M/MV5BMTUxMTY5MDE0OF5BMl5BanBnXkFtZTcwMzU5NjgxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151851,28 Jun 1996,4.3,tt0117765,"33,940","Comedy, Crime, Drama",Striptease,"Carl Hiaasen (book, Andrew Bergman (screenplay)","Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames",movie,English,True,115 min,,USA,6 wins & 2 nominations.,N/A,Andrew Bergman,R,http://ia.media-imdb.com/images/M/MV5BMjAyNTcyNzY1OF5BMl5BanBnXkFtZTcwNDM2MjAyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151852,06 Dec 1996,5.8,tt0116040,"51,923","Action, Adventure, Drama",Daylight,Leslie Bohem,"Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya",movie,English,True,114 min,"32,885,565",USA,Nominated for 1 Oscar. Another 1 win & 2 nominations.,N/A,Rob Cohen,PG-13,http://ia.media-imdb.com/images/M/MV5BMTY1NTQzNjk2OF5BMl5BanBnXkFtZTcwNzQ4NzMyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151853,08 Mar 1996,5.9,tt0116552,"10,270","Adventure, Comedy, Family",Homeward Bound II: Lost in San Francisco,"Chris Hauty, Julie Hickson, Sheila Burnford (characters from novel \","Michael J. Fox, Sally Field, Ralph Waite, Al Michaels",movie,English,True,89 min,"49,142,277",USA,2 nominations.,N/A,David R. Ellis,G,http://ia.media-imdb.com/images/M/MV5BMTI2ODg4NTg5MF5BMl5BanBnXkFtZTYwMzUwMzk4._V1_SX300.jpg
56fbcde771a0651bcc151854,02 Feb 1996,6.2,tt0115697,"28,959",Comedy,Black Sheep,Fred Wolf,"Chris Farley, David Spade, Tim Matheson, Christine Ebersole",movie,English,True,87 min,"32,377,000",USA,N/A,N/A,Penelope Spheeris,PG-13,http://ia.media-imdb.com/images/M/MV5BMTc3MDM5OTc4Ml5BMl5BanBnXkFtZTcwNjk2NDMyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151855,31 May 1996,5.0,tt0116168,"6,909","Comedy, Sport",Eddie,"Steve Zacharias (story, Jeff Buhai (story, Jon Connolly (story, David Loucka (story, Jon Connolly (screenplay, David Loucka (screenplay, Eric Champnella (screenplay, Keith Mitchell (screenplay, Steve Zacharias (screenplay, Jeff Buhai (screenplay)","Whoopi Goldberg, Frank Langella, Dennis Farina, Richard Jenkins",movie,"English, Russian",True,100 min,"31,356,117",USA,2 nominations.,N/A,Steve Rash,PG-13,http://ia.media-imdb.com/images/M/MV5BMTg0MDE4NzIyMl5BMl5BanBnXkFtZTYwMTgxNTg5._V1_SX300.jpg
56fbcde771a0651bcc151856,29 Mar 1996,5.7,tt0117608,"17,424",Comedy,Sgt. Bilko,"Nat Hiken (television series, Andy Breckman","Steve Martin, Dan Aykroyd, Phil Hartman, Glenne Headly",movie,English,True,93 min,,USA,N/A,N/A,Jonathan Lynn,PG,http://ia.media-imdb.com/images/M/MV5BMjAzMjMxOTA1OF5BMl5BanBnXkFtZTcwNTk5MzAzMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151857,12 Apr 1996,6.7,tt0116683,"48,182","Animation, Adventure, Family",James and the Giant Peach,"Roald Dahl (based on the book by, Karey Kirkpatrick (screenplay, Jonathan Roberts (screenplay, Steve Bloom (screenplay)","Simon Callow, Richard Dreyfuss, Jane Leeves, Joanna Lumley",movie,English,True,79 min,,"UK, USA",Nominated for 1 Oscar. Another 4 wins & 11 nominations.,N/A,Henry Selick,PG,http://ia.media-imdb.com/images/M/MV5BMTkwMzEwMTQwNl5BMl5BanBnXkFtZTcwNTg3MzAyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151858,23 Aug 1996,4.4,tt0116654,"25,597","Horror, Sci-Fi, Thriller",The Island of Dr. Moreau,"H.G. Wells (novel, Richard Stanley (screenplay, Ron Hutchinson (screenplay)","Marlon Brando, Val Kilmer, David Thewlis, Fairuza Balk",movie,"English, Indonesian",True,96 min,,USA,1 win & 8 nominations.,N/A,"John Frankenheimer, Richard Stanley",PG-13,http://ia.media-imdb.com/images/M/MV5BMTIyMDI3NTI1OV5BMl5BanBnXkFtZTcwMDM2MjAyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151859,24 May 1996,5.2,tt0117723,"28,917","Comedy, Action",Spy Hard,"Jason Friedberg (story, Aaron Seltzer (story, Rick Friedberg (screenplay, Dick Chudnow (screenplay, Jason Friedberg (screenplay, Aaron Seltzer (screenplay)","Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden",movie,"English, French, Spanish",True,81 min,"26,906,039",USA,N/A,25,Rick Friedberg,PG-13,http://ia.media-imdb.com/images/M/MV5BNjM4MjUzMzAxN15BMl5BanBnXkFtZTcwOTEyOTgxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15185a,12 Jan 1996,6.1,tt0116260,"9,525","Crime, Drama, Thriller",Eye for an Eye,"Erika Holzer (novel, Amanda Silver (screenplay, Rick Jaffa (screenplay)","Sally Field, Ed Harris, Olivia Burnette, Alexandra Kyle",movie,"English, French, Spanish, Korean",True,101 min,"53,146,000",USA,N/A,N/A,John Schlesinger,R,http://ia.media-imdb.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1_SX300.jpg
