_id,Type,Box_office,Language,imdbRating,Awards,Country,Director,Title,Writer,Runtime,Response,Metascore,Poster,Actors,imdbID,Released,Genre,Rated,imdbVotes
56fbb9b771a0651dd8f05057,movie,"86,303,188",English,6.9,1 win & 2 nominations.,USA,Alan J. Pakula,Presumed Innocent,"Scott Turow (novel, Frank Pierson (screenplay, Alan J. Pakula (screenplay)",127 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjMyODU4NjQwMV5BMl5BanBnXkFtZTgwMTkwNTg4NjE@._V1_SX300.jpg,"Harrison Ford, Brian Dennehy, Raul Julia, Bonnie Bedelia",tt0100404,27 Jul 1990,"Mystery, Thriller",R,"28,590"
56fbb9b771a0651dd8f05058,movie,"82,670,733","English, French",5.9,Nominated for 1 Oscar. Another 1 win.,USA,Tony Scott,Days of Thunder,"Robert Towne (story, Tom Cruise (story, Robert Towne (screenplay)",107 min,True,60,http://ia.media-imdb.com/images/M/MV5BNjc5NjQ1ODIzN15BMl5BanBnXkFtZTgwMjkwNTg4NjE@._V1_SX300.jpg,"Tom Cruise, Nicole Kidman, Robert Duvall, Randy Quaid",tt0099371,27 Jun 1990,"Action, Drama, Sport",PG-13,"58,854"
56fbb9b771a0651dd8f05059,movie,"80,820,000","English, Cantonese",5.8,N/A,USA,Walter Hill,Another 48 Hrs.,"Roger Spottiswoode (characters, Walter Hill (characters, Larry Gross (characters, Steven E. de Souza (characters, Eddie Murphy (story, John Fasano (screenplay, Jeb Stuart (screenplay, Larry Gross (screenplay)",93 min,True,23,http://ia.media-imdb.com/images/M/MV5BNTAzOTE4MzgwNV5BMl5BanBnXkFtZTgwNDgwNTg4NjE@._V1_SX300.jpg,"Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe",tt0099044,08 Jun 1990,"Action, Comedy, Crime",R,"28,656"
56fbb9b771a0651dd8f0505a,movie,"70,980,000",English,5.9,N/A,USA,John Badham,Bird on a Wire,"Louis Venosta (story, Eric Lerner (story, David Seltzer (screenplay, Louis Venosta (screenplay, Eric Lerner (screenplay)",110 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BNzU5MTQyNzEwNV5BMl5BanBnXkFtZTgwMTgwNTg4NjE@._V1_SX300.jpg,"Mel Gibson, Goldie Hawn, David Carradine, Bill Duke",tt0099141,18 May 1990,"Action, Comedy",PG-13,"29,859"
56fbb9b771a0651dd8f0505b,movie,"66,676,062","English, Italian, German, Latin",7.6,Nominated for 7 Oscars. Another 5 wins & 13 nominations.,USA,Francis Ford Coppola,The Godfather: Part III,"Mario Puzo, Francis Ford Coppola",162 min,True,60,http://ia.media-imdb.com/images/M/MV5BMTczMDcxNDA4MV5BMl5BanBnXkFtZTgwNjY1NTk4NjE@._V1_SX300.jpg,"Al Pacino, Diane Keaton, Talia Shire, Andy Garcia",tt0099674,25 Dec 1990,"Crime, Drama",R,"256,626"
56fbb9b771a0651dd8f0505c,movie,"61,490,000",English,6.5,Nominated for 1 Oscar. Another 2 nominations.,USA,Joel Schumacher,Flatliners,Peter Filardi,115 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTc3MDE3NTM3Ml5BMl5BanBnXkFtZTgwNzgwNTg4NjE@._V1_SX300.jpg,"Kiefer Sutherland, Julia Roberts, Kevin Bacon, William Baldwin",tt0099582,10 Aug 1990,"Drama, Horror, Sci-Fi",R,"60,571"
56fbb9b771a0651dd8f0505d,movie,"61,276,872",English,7.8,Won 1 Oscar. Another 3 wins & 8 nominations.,USA,Rob Reiner,Misery,"Stephen King (novel, William Goldman (screenplay)",107 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_SX300.jpg,"James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen",tt0100157,30 Nov 1990,Thriller,R,"128,641"
56fbb9b771a0651dd8f0505e,movie,"56,362,352",English,7.9,Nominated for 1 Oscar. Another 6 wins & 14 nominations.,USA,Tim Burton,Edward Scissorhands,"Tim Burton (story, Caroline Thompson (story, Caroline Thompson (screenplay)",105 min,True,74,http://ia.media-imdb.com/images/M/MV5BOTE2NDExNjQxMF5BMl5BanBnXkFtZTgwMzQ3NzMxMDE@._V1_SX300.jpg,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall",tt0099487,14 Dec 1990,"Drama, Fantasy, Romance",PG-13,"346,773"
56fbb9b771a0651dd8f0505f,movie,"53,470,900",English,5.2,1 nomination.,USA,Dennis Dugan,Problem Child,"Scott Alexander, Larry Karaszewski",81 min,True,27,http://ia.media-imdb.com/images/M/MV5BMjAwNTk0NTk0MV5BMl5BanBnXkFtZTgwMjgwNTg4NjE@._V1_SX300.jpg,"John Ritter, Jack Warden, Michael Oliver, Gilbert Gottfried",tt0100419,27 Jul 1990,"Comedy, Family",PG,"21,770"
56fbb9b771a0651dd8f05060,movie,"53,133,888","English, Spanish",6.3,2 wins & 5 nominations.,USA,Frank Marshall,Arachnophobia,"Don Jakoby (story, Al Williams (story, Don Jakoby (screenplay, Wesley Strick (screenplay)",103 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjExNTcyMjI2Ml5BMl5BanBnXkFtZTgwMDgwNTg4NjE@._V1_SX300.jpg,"Jeff Daniels, Harley Jane Kozak, John Goodman, Julian Sands",tt0099052,18 Jul 1990,"Comedy, Fantasy, Horror",PG-13,"48,710"
56fbb9b771a0651dd8f05061,movie,"52,096,475",English,7.8,Nominated for 3 Oscars. Another 5 wins & 8 nominations.,USA,Penny Marshall,Awakenings,"Oliver Sacks (book, Steven Zaillian (screenplay)",121 min,True,74,http://ia.media-imdb.com/images/M/MV5BMjI5NjEzMDYyMl5BMl5BanBnXkFtZTgwNjgwNTg4NjE@._V1_SX300.jpg,"Robert De Niro, Robin Williams, Julie Kavner, Ruth Nelson",tt0099077,11 Jan 1991,"Biography, Drama",PG-13,"89,939"
56fbb9b771a0651dd8f05062,movie,"47,489,074",English,4.4,3 nominations.,USA,Amy Heckerling,Look Who's Talking Too,"Amy Heckerling, Neal Israel, Amy Heckerling (characters)",81 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTA0Mjk0MDg3MjVeQTJeQWpwZ15BbWU4MDM4MDU4ODYx._V1_SX300.jpg,"John Travolta, Kirstie Alley, Olympia Dukakis, Elias Koteas",tt0100050,14 Dec 1990,"Comedy, Romance",PG-13,"36,225"
56fbb9b771a0651dd8f05063,movie,"47,410,000",English,5.7,N/A,USA,Bruce Malmuth,Hard to Kill,Steven McKay,96 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTc4NzE1NTU5N15BMl5BanBnXkFtZTgwNTgwNTg4NjE@._V1_SX300.jpg,"Steven Seagal, Kelly LeBrock, William Sadler, Frederick Coffin",tt0099739,09 Feb 1990,"Action, Drama, Crime",R,"21,095"
56fbb9b771a0651dd8f05064,movie,"46,836,394","English, Italian",8.7,Won 1 Oscar. Another 37 wins & 31 nominations.,USA,Martin Scorsese,Goodfellas,"Nicholas Pileggi (book, Nicholas Pileggi (screenplay, Martin Scorsese (screenplay)",146 min,True,89,http://ia.media-imdb.com/images/M/MV5BMTY2OTE5MzQ3MV5BMl5BanBnXkFtZTgwMTY2NTYxMTE@._V1_SX300.jpg,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco",tt0099685,21 Sep 1990,"Biography, Crime, Drama",R,"698,495"
56fbb9b771a0651dd8f05065,movie,"46,044,400",English,5.9,N/A,USA,Dwight H. Little,Marked for Death,"Michael Grais, Mark Victor",93 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMzcwNTIzZmEtNzMwMC00OTMyLWFiNTQtZjUxZGYzMDk4MzkwXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg,"Steven Seagal, Basil Wallace, Keith David, Tom Wright",tt0100114,05 Oct 1990,"Action, Adventure, Crime",R,"14,717"
56fbb9b771a0651dd8f05066,movie,"45,681,173",English,5.7,3 nominations.,USA,Irvin Kershner,RoboCop 2,"Edward Neumeier (characters, Michael Miner (characters, Frank Miller (story, Frank Miller (screenplay, Walon Green (screenplay)",117 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjI3OTEyOTAxMl5BMl5BanBnXkFtZTcwMTA0NzE1NA@@._V1_SX300.jpg,"Belinda Bauer, John Glover, Mario Machado, Leeza Gibbons",tt0100502,22 Jun 1990,"Action, Sci-Fi",R,"60,502"
56fbb9b771a0651dd8f05067,movie,"44,143,410",English,6.4,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,USA,Geoff Murphy,Young Guns II,"John Fusco (characters, John Fusco",104 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTI5MDAzNzgyMV5BMl5BanBnXkFtZTcwMTQ3NDYyMQ@@._V1_SX300.jpg,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Christian Slater",tt0100994,01 Aug 1990,Western,PG-13,"23,037"
56fbb9b771a0651dd8f05068,movie,"41,482,207",English,6.3,6 nominations.,USA,Joe Dante,Gremlins 2: The New Batch,"Chris Columbus (characters, Charles S. Haas",106 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BNzI3MDYzNzcwN15BMl5BanBnXkFtZTYwNTY0MDU5._V1_SX300.jpg,"Zach Galligan, Phoebe Cates, John Glover, Robert Prosky",tt0099700,15 Jun 1990,"Comedy, Fantasy, Horror",PG-13,"64,970"
56fbb9b771a0651dd8f05069,movie,"40,950,000","English, Italian",5.1,9 nominations.,USA,John G. Avildsen,Rocky V,Sylvester Stallone,104 min,True,55,http://ia.media-imdb.com/images/M/MV5BMTM2Mzc4MTYxM15BMl5BanBnXkFtZTcwODY5NTk1NA@@._V1_SX300.jpg,"Sylvester Stallone, Talia Shire, Burt Young, Sage Stallone",tt0100507,16 Nov 1990,"Drama, Sport",PG-13,"88,368"
56fbb9b771a0651dd8f0506a,movie,"39,404,261",English,5.7,N/A,USA,John Patrick Shanley,Joe Versus the Volcano,John Patrick Shanley,102 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BNDA0MTM0ODE2MV5BMl5BanBnXkFtZTgwNzc5MjMxMDE@._V1_SX300.jpg,"Tom Hanks, Meg Ryan, Lloyd Bridges, Robert Stack",tt0099892,09 Mar 1990,"Comedy, Romance",PG,"27,146"
56fbb9b771a0651dd8f0506b,movie,"37,963,281","English, Spanish",6.6,Nominated for 2 Oscars. Another 2 wins & 9 nominations.,USA,Mike Nichols,Postcards from the Edge,"Carrie Fisher (book, Carrie Fisher (screenplay)",101 min,True,71,http://ia.media-imdb.com/images/M/MV5BMjE0ODAzOTU4MV5BMl5BanBnXkFtZTgwMDY5Mzk4NjE@._V1_SX300.jpg,"Meryl Streep, Shirley MacLaine, Dennis Quaid, Gene Hackman",tt0100395,14 Sep 1990,"Comedy, Drama",R,"10,794"
56fbb9b771a0651dd8f0506c,movie,"35,419,397",English,6.6,Nominated for 1 Golden Globe. Another 3 wins.,USA,Richard Benjamin,Mermaids,"Patty Dann (novel, June Roberts (screenplay)",110 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BNjg0MTE1NjUxOV5BMl5BanBnXkFtZTcwMzQxODI1NA@@._V1_SX300.jpg,"Cher, Bob Hoskins, Winona Ryder, Michael Schoeffling",tt0100140,14 Dec 1990,"Comedy, Drama, Romance",PG-13,"21,532"
56fbb9b771a0651dd8f0506d,movie,"33,878,502",English,6.4,2 wins & 6 nominations.,USA,Sam Raimi,Darkman,"Sam Raimi (story, Chuck Pfarrer (screenplay, Sam Raimi (screenplay, Ivan Raimi (screenplay, Daniel Goldin (screenplay, Joshua Goldin (screenplay)",96 min,True,65,http://ia.media-imdb.com/images/M/MV5BMTc5MzUxMjk4NF5BMl5BanBnXkFtZTgwNTEzNDk4NjE@._V1_SX300.jpg,"Liam Neeson, Frances McDormand, Colin Friels, Larry Drake",tt0099365,24 Aug 1990,"Action, Crime, Fantasy",R,"46,882"
56fbb9b771a0651dd8f0506e,movie,"31,053,601","English, Lao",5.7,1 nomination.,USA,Roger Spottiswoode,Air America,"Christopher Robbins (book, John Eskow (screenplay, Richard Rush (screenplay)",113 min,True,33,http://ia.media-imdb.com/images/M/MV5BMTMzNTkwNjUxNV5BMl5BanBnXkFtZTYwNjQ1MzQ5._V1_SX300.jpg,"Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins",tt0099005,10 Aug 1990,"Action, Comedy",R,"21,248"
56fbb9b771a0651dd8f0506f,movie,"30,669,413",English,6.2,1 win & 4 nominations.,USA,Stephen Hopkins,Predator 2,"Jim Thomas (characters, John Thomas (characters, Jim Thomas, John Thomas",108 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTc0OTc3MjY2OF5BMl5BanBnXkFtZTcwOTI2NDcyMQ@@._V1_SX300.jpg,"Kevin Peter Hall, Danny Glover, Gary Busey, Rubén Blades",tt0100403,21 Nov 1990,"Action, Horror, Sci-Fi",R,"101,003"
56fbb9b771a0651dd8f05070,movie,"29,888,235","English, French, Spanish",6.2,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,"France, Australia, USA",Peter Weir,Green Card,Peter Weir,103 min,True,58,http://ia.media-imdb.com/images/M/MV5BMjAwMjY1NDcxNV5BMl5BanBnXkFtZTcwNjU0MjUyMQ@@._V1_SX300.jpg,"Gérard Depardieu, Andie MacDowell, Bebe Neuwirth, Gregg Edelman",tt0099699,01 Feb 1991,"Comedy, Drama, Romance",PG-13,"18,228"
56fbb9b771a0651dd8f05071,movie,"29,381,956",English,6.4,N/A,USA,John Schlesinger,Pacific Heights,Daniel Pyne,102 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTYwMTEzMjgwMl5BMl5BanBnXkFtZTgwOTU1NTk4NjE@._V1_SX300.jpg,"Melanie Griffith, Matthew Modine, Michael Keaton, Mako",tt0100318,28 Sep 1990,Thriller,R,"13,870"
56fbb9b771a0651dd8f05072,movie,"28,501,605",English,5.7,1 win.,USA,John Lafia,Child's Play 2,"Don Mancini (characters, Don Mancini",84 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTUyMzEwNjYyOF5BMl5BanBnXkFtZTYwMjk5NTU5._V1_SX300.jpg,"Alex Vincent, Jenny Agutter, Gerrit Graham, Christine Elise",tt0099253,09 Nov 1990,"Fantasy, Horror",R,"30,222"
56fbb9b771a0651dd8f05073,movie,"27,931,461",English,6.9,5 wins.,USA,"Hendel Butoy, Mike Gabriel",The Rescuers Down Under,"Jim Cox (animation screenplay by, Karey Kirkpatrick (animation screenplay by, Byron Simpson (animation screenplay by, Joe Ranft (animation screenplay by, Joe Ranft (story, Margery Sharp (suggested by characters created by)",77 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTIwNDk4NDA4Ml5BMl5BanBnXkFtZTYwODg4ODk4._V1_SX300.jpg,"Bob Newhart, Eva Gabor, John Candy, Tristan Rogers",tt0100477,16 Nov 1990,"Animation, Adventure, Crime",G,"25,979"
56fbb9b771a0651dd8f05074,movie,"27,734,391","English, Spanish",6.5,N/A,"USA, Canada",Mike Figgis,Internal Affairs,Henry Bean,115 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTIyNDI1NzU0M15BMl5BanBnXkFtZTcwMTc4ODkxMQ@@._V1_SX300.jpg,"Richard Gere, Andy Garcia, Nancy Travis, Laurie Metcalf",tt0099850,12 Jan 1990,"Action, Crime, Drama",R,"12,699"
56fbb9b771a0651dd8f05075,movie,"27,627,310",English,5.6,N/A,USA,Roger Donaldson,Cadillac Man,Ken Friedman,97 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BNjk0NzQyODQ0OV5BMl5BanBnXkFtZTcwNzM2NjgyNA@@._V1_SX300.jpg,"Robin Williams, Tim Robbins, Pamela Reed, Fran Drescher",tt0099204,18 May 1990,"Comedy, Crime",R,"10,474"
56fbb9b771a0651dd8f05076,movie,"27,441,977",English,6.9,Nominated for 1 BAFTA Film Award. Another 1 win & 3 nominations.,"UK, Japan, USA",Michael Caton-Jones,Memphis Belle,Monte Merrick,107 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTQxNDY1Mjk4MV5BMl5BanBnXkFtZTcwMzc3MjYxMQ@@._V1_SX300.jpg,"Matthew Modine, Eric Stoltz, Tate Donovan, D.B. Sweeney",tt0100133,12 Oct 1990,"Action, Drama, War",PG-13,"22,406"
56fbb9b771a0651dd8f05077,movie,"26,386,000",English,6.3,2 wins & 10 nominations.,USA,Reginald Hudlin,House Party,Reginald Hudlin,100 min,True,76,http://ia.media-imdb.com/images/M/MV5BMTcyODY3NjQxNl5BMl5BanBnXkFtZTcwODkyMTYyMQ@@._V1_SX300.jpg,"Christopher Reid, Robin Harris, Christopher Martin, Martin Lawrence",tt0099800,09 Mar 1990,"Comedy, Music, Romance",R,"8,315"
56fbb9b771a0651dd8f05078,movie,"26,118,851",English,7.5,2 wins.,USA,Adrian Lyne,Jacob's Ladder,Bruce Joel Rubin,113 min,True,62,http://ia.media-imdb.com/images/M/MV5BMjMwMDMxNzIzMF5BMl5BanBnXkFtZTgwMDMxNzQxMTE@._V1_SX300.jpg,"Tim Robbins, Elizabeth Peña, Danny Aiello, Matt Craven",tt0099871,02 Nov 1990,"Drama, Horror, Mystery",R,"73,529"
56fbb9b771a0651dd8f05079,movie,"26,098,824",English,6.3,1 win & 3 nominations.,USA,William Peter Blatty,The Exorcist III,"William Peter Blatty (screenplay, William Peter Blatty (novel)",110 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTc3Njg4MDI0Nl5BMl5BanBnXkFtZTYwOTg2MDA5._V1_SX300.jpg,"George C. Scott, Ed Flanders, Brad Dourif, Jason Miller",tt0099528,17 Aug 1990,"Drama, Horror, Mystery",R,"17,337"
56fbb9b771a0651dd8f0507a,movie,"25,069,101","English, Arabic",5.5,N/A,USA,Lewis Teague,Navy Seals,"Chuck Pfarrer, Gary Goldman",113 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTY0MDA1MzI0MF5BMl5BanBnXkFtZTcwODcwOTM2NA@@._V1_SX300.jpg,"Charlie Sheen, Michael Biehn, Joanne Whalley, Rick Rossovich",tt0100232,20 Jul 1990,"Action, Adventure, Thriller",R,"12,542"
56fbb9b771a0651dd8f0507b,movie,"25,029,569",English,5.3,N/A,USA,John R. Cherry III,Ernest Goes to Jail,Charlie Cohen,81 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTM5NzE2NzA2OF5BMl5BanBnXkFtZTcwMzI3MTAyMQ@@._V1_SX300.jpg,"Jim Varney, Gailard Sartain, Bill Byrge, Barbara Tyson",tt0099512,06 Apr 1990,"Comedy, Crime, Family",PG,"7,150"
56fbb9b771a0651dd8f0507c,movie,"24,707,633",English,4.3,3 nominations.,USA,Sidney Poitier,Ghost Dad,"Brent Maddock (story, S.S. Wilson (story, Chris Reese (screenplay, Brent Maddock (screenplay, S.S. Wilson (screenplay)",83 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjE1NjczMTAxMl5BMl5BanBnXkFtZTcwODc5ODcyMQ@@._V1_SX300.jpg,"Bill Cosby, Kimberly Russell, Denise Nicholas, Ian Bannen",tt0099654,29 Jun 1990,"Comedy, Family, Fantasy",PG,"6,124"
56fbb9b771a0651dd8f0507d,movie,"23,591,472",English,6.2,N/A,USA,Herbert Ross,My Blue Heaven,Nora Ephron,97 min,True,35,http://ia.media-imdb.com/images/M/MV5BMTI4MDc2NTgwOF5BMl5BanBnXkFtZTcwMDMwMzkxMQ@@._V1_SX300.jpg,"Steve Martin, Rick Moranis, Joan Cusack, Melanie Mayron",tt0100212,17 Aug 1990,"Comedy, Crime",PG-13,"15,050"
56fbb9b771a0651dd8f0507e,movie,"22,998,000","English, Russian",6.1,Nominated for 1 Golden Globe. Another 4 nominations.,USA,Fred Schepisi,The Russia House,"John le Carré (novel, Tom Stoppard (screenplay)",123 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTM4NDAxMjQ5M15BMl5BanBnXkFtZTcwMzI0NzI5NA@@._V1_SX300.jpg,"Sean Connery, Michelle Pfeiffer, Roy Scheider, James Fox",tt0100530,21 Dec 1990,"Drama, Romance, Thriller",R,"11,059"
56fbb9b771a0651dd8f0507f,movie,"22,424,195",English,5.7,N/A,USA,Robert Resnikoff,The First Power,Robert Resnikoff,98 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjEzNzI2OTAxNl5BMl5BanBnXkFtZTcwMzQxNzYxMQ@@._V1_SX300.jpg,"Lou Diamond Phillips, Tracy Griffith, Jeff Kober, Mykelti Williamson",tt0099578,06 Apr 1990,"Crime, Horror, Thriller",R,"2,493"
56fbb9b771a0651dd8f05080,movie,"21,460,601","English, Italian, German, French",6.5,1 win & 1 nomination.,USA,Andrew Bergman,The Freshman,Andrew Bergman,102 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTY3OTk5NjA0MV5BMl5BanBnXkFtZTYwNjc3NDc4._V1_SX300.jpg,"Marlon Brando, Matthew Broderick, Bruno Kirby, Penelope Ann Miller",tt0099615,27 Jul 1990,"Comedy, Crime",PG,"15,523"
56fbb9b771a0651dd8f05081,movie,"21,413,502",English,6.2,4 wins & 3 nominations.,USA,Renny Harlin,The Adventures of Ford Fairlane,"Daniel Waters (screenplay, James Cappe (screenplay, David Arnott (screenplay, James Cappe (story, David Arnott (story, Rex Weiner (characters)",104 min,True,24,http://ia.media-imdb.com/images/M/MV5BMTIzNzkxODk1Nl5BMl5BanBnXkFtZTcwODI4OTQyMQ@@._V1_SX300.jpg,"Andrew Dice Clay, Wayne Newton, Priscilla Presley, Morris Day",tt0098987,11 Jul 1990,"Action, Adventure, Comedy",R,"14,140"
56fbb9b771a0651dd8f05082,movie,"21,413,105","English, Aboriginal",6.8,2 wins & 1 nomination.,"Australia, USA",Simon Wincer,Quigley Down Under,John Hill,119 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTM0NjA0NTEyMF5BMl5BanBnXkFtZTcwODMwMzg4NA@@._V1_SX300.jpg,"Tom Selleck, Laura San Giacomo, Alan Rickman, Chris Haywood",tt0102744,19 Oct 1990,"Action, Adventure, Drama",PG-13,"14,881"
