_id,Type,Awards,imdbRating,Response,Title,Box_office,Released,Metascore,Country,Actors,Rated,Language,Director,imdbID,Writer,Runtime,Genre,Poster,imdbVotes
5706ffab71a0651644a2f25a,movie,11 nominations.,6.1,True,13 Going on 30,"4,382,272",23 Apr 2004,57,USA,"Jennifer Garner, Mark Ruffalo, Judy Greer, Andy Serkis",PG-13,"English, Portuguese",Gary Winick,tt0337563,"Josh Goldsmith, Cathy Yuspa",98 min,"Comedy, Fantasy, Romance",http://ia.media-imdb.com/images/M/MV5BMjA1MTI3ODEwNF5BMl5BanBnXkFtZTcwOTA4NDUyMQ@@._V1_SX300.jpg,"117,678"
5706ffab71a0651644a2f25b,movie,8 wins & 10 nominations.,7.7,True,Saw,"172,993",29 Oct 2004,46,"USA, Australia","Leigh Whannell, Cary Elwes, Danny Glover, Ken Leung",R,English,James Wan,tt0387564,"Leigh Whannell, James Wan (story, Leigh Whannell (story)",103 min,"Horror, Mystery",http://ia.media-imdb.com/images/M/MV5BMjAyNTcxNzYwMV5BMl5BanBnXkFtZTgwMzQzNzM5MjE@._V1_SX300.jpg,"288,294"
5706ffab71a0651644a2f25c,movie,1 win & 1 nomination.,3.5,True,Starship Troopers 2: Hero of the Federation,,04 May 2004,N/A,USA,"Billy Brown, Richard Burgi, Kelly Carlson, Cy Carter",R,English,Phil Tippett,tt0367093,Edward Neumeier,88 min,"Action, Adventure, Horror",http://ia.media-imdb.com/images/M/MV5BMTIwMDI2NTc4MF5BMl5BanBnXkFtZTcwMzkwODUyMQ@@._V1_SX300.jpg,"18,069"
5706ffab71a0651644a2f25d,movie,1 nomination.,5.9,True,Blade: Trinity,"535,661",08 Dec 2004,38,USA,"Wesley Snipes, Kris Kristofferson, Dominic Purcell, Jessica Biel",R,"English, Esperanto",David S. Goyer,tt0359013,"David S. Goyer, Marv Wolfman (character, Gene Colan (character)",113 min,"Action, Adventure, Fantasy",http://ia.media-imdb.com/images/M/MV5BMTc3Nzk1MTYyMV5BMl5BanBnXkFtZTcwNzQyMzYyMQ@@._V1_SX300.jpg,"128,139"
5706ffab71a0651644a2f25e,movie,4 wins & 8 nominations.,6.3,True,King Arthur,"3,165,602",07 Jul 2004,46,"USA, UK, Ireland","Clive Owen, Ioan Gruffudd, Mads Mikkelsen, Joel Edgerton",R,"English, Latin, Irish, Welsh, Scottish Gaelic",Antoine Fuqua,tt0349683,David Franzoni,126 min,"Action, Adventure, Drama",http://ia.media-imdb.com/images/M/MV5BMTk4MTk1NjI0OV5BMl5BanBnXkFtZTcwNDQxOTUyMQ@@._V1_SX300.jpg,"133,018"
5706ffab71a0651644a2f25f,movie,Won 1 Oscar. Another 20 wins & 74 nominations.,7.8,True,Finding Neverland,"51,676,606",17 Dec 2004,67,"USA, UK","Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell",PG,English,Marc Forster,tt0308644,"Allan Knee (play, David Magee (screenplay)",106 min,"Biography, Drama, Family",http://ia.media-imdb.com/images/M/MV5BMTMxNzYzNzUzMV5BMl5BanBnXkFtZTYwNjcwMjE3._V1_SX300.jpg,"171,601"
5706ffab71a0651644a2f260,movie,6 wins & 8 nominations.,5.9,True,A Cinderella Story,"519,425",16 Jul 2004,25,"USA, Canada","Hilary Duff, Jennifer Coolidge, Chad Michael Murray, Dan Byrd",PG,"English, German, Czech",Mark Rosman,tt0356470,Leigh Dunlap,95 min,"Comedy, Family, Romance",http://ia.media-imdb.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_SX300.jpg,"60,202"
5706ffab71a0651644a2f261,movie,Nominated for 3 Oscars. Another 6 wins & 35 nominations.,7.4,True,The Phantom of the Opera,"51,225,796",22 Dec 2004,40,"UK, USA","Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson",PG-13,"English, Italian",Joel Schumacher,tt0293508,"Gaston Leroux (novel, Andrew Lloyd Webber (book, Andrew Lloyd Webber (screenplay, Joel Schumacher (screenplay)",143 min,"Drama, Musical, Romance",http://ia.media-imdb.com/images/M/MV5BNDczNzg4OTM3MV5BMl5BanBnXkFtZTcwOTQzMTEzMw@@._V1_SX300.jpg,"94,295"
5706ffab71a0651644a2f262,movie,2 wins & 3 nominations.,6.2,True,Resident Evil: Apocalypse,"286,026",10 Sep 2004,35,"Germany, France, UK, Canada, USA","Milla Jovovich, Sienna Guillory, Oded Fehr, Thomas Kretschmann",R,English,Alexander Witt,tt0318627,Paul W.S. Anderson,94 min,"Action, Horror, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1_SX300.jpg,"147,587"
5706ffab71a0651644a2f263,movie,5 nominations.,5.4,True,Home on the Range,"139,981",02 Apr 2004,50,USA,"G.W. Bailey, Roseanne Barr, Bobby Block, Steve Buscemi",PG,"English, Mandarin","Will Finn, John Sanford",tt0299172,"Will Finn, John Sanford, Will Finn (story, John Sanford (story, Michael LaBash (story, Sam Levine (story, Mark Kennedy (story, Robert Lence (story, Keith Baxter (additional story, Mike Kunkel (additional story, Jason Lethcoe (additional story, Donnie Long (additional story, Brian Pimental (additional story, David Moses Pimentel (additional story, Ralph Zondag (additional story, Davy Liu (additional story)",76 min,"Animation, Comedy, Family",http://ia.media-imdb.com/images/M/MV5BMTUzNzI3NzI0OV5BMl5BanBnXkFtZTcwMTM3NDQyMQ@@._V1_SX300.jpg,"13,044"
5706ffab71a0651644a2f264,movie,1 nomination.,4.3,True,Fat Albert,"48,114,556",25 Dec 2004,39,USA,"Kenan Thompson, Kyla Pratt, Dania Ramirez, Shedrack Anderson III",PG,English,Joel Zwick,tt0396592,"Bill Cosby, Charles Kipps",93 min,"Comedy, Family, Fantasy",http://ia.media-imdb.com/images/M/MV5BMTg2MzYxMDI2M15BMl5BanBnXkFtZTYwNTAzNTM3._V1_SX300.jpg,"9,162"
5706ffab71a0651644a2f265,movie,3 nominations.,6.6,True,Secret Window,"2,833,800",12 Mar 2004,46,USA,"Johnny Depp, John Turturro, Maria Bello, Timothy Hutton",PG-13,English,David Koepp,tt0363988,"Stephen King (novel, David Koepp (screenplay)",96 min,"Mystery, Thriller",http://ia.media-imdb.com/images/M/MV5BNmI5MWNlMjYtZTAxNy00N2Q3LTkwZDgtMWRjOWQ1ZjJiN2Y4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,"143,400"
5706ffab71a0651644a2f266,movie,2 nominations.,6.2,True,Walking Tall,"1,350,314",02 Apr 2004,44,USA,"Michael Bowen, Johnny Knoxville, Dwayne Johnson, Neal McDonough",PG-13,English,Kevin Bray,tt0351977,"Mort Briskin (earlier screenplay, David Klass (screenplay, Channing Gibson (screenplay, David Levien (screenplay, Brian Koppelman (screenplay)",86 min,"Action, Crime",http://ia.media-imdb.com/images/M/MV5BMTM0MjYzNzM1N15BMl5BanBnXkFtZTcwMDcwNDc3NA@@._V1_SX300.jpg,"51,362"
5706ffab71a0651644a2f267,movie,2 wins & 7 nominations.,6.5,True,In Good Company,"34,823",14 Jan 2005,66,USA,"Dennis Quaid, Topher Grace, Scarlett Johansson, Marg Helgenberger",PG-13,English,Paul Weitz,tt0385267,Paul Weitz,109 min,"Comedy, Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMTQ4Nzc4NTc0NV5BMl5BanBnXkFtZTcwMTkyNjcyMQ@@._V1_SX300.jpg,"48,491"
5706ffab71a0651644a2f268,movie,10 wins & 22 nominations.,6.9,True,Napoleon Dynamite,"44,540,956",27 Aug 2004,64,USA,"Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez",PG,English,Jared Hess,tt0374900,"Jared Hess, Jerusha Hess",96 min,Comedy,http://ia.media-imdb.com/images/M/MV5BNjYwNTA3MDIyMl5BMl5BanBnXkFtZTYwMjIxNjA3._V1_SX300.jpg,"157,754"
5706ffab71a0651644a2f269,movie,Nominated for 1 Golden Globe. Another 5 wins & 9 nominations.,6.5,True,Spanglish,"276,485",17 Dec 2004,48,USA,"Adam Sandler, Téa Leoni, Paz Vega, Cloris Leachman",PG-13,"English, Spanish",James L. Brooks,tt0371246,James L. Brooks,131 min,"Comedy, Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMTg2MjkwOTExMV5BMl5BanBnXkFtZTcwNTc4MzcyMQ@@._V1_SX300.jpg,"64,375"
5706ffab71a0651644a2f26a,movie,3 nominations.,5.1,True,Exorcist: The Beginning,"2,689,909",20 Aug 2004,30,USA,"Stellan Skarsgård, Izabella Scorupco, James D'Arcy, Remy Sweeney",R,English,Renny Harlin,tt0204313,"William Peter Blatty (movie The Exorcist, William Wisher Jr. (story, Caleb Carr (story, Alexi Hawley (screenplay)",114 min,"Horror, Mystery, Thriller",http://ia.media-imdb.com/images/M/MV5BMjI0NzY1MzQ0MV5BMl5BanBnXkFtZTcwOTM1MTEzMw@@._V1_SX300.jpg,"28,129"
5706ffab71a0651644a2f26b,movie,1 win & 5 nominations.,3.4,True,You Got Served,"64,623",30 Jan 2004,37,USA,"Omarion Grandberry, Marques Houston, Jennifer Freeman, J-Boog",PG-13,English,Chris Stokes,tt0365957,Chris Stokes,95 min,"Drama, Music",http://ia.media-imdb.com/images/M/MV5BMTQzNjM4MzU0NV5BMl5BanBnXkFtZTcwNTQwMDcyMQ@@._V1_SX300.jpg,"23,508"
5706ffab71a0651644a2f26c,movie,Nominated for 1 Golden Globe. Another 7 nominations.,5.9,True,Bridget Jones: The Edge of Reason,"4,258,523",19 Nov 2004,44,"UK, France, Germany, Ireland, USA","Renée Zellweger, Gemma Jones, Jim Broadbent, James Faulkner",R,"English, German, Thai",Beeban Kidron,tt0317198,"Helen Fielding (novel, Andrew Davies (screenplay, Helen Fielding (screenplay, Richard Curtis (screenplay, Adam Brooks (screenplay)",108 min,"Comedy, Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMTI0MjA2NDM5MV5BMl5BanBnXkFtZTcwMjY3OTYyMQ@@._V1_SX300.jpg,"71,606"
5706ffab71a0651644a2f26d,movie,7 wins & 6 nominations.,3.3,True,Catwoman,"437,458",23 Jul 2004,27,USA,"Halle Berry, Benjamin Bratt, Sharon Stone, Lambert Wilson",PG-13,"English, Spanish",Pitof,tt0327554,"Bob Kane (characters, Theresa Rebeck (story, John Brancato (story, Michael Ferris (story, John Brancato (screenplay, Michael Ferris (screenplay, John Rogers (screenplay)",104 min,"Action, Crime, Fantasy",http://ia.media-imdb.com/images/M/MV5BMjA4MzM0NDAzOF5BMl5BanBnXkFtZTcwMDY3MDYyMQ@@._V1_SX300.jpg,"84,979"
5706ffab71a0651644a2f26e,movie,4 wins & 4 nominations.,6.2,True,The Ladykillers,"788,764",26 Mar 2004,56,USA,"Tom Hanks, Irma P. Hall, Marlon Wayans, J.K. Simmons",R,"English, Vietnamese","Ethan Coen, Joel Coen",tt0335245,"Joel Coen (screenplay, Ethan Coen (screenplay, William Rose (movie \",104 min,"Comedy, Crime, Thriller",http://ia.media-imdb.com/images/M/MV5BMTYwNjUxMTYzM15BMl5BanBnXkFtZTYwNjgwMjY3._V1_SX300.jpg,"82,296"
5706ffab71a0651644a2f26f,movie,7 wins & 17 nominations.,6.1,True,Sky Captain and the World of Tomorrow,"646,403",17 Sep 2004,64,"USA, UK, Italy","Gwyneth Paltrow, Jude Law, Giovanni Ribisi, Michael Gambon",PG,"English, Tibetan, German",Kerry Conran,tt0346156,Kerry Conran,106 min,"Action, Adventure, Mystery",http://ia.media-imdb.com/images/M/MV5BMTM0NDQzMDA1NF5BMl5BanBnXkFtZTcwNTU3ODAzMw@@._V1_SX300.jpg,"71,876"
5706ffab71a0651644a2f270,movie,1 nomination.,6.0,True,Raising Helen,,28 May 2004,38,USA,"Kate Hudson, John Corbett, Joan Cusack, Hayden Panettiere",PG-13,English,Garry Marshall,tt0350028,"Patrick J. Clifton (story, Beth Rigazio (story, Jack Amiel (screenplay, Michael Begler (screenplay)",119 min,"Comedy, Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMjA5NjEwMTQ0NV5BMl5BanBnXkFtZTYwOTM2MjY2._V1_SX300.jpg,"30,118"
5706ffab71a0651644a2f271,movie,2 wins & 6 nominations.,4.4,True,Taxi,"36,609,966",06 Oct 2004,27,"USA, France","Queen Latifah, Jimmy Fallon, Henry Simmons, Jennifer Esposito",PG-13,"English, Portuguese, Spanish",Tim Story,tt0316732,"Luc Besson (earlier screenplay, Robert Ben Garant (screenplay, Thomas Lennon (screenplay, Jim Kouf (screenplay)",97 min,"Action, Comedy, Crime",http://ia.media-imdb.com/images/M/MV5BMTYwNTY2NTkzNV5BMl5BanBnXkFtZTYwMjE2ODA3._V1_SX300.jpg,"32,131"
5706ffab71a0651644a2f272,movie,Won 1 Oscar. Another 66 wins & 98 nominations.,8.4,True,Eternal Sunshine of the Spotless Mind,"1,747,623",19 Mar 2004,89,USA,"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood",R,English,Michel Gondry,tt0338013,"Charlie Kaufman (story, Michel Gondry (story, Pierre Bismuth (story, Charlie Kaufman (screenplay)",108 min,"Drama, Romance, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg,"638,760"
5706ffab71a0651644a2f273,movie,3 wins & 10 nominations.,5.5,True,Alexander,"3,530,064",24 Nov 2004,39,"Germany, USA, Netherlands, France, UK, Italy","Anthony Hopkins, David Bedella, Jessie Kamm, Angelina Jolie",R,English,Oliver Stone,tt0346491,"Oliver Stone, Christopher Kyle, Laeta Kalogridis",175 min,"Action, Adventure, Biography",http://ia.media-imdb.com/images/M/MV5BMTA1NDQ3OTY2NDVeQTJeQWpwZ15BbWU3MDI5MDc0MzM@._V1_SX300.jpg,"136,134"
5706ffab71a0651644a2f274,movie,Nominated for 2 Oscars. Another 19 wins & 45 nominations.,7.3,True,Closer,,10 Dec 2004,65,"USA, UK","Julia Roberts, Jude Law, Natalie Portman, Clive Owen",R,English,Mike Nichols,tt0376541,"Patrick Marber (play, Patrick Marber (screenplay)",104 min,"Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMTM5NDM3NDc1OF5BMl5BanBnXkFtZTcwNzE1MzcyMQ@@._V1_SX300.jpg,"165,431"
5706ffab71a0651644a2f275,movie,1 win & 5 nominations.,6.5,True,The Punisher,"421,053",16 Apr 2004,33,"USA, Germany","A. Russell Andrews, Omar Avila, James Carpinello, Mark Collie",R,English,Jonathan Hensleigh,tt0330793,"Jonathan Hensleigh, Michael France",124 min,"Action, Crime, Drama",http://ia.media-imdb.com/images/M/MV5BMjI5NjcwMTQxMV5BMl5BanBnXkFtZTcwODg5ODkwNQ@@._V1_SX300.jpg,"119,683"
5706ffab71a0651644a2f276,movie,1 win & 11 nominations.,7.2,True,Team America: World Police,,15 Oct 2004,64,"USA, Germany","Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo",R,"English, French, Klingon, Korean, Arabic",Trey Parker,tt0372588,"Trey Parker, Matt Stone, Pam Brady",98 min,"Action, Comedy",http://ia.media-imdb.com/images/M/MV5BMTM2Nzc4NjYxMV5BMl5BanBnXkFtZTcwNTM1MTcyMQ@@._V1_SX300.jpg,"133,033"
5706ffab71a0651644a2f277,movie,4 nominations.,6.2,True,Taking Lives,"32,682,342",19 Mar 2004,38,"USA, Australia","Angelina Jolie, Ethan Hawke, Kiefer Sutherland, Gena Rowlands",R,"English, French",D.J. Caruso,tt0364045,"Michael Pye (novel, Jon Bokenkamp (screen story, Jon Bokenkamp (screenplay)",103 min,"Crime, Mystery, Thriller",http://ia.media-imdb.com/images/M/MV5BMTA3NDMyNzI5NTdeQTJeQWpwZ15BbWU3MDQxNDEyMzM@._V1_SX300.jpg,"63,867"
5706ffab71a0651644a2f278,movie,1 nomination.,4.6,True,Anacondas: The Hunt for the Blood Orchid,"489,044",27 Aug 2004,40,USA,"Johnny Messner, KaDee Strickland, Matthew Marsden, Nicholas Gonzalez",PG-13,"English, Indonesian",Dwight H. Little,tt0366174,"Hans Bauer, Jim Cash, Jack Epps Jr., Hans Bauer (story, Jim Cash (story, Jack Epps Jr. (story, John Claflin (screenplay, Daniel Zelman (screenplay, Michael Miner (screenplay, Edward Neumeier (screenplay)",97 min,"Adventure, Horror",http://ia.media-imdb.com/images/M/MV5BMjE4MTI3NTYyNV5BMl5BanBnXkFtZTcwNzc0MjYyMQ@@._V1_SX300.jpg,"21,597"
5706ffab71a0651644a2f279,movie,2 nominations.,6.5,True,Cellular,"218,712",10 Sep 2004,60,"USA, Germany","Caroline Aaron, Kim Basinger, Brenda Ballard, Will Beinbrink",PG-13,English,David R. Ellis,tt0337921,"Larry Cohen (story, Chris Morgan (screenplay)",94 min,"Action, Crime, Thriller",http://ia.media-imdb.com/images/M/MV5BNzY3OTcyODgzOV5BMl5BanBnXkFtZTYwMzY1Mjc2._V1_SX300.jpg,"77,585"
5706ffab71a0651644a2f27a,movie,3 nominations.,4.3,True,Johnson Family Vacation,"31,179,516",07 Apr 2004,29,USA,"Cedric the Entertainer, Vanessa Williams, Solange Knowles, Shad Moss",PG-13,English,Christopher Erskin,tt0359517,"Todd R. Jones, Earl Richey Jones",97 min,Comedy,http://ia.media-imdb.com/images/M/MV5BMTQ0Njc1MTIyM15BMl5BanBnXkFtZTcwNDMxMjUyMQ@@._V1_SX300.jpg,"5,783"
5706ffab71a0651644a2f27b,movie,1 win.,4.6,True,Confessions of a Teenage Drama Queen,"185,982",20 Feb 2004,33,"Germany, USA","Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill",PG,English,Sara Sugarman,tt0361467,"Dyan Sheldon (book, Gail Parent (screenplay)",89 min,"Comedy, Family, Music",http://ia.media-imdb.com/images/M/MV5BMTIzMDE0MDQ5Ml5BMl5BanBnXkFtZTcwNTUwMDUyMQ@@._V1_SX300.jpg,"22,884"
5706ffab71a0651644a2f27c,movie,1 nomination.,6.3,True,After the Sunset,"11,270,971",12 Nov 2004,38,USA,"Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle",PG-13,English,Brett Ratner,tt0367479,"Paul Zbyszewski (story, Paul Zbyszewski (screenplay, Craig Rosenberg (screenplay)",97 min,"Action, Comedy, Crime",http://ia.media-imdb.com/images/M/MV5BMTU1ODkyNDkwOV5BMl5BanBnXkFtZTcwNzI2MTcyMQ@@._V1_SX300.jpg,"37,762"
5706ffab71a0651644a2f27d,movie,1 nomination.,5.9,True,The Prince and Me,"254,987",02 Apr 2004,47,"USA, Czech Republic","Julia Stiles, Luke Mably, Ben Miller, Miranda Richardson",PG,"English, Danish, German",Martha Coolidge,tt0337697,"Mark Amin (story, Katherine Fugate (story, Jack Amiel (screenplay, Michael Begler (screenplay, Katherine Fugate (screenplay)",111 min,"Comedy, Romance",http://ia.media-imdb.com/images/M/MV5BMTEwNTQ3MzUxOTNeQTJeQWpwZ15BbWU3MDk1MTI1MjE@._V1_SX300.jpg,"31,062"
5706ffab71a0651644a2f27e,movie,13 wins & 37 nominations.,7.6,True,Garden State,"26,781,723",20 Aug 2004,67,USA,"Zach Braff, Kenneth Graymez, George C. Wolfe, Austin Lysy",R,"English, Klingon",Zach Braff,tt0333766,Zach Braff,102 min,"Comedy, Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMjc5MDE0NjkxOF5BMl5BanBnXkFtZTcwNzA0NTkyMw@@._V1_SX300.jpg,"185,069"
5706ffab71a0651644a2f27f,movie,1 win & 6 nominations.,6.2,True,Jersey Girl,"402,997",26 Mar 2004,43,USA,"Betty Aberlin, Matt McFarland, Sarah Stafford, Paulie Litt",PG-13,English,Kevin Smith,tt0300051,Kevin Smith,102 min,"Comedy, Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMTQyMjU0MzczNV5BMl5BanBnXkFtZTcwNTQ1NTYyMQ@@._V1_SX300.jpg,"53,262"
5706ffab71a0651644a2f280,movie,1 win.,5.2,True,Twisted,"984,664",27 Feb 2004,26,"Germany, USA","Ashley Judd, Samuel L. Jackson, Andy Garcia, David Strathairn",R,"English, Italian, Spanish",Philip Kaufman,tt0315297,Sarah Thorp,97 min,"Crime, Drama, Mystery",http://ia.media-imdb.com/images/M/MV5BMTg1OTk4NDA3M15BMl5BanBnXkFtZTcwMDYzOTQyMQ@@._V1_SX300.jpg,"16,696"
5706ffab71a0651644a2f281,movie,3 wins & 10 nominations.,7.3,True,The Life Aquatic with Steve Zissou,"154,517",25 Dec 2004,62,USA,"Bill Murray, Owen Wilson, Cate Blanchett, Anjelica Huston",R,"English, Icelandic, Filipino, Portuguese, French, Tagalog, German, Italian",Wes Anderson,tt0362270,"Wes Anderson, Noah Baumbach",119 min,"Adventure, Comedy, Drama",http://ia.media-imdb.com/images/M/MV5BMTYzODYzNzg2MF5BMl5BanBnXkFtZTcwMTkzOTQzMw@@._V1_SX300.jpg,"135,327"
5706ffab71a0651644a2f282,movie,2 nominations.,5.8,True,Around the World in 80 Days,"7,627,962",16 Jun 2004,49,"USA, Germany, Ireland, UK","Jackie Chan, Steve Coogan, Cécile De France, Robert Fyfe",PG,"English, Cantonese, French, German, Hindi, Turkish",Frank Coraci,tt0327437,"Jules Verne (novel, David N. Titcher (screenplay, David Benullo (screenplay, David Andrew Goldstein (screenplay)",120 min,"Action, Adventure, Comedy",http://ia.media-imdb.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@._V1_SX300.jpg,"66,490"
5706ffab71a0651644a2f283,movie,N/A,4.5,True,Agent Cody Banks 2: Destination London,"233,053",12 Mar 2004,32,USA,"Frankie Muniz, Anthony Anderson, Hannah Spearritt, Cynthia Stevenson",PG,English,Kevin Allen,tt0358349,"Jeffrey Jurgensen (characters, Harald Zwart (story, Dylan Sellers (story, Don Rhymer (story, Don Rhymer (screenplay)",100 min,"Action, Adventure, Comedy",http://ia.media-imdb.com/images/M/MV5BMjE4NDg4MDgxNF5BMl5BanBnXkFtZTcwMTc3NTQyMQ@@._V1_SX300.jpg,"10,742"
5706ffab71a0651644a2f284,movie,Nominated for 3 Oscars. Another 16 wins & 42 nominations.,8.1,True,Hotel Rwanda,"77,125",04 Feb 2005,79,"UK, USA, Italy, South Africa, Canada","Xolani Mali, Don Cheadle, Desmond Dube, Hakeem Kae-Kazim",PG-13,"English, French",Terry George,tt0395169,"Keir Pearson, Terry George",121 min,"Drama, History, War",http://ia.media-imdb.com/images/M/MV5BMTI2MzQyNTc1M15BMl5BanBnXkFtZTYwMjExNjc3._V1_SX300.jpg,"255,763"
5706ffab71a0651644a2f285,movie,1 nomination.,6.3,True,Ella Enchanted,,09 Apr 2004,53,"USA, Ireland, UK","Anne Hathaway, Hugh Dancy, Cary Elwes, Aidan McArdle",PG,English,Tommy O'Haver,tt0327679,"Laurie Craig (screenplay, Karen McCullah (screenplay, Kirsten Smith (screenplay, Jennifer Heath (screenplay, Michele J. Wolff (screenplay, Gail Carson Levine (based on the book by)",96 min,"Comedy, Family, Fantasy",http://ia.media-imdb.com/images/M/MV5BMTI2MjI3Nzg3NV5BMl5BanBnXkFtZTcwMjc2NTYyMQ@@._V1_SX300.jpg,"46,020"
5706ffab71a0651644a2f286,movie,N/A,5.2,True,Straight Into Darkness,,01 Jan 2004,N/A,USA,"Ryan Francis, Scott MacDonald, Linda Thorson, James Le Gros",R,"German, English",Jeff Burr,tt0287733,"Jeff Burr (story, Jeff Burr, Mark Hannah (story)",95 min,"Action, Drama, Horror",http://ia.media-imdb.com/images/M/MV5BMTMwNTIzODgwM15BMl5BanBnXkFtZTcwOTQ0MDA0MQ@@._V1_SX300.jpg,"1,138"
5706ffab71a0651644a2f287,movie,1 win & 5 nominations.,5.5,True,Mr 3000,"21,800,302",17 Sep 2004,57,USA,"Bernie Mac, Angela Bassett, Michael Rispoli, Brian White",PG-13,English,Charles Stone III,tt0339412,"Eric Champnella (story, Keith Mitchell (story, Eric Champnella (screenplay, Keith Mitchell (screenplay, Howard Michael Gould (screenplay)",104 min,"Comedy, Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMTg5NTk2MTQ0NV5BMl5BanBnXkFtZTcwNjMyNTUyMQ@@._V1_SX300.jpg,"11,946"
5706ffab71a0651644a2f288,movie,4 nominations.,4.0,True,Torque,"21,176,322",16 Jan 2004,41,"USA, Australia","John Ashker, Max Beesley, Dane Cook, Ice Cube",PG-13,English,Joseph Kahn,tt0329691,Matt Johnson,84 min,"Action, Comedy, Crime",http://ia.media-imdb.com/images/M/MV5BMjAxNDY3OTY2OV5BMl5BanBnXkFtZTcwMjYzMTQyMQ@@._V1_SX300.jpg,"23,344"
5706ffab71a0651644a2f289,movie,2 nominations.,6.1,True,Flight of the Phoenix,"830,815",17 Dec 2004,47,USA,"Dennis Quaid, Tyrese Gibson, Giovanni Ribisi, Miranda Otto",PG-13,English,John Moore,tt0377062,"Lukas Heller, Scott Frank (screenplay, Edward Burns (screenplay)",113 min,"Action, Adventure, Drama",http://ia.media-imdb.com/images/M/MV5BMTYyMjY4MzcwNF5BMl5BanBnXkFtZTcwNDQ5MzcyMQ@@._V1_SX300.jpg,"45,226"
5706ffab71a0651644a2f28a,movie,1 nomination.,5.2,True,Little Black Book,"73,990",06 Aug 2004,36,USA,"Brittany Murphy, Holly Hunter, Kathy Bates, Ron Livingston",PG-13,English,Nick Hurran,tt0361841,"Melissa Carter (story, Melissa Carter (screenplay, Elisa Bell (screenplay)",111 min,"Comedy, Romance, Drama",http://ia.media-imdb.com/images/M/MV5BMTk3NDE1MjU4NF5BMl5BanBnXkFtZTcwNDk2NDYyMQ@@._V1_SX300.jpg,"14,784"
5706ffab71a0651644a2f28b,movie,2 wins & 2 nominations.,7.1,True,Two Brothers,"2,506,633",25 Jun 2004,63,"France, UK","Guy Pearce, Jean-Claude Dreyfus, Freddie Highmore, Oanh Nguyen",PG,"English, Thai, French",Jean-Jacques Annaud,tt0338512,"Alain Godard (scenario, Jean-Jacques Annaud (scenario, Jean-Jacques Annaud (original idea, Julian Fellowes (english dialogue)",109 min,"Adventure, Drama, Family",http://ia.media-imdb.com/images/M/MV5BNTMzOTA3NDcxMl5BMl5BanBnXkFtZTcwMTY5NDUyMQ@@._V1_SX300.jpg,"11,468"
5706ffab71a0651644a2f28c,movie,2 nominations.,5.9,True,Laws of Attraction,"174,177",30 Apr 2004,38,"Ireland, UK, Germany","Pierce Brosnan, Julianne Moore, Michael Sheen, Parker Posey",PG-13,English,Peter Howitt,tt0323033,"Aline Brosh McKenna (story, Aline Brosh McKenna (screenplay, Robert Harling (screenplay)",90 min,"Comedy, Romance",http://ia.media-imdb.com/images/M/MV5BMjEzODg4MjM1NF5BMl5BanBnXkFtZTYwNzQzNTI3._V1_SX300.jpg,"18,366"
5706ffab71a0651644a2f28d,movie,2 nominations.,6.6,True,EuroTrip,,20 Feb 2004,45,"USA, Czech Republic","Scott Mechlowicz, Jacob Pitts, Kristin Kreuk, Cathy Meils",R,"English, French, German, Italian, Japanese","Jeff Schaffer, Alec Berg, David Mandel",tt0356150,"Alec Berg, David Mandel, Jeff Schaffer",93 min,Comedy,http://ia.media-imdb.com/images/M/MV5BMTIxNjcxMDUxN15BMl5BanBnXkFtZTYwNjAxNTM3._V1_SX300.jpg,"158,154"
