_id,Title,Actors,Director,Box_office,Country,imdbRating,imdbID,Released,Rated,Language,Genre,Metascore,imdbVotes,Awards,Writer,Type,Poster,Runtime,Response
57073cbc71a0651560939919,The Virginity Hit,"Matt Bennett, Zack Pearlman, Jacob Davich, Justin Kline","Huck Botko, Andrew Gurland","535,249",USA,4.6,tt1695994,24 Sep 2010,R,English,Comedy,40,"3,407",N/A,"Andrew Gurland, Huck Botko",movie,http://ia.media-imdb.com/images/M/MV5BMTM0NzI4MTg2MF5BMl5BanBnXkFtZTcwODM2NDY4Mw@@._V1_SX300.jpg,86 min,True
57073cbc71a065156093991a,Agora é que Conta,"Fátima Lopes, Cristina Areia, Helga Brandão, Ana Catarina",N/A,,Portugal,N/A,tt1781967,21 Sep 2010,N/A,Portuguese,Game-Show,N/A,N/A,N/A,N/A,series,N/A,N/A,True
57073cbc71a065156093991b,Howl,"James Franco, Todd Rotondi, Jon Prescott, Aaron Tveit","Rob Epstein, Jeffrey Friedman","617,334",USA,6.8,tt1049402,27 Aug 2010,R,English,"Biography, Drama",63,"10,451",2 wins & 7 nominations.,"Rob Epstein (written for the screen by, Jeffrey Friedman (written for the screen by)",movie,http://ia.media-imdb.com/images/M/MV5BMTU2MTMzNTMyM15BMl5BanBnXkFtZTcwOTMyMTY2Mw@@._V1_SX300.jpg,84 min,True
57073cbc71a065156093991c,All Good Things,"Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe",Andrew Jarecki,"578,382",USA,6.3,tt1175709,09 Dec 2010,R,English,"Crime, Drama, Mystery",57,"39,883",1 nomination.,"Marcus Hinchey, Marc Smerling",movie,http://ia.media-imdb.com/images/M/MV5BMTcwMjIyMTc2Nl5BMl5BanBnXkFtZTcwOTQyMzc5Mw@@._V1_SX300.jpg,101 min,True
57073cbc71a065156093991d,Tamara Drewe,"Gemma Arterton, Roger Allam, Bill Camp, Dominic Cooper",Stephen Frears,"560,101",UK,6.2,tt1486190,10 Sep 2010,R,English,"Comedy, Drama, Romance",64,"16,813",4 wins & 3 nominations.,"Moira Buffini (screenplay, Posy Simmonds (graphic novel)",movie,http://ia.media-imdb.com/images/M/MV5BMjAyOTIyMjI0Nl5BMl5BanBnXkFtZTcwMzcyODE3Mw@@._V1_SX300.jpg,107 min,True
57073cbc71a065156093991e,Jack Goes Boating,"Philip Seymour Hoffman, John Ortiz, Richard Petrocelli, Tom McCarthy",Philip Seymour Hoffman,"538,808",USA,6.4,tt1278379,29 Dec 2010,R,English,"Comedy, Drama, Romance",64,"6,865",1 win & 7 nominations.,"Robert Glaudini (screenplay, Robert Glaudini (play)",movie,http://ia.media-imdb.com/images/M/MV5BODQ1ODEyMDkyOF5BMl5BanBnXkFtZTcwMzQ0NTYzNg@@._V1_SX300.jpg,89 min,True
57073cbc71a065156093991f,Khatta Meetha,"Akshay Kumar, Johnny Lever, Rajpal Yadav, Trisha Krishnan",Priyadarshan,"541,904",India,5.5,tt1455811,23 Jul 2010,N/A,Hindi,"Action, Comedy, Crime",N/A,"5,484",N/A,"Jay Master (dialogues, Priyadarshan (screenplay, Priyadarshan (story, Nitin Raikwar (lyrics, Shehzad Roy (lyrics)",movie,http://ia.media-imdb.com/images/M/MV5BMjE1NjI0MTUxMF5BMl5BanBnXkFtZTcwNjg3NDE3Mw@@._V1_SX300.jpg,N/A,True
57073cbc71a0651560939920,Standing Ovation,"Devon Jordan, Ashley Cutrona, Erika Corvette, London Clark",Stewart Raffill,"531,806",USA,3.5,tt1303803,16 Jul 2010,PG,English,Musical,22,534,N/A,Stewart Raffill,movie,http://ia.media-imdb.com/images/M/MV5BNDQ0NjYwNDk5M15BMl5BanBnXkFtZTcwMzgzMDk0Mw@@._V1_SX300.jpg,105 min,True
57073cbc71a0651560939921,The Man from Nowhere,"Bin Won, Sae-ron Kim, Tae-hoon Kim, Hee-won Kim",Jeong-beom Lee,,South Korea,7.9,tt1527788,05 Aug 2010,R,"Korean, English","Action, Crime, Thriller",N/A,"41,060",8 wins & 12 nominations.,Jeong-beom Lee,movie,http://ia.media-imdb.com/images/M/MV5BMTgzMTkxNjAxNV5BMl5BanBnXkFtZTgwMDU3MDE0MjE@._V1_SX300.jpg,119 min,True
57073cbc71a0651560939922,Preacher's Kid,"Letoya Luckett, Durrell Babbs, Tammy Townsend, Carlos Davis",Stan Foster,"514,522",USA,5.0,tt1328913,29 Jan 2010,PG-13,English,Drama,N/A,615,1 win.,Stan Foster,movie,http://ia.media-imdb.com/images/M/MV5BNjk5NzcwOTQyOV5BMl5BanBnXkFtZTcwMjA2ODAyMw@@._V1_SX300.jpg,110 min,True
57073cbc71a0651560939923,Heartbreaker,"Romain Duris, Vanessa Paradis, Julie Ferrier, François Damiens",Pascal Chaumeil,"504,030","France, Monaco",6.8,tt1465487,17 Mar 2010,N/A,"French, English, Spanish, Japanese, Arabic, Mandarin","Comedy, Romance",59,"20,527",1 win & 9 nominations.,"Laurent Zeitoun (scenario, Jeremy Doner (scenario, Yoann Gromb (scenario, Laurent Zeitoun (original idea)",movie,http://ia.media-imdb.com/images/M/MV5BMjI0NjU5ODYwM15BMl5BanBnXkFtZTcwOTk5NDI3Mw@@._V1_SX300.jpg,105 min,True
57073cbc71a0651560939924,The City of Your Final Destination: Sorting It Out at Ocho Rios,"Peter Cameron, Charlotte Gainsbourg, Anthony Hopkins, James Ivory",Vijay Sekhon,,USA,6.1,tt1711376,17 Aug 2010,AO,English,"Documentary, Short",N/A,7,N/A,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTgwMjQ5NDA4OV5BMl5BanBnXkFtZTcwMDA1Mjg4Ng@@._V1_SX300.jpg,20 min,True
57073cbc71a0651560939925,The Extra Man,"Paul Dano, Marian Seldes, Celia Weston, Patti D'Arbanville","Shari Springer Berman, Robert Pulcini","453,079","USA, France",5.9,tt1361313,27 Jan 2011,R,English,Comedy,56,"4,055",N/A,"Robert Pulcini (screenplay, Jonathan Ames (screenplay, Shari Springer Berman (screenplay, Jonathan Ames (novel)",movie,http://ia.media-imdb.com/images/M/MV5BNzkzMTgxODIxMF5BMl5BanBnXkFtZTcwNDU4MTQ1Mw@@._V1_SX300.jpg,108 min,True
57073cbc71a0651560939926,Vision,"Axelle Carolyn, Ben Wigzell",Jamie Hooper,,UK,7.5,tt1628024,04 Sep 2010,N/A,English,"Short, Fantasy, Horror",N/A,14,N/A,"Jamie Hooper (story, Jamie Hooper",movie,http://ia.media-imdb.com/images/M/MV5BMjEwMTgzMzc4N15BMl5BanBnXkFtZTcwMTAzNjMzMw@@._V1_SX300.jpg,9 min,True
57073cbc71a0651560939927,I Want Your Money,"Ken Blackwell, Andrew Breitbart, Chris Cox, Chris Edwards",Ray Griggs,"425,899",USA,5.0,tt1560957,15 Oct 2010,PG,English,Documentary,N/A,"1,112",N/A,"Randall Norman Desoto, Ray Griggs",movie,http://ia.media-imdb.com/images/M/MV5BMzc4NjcyNjQ3MV5BMl5BanBnXkFtZTcwNzAwNDM2Mw@@._V1_SX300.jpg,92 min,True
57073cbc71a0651560939928,Break Ke Baad,"Deepika Padukone, Lillete Dubey, Imran Khan, Sharmila Tagore",Danish Aslam,"427,628",India,5.1,tt1578261,26 Nov 2010,N/A,"Hindi, English","Comedy, Drama, Romance",N/A,"2,863",2 nominations.,"Danish Aslam (story, Vishal Dadlani (lyrics, Prasoon Joshi (lyrics, Renuka Kunzru (story)",movie,http://ia.media-imdb.com/images/M/MV5BMTA1Nzg5NjI2NDZeQTJeQWpwZ15BbWU3MDY4OTgyMTQ@._V1_SX300.jpg,118 min,True
57073cbc71a0651560939929,I'm Still Here,"Joaquin Phoenix, Antony Langdon, Carey Perloff, Larry McHale",Casey Affleck,"408,719",USA,6.2,tt1356864,16 Sep 2010,R,English,"Comedy, Drama, Music",48,"14,957",1 win & 3 nominations.,"Casey Affleck, Joaquin Phoenix",movie,http://ia.media-imdb.com/images/M/MV5BNTE5NjA2NzM5Ml5BMl5BanBnXkFtZTcwODg5NTE3Mw@@._V1_SX300.jpg,108 min,True
57073cbc71a065156093992a,Round the Square,"Laurel Wiley, Danica Carlson, Peter D'Alessio, G. Matthew Gaskell",N/A,,USA,N/A,tt1587396,15 Jan 2010,N/A,English,Comedy,N/A,N/A,N/A,Michael Berry,series,N/A,N/A,True
57073cbc71a065156093992b,Tiny Furniture,"Lena Dunham, Laurie Simmons, Grace Dunham, Rachel Howe",Lena Dunham,"389,804",USA,6.3,tt1570989,30 Mar 2012,NOT RATED,English,"Comedy, Drama",72,"11,434",5 wins & 8 nominations.,Lena Dunham,movie,http://ia.media-imdb.com/images/M/MV5BNjIzODg0NDY5Nl5BMl5BanBnXkFtZTcwMDQyMzk5Mw@@._V1_SX300.jpg,98 min,True
57073cbc71a065156093992c,"Lebanon, Pa.","Josh Hopkins, Rachel Kitson, Ian Merrill Peakes, Samantha Mathis",Ben Hickernell,"48,381",USA,6.3,tt1290082,01 Mar 2010,PG-13,"Arabic, English, Hebrew",Drama,47,480,1 win & 1 nomination.,Ben Hickernell,movie,http://ia.media-imdb.com/images/M/MV5BNzQyNjMzMjkxNF5BMl5BanBnXkFtZTcwNzg5MjQyNQ@@._V1_SX300.jpg,100 min,True
57073cbc71a065156093992d,Creation,Anat Barkan,Ido Barkan,,Israel,N/A,tt1696511,N/A,N/A,N/A,"Documentary, Short, Drama",N/A,N/A,N/A,N/A,movie,N/A,5 min,True
57073cbc71a065156093992e,A Film Unfinished,"Hanna Avrutzki, Luba Gewisser, Jurek Plonski, Aliza Vitis-Shomron",Yael Hersonski,"311,542","Germany, Israel",7.3,tt1568923,30 Oct 2010,UNRATED,"German, Hebrew, Yiddish, Polish, English","Documentary, Drama, History",88,"1,429",5 wins & 9 nominations.,Yael Hersonski,movie,http://ia.media-imdb.com/images/M/MV5BMjE0NTc3ODcxMF5BMl5BanBnXkFtZTcwMzkwNDE2Mw@@._V1_SX300.jpg,88 min,True
57073cbc71a065156093992f,Four Lions,"Riz Ahmed, Arsher Ali, Nigel Lindsay, Kayvan Novak",Christopher Morris,"304,137","UK, France",7.3,tt1341167,07 May 2010,R,"English, Urdu, Arabic","Comedy, Crime, Drama",68,"54,133",Won 1 BAFTA Film Award. Another 8 wins & 23 nominations.,"Christopher Morris, Sam Bain, Jesse Armstrong, Simon Blackwell (additional writing)",movie,http://ia.media-imdb.com/images/M/MV5BMTczNDQxNzI0NF5BMl5BanBnXkFtZTcwNDM0NzEwNA@@._V1_SX300.jpg,97 min,True
57073cbc71a0651560939930,Holy Rollers,"Jesse Eisenberg, Justin Bartha, Ari Graynor, Danny A. Abeckaser",Kevin Asch,"302,886",USA,5.9,tt1143896,23 Dec 2010,R,"English, Hebrew","Biography, Crime, Drama",51,"4,149",2 wins & 2 nominations.,Antonio Macia,movie,http://ia.media-imdb.com/images/M/MV5BMTMzNjE4NDU1NF5BMl5BanBnXkFtZTcwMTAwNzQ0Mw@@._V1_SX300.jpg,89 min,True
57073cbc71a0651560939931,Karthik Calling Karthik,"Farhan Akhtar, Deepika Padukone, Ram Kapoor, Vivan Bhatena",Vijay Lalwani,"286,409",India,7.0,tt1373156,26 Feb 2010,N/A,"Hindi, Urdu","Drama, Romance, Thriller",N/A,"6,023",12 nominations.,Vijay Lalwani (story),movie,http://ia.media-imdb.com/images/M/MV5BMTg4NzUyNDExMl5BMl5BanBnXkFtZTcwOTg3NTk5Mw@@._V1_SX300.jpg,135 min,True
57073cbc71a0651560939932,No Problem,"Anil Kapoor, Kangana Ranaut, Sanjay Dutt, Sunil Shetty",Anees Bazmee,,India,4.0,tt1431122,10 Dec 2010,N/A,"Hindi, English","Action, Comedy, Crime",N/A,"1,097",1 nomination.,"Ikram Akhtar (screenplay, Nisar Akhtar (additional dialogue, Anand Raj Anand (lyrics, Anees Bazmee, Kumaar (lyrics)",movie,http://ia.media-imdb.com/images/M/MV5BMGRlMWIyMjgtNzlmNy00YzgyLTgwMDgtODMwMDMwMjczYzY4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,N/A,True
57073cbc71a0651560939933,The Tempest,"Felicity Jones, Jude Akuwudike, Reeve Carney, David Strathairn",Julie Taymor,"263,365",USA,5.4,tt1274300,07 Jan 2011,PG-13,English,"Comedy, Drama, Fantasy",43,"5,976",Nominated for 1 Oscar. Another 2 wins & 3 nominations.,"Julie Taymor (screenplay, William Shakespeare (play)",movie,http://ia.media-imdb.com/images/M/MV5BMTc4MzEyNDg1OV5BMl5BanBnXkFtZTcwMTk4NDY3Mw@@._V1_SX300.jpg,110 min,True
57073cbc71a0651560939934,Countdown to Zero,"Graham Allison, James Baker III, Bruce Blair, Tony Blair",Lucy Walker,"271,323",USA,6.9,tt1572769,30 Jul 2010,PG,English,Documentary,70,"1,925",3 nominations.,Lucy Walker,movie,http://ia.media-imdb.com/images/M/MV5BMTU0NDA4MzEzNl5BMl5BanBnXkFtZTcwMzEyMjc1Mw@@._V1_SX300.jpg,91 min,True
57073cbc71a0651560939935,Jean-Michel Basquiat: The Radiant Child,"Jean Michel Basquiat, Julian Schnabel, Larry Gagosian, Bruno Bischofberger",Tamra Davis,"256,242",USA,7.9,tt1568335,12 Apr 2011,N/A,English,Documentary,74,"1,287",1 win & 1 nomination.,"Eric Martin, Lois Vossen",movie,http://ia.media-imdb.com/images/M/MV5BMjI0MzY1MTg2MV5BMl5BanBnXkFtZTcwMTExOTE2Mw@@._V1_SX300.jpg,88 min,True
57073cbc71a0651560939936,Monsters,"Scoot McNairy, Whitney Able, Mario Zuniga Benavides, Annalee Jefferies",Gareth Edwards,"237,301",UK,6.4,tt1470827,03 Dec 2010,R,"English, Spanish","Drama, Sci-Fi",63,"74,068",Nominated for 1 BAFTA Film Award. Another 12 wins & 12 nominations.,Gareth Edwards,movie,http://ia.media-imdb.com/images/M/MV5BMjE4MzMyNjExMl5BMl5BanBnXkFtZTcwMzI5NjM3Mw@@._V1_SX300.jpg,94 min,True
57073cbc71a0651560939937,Rare Exports: A Christmas Tale,"Onni Tommila, Jorma Tommila, Tommi Korpela, Rauno Juvonen",Jalmari Helander,"263,210","Finland, Norway, France, Sweden",6.7,tt1401143,03 Dec 2010,R,"Finnish, English","Adventure, Fantasy, Horror",71,"19,683",12 wins & 2 nominations.,"Jalmari Helander, Jalmari Helander (based on the original idea by, Juuso Helander (based on the original idea by, Petri Jokiranta (dramaturge, Sami Parkkinen (dramaturge)",movie,http://ia.media-imdb.com/images/M/MV5BMTM4NzkxMDM4N15BMl5BanBnXkFtZTcwMTI1NzQwNA@@._V1_SX300.jpg,84 min,True
57073cbc71a0651560939938,The Killer Inside Me,"Casey Affleck, Kate Hudson, Jessica Alba, Ned Beatty",Michael Winterbottom,"214,966","USA, Sweden, UK, Canada",6.1,tt0954947,08 Jun 2010,R,English,"Crime, Drama, Thriller",53,"27,917",2 wins & 5 nominations.,"John Curran, Jim Thompson (novel)",movie,http://ia.media-imdb.com/images/M/MV5BMTUyOTIwMTU5MV5BMl5BanBnXkFtZTcwNDY5NjA1Mw@@._V1_SX300.jpg,109 min,True
57073cbc71a0651560939939,Legendary,"Patricia Clarkson, Devon Graye, John Cena, Madeleine Martin",Mel Damski,"191,875",USA,6.3,tt1563704,09 Sep 2010,PG-13,English,"Drama, Sport",39,"4,163",1 nomination.,John Posey,movie,http://ia.media-imdb.com/images/M/MV5BMTkwOTk1ODE5MV5BMl5BanBnXkFtZTcwNTIzNDk3Mw@@._V1_SX300.jpg,107 min,True
57073cbc71a065156093993a,The Nutcracker in 3D,"Elle Fanning, Nathan Lane, John Turturro, Frances de la Tour",Andrey Konchalovskiy,"190,562","UK, Hungary",4.5,tt1041804,08 Dec 2011,PG,English,"Action, Family, Fantasy",18,"2,440",2 nominations.,"Andrey Konchalovskiy (screenplay, Chris Solimine (screenplay)",movie,http://ia.media-imdb.com/images/M/MV5BMTg0ODM0OTgwNV5BMl5BanBnXkFtZTcwMzE2MTE1Mw@@._V1_SX300.jpg,110 min,True
57073cbc71a065156093993b,Client 9: The Rise and Fall of Eliot Spitzer,"Alex Gibney, Eliot Spitzer, Hulbert Waldroup, Lloyd Constantine",Alex Gibney,"187,540",USA,7.4,tt1638362,04 Mar 2011,R,English,Documentary,68,"1,746",8 nominations.,Alex Gibney,movie,http://ia.media-imdb.com/images/M/MV5BMzY2MzY0NDg1OF5BMl5BanBnXkFtZTcwMjkzNjg4Mw@@._V1_SX300.jpg,117 min,True
57073cbc71a065156093993c,Nick Saban: Gamechanger,"Nick Saban, Bill Belichick, Bobby Bowden, Paul Finebaum",Trey Reynolds,,USA,7.4,tt1731764,27 Aug 2010,N/A,English,Documentary,N/A,29,N/A,Grant Guffin,movie,http://ia.media-imdb.com/images/M/MV5BMTM0NjI2NDI2MV5BMl5BanBnXkFtZTcwMzE4Mzk5Mw@@._V1_SX300.jpg,88 min,True
57073cbc71a065156093993d,Waste Land,Vik Muniz,"Lucy Walker, Karen Harley, João Jardim","187,716","Brazil, UK",7.9,tt1268204,21 Jan 2011,N/A,"English, Portuguese",Documentary,78,"7,191",Nominated for 1 Oscar. Another 27 wins & 10 nominations.,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTM2ODkxMTY1NF5BMl5BanBnXkFtZTcwNTAxMzc5Mw@@._V1_SX300.jpg,99 min,True
57073cbc71a065156093993e,Twelve,"Chace Crawford, Rory Culkin, Philip Ettinger, Esti Ginzburg",Joel Schumacher,"181,591","USA, France",5.7,tt1407084,06 Aug 2010,R,English,"Action, Crime, Drama",22,"10,548",1 nomination.,"Jordan Melamed (screenplay, Nick McDonell (novel)",movie,http://ia.media-imdb.com/images/M/MV5BMTM0NTgwMjc4MV5BMl5BanBnXkFtZTcwMzA3ODk1Mw@@._V1_SX300.jpg,93 min,True
57073cbc71a065156093993f,Human Centipede Anonymous,"Steve Agee, Jon Daly, Rob Huebel, James Urbaniak",Benjamin Berman,,USA,5.9,tt1797406,05 Aug 2010,N/A,English,"Short, Comedy",N/A,18,N/A,Jon Daly,movie,N/A,N/A,True
57073cbc71a0651560939940,Casino Jack and the United States of Money,"Jack Abramoff, Melanie Sloan, Nina Easton, Dana Rohrabacher",Alex Gibney,"175,604",USA,7.1,tt1540814,01 Jan 2010,R,English,Documentary,68,"1,289",1 nomination.,Alex Gibney,movie,http://ia.media-imdb.com/images/M/MV5BMjA3MTc2MzM4NV5BMl5BanBnXkFtZTcwMzE5MjYxMw@@._V1_SX300.jpg,118 min,True
57073cbc71a0651560939941,71: Into the Fire,"Seung-won Cha, Sang-Woo Kwon, Seung Hyun Choi, Seung-woo Kim",John H. Lee,,South Korea,7.4,tt1587729,16 Jun 2010,N/A,"Korean, English","Action, Drama, War",N/A,"3,698",5 wins & 5 nominations.,"Man-Hee Lee (screenplay, Dong-Woo Kim (original story, John H. Lee",movie,http://ia.media-imdb.com/images/M/MV5BMjE3NTQ2MTUxNl5BMl5BanBnXkFtZTgwMjM5NDIwMDE@._V1_SX300.jpg,120 min,True
57073cbc71a0651560939942,Leaving,"Jan Tríska, Zuzana Stivínová, Vlasta Chramostová, Karel Beseda",Ales Kisil,,Czech Republic,6.1,tt1780931,23 Oct 2010,N/A,Czech,N/A,N/A,8,N/A,Václav Havel (play),movie,N/A,112 min,True
57073cbc71a0651560939943,Terribly Happy,"Yanee Kongnakoo, Nopavat Onsee-tha, Chontida Praton",Pimpaka Towira,,Thailand,N/A,tt1895540,01 Feb 2011,N/A,Thai,Short,N/A,N/A,1 nomination.,N/A,movie,N/A,30 min,True
57073cbc71a0651560939944,Chance Pe Dance,"Shahid Kapoor, Genelia D'Souza, Mohnish Bahl, Satish Shah",Ken Ghosh,"164,188",India,4.6,tt1392744,15 Jan 2010,N/A,"Hindi, Urdu","Comedy, Drama, Romance",N/A,"1,948",N/A,"Nupur Asthana (screenplay, Manu Rishi Chadha (additional dialogue, Ken Ghosh (screenplay, Kiran Kotrial (dialogues, Irfan Siddiqui (lyrics)",movie,http://ia.media-imdb.com/images/M/MV5BMTUxMjQ1NTgzOV5BMl5BanBnXkFtZTcwMzYzNzYwMw@@._V1_SX300.jpg,122 min,True
57073cbc71a0651560939945,Welcome to the Rileys,"James Gandolfini, Kristen Stewart, Melissa Leo, Joe Chrest",Jake Scott,"152,857","UK, USA",7.0,tt1183923,18 Nov 2011,R,English,Drama,50,"19,487",2 wins & 3 nominations.,Ken Hixon,movie,http://ia.media-imdb.com/images/M/MV5BMTQzOTkxMTY3MV5BMl5BanBnXkFtZTcwNjMyMzk5Mw@@._V1_SX300.jpg,110 min,True
57073cbc71a0651560939946,Carlos,"Edgar Ramirez, Alexander Scheer, Fadi Abi Samra, Lamia Ahmed",N/A,"145,118","France, Germany",7.7,tt1321865,08 Jan 2011,NOT RATED,"English, Arabic, German, Spanish, French, Hungarian, Japanese, Russian","Biography, Crime, Drama",94,"9,840",Won 1 Golden Globe. Another 15 wins & 34 nominations.,N/A,series,http://ia.media-imdb.com/images/M/MV5BMTkwNDU4Mzc4OV5BMl5BanBnXkFtZTcwMzEyMTA3NQ@@._V1_SX300.jpg,334 min,True
57073cbc71a0651560939947,The Weathered Underground,"Michael Ciriaco, Brea Grant, Hollis McLachlan, David N. Donihue",David N. Donihue,"137,405",USA,6.1,tt1464590,26 Jan 2010,N/A,English,"Action, Comedy, Drama",N/A,43,N/A,David N. Donihue,movie,http://ia.media-imdb.com/images/M/MV5BNjg1OTc2MTM4NV5BMl5BanBnXkFtZTcwNDk1NjIyMw@@._V1_SX300.jpg,310 min,True
57073cbc71a0651560939948,Love Ranch,"Helen Mirren, Joe Pesci, Sergio Peris-Mencheta, Gina Gershon",Taylor Hackford,"134,904","USA, Germany",5.7,tt1125929,06 Jan 2011,R,English,"Comedy, Drama, Romance",37,"2,341",1 win & 1 nomination.,Mark Jacobson,movie,http://ia.media-imdb.com/images/M/MV5BMTQwNzgyNzA4OV5BMl5BanBnXkFtZTcwNzA0MDk0Mw@@._V1_SX300.jpg,117 min,True
57073cbc71a0651560939949,Pure Country 2: The Gift,"Michael McKean, Bronson Pinchot, Cheech Marin, Jackie Welch",Christopher Cain,,USA,4.9,tt1549571,15 Oct 2010,PG,English,"Drama, Music, Musical",N/A,541,1 win.,"Dean Cain, Christopher Cain",movie,http://ia.media-imdb.com/images/M/MV5BMTYxOTAzNjEwM15BMl5BanBnXkFtZTcwNzU0Mzk5Mw@@._V1_SX300.jpg,112 min,True
57073cbc71a065156093994a,The Eclipse,N/A,Lannie Hill,,USA,N/A,tt3884512,13 Dec 2010,N/A,English,"Short, Fantasy",N/A,N/A,N/A,Lannie Hill,movie,N/A,5 min,True
57073cbc71a065156093994b,Stonewall Uprising,"Paul Bosche, Alfredo del Rio, John DiGiacomo, Dana Gaiser","Kate Davis, David Heilbroner","127,940",USA,7.1,tt1562450,16 Jun 2010,UNRATED,English,"Documentary, History",74,355,1 nomination.,"David Carter (original story, David Heilbroner",movie,http://ia.media-imdb.com/images/M/MV5BOTI1ODQ1NDI5M15BMl5BanBnXkFtZTcwNDczODU2Mw@@._V1_SX300.jpg,80 min,True
57073cbc71a065156093994c,Centurion,"Michael Fassbender, Andreas Wisniewski, Dave Legeno, Axelle Carolyn",Neil Marshall,"122,288","UK, France",6.4,tt1020558,30 Jul 2010,R,"English, Scottish Gaelic","Action, Adventure, Drama",62,"63,103",1 nomination.,Neil Marshall,movie,http://ia.media-imdb.com/images/M/MV5BMTQ4NTI1MTEzM15BMl5BanBnXkFtZTcwNDc3NDc1Mw@@._V1_SX300.jpg,97 min,True
57073cbc71a065156093994d,The Story of Bran Nue Dae,"Rocky McKenzie, Jessica Mauboy, Ernie Dingo",Adrian Russell Wills,,Australia,N/A,tt1647810,07 Feb 2010,N/A,English,"Documentary, Short, Comedy",N/A,N/A,N/A,N/A,movie,N/A,35 min,True
57073cbc71a065156093994e,Marwencol,"Mark Hogancamp, Emmanuel Nneji, Edda Hogancamp, Tom Neubauer",Jeff Malmberg,"112,036",USA,7.6,tt1391092,08 Oct 2010,N/A,English,"Documentary, Biography, Fantasy",83,"2,380",16 wins & 10 nominations.,N/A,movie,http://ia.media-imdb.com/images/M/MV5BNDg5NzgzNDM4Nl5BMl5BanBnXkFtZTcwNzY1MzY4Mw@@._V1_SX300.jpg,83 min,True
57073cbc71a065156093994f,Let it Rain: Exploring the SG:U Jungle Set,Robert C. Cooper,N/A,,USA,N/A,tt1883245,09 Feb 2010,N/A,English,"Short, Sci-Fi",N/A,N/A,N/A,N/A,movie,N/A,N/A,True
57073cbc71a0651560939950,Blood Done Sign My Name,"Natalie Alyn Lind, Michael Rooker, Lee Norris, Nate Parker",Jeb Stuart,"82,739",USA,6.7,tt1210039,19 Feb 2010,PG-13,English,Drama,49,444,1 win.,"Jeb Stuart, Tim Tyson (book)",movie,http://ia.media-imdb.com/images/M/MV5BMTgwNjk4NjM4OV5BMl5BanBnXkFtZTcwNDY2ODkxMw@@._V1_SX300.jpg,128 min,True
57073cbc71a0651560939951,After-Life,"Annie Boon, Matthew Dearing, Chris Garcia, Christopher Garcia",Mateo Trujillo-Hobbs,,USA,7.0,tt1785279,01 May 2010,N/A,English,"Short, Drama, Mystery",N/A,28,N/A,"Eric Alan Luse (script consultant, Eric Alan Luse, Mateo Trujillo-Hobbs",movie,http://ia.media-imdb.com/images/M/MV5BMTk0NTY1MzM3M15BMl5BanBnXkFtZTcwMTQ4MTkxNA@@._V1_SX300.jpg,14 min,True
57073cbc71a0651560939952,Wild Target,"Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett",Jonathan Lynn,"117,190","UK, France",6.9,tt1235189,18 Jun 2010,PG-13,English,"Action, Comedy, Crime",41,"29,165",N/A,"Lucinda Coxon (screenplay, Pierre Salvadori (film \",movie,http://ia.media-imdb.com/images/M/MV5BMTQ1ODIzNDYyMl5BMl5BanBnXkFtZTcwMTc1NDk5Mw@@._V1_SX300.jpg,98 min,True
57073cbc71a0651560939953,The Romantics,"Katie Holmes, Josh Duhamel, Anna Paquin, Malin Akerman",Galt Niederhoffer,"103,280",USA,5.1,tt1403988,26 May 2010,PG-13,English,"Comedy, Drama, Romance",43,"9,919",N/A,"Galt Niederhoffer (novel, Galt Niederhoffer",movie,http://ia.media-imdb.com/images/M/MV5BMTM2OTM2Nzk3MV5BMl5BanBnXkFtZTcwNTU1NjM3Mw@@._V1_SX300.jpg,95 min,True
57073cbc71a0651560939954,Freakonomics,"James Ransone, Tempestt Bledsoe, Morgan Spurlock, Melvin Van Peebles","Heidi Ewing, Alex Gibney, Seth Gordon, Rachel Grady, Eugene Jarecki, Morgan Spurlock","100,675",USA,6.4,tt1152822,03 Sep 2010,PG-13,English,Documentary,58,"5,569",1 nomination.,"Peter Bull, Alex Gibney, Jeremy Chilnick, Morgan Spurlock, Eugene Jarecki, Heidi Ewing, Rachel Grady, Seth Gordon, Steven Levitt (book, Stephen Dubner (book)",movie,http://ia.media-imdb.com/images/M/MV5BMTEwNjExNDc5MDReQTJeQWpwZ15BbWU3MDU5MTU3NzM@._V1_SX300.jpg,85 min,True
57073cbc71a0651560939955,8: The Mormon Proposition,"Spencer Jones, Tyler Barrick, Dustin Lance Black, Linda Williams Stay","Reed Cowan, Steven Greenstreet","99,851",USA,7.1,tt1484522,24 Jan 2010,R,English,Documentary,55,"1,122",2 wins.,Reed Cowan,movie,http://ia.media-imdb.com/images/M/MV5BMTM1MjM1NjY2NF5BMl5BanBnXkFtZTcwMTY5MTI0Mw@@._V1_SX300.jpg,80 min,True
