_id,Title,Awards,Metascore,Country,Runtime,Rated,Director,imdbID,imdbVotes,Language,Actors,Poster,Type,Writer,Genre,Response,Released,imdbRating,Box_office
5707157a71a065165c8c3a90,Half Nelson,Nominated for 1 Oscar. Another 27 wins & 45 nominations.,85,USA,106 min,R,Ryan Fleck,tt0468489,"69,301",English,"Ryan Gosling, Jeff Lima, Shareeka Epps, Nathan Corbett",http://ia.media-imdb.com/images/M/MV5BMTg4ODg1OTIwNl5BMl5BanBnXkFtZTcwOTA3ODQzMQ@@._V1_SX300.jpg,movie,"Ryan Fleck, Anna Boden",Drama,True,22 Sep 2006,7.3,"2,694,973"
5707157a71a065165c8c3a91,Dhoom 2,3 wins & 14 nominations.,N/A,India,152 min,N/A,Sanjay Gadhvi,tt0441048,"16,341","Hindi, Urdu, English, Telugu","Abhishek Bachchan, Uday Chopra, Hrithik Roshan, Aishwarya Rai Bachchan",http://ia.media-imdb.com/images/M/MV5BMTYyMzQ3NzA2OV5BMl5BanBnXkFtZTcwNDk4MDM0MQ@@._V1_SX300.jpg,movie,"Vijay Krishna Acharya (screenplay, Vijay Krishna Acharya (dialogue, Aditya Chopra (story)","Action, Thriller",True,24 Nov 2006,6.4,"2,642,290"
5707157a71a065165c8c3a92,Don,1 win & 7 nominations.,N/A,India,171 min,NOT RATED,Farhan Akhtar,tt0461936,"23,303",Hindi,"Shah Rukh Khan, Priyanka Chopra, Arjun Rampal, Isha Koppikar",http://ia.media-imdb.com/images/M/MV5BMTY3ODA1OTU0Nl5BMl5BanBnXkFtZTcwNTEyNjA0MQ@@._V1_SX300.jpg,movie,"Salim Khan (based on an original screenplay by, Javed Akhtar (based on an original screenplay by, Farhan Akhtar","Action, Crime, Thriller",True,20 Oct 2006,7.2,
5707157a71a065165c8c3a93,Perfume: The Story of a Murderer,15 wins & 17 nominations.,56,"Germany, France, Spain, USA",147 min,R,Tom Tykwer,tt0396171,"185,734",English,"Ben Whishaw, Francesc Albiol, Gonzalo Cunill, Roger Salvany",http://ia.media-imdb.com/images/M/MV5BMTI0NjUyMTk3Nl5BMl5BanBnXkFtZTcwOTA5MzkzMQ@@._V1_SX300.jpg,movie,"Andrew Birkin (screenplay, Bernd Eichinger (screenplay, Tom Tykwer (screenplay, Patrick Süskind (novel)","Crime, Drama, Fantasy",True,05 Jan 2007,7.5,"2,208,939"
5707157a71a065165c8c3a94,Lage Raho Munna Bhai,14 wins & 13 nominations.,N/A,India,144 min,PG-13,Rajkumar Hirani,tt0456144,"25,848",Hindi,"Sanjay Dutt, Arshad Warsi, Vidya Balan, Jimmy Shergill",http://ia.media-imdb.com/images/M/MV5BNzg2NzkzNjU0M15BMl5BanBnXkFtZTgwMTI1MDA2MDE@._V1_SX300.jpg,movie,"Vidhu Vinod Chopra (screenplay, Rajkumar Hirani, Abhijat Joshi (screenplay)","Comedy, Drama, Romance",True,01 Sep 2006,8.2,
5707157a71a065165c8c3a95,Rang De Basanti,Nominated for 1 BAFTA Film Award. Another 17 wins & 19 nominations.,N/A,India,157 min,NOT RATED,Rakeysh Omprakash Mehra,tt0405508,"67,179","Hindi, Panjabi, English","Aamir Khan, Siddharth, Sharman Joshi, Kunal Kapoor",http://ia.media-imdb.com/images/M/MV5BMjEwNzA5MjAwN15BMl5BanBnXkFtZTcwMzY5MzIzMQ@@._V1_SX300.jpg,movie,"Renzil D'Silva (screenplay, Rakeysh Omprakash Mehra (screenplay, Kamlesh Pandey (story)","Comedy, Drama, History",True,26 Jan 2006,8.4,"2,197,331"
5707157a71a065165c8c3a96,Fanaa,5 wins & 2 nominations.,N/A,India,168 min,N/A,Kunal Kohli,tt0439662,"20,315","Hindi, Indonesian","Aamir Khan, Kajol, Rishi Kapoor, Tabu",http://ia.media-imdb.com/images/M/MV5BMjI4NTQzMjQ4N15BMl5BanBnXkFtZTcwMzE4NTk5Mw@@._V1_SX300.jpg,movie,"Shibani Bathija (screenplay, Shibani Bathija (story, Shibani Bathija","Drama, Romance, Thriller",True,26 May 2006,7.2,"2,100,110"
5707157a71a065165c8c3a97,Building 'Brick',N/A,N/A,Germany,46 min,N/A,Lauren Jean Schwartz,tt1117514,9,English,"Justin Batterman, William Coleman, Liz Covert, Evan Crispin",N/A,movie,Lauren Jean Schwartz,Documentary,True,21 Sep 2006,8.3,
5707157a71a065165c8c3a98,Shortbus,7 wins & 6 nominations.,64,USA,101 min,UNRATED,John Cameron Mitchell,tt0367027,"26,761",English,"Sook-Yin Lee, Paul Dawson, Lindsay Beamish, PJ DeBoy",http://ia.media-imdb.com/images/M/MV5BMjE2NjQ5MDE2MF5BMl5BanBnXkFtZTcwOTc4ODA0MQ@@._V1_SX300.jpg,movie,John Cameron Mitchell,"Comedy, Drama, Romance",True,20 Oct 2006,6.6,"1,984,378"
5707157a71a065165c8c3a99,Neil Young: Heart of Gold,1 win & 2 nominations.,85,USA,103 min,PG,Jonathan Demme,tt0473692,"2,471",English,"Neil Young, Emmylou Harris, Ben Keith, Spooner Oldham",http://ia.media-imdb.com/images/M/MV5BMTU4NTY0NjYxMV5BMl5BanBnXkFtZTcwODM4MDIzMQ@@._V1_SX300.jpg,movie,N/A,"Documentary, Music",True,11 May 2006,7.8,"1,827,544"
5707157a71a065165c8c3a9a,Quinceañera,7 wins & 11 nominations.,72,USA,90 min,R,"Richard Glatzer, Wash Westmoreland",tt0451176,"3,621","Spanish, English","Jesus Castanos, Araceli Guzman-Rico, Emily Rios, J.R. Cruz",http://ia.media-imdb.com/images/M/MV5BMTk0NzExMzU3Ml5BMl5BanBnXkFtZTcwNDQ5NTMzMQ@@._V1_SX300.jpg,movie,"Richard Glatzer, Wash Westmoreland",Drama,True,05 Jul 2006,7.1,"1,689,999"
5707157a71a065165c8c3a9b,Who Killed the Electric Car?,4 nominations.,70,USA,92 min,PG,Chris Paine,tt0489037,"11,167",English,"Martin Sheen, Reverend Gadget, Dave Barthmuss, Ed Begley Jr.",http://ia.media-imdb.com/images/M/MV5BMTc1MTM0MTA2N15BMl5BanBnXkFtZTcwMTk1OTIzMQ@@._V1_SX300.jpg,movie,Chris Paine,Documentary,True,04 Aug 2006,7.7,"1,677,838"
5707157a71a065165c8c3a9c,Factory Girl,1 nomination.,45,USA,90 min,R,George Hickenlooper,tt0432402,"18,051","English, Slovak, French","Sienna Miller, Guy Pearce, Hayden Christensen, Jimmy Fallon",http://ia.media-imdb.com/images/M/MV5BMzg5Mzc4MTM0M15BMl5BanBnXkFtZTcwODU3ODM0MQ@@._V1_SX300.jpg,movie,"Captain Mauzner (screenplay, Simon Monjack (story, Aaron Richard Golub (story, Captain Mauzner (story)","Biography, Drama",True,16 Feb 2007,6.4,
5707157a71a065165c8c3a9d,Keeping Mum: Deleted Scenes,N/A,N/A,UK,13 min,N/A,N/A,tt3907132,12,English,"Rowan Atkinson, James Booth, Tony Denham, Tamsin Egerton",N/A,movie,N/A,"Short, Comedy",True,N/A,6.8,
5707157a71a065165c8c3a9e,Krrish,9 wins & 12 nominations.,68,India,154 min,NOT RATED,Rakesh Roshan,tt0432637,"11,904","Hindi, English, Cantonese","Rekha, Hrithik Roshan, Priyanka Chopra, Sharat Saxena",http://ia.media-imdb.com/images/M/MV5BMTY5MjQxNjgyN15BMl5BanBnXkFtZTcwNDE5OTUzMQ@@._V1_SX300.jpg,movie,"Robin Bhatt (screenplay, Sachin Bhowmick (screenplay, Honey Irani (screenplay, Akarsh Khurana (screenplay, Sanjay Masoom (dialogue, Rakesh Roshan (screenplay)","Action, Adventure, Romance",True,23 Jun 2006,6.3,
5707157a71a065165c8c3a9f,Roméo et Juliette,N/A,N/A,Canada,105 min,N/A,Yves Desgagnés,tt0816631,243,French,"Jeanne Moreau, Thomas Lalonde, Charlotte Aubin, Pierre Curzi",http://ia.media-imdb.com/images/M/MV5BMTkzNDE2NTEyMV5BMl5BanBnXkFtZTcwMDE2NzQ0MQ@@._V1_SX300.jpg,movie,"Normand Chaurette, William Shakespeare (play)",Drama,True,15 Dec 2006,5.0,
5707157a71a065165c8c3aa0,The Work and the Glory III: A House Divided,N/A,N/A,USA,89 min,PG,Sterling Van Wagenen,tt0460611,301,English,"Sam Hennings, Brenda Strong, Eric Johnson, Alexander Carroll",http://ia.media-imdb.com/images/M/MV5BNzY5MDMyNjYyOF5BMl5BanBnXkFtZTcwMDg1MDkzMQ@@._V1_SX300.jpg,movie,"Gerald N. Lund (novel, Matt Whitaker (screenplay)","Drama, Western",True,22 Nov 2006,6.6,"1,325,043"
5707157a71a065165c8c3aa1,The Good German,Nominated for 1 Oscar. Another 3 wins & 4 nominations.,49,USA,105 min,R,Steven Soderbergh,tt0452624,"21,194","English, German, Russian","George Clooney, Cate Blanchett, Tobey Maguire, Beau Bridges",http://ia.media-imdb.com/images/M/MV5BMTk3ODEzNDMxN15BMl5BanBnXkFtZTcwMzExODkzMQ@@._V1_SX300.jpg,movie,"Paul Attanasio (screenplay, Joseph Kanon (novel)","Drama, Mystery, Thriller",True,19 Jan 2007,6.1,"1,304,837"
5707157a71a065165c8c3aa2,Omkara,15 wins & 14 nominations.,N/A,India,155 min,N/A,Vishal Bhardwaj,tt0488414,"11,637",Hindi,"Ajay Devgn, Kareena Kapoor, Saif Ali Khan, Konkona Sen Sharma",http://ia.media-imdb.com/images/M/MV5BMTgxMDU2NjUyOF5BMl5BanBnXkFtZTgwOTc3MDA2MDE@._V1_SX300.jpg,movie,"Vishal Bhardwaj (screenplay, Robin Bhatt (screenplay, Abhishek Chaubey (screenplay, Vishal Bhardwaj (dialogue, William Shakespeare (play)","Action, Crime, Drama",True,28 Jul 2006,8.2,
5707157a71a065165c8c3aa3,Shut Up and Sing,5 wins.,39,USA,96 min,R,Bruce Leddy,tt0475390,571,English,"David Harbour, Reg Rogers, Alexander Chaplin, Chris Bowers",http://ia.media-imdb.com/images/M/MV5BMTgxNzg1NTUyMV5BMl5BanBnXkFtZTcwOTg5NzQ2Mg@@._V1_SX300.jpg,movie,Bruce Leddy,"Comedy, Drama, Music",True,13 Nov 2009,5.9,"21,908"
5707157a71a065165c8c3aa4,Find Me Guilty,1 win & 2 nominations.,65,"Germany, USA",125 min,R,Sidney Lumet,tt0419749,"27,416",English,"Vin Diesel, Alex Rocco, Frank Pietrangolare, Richard DeDomenico",http://ia.media-imdb.com/images/M/MV5BMTQ5NTUyMjA1N15BMl5BanBnXkFtZTgwOTUxMTkwMDE@._V1_SX300.jpg,movie,"Sidney Lumet, T.J. Mancini, Robert J. McCrea","Biography, Comedy, Crime",True,17 Mar 2006,7.1,"1,172,769"
5707157a71a065165c8c3aa5,Infamous,3 wins & 2 nominations.,68,USA,110 min,R,Douglas McGrath,tt0420609,"13,922",English,"Sigourney Weaver, Toby Jones, Gwyneth Paltrow, Sandra Bullock",http://ia.media-imdb.com/images/M/MV5BMTY2NDg0OTc3NV5BMl5BanBnXkFtZTcwNTI3MzgzMQ@@._V1_SX300.jpg,movie,"Douglas McGrath (screenplay, George Plimpton (book)","Biography, Crime, Drama",True,13 Oct 2006,7.1,"1,150,403"
5707157a71a065165c8c3aa6,Peaceful Warrior,N/A,40,"Germany, USA",120 min,PG-13,Victor Salva,tt0438315,"19,680",English,"Scott Mechlowicz, Nick Nolte, Amy Smart, Tim DeKay",http://ia.media-imdb.com/images/M/MV5BMTYxMDkyMTIwN15BMl5BanBnXkFtZTcwNjQ3MTkzMQ@@._V1_SX300.jpg,movie,"Kevin Bernhardt (screenplay, Dan Millman (novel)","Drama, Romance, Sport",True,23 Jun 2006,7.3,"1,055,654"
5707157a71a065165c8c3aa7,Creating 'Hard Candy',N/A,N/A,USA,52 min,N/A,N/A,tt1159209,39,English,"David Higgins, Brian Nelson, David Slade, Ellen Page",N/A,movie,Cliff Stephenson,Documentary,True,19 Sep 2006,7.8,
5707157a71a065165c8c3aa8,Fast Food Nation,1 win & 3 nominations.,64,"UK, USA",116 min,R,Richard Linklater,tt0460792,"20,591","English, Spanish","Wilmer Valderrama, Catalina Sandino Moreno, Ana Claudia Talancón, Juan Carlos Serrán",http://ia.media-imdb.com/images/M/MV5BNTU2Mzc3ODc3N15BMl5BanBnXkFtZTYwOTI5NDM3._V1_SX300.jpg,movie,"Eric Schlosser, Richard Linklater, Eric Schlosser (book)","Comedy, Drama, Romance",True,17 Nov 2006,6.3,"1,004,059"
5707157a71a065165c8c3aa9,Breaking and Entering,5 nominations.,56,"UK, USA",120 min,R,Anthony Minghella,tt0443456,"19,731","English, Serbo-Croatian","Jude Law, Robin Wright, Martin Freeman, Juliette Binoche",http://ia.media-imdb.com/images/M/MV5BMTI3NzM3NDU4M15BMl5BanBnXkFtZTcwNjYzODgzMQ@@._V1_SX300.jpg,movie,Anthony Minghella,"Drama, Romance",True,10 Nov 2006,6.6,"928,960"
5707157a71a065165c8c3aaa,Jesus Camp,Nominated for 1 Oscar. Another 5 wins & 5 nominations.,62,USA,87 min,PG-13,"Heidi Ewing, Rachel Grady",tt0486358,"21,269",English,"Lou Engle, Becky Fischer, Ted Haggard, Mike Papantonio",http://ia.media-imdb.com/images/M/MV5BMTM5NTcwMjE0Ml5BMl5BanBnXkFtZTcwMTAzMTkzMQ@@._V1_SX300.jpg,movie,N/A,Documentary,True,18 Apr 2007,7.5,"901,531"
5707157a71a065165c8c3aab,Inland Empire,3 wins & 15 nominations.,72,"France, Poland, USA",180 min,R,David Lynch,tt0460829,"41,057","English, Polish","Laura Dern, Jeremy Irons, Justin Theroux, Karolina Gruszka",http://ia.media-imdb.com/images/M/MV5BMTQ3NDQyNjM3NF5BMl5BanBnXkFtZTcwMzk5MDU0MQ@@._V1_SX300.jpg,movie,David Lynch,"Drama, Mystery, Thriller",True,07 Feb 2007,7.0,
5707157a71a065165c8c3aac,Guadalupe,N/A,N/A,"Spain, Mexico",90 min,PG,Santiago Parra,tt0887259,101,"Spanish, Nahuatl","José Carlos Ruiz, Pedro Armendáriz Jr., Angélica Aragón, Eric del Castillo",http://ia.media-imdb.com/images/M/MV5BMzE0MDUyMjgyMF5BMl5BanBnXkFtZTcwMDk4MDE0MQ@@._V1_SX300.jpg,movie,N/A,"Drama, Family, Fantasy",True,08 Dec 2006,5.1,"671,228"
5707157a71a065165c8c3aad,The Making of 'Factotum',N/A,N/A,USA,6 min,TV-PG,N/A,tt1082039,5,English,"Matt Dillon, Bent Hamer, Jim Stark, Lili Taylor",N/A,movie,N/A,Documentary,True,01 Nov 2006,6.2,
5707157a71a065165c8c3aae,Bhagam Bhag,N/A,N/A,India,157 min,N/A,Priyadarshan,tt0805184,"5,498",Hindi,"Akshay Kumar, Govinda, Paresh Rawal, Lara Dutta",http://ia.media-imdb.com/images/M/MV5BMjA1MjAyOTA5OF5BMl5BanBnXkFtZTgwNDcwODM0NjE@._V1_SX300.jpg,movie,Neeraj Vora,"Comedy, Mystery, Romance",True,22 Dec 2006,6.3,
5707157a71a065165c8c3aaf,Ask the Dust,1 nomination.,58,"USA, Germany",117 min,R,Robert Towne,tt0384814,"7,935","English, Spanish","Colin Farrell, Salma Hayek, Donald Sutherland, Eileen Atkins",http://ia.media-imdb.com/images/M/MV5BMTgzMDE3NzM5NF5BMl5BanBnXkFtZTcwNDY2OTIzMQ@@._V1_SX300.jpg,movie,"Robert Towne (screenplay, John Fante (novel)","Drama, Romance",True,13 Apr 2006,5.8,"34,665"
5707157a71a065165c8c3ab0,Alex Rider: Operation Stormbreaker,3 nominations.,42,"Germany, USA, UK",93 min,PG,Geoffrey Sax,tt0457495,"19,747",English,"Sarah Bolger, Robbie Coltrane, Stephen Fry, Damian Lewis",http://ia.media-imdb.com/images/M/MV5BMTkzNDIxNzc4NF5BMl5BanBnXkFtZTcwNjE4MjczMQ@@._V1_SX300.jpg,movie,"Anthony Horowitz (novel, Anthony Horowitz (screenplay)","Action, Adventure, Family",True,13 Oct 2006,5.1,"652,526"
5707157a71a065165c8c3ab1,The Promise,N/A,N/A,USA,N/A,N/A,Maria Norman,tt0817515,5,English,"Saundra Santiago, Kevin Conway, Orlando Rios, Ingrid Uribe",N/A,movie,Maria Norman,"Short, Drama",True,28 Apr 2006,5.4,
5707157a71a065165c8c3ab2,Another Gay Movie,2 wins & 1 nomination.,37,USA,92 min,NOT RATED,Todd Stephens,tt0443431,"7,699",English,"Michael Carbonaro, Jonah Blechman, Jonathan Chase, Mitch Morris",http://ia.media-imdb.com/images/M/MV5BMTYzMTIzNDI3MV5BMl5BanBnXkFtZTgwNDQwMjMxMTE@._V1_SX300.jpg,movie,"Tim Kaltenecker (story, Todd Stephens (screenplay, Todd Stephens (story)","Comedy, Romance",True,03 May 2007,5.0,"654,132"
5707157a71a065165c8c3ab3,Jaan-E-Mann: Let's Fall in Love... Again,N/A,40,India,165 min,N/A,Shirish Kunder,tt0456481,"5,530","English, Hindi","Salman Khan, Akshay Kumar, Preity Zinta, Anupam Kher",http://ia.media-imdb.com/images/M/MV5BMTYzMzkzMzg5Nl5BMl5BanBnXkFtZTcwNTAyNDI0MQ@@._V1_SX300.jpg,movie,"Shirish Kunder (dialogue, Shirish Kunder (screenplay, Shirish Kunder (story)","Musical, Romance",True,20 Oct 2006,6.4,"510,000"
5707157a71a065165c8c3ab4,The Celestine Prophecy,N/A,23,USA,99 min,PG,Armand Mastroianni,tt0398842,"2,884",English,"Matthew Settle, Thomas Kretschmann, Sarah Wayne Callies, Annabeth Gish",http://ia.media-imdb.com/images/M/MV5BMjEwODg5MTQ0NF5BMl5BanBnXkFtZTcwOTMwOTg3OQ@@._V1_SX300.jpg,movie,"James Redfield (screenplay, Barnet Bain (screenplay, Dan Gordon (screenplay, James Redfield (novel)","Adventure, Drama",True,20 Jul 2006,4.9,"1,036,886"
5707157a71a065165c8c3ab5,Death of a President,6 wins & 1 nomination.,49,UK,97 min,R,Gabriel Range,tt0853096,"6,524","English, Arabic","Hend Ayoub, Becky Ann Baker, Brian Boland, Michael Reilly Burke",http://ia.media-imdb.com/images/M/MV5BOTE3MDE2MjYxMF5BMl5BanBnXkFtZTcwODYxODgzMQ@@._V1_SX300.jpg,movie,"Gabriel Range, Simon Finch","Crime, Drama, Mystery",True,27 Oct 2006,6.4,"167,000"
5707157a71a065165c8c3ab6,A Guide to Recognizing Your Saints,7 wins & 9 nominations.,67,USA,100 min,R,Dito Montiel,tt0473488,"21,963","English, Spanish","Dianne Wiest, Robert Downey Jr., Shia LaBeouf, Melonie Diaz",http://ia.media-imdb.com/images/M/MV5BNjk4MzIyMzUxMV5BMl5BanBnXkFtZTcwNTk4NTU0MQ@@._V1_SX300.jpg,movie,"Dito Montiel (book, Dito Montiel","Crime, Drama",True,13 Oct 2006,7.1,"516,139"
5707157a71a065165c8c3ab7,Umrao Jaan,1 nomination.,N/A,India,188 min,N/A,J.P. Dutta,tt0485522,"1,492","Urdu, Hindi","Aishwarya Rai Bachchan, Shabana Azmi, Sunil Shetty, Abhishek Bachchan",http://ia.media-imdb.com/images/M/MV5BMTU0MDY0NTU1MF5BMl5BanBnXkFtZTcwODU5NTk5Mw@@._V1_SX300.jpg,movie,"J.P. Dutta (screenplay, O.P. Dutta (story, Mirza Muhammad Hadi Ruswa (novel)","Drama, Romance",True,03 Nov 2006,5.5,
5707157a71a065165c8c3ab8,Church Ball,N/A,N/A,USA,91 min,PG,Kurt Hale,tt0457303,395,English,"Andrew Wilson, Fred Willard, Clint Howard, Gary Coleman",http://ia.media-imdb.com/images/M/MV5BMTgzMjA5MDI3NF5BMl5BanBnXkFtZTcwMTI3OTMzMQ@@._V1_SX300.jpg,movie,"Paul Eagleston, Kurt Hale, Stephen Rose","Comedy, Sport",True,17 Mar 2006,4.0,"464,991"
5707157a71a065165c8c3ab9,The Second Chance,1 win.,52,USA,102 min,PG-13,Steve Taylor,tt0429068,"1,074",English,"Michael W. Smith, Jeff Obafemi Carr, J. Don Ferguson, Lisa Arrindell",http://ia.media-imdb.com/images/M/MV5BNDU0NjI2NTA4NV5BMl5BanBnXkFtZTcwMDA5MzIzMQ@@._V1_SX300.jpg,movie,"Henry O. Arnold, Henry O. Arnold, Ben Pearson, Steve Taylor",Drama,True,17 Feb 2006,6.7,"432,253"
5707157a71a065165c8c3aba,Romeo,N/A,N/A,Nigeria,N/A,N/A,William Charles Agbo,tt0959339,N/A,English,"Monalisa Chinda, Desmond Elliot, Chinwe Owoh",N/A,movie,N/A,"Drama, Romance",True,N/A,N/A,
5707157a71a065165c8c3abb,Idiocracy,1 nomination.,64,USA,84 min,R,Mike Judge,tt0387808,"104,068",English,"Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews","http://ia.media-imdb.com/images/M/MV5BMTk4NDYyNTU3Nl5BMl5BanBnXkFtZTcwNjE4NTQ0MQ@@._V1._CR11,6,327,487_SX89_AL_.jpg_V1_SX300.jpg",movie,"Mike Judge (story, Mike Judge (screenplay, Etan Cohen (screenplay)","Adventure, Comedy, Sci-Fi",True,25 Jan 2007,6.5,"438,653"
5707157a71a065165c8c3abc,"Don't Come Knocking, Sundance Featurette",N/A,N/A,USA,N/A,N/A,Robert J. Lyons,tt2098814,N/A,English,N/A,N/A,movie,N/A,Short,True,10 Oct 2006,N/A,
5707157a71a065165c8c3abd,Conversations with God,N/A,35,USA,109 min,PG,Stephen Deutsch,tt0489682,"1,749",English,"Henry Czerny, Michelle Merring, Frederick Charles Canada, Bill Geislinger",http://ia.media-imdb.com/images/M/MV5BMTg4MjMyMzgyM15BMl5BanBnXkFtZTcwNjAyMTkzMQ@@._V1_SX300.jpg,movie,"Eric DelaBarre, Neale Donald Walsch (books)","Adventure, Drama",True,27 Oct 2006,6.5,"422,897"
5707157a71a065165c8c3abe,The Oh in Ohio,2 wins & 1 nomination.,48,USA,88 min,R,Billy Kent,tt0422861,"5,433",English,"Parker Posey, Danny DeVito, Winter Ave Zoli, Miranda Bailey",http://ia.media-imdb.com/images/M/MV5BMTY2MjM1OTk1OF5BMl5BanBnXkFtZTcwNzE2NzYzMQ@@._V1_SX300.jpg,movie,"Sarah Bird (story, Billy Kent (story, Adam Wierzbianski (screenplay, Adam Wierzbianski (story)","Comedy, Drama, Romance",True,02 Feb 2007,5.6,
5707157a71a065165c8c3abf,Copying Beethoven,2 wins & 5 nominations.,59,"USA, Germany, Hungary",104 min,PG-13,Agnieszka Holland,tt0424908,"10,959",English,"Diane Kruger, Ralph Riach, Matyelok Gibbs, Ed Harris",http://ia.media-imdb.com/images/M/MV5BNTIyNDk5MjE0N15BMl5BanBnXkFtZTcwOTMxNTkzMQ@@._V1_SX300.jpg,movie,"Stephen J. Rivele, Christopher Wilkinson","Biography, Drama, Music",True,08 Mar 2007,6.8,"352,786"
5707157a71a065165c8c3ac0,The Quiet,N/A,N/A,USA,N/A,N/A,Skye Blue,tt2763498,N/A,English,"Cheyne Collins, Summer Cummings, Roxy DeVille, Tommy Gunn",N/A,movie,Aradia,Adult,True,01 Dec 2006,N/A,
5707157a71a065165c8c3ac1,Chup Chup Ke,N/A,N/A,India,164 min,N/A,"Priyadarshan, Kookie V. Gulati",tt0464160,"4,646",Hindi,"Kareena Kapoor, Shahid Kapoor, Paresh Rawal, Neha Dhupia",http://ia.media-imdb.com/images/M/MV5BMTg3MTMzNjUwOF5BMl5BanBnXkFtZTcwODgxODMzMQ@@._V1_SX300.jpg,movie,"Priyadarshan (story, Neeraj Vora (dialogue)","Comedy, Drama, Romance",True,09 Jun 2006,6.6,"334,618"
5707157a71a065165c8c3ac2,Zinda,2 nominations.,N/A,India,116 min,N/A,Sanjay Gupta,tt0488906,"2,463","Hindi, English, Thai","Sanjay Dutt, John Abraham, Lara Dutta, Celina Jaitly",http://ia.media-imdb.com/images/M/MV5BMTc0NjUwNzA3N15BMl5BanBnXkFtZTgwMzEwMDAxMzE@._V1_SX300.jpg,movie,"Vishal Dadlani (lyrics, Sanjay Gupta (screenplay, Anwar Maqsood (lyrics, Virag Mishra (lyrics, Suresh Nair (screenplay, Kamlesh Pandey (dialogues)","Action, Adventure, Drama",True,12 Jan 2006,4.9,"167,246"
5707157a71a065165c8c3ac3,Cheech,2 wins & 7 nominations.,N/A,Canada,104 min,N/A,Patrice Sauvé,tt0775076,334,French,"Patrice Robitaille, François Létourneau, Anick Lemay, Maxime Denommée",http://ia.media-imdb.com/images/M/MV5BMjA2NjgyMDYwMl5BMl5BanBnXkFtZTcwOTg3Mjc0NQ@@._V1_SX300.jpg,movie,François Létourneau,Drama,True,10 Sep 2006,6.2,
5707157a71a065165c8c3ac4,The Road to Guantanamo,4 wins & 6 nominations.,64,UK,95 min,R,"Mat Whitecross, Michael Winterbottom",tt0468094,"10,336","English, Urdu","Riz Ahmed, Farhad Harun, Waqar Siddiqui, Arfan Usman",http://ia.media-imdb.com/images/M/MV5BMTQ2Njk1NDg0MV5BMl5BanBnXkFtZTcwMzQ2MTMzMQ@@._V1_SX300.jpg,movie,N/A,"Documentary, Drama, War",True,09 Mar 2006,7.5,"316,694"
5707157a71a065165c8c3ac5,The Making of 'Russian Dolls',N/A,N/A,USA,9 min,N/A,N/A,tt2048894,N/A,English,"Kevin Bishop, Romain Duris, Cédric Klapisch, Kelly Reilly",N/A,movie,N/A,Short,True,10 May 2006,N/A,
5707157a71a065165c8c3ac6,Days of Glory,Nominated for 1 Oscar. Another 9 wins & 13 nominations.,82,"Algeria, France, Morocco, Belgium",120 min,R,Rachid Bouchareb,tt0444182,"11,940","French, Arabic","Jamel Debbouze, Samy Naceri, Roschdy Zem, Sami Bouajila",http://ia.media-imdb.com/images/M/MV5BMTI1MTEzMDc5NF5BMl5BanBnXkFtZTcwMTk0NzA0MQ@@._V1_SX300.jpg,movie,"Rachid Bouchareb, Olivier Lorelle","Drama, War",True,27 Sep 2006,7.1,"317,594"
5707157a71a065165c8c3ac7,Adam Trent: Real Magic,N/A,N/A,USA,24 min,N/A,Brian McCulley,tt0808142,29,English,"Adam Trent, Brian McCulley, John Crockett, Tyler James",http://ia.media-imdb.com/images/M/MV5BMTMxNTEyMTY5MV5BMl5BanBnXkFtZTcwODEzNjMzMQ@@._V1_SX300.jpg,movie,Brian McCulley,"Short, Reality-TV",True,15 Jan 2006,8.8,
5707157a71a065165c8c3ac8,This Film Is Not Yet Rated,3 wins & 3 nominations.,75,"UK, USA",98 min,NC-17,Kirby Dick,tt0493459,"24,908",English,"Kimberly Peirce, Jon Lewis, David Ansen, Martin Garbus",http://ia.media-imdb.com/images/M/MV5BMTk0NDIwMDUxNl5BMl5BanBnXkFtZTcwMzY3MzIzMQ@@._V1_SX300.jpg,movie,"Kirby Dick, Eddie Schmidt, Matt Patterson",Documentary,True,01 Sep 2006,7.5,"302,179"
5707157a71a065165c8c3ac9,Kabul Express,2 wins.,N/A,India,105 min,N/A,Kabir Khan,tt0770214,"2,391","Hindi, Dari, English, Urdu","John Abraham, Arshad Warsi, Salman Shahid, Hanif Hum Ghum",http://ia.media-imdb.com/images/M/MV5BMjI4NDUxNjkyMV5BMl5BanBnXkFtZTgwMTI5NTkxNzE@._V1_SX300.jpg,movie,"Kabir Khan, Sandeep Srivastava (additional dialogue)","Action, Comedy, Drama",True,15 Dec 2006,6.9,"296,586"
5707157a71a065165c8c3aca,I Served the King of England,9 wins & 8 nominations.,72,"Czech Republic, Slovakia",113 min,R,Jirí Menzel,tt0284363,"6,059","Czech, German, French, English, Italian, Korean","Ivan Barnev, Oldrich Kaiser, Julia Jentsch, Marián Labuda",http://ia.media-imdb.com/images/M/MV5BMTU2NjQ5NjkzMl5BMl5BanBnXkFtZTcwOTI3NDU3MQ@@._V1_SX300.jpg,movie,"Bohumil Hrabal (novel, Jirí Menzel","Comedy, Drama, Romance",True,11 Jan 2007,7.4,"617,228"
