_id,imdbVotes,Language,Rated,Type,Awards,Director,Metascore,Actors,imdbID,Box_office,Genre,Title,Runtime,Country,imdbRating,Writer,Poster,Response,Released
570628e471a0651484e0b5fe,"110,821","English, Persian, Russian",PG-13,movie,2 nominations.,Roger Donaldson,56,"Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht",tt0292506,"676,129","Action, Crime, Drama",The Recruit,115 min,USA,6.6,"Roger Towne, Kurt Wimmer, Mitch Glazer",http://ia.media-imdb.com/images/M/MV5BMjE5MDMzOTk3MV5BMl5BanBnXkFtZTYwNTE0NTg2._V1_SX300.jpg,True,31 Jan 2003
570628e471a0651484e0b5ff,"31,793",English,PG,movie,3 wins & 3 nominations.,Michael Tollin,38,"Cuba Gooding Jr., Ed Harris, Alfre Woodard, S. Epatha Merkerson",tt0316465,"34,379","Biography, Drama, Sport",Radio,109 min,USA,6.9,Mike Rich,http://ia.media-imdb.com/images/M/MV5BMTY0NzU0NTY3OV5BMl5BanBnXkFtZTcwNDM2MTYyMQ@@._V1_SX300.jpg,True,24 Oct 2003
570628e471a0651484e0b600,"172,379",English,R,movie,6 nominations.,James Mangold,64,"John Cusack, Ray Liotta, Amanda Peet, John Hawkes",tt0309698,"205,203","Mystery, Thriller",Identity,90 min,USA,7.3,Michael Cooney,http://ia.media-imdb.com/images/M/MV5BMjE2NzgyNDYzNl5BMl5BanBnXkFtZTYwODM2Nzc2._V1_SX300.jpg,True,25 Apr 2003
570628e471a0651484e0b601,"202,111",English,R,movie,1 win & 8 nominations.,Len Wiseman,42,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly",tt0320691,"903,637","Action, Fantasy",Underworld,121 min,"UK, Germany, Hungary, USA",7.0,"Kevin Grevioux (story, Len Wiseman (story, Danny McBride (story, Danny McBride (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjIxNDExNDEyMV5BMl5BanBnXkFtZTcwODY1OTkxMw@@._V1_SX300.jpg,True,19 Sep 2003
570628e471a0651484e0b602,"75,353","English, French, Italian",PG-13,movie,3 nominations.,Gary Fleder,61,"John Cusack, Gene Hackman, Dustin Hoffman, Rachel Weisz",tt0313542,"12,083,403","Drama, Thriller",Runaway Jury,127 min,USA,7.1,"John Grisham (novel, Brian Koppelman (screenplay, David Levien (screenplay, Rick Cleveland (screenplay, Matthew Chapman (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjE5MTQwNTk4NV5BMl5BanBnXkFtZTcwNTc2MTYyMQ@@._V1_SX300.jpg,True,17 Oct 2003
570628e471a0651484e0b603,"52,790",English,PG,movie,3 wins & 12 nominations.,P.J. Hogan,64,"Jason Isaacs, Jeremy Sumpter, Rachel Hurd-Wood, Lynn Redgrave",tt0316396,"406,564","Adventure, Family, Fantasy",Peter Pan,113 min,"Australia, USA, UK",6.9,"J.M. Barrie (play, P.J. Hogan (screenplay, Michael Goldenberg (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTM0ODI2MzA0NV5BMl5BanBnXkFtZTYwNjUzMzg2._V1_SX300.jpg,True,25 Dec 2003
570628e471a0651484e0b604,"25,844",English,PG,movie,4 nominations.,Harald Zwart,41,"Frankie Muniz, Hilary Duff, Angie Harmon, Keith David",tt0313911,"2,124,462","Action, Adventure, Comedy",Agent Cody Banks,102 min,"USA, Canada",5.0,"Ashley Miller (screenplay, Zack Stentz (screenplay, Scott Alexander (screenplay, Larry Karaszewski (screenplay, Jeffrey Jurgensen (story)",http://ia.media-imdb.com/images/M/MV5BNzMwMjc5NzUyNF5BMl5BanBnXkFtZTcwNjA5MDcyNA@@._V1_SX300.jpg,True,14 Mar 2003
570628e471a0651484e0b605,"10,828",English,G,movie,1 win & 9 nominations.,Steve Trenbirth,38,"John Goodman, Haley Joel Osment, Mae Whitman, Connor Funk",tt0283426,,"Adventure, Animation, Family",The Jungle Book 2,72 min,"USA, Australia",5.4,"Karl Geurs (screenplay, Carter Crocker (additional written material, Evan Spiliotopoulos (additional written material, David Reynolds (additional written material, Roger S.H. Schulman (additional written material, Tom Rogers (additional written material)",http://ia.media-imdb.com/images/M/MV5BNDk2NTk1NzQxN15BMl5BanBnXkFtZTYwMDMyMTg5._V1_SX300.jpg,True,14 Feb 2003
570628e471a0651484e0b606,"80,888","English, Portuguese",PG-13,movie,2 wins & 3 nominations.,Peter Berg,59,"Dwayne Johnson, Seann William Scott, Rosario Dawson, Christopher Walken",tt0327850,,"Action, Adventure, Comedy",The Rundown,104 min,USA,6.7,"R.J. Stewart (story, R.J. Stewart (screenplay, James Vanderbilt (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTI4OTM5MzIyNl5BMl5BanBnXkFtZTcwMjY5MzAwMQ@@._V1_SX300.jpg,True,26 Sep 2003
570628e471a0651484e0b607,"117,289",English,R,movie,4 nominations.,David R. Ellis,38,"Ali Larter, A.J. Cook, Michael Landes, David Paetkau",tt0309593,"694,669","Fantasy, Horror, Thriller",Final Destination 2,90 min,"USA, Canada",6.2,"J. Mackye Gruber (screenplay, Eric Bress (screenplay, J. Mackye Gruber (story, Eric Bress (story, Jeffrey Reddick (story, Jeffrey Reddick (characters)",http://ia.media-imdb.com/images/M/MV5BMjEwMDc5MDg1NV5BMl5BanBnXkFtZTYwNzIzMTg5._V1_SX300.jpg,True,31 Jan 2003
570628e471a0651484e0b608,"312,086","English, Japanese, German, French",R,movie,Won 1 Oscar. Another 92 wins & 105 nominations.,Sofia Coppola,89,"Scarlett Johansson, Bill Murray, Akiko Takeshita, Kazuyoshi Minamimagoe",tt0335266,,"Drama, Romance",Lost in Translation,101 min,"USA, Japan",7.8,Sofia Coppola,http://ia.media-imdb.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_SX300.jpg,True,03 Oct 2003
570628e471a0651484e0b609,"90,916",English,R,movie,2 nominations.,Antoine Fuqua,48,"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker",tt0314353,"1,825,961","Action, Drama, Thriller",Tears of the Sun,121 min,USA,6.6,"Alex Lasker, Patrick Cirillo",http://ia.media-imdb.com/images/M/MV5BMjA2MDkwNTg1MF5BMl5BanBnXkFtZTYwNjY1MTA3._V1_SX300.jpg,True,07 Mar 2003
570628e471a0651484e0b60a,"34,566","English, Italian, Polish, French, Spanish, German",PG-13,movie,Nominated for 1 Golden Globe. Another 4 nominations.,Audrey Wells,52,"Diane Lane, Sandra Oh, Lindsay Duncan, Raoul Bova",tt0328589,,"Comedy, Drama, Romance",Under the Tuscan Sun,113 min,"USA, Italy",6.7,"Frances Mayes (book, Audrey Wells (screen story, Audrey Wells (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTAxMTE4MTIyNTFeQTJeQWpwZ15BbWU2MDUxNDEyNw@@._V1_SX300.jpg,True,26 Sep 2003
570628e471a0651484e0b60b,"26,502","English, Italian",PG,movie,2 wins & 3 nominations.,Jim Fall,56,"Hilary Duff, Adam Lamberg, Hallie Todd, Robert Carradine",tt0306841,,"Adventure, Comedy, Family",The Lizzie McGuire Movie,94 min,USA,5.3,"Susan Estelle Jansen, Ed Decter, John J. Strauss, Terri Minsky (characters)",http://ia.media-imdb.com/images/M/MV5BMTMzNDg1NDc0NF5BMl5BanBnXkFtZTYwOTY2OTU3._V1_SX300.jpg,True,02 May 2003
570628e471a0651484e0b60c,"42,431",English,PG,movie,6 nominations.,Tim McCanlies,52,"Michael Caine, Robert Duvall, Haley Joel Osment, Kyra Sedgwick",tt0327137,"521,208","Comedy, Drama, Family",Secondhand Lions,109 min,USA,7.6,Tim McCanlies,http://ia.media-imdb.com/images/M/MV5BMTIzNjcyOTcxNl5BMl5BanBnXkFtZTYwODE5Mjk2._V1_SX300.jpg,True,19 Sep 2003
570628e471a0651484e0b60d,"44,801",English,R,movie,4 wins & 7 nominations.,Carl Franklin,63,"Denzel Washington, Eva Mendes, Sanaa Lathan, Dean Cain",tt0313443,"397,228","Crime, Drama, Thriller",Out of Time,105 min,USA,6.5,David Collard,http://ia.media-imdb.com/images/M/MV5BOGE3NzdmNTUtMGZhMy00NjJiLTlkYmUtZjBlZGJjYTkwZTZhXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_SX300.jpg,True,03 Oct 2003
570628e471a0651484e0b60e,"5,451",English,PG,movie,2 nominations.,"John Eng, Norton Virgien",38,"Elizabeth Daily, Nancy Cartwright, Kath Soucie, Dionne Quan",tt0337711,"294,380","Animation, Adventure, Comedy",Rugrats Go Wild,80 min,USA,5.6,Kate Boutilier,http://ia.media-imdb.com/images/M/MV5BOTYzMTAwNTI3MV5BMl5BanBnXkFtZTYwMzU3NTM3._V1_SX300.jpg,True,13 Jun 2003
570628e471a0651484e0b60f,"14,804",English,PG-13,movie,9 nominations.,Chris Rock,44,"Chris Rock, Bernie Mac, Dylan Baker, Nick Searcy",tt0325537,"37,788,228",Comedy,Head of State,95 min,USA,5.4,"Chris Rock, Ali LeRoi",http://ia.media-imdb.com/images/M/MV5BODY5NTQyMjA0Nl5BMl5BanBnXkFtZTYwNDMwMTk2._V1_SX300.jpg,True,28 Mar 2003
570628e471a0651484e0b610,"3,324",English,PG,movie,4 nominations.,John Hoffman,49,"Molly Shannon, Liam Aiken, Kevin Nealon, Brittany Moldowan",tt0326900,"270,851","Comedy, Drama, Family",Good Boy!,87 min,USA,5.1,"Zeke Richardson (story, Zeke Richardson (screen story, John Hoffman (screen story, John Hoffman (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTU2NzAzNzM4MV5BMl5BanBnXkFtZTYwMDE2MzQ3._V1_SX300.jpg,True,10 Oct 2003
570628e471a0651484e0b611,"28,389",English,PG-13,movie,1 nomination.,Boaz Yakin,33,"Brittany Murphy, Dakota Fanning, Marley Shelton, Donald Faison",tt0263757,,"Comedy, Drama, Romance",Uptown Girls,92 min,USA,6.1,"Julia Dahl (screenplay, Mo Ogrodnik (screenplay, Lisa Davidowitz (screenplay, Allison Jacobs (story)",http://ia.media-imdb.com/images/M/MV5BODk0ODI2MTk1N15BMl5BanBnXkFtZTcwODg3Mjg3NA@@._V1_SX300.jpg,True,15 Aug 2003
570628e471a0651484e0b612,"104,070",English,PG-13,movie,3 nominations.,Ridley Scott,61,"Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce Altman",tt0325805,"54,290","Crime, Drama, Thriller",Matchstick Men,116 min,USA,7.3,"Eric Garcia (book, Nicholas Griffin (screenplay, Ted Griffin (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjA3NjMyNjIyMF5BMl5BanBnXkFtZTYwOTgzMDI3._V1_SX300.jpg,True,12 Sep 2003
570628e471a0651484e0b613,"38,182",English,PG-13,movie,N/A,Dennis Dugan,31,"Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke",tt0271668,"901,698","Action, Comedy, Crime",National Security,88 min,USA,5.6,"Jay Scherick, David Ronn",http://ia.media-imdb.com/images/M/MV5BMTQzNTI0Mjg4MV5BMl5BanBnXkFtZTYwMjM4Njk5._V1_SX300.jpg,True,17 Jan 2003
570628e471a0651484e0b614,"46,745",English,PG,movie,1 win.,Dennie Gordon,41,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins",tt0286788,"401,212","Comedy, Drama, Romance",What a Girl Wants,105 min,USA,5.8,"William Douglas-Home (play, William Douglas-Home, Jenny Bicks (screenplay, Elizabeth Chandler (screenplay)",http://ia.media-imdb.com/images/M/MV5BNjE0NjExNTgxN15BMl5BanBnXkFtZTYwMjU5Mzg5._V1_SX300.jpg,True,04 Apr 2003
570628e471a0651484e0b615,23,English,N/A,movie,N/A,Greg Carson,N/A,"Nicki Aycox, Drew Tyler Bell, Jonathan Breck, Billy Aaron Brown",tt0388147,,"Documentary, Short","Lights, Camera, Creeper: Making 'Jeepers Creepers 2'",40 min,USA,6.9,N/A,N/A,True,23 Dec 2003
570628e471a0651484e0b616,"74,652","English, French",PG-13,movie,3 nominations.,"Joel Coen, Ethan Coen",71,"George Clooney, Catherine Zeta-Jones, Geoffrey Rush, Cedric the Entertainer",tt0138524,"537,646","Comedy, Crime, Romance",Intolerable Cruelty,100 min,USA,6.3,"Robert Ramsey (story, Matthew Stone (story, John Romano (story, Robert Ramsey (screenplay, Matthew Stone (screenplay, Ethan Coen (screenplay, Joel Coen (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTU2OTc5Mjc0N15BMl5BanBnXkFtZTYwMDYyMjg3._V1_SX300.jpg,True,10 Oct 2003
570628e471a0651484e0b617,"34,116","English, Mandarin, Korean",R,movie,6 nominations.,Andrzej Bartkowiak,36,"Jet Li, DMX, Anthony Anderson, Kelly Hu",tt0306685,"158,897","Action, Crime, Drama",Cradle 2 the Grave,101 min,USA,5.8,"John O'Brien (story, John O'Brien (screenplay, Channing Gibson (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTY0NTE1MDgwMl5BMl5BanBnXkFtZTYwNjQ0MDg5._V1_SX300.jpg,True,28 Feb 2003
570628e471a0651484e0b618,"102,847",English,R,movie,Won 1 Oscar. Another 26 wins & 23 nominations.,Patty Jenkins,74,"Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen",tt0340855,,"Biography, Crime, Drama",Monster,109 min,"USA, Germany",7.3,Patty Jenkins,http://ia.media-imdb.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@._V1_SX300.jpg,True,30 Jan 2004
570628e471a0651484e0b619,"15,732",English,PG-13,movie,3 nominations.,John Whitesell,43,"Jamie Kennedy, Taye Diggs, Anthony Anderson, Regina Hall",tt0328099,"116,358","Comedy, Crime",Malibu's Most Wanted,86 min,USA,5.1,"Fax Bahr, Adam Small, Jamie Kennedy, Nick Swardson",http://ia.media-imdb.com/images/M/MV5BODM3NzE0NTMxOF5BMl5BanBnXkFtZTYwMTIzNTk5._V1_SX300.jpg,True,18 Apr 2003
570628e471a0651484e0b61a,"34,886",English,R,movie,2 nominations.,William Friedkin,40,"Tommy Lee Jones, Benicio Del Toro, Connie Nielsen, Leslie Stefanson",tt0269347,"190,769","Action, Crime, Drama",The Hunted,94 min,USA,6.0,"David Griffiths, Peter Griffiths, Art Monterastelli",http://ia.media-imdb.com/images/M/MV5BMTI0MjI4ODg2NV5BMl5BanBnXkFtZTcwMzI0NjgyMQ@@._V1_SX300.jpg,True,14 Mar 2003
570628e471a0651484e0b61b,"43,651",English,PG-13,movie,3 nominations.,"Bobby Farrelly, Peter Farrelly",62,"Matt Damon, Greg Kinnear, Eva Mendes, Wen Yann Shih",tt0338466,"127,548",Comedy,Stuck on You,118 min,USA,5.8,"Charles B. Wessler (story, Bennett Yellin (story, Peter Farrelly (story, Bobby Farrelly (story, Peter Farrelly (screenplay, Bobby Farrelly (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTYwODE1MTc3NF5BMl5BanBnXkFtZTcwMjQxMzQyMQ@@._V1_SX300.jpg,True,12 Dec 2003
570628e471a0651484e0b61c,"73,985",English,R,movie,4 nominations.,Lawrence Kasdan,35,"Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis",tt0285531,"33,685,268","Drama, Horror, Sci-Fi",Dreamcatcher,134 min,USA,5.5,"Stephen King (novel, William Goldman (screenplay, Lawrence Kasdan (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTk1MjQwMTQyMV5BMl5BanBnXkFtZTcwODcxMjEzMw@@._V1_SX300.jpg,True,21 Mar 2003
570628e471a0651484e0b61d,"25,316",English,PG-13,movie,1 win & 2 nominations.,Jonathan Liebesman,23,"Chaney Kley, Emma Caulfield, Lee Cormie, Grant Piro",tt0282209,"519,725","Horror, Mystery, Thriller",Darkness Falls,86 min,"USA, Australia",4.9,"Joe Harris (story, John Fasano (screenplay, James Vanderbilt (screenplay, Joe Harris (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTM1MjAyMjIxMF5BMl5BanBnXkFtZTYwNzI0MDg5._V1_SX300.jpg,True,24 Jan 2003
570628e471a0651484e0b61e,44,English,N/A,movie,N/A,N/A,N/A,"Gurinder Chadha, Simon Clifford, Trey Farley, Anupam Kher",tt0401784,,"Documentary, Short","She Shoots, She Scores: The Making of 'Bend It Like Beckham'",15 min,USA,6.9,N/A,N/A,True,N/A
570628e471a0651484e0b61f,"75,258",English,PG-13,movie,N/A,Jon Amiel,48,"Christopher Shyer, Ray Galletti, Eileen Pedde, Rekha Sharma",tt0298814,"3,592,088","Action, Adventure, Sci-Fi",The Core,135 min,"USA, Germany, Canada, UK",5.4,"Cooper Layne, John Rogers",http://ia.media-imdb.com/images/M/MV5BMTY3MTY3MzkzNl5BMl5BanBnXkFtZTYwNTAwNDk2._V1_SX300.jpg,True,28 Mar 2003
570628e471a0651484e0b620,"19,041",English,PG-13,movie,Nominated for 1 Golden Globe. Another 2 wins & 14 nominations.,Nigel Cole,60,"Helen Mirren, Julie Walters, John Alderton, Linda Bassett",tt0337909,"31,011,616","Comedy, Drama",Calendar Girls,108 min,"UK, USA",6.9,"Juliette Towhidi, Tim Firth",http://ia.media-imdb.com/images/M/MV5BMjE3NzcxMDU2MV5BMl5BanBnXkFtZTYwOTgyNTc2._V1_SX300.jpg,True,01 Jan 2004
570628e471a0651484e0b621,"30,795",English,PG-13,movie,N/A,Ron Shelton,47,"Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood",tt0329717,"584,587","Action, Comedy, Crime",Hollywood Homicide,116 min,USA,5.3,"Robert Souza, Ron Shelton",http://ia.media-imdb.com/images/M/MV5BMTU5Mjk1NzQ4Nl5BMl5BanBnXkFtZTYwMTYxNzk5._V1_SX300.jpg,True,13 Jun 2003
570628e471a0651484e0b622,"35,686",English,PG-13,movie,8 nominations.,Bille Woodruff,37,"Jessica Alba, Mekhi Phifer, Romeo Miller, Joy Bryant",tt0322589,"1,360,300","Drama, Music, Romance",Honey,94 min,USA,5.3,"Alonzo Brown, Kim Watson",http://ia.media-imdb.com/images/M/MV5BMTIxODE4MTk0MF5BMl5BanBnXkFtZTcwMTg3NTAwMQ@@._V1_SX300.jpg,True,05 Dec 2003
570628e471a0651484e0b623,"5,683",English,PG-13,movie,4 wins & 9 nominations.,Jonathan Lynn,53,"Nigel Washington, Chloe Bailey, Demetress Long, Ann Nesby",tt0191133,,"Comedy, Drama, Music",The Fighting Temptations,123 min,USA,5.5,"Elizabeth Hunter (story, Elizabeth Hunter (screenplay, Saladin K. Patterson (screenplay)",http://ia.media-imdb.com/images/M/MV5BODkxMzQzNzQyNl5BMl5BanBnXkFtZTYwOTE4MjI3._V1_SX300.jpg,True,19 Sep 2003
570628e471a0651484e0b624,"111,902","English, French, Japanese",PG,movie,4 nominations.,Peter Howitt,51,"Rowan Atkinson, Tasha de Vasconcelos, Ben Miller, Greg Wise",tt0274166,"734,283","Action, Adventure, Comedy",Johnny English,87 min,"UK, France, USA",6.1,"Neal Purvis, Robert Wade, William Davies",http://ia.media-imdb.com/images/M/MV5BMTg3Njk4MzY3M15BMl5BanBnXkFtZTYwNTQzODI3._V1_SX300.jpg,True,18 Jul 2003
570628e471a0651484e0b625,"26,915","English, Apache languages, Spanish",R,movie,2 wins & 7 nominations.,Ron Howard,55,"Tommy Lee Jones, Cate Blanchett, Evan Rachel Wood, Jenna Boyd",tt0338188,"90,340","Adventure, Thriller, Western",The Missing,137 min,USA,6.5,"Thomas Eidson (novel, Ken Kaufman (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTA2NjgxMjczMTNeQTJeQWpwZ15BbWU3MDAxNTE2MjE@._V1_SX300.jpg,True,26 Nov 2003
570628e471a0651484e0b626,"48,725",English,R,movie,1 nomination.,John McTiernan,34,"John Travolta, Connie Nielsen, Samuel L. Jackson, Tim Daly",tt0264395,"1,196,015","Action, Crime, Drama",Basic,98 min,"USA, Germany",6.5,James Vanderbilt,http://ia.media-imdb.com/images/M/MV5BMTkyMjE1MzY4MV5BMl5BanBnXkFtZTYwNTU2NDg5._V1_SX300.jpg,True,28 Mar 2003
570628e471a0651484e0b627,"37,639","English, Spanish",R,movie,1 nomination.,F. Gary Gray,36,"Vin Diesel, Larenz Tate, Timothy Olyphant, Geno Silva",tt0266465,"790,742","Action, Crime, Drama",A Man Apart,109 min,"USA, Germany",6.1,"Christian Gudegast, Paul Scheuring",http://ia.media-imdb.com/images/M/MV5BMTk4NzEwNjk1N15BMl5BanBnXkFtZTYwNTEzNTk5._V1_SX300.jpg,True,04 Apr 2003
570628e471a0651484e0b628,"34,994","English, Cantonese, Italian",PG,movie,8 nominations.,"Patrick Gilmore, Tim Johnson",48,"Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes",tt0165982,"506,493","Animation, Adventure, Comedy",Sinbad: Legend of the Seven Seas,86 min,USA,6.7,John Logan (screenplay),http://ia.media-imdb.com/images/M/MV5BMTU1ODc3NTA0Ml5BMl5BanBnXkFtZTcwMTEwMDAwMQ@@._V1_SX300.jpg,True,02 Jul 2003
570628e471a0651484e0b629,"30,174",English,PG-13,movie,5 nominations.,Troy Miller,19,"Timothy Stack, Mimi Rogers, Wayne Federman, Lucas Gregory",tt0329028,"53,800",Comedy,Dumb and Dumberer: When Harry Met Lloyd,85 min,USA,3.4,"Peter Farrelly (characters, Bennett Yellin (characters, Bobby Farrelly (characters, Robert Brener (story, Robert Brener (screenplay, Troy Miller (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTc4MzQ4NzE4M15BMl5BanBnXkFtZTYwMjg5NDk5._V1_SX300.jpg,True,13 Jun 2003
570628e471a0651484e0b62a,"41,682","English, Tibetan, Panjabi, German",PG-13,movie,1 nomination.,Paul Hunter,40,"Yun-Fat Chow, Seann William Scott, Jaime King, Karel Roden",tt0245803,"131,427","Action, Comedy, Fantasy",Bulletproof Monk,104 min,"USA, Canada",5.5,"Ethan Reiff, Cyrus Voris",http://ia.media-imdb.com/images/M/MV5BMTEwODkxNzE4NzVeQTJeQWpwZ15BbWU3MDY5NDYwMzQ@._V1_SX300.jpg,True,16 Apr 2003
570628e471a0651484e0b62b,"4,501",English,G,movie,1 nomination.,Francis Glebas,62,"John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie",tt0323642,"2,920,216","Animation, Adventure, Family",Piglet's Big Movie,75 min,USA,6.0,"Brian Hohlfeld (screenplay, A.A. Milne (books, Ted Henning (additional screenplay material)",http://ia.media-imdb.com/images/M/MV5BMTc5MzE2ODAyOF5BMl5BanBnXkFtZTYwNTcwNDg3._V1_SX300.jpg,True,21 Mar 2003
570628e471a0651484e0b62c,"11,582",English,PG-13,movie,1 win & 1 nomination.,Sam Weisman,36,"David Spade, Mary McCormack, Craig Bierko, Scott Terra",tt0325258,"321,157",Comedy,Dickie Roberts: Former Child Star,98 min,USA,5.6,"Fred Wolf, David Spade",http://ia.media-imdb.com/images/M/MV5BMTIxODcyODYwMF5BMl5BanBnXkFtZTYwNTcwMzM3._V1_SX300.jpg,True,05 Sep 2003
570628e471a0651484e0b62d,"28,742",English,PG-13,movie,2 nominations.,Gordon Chan,38,"Jackie Chan, Lee Evans, Claire Forlani, Julian Sands",tt0288045,"130,927","Action, Comedy, Fantasy",The Medallion,88 min,"Hong Kong, USA",5.1,"Alfred Cheung (story, Bennett Davlin, Alfred Cheung, Gordon Chan, Paul Wheeler, Bey Logan",http://ia.media-imdb.com/images/M/MV5BMjE4OTk1NTEwNl5BMl5BanBnXkFtZTYwMTA1MDE3._V1_SX300.jpg,True,22 Aug 2003
570628e471a0651484e0b62e,"10,854",English,PG-13,movie,N/A,Reggie Rock Bythewood,36,"Laurence Fishburne, Derek Luke, Orlando Jones, Djimon Hounsou",tt0326769,,"Action, Drama",Biker Boyz,110 min,USA,4.6,"Michael Gougis (article, Craig Fernandez, Reggie Rock Bythewood",http://ia.media-imdb.com/images/M/MV5BMTAxNTY1NzA4MzJeQTJeQWpwZ15BbWU2MDQzMTMzNw@@._V1_SX300.jpg,True,31 Jan 2003
570628e471a0651484e0b62f,"5,659",English,PG-13,movie,6 nominations.,Troy Byer,37,"Nick Cannon, Jordan Burg, Jackie Benoit, George Cedar",tt0337592,"21,897,389","Comedy, Romance, Drama",Love Don't Cost a Thing,100 min,USA,5.0,"Michael Swerdlick (screenplay, Troy Byer (screenplay, Michael Swerdlick (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTUyMTY4NDk2NF5BMl5BanBnXkFtZTcwNzU0MTYyMQ@@._V1_SX300.jpg,True,12 Dec 2003
570628e471a0651484e0b630,"17,976",English,R,movie,1 nomination.,Mike Figgis,37,"Dennis Quaid, Sharon Stone, Stephen Dorff, Juliette Lewis",tt0331468,,"Drama, Horror, Mystery",Cold Creek Manor,118 min,"USA, Canada, UK",4.9,Richard Jefferies,http://ia.media-imdb.com/images/M/MV5BMTc4OTIwNDgzOF5BMl5BanBnXkFtZTcwNDYwNDAwMQ@@._V1_SX300.jpg,True,19 Sep 2003
570628e471a0651484e0b631,13,English,N/A,series,N/A,N/A,N/A,N/A,tt0498879,,Reality-TV,Cabin Fever,N/A,Ireland,3.0,N/A,N/A,True,01 Jun 2003
570628e471a0651484e0b632,"23,009",English,PG,movie,9 nominations.,Joe Dante,64,"Brendan Fraser, Jenna Elfman, Steve Martin, Timothy Dalton",tt0318155,,"Animation, Adventure, Comedy",Looney Tunes: Back in Action,91 min,"Germany, USA",5.7,Larry Doyle,http://ia.media-imdb.com/images/M/MV5BMTkxNDk5MDQ2MF5BMl5BanBnXkFtZTYwMTA0Nzc2._V1_SX300.jpg,True,14 Nov 2003
570628e471a0651484e0b633,37,English,N/A,movie,N/A,Jonathan Brough,N/A,"John Barnett, Niki Caro, Keisha Castle-Hughes, Cliff Curtis",tt0403261,,Documentary,The Making of 'Whale Rider',60 min,New Zealand,7.2,N/A,N/A,True,28 Jan 2003
570628e471a0651484e0b634,"13,559","English, French, Mandarin",PG-13,movie,N/A,Andrew Fleming,46,"Michael Douglas, Michael Bodnar, Vladimir Radian, Robin Tunney",tt0314786,"360,302","Action, Comedy, Thriller",The In-Laws,98 min,"USA, Germany, Canada",5.7,"Andrew Bergman (screenplay, Nat Mauldin (screenplay, Ed Solomon (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTQ1MDQ0MTA3NV5BMl5BanBnXkFtZTYwMDQxNDA3._V1_SX300.jpg,True,23 May 2003
570628e471a0651484e0b635,"32,504",English,PG-13,movie,3 wins & 8 nominations.,Peyton Reed,52,"Renée Zellweger, Ewan McGregor, Sarah Paulson, David Hyde Pierce",tt0309530,,"Comedy, Romance",Down with Love,101 min,"USA, Germany",6.3,"Eve Ahlert, Dennis Drake",http://ia.media-imdb.com/images/M/MV5BMTY3OTIwODkwN15BMl5BanBnXkFtZTYwMDIzNTk5._V1_SX300.jpg,True,16 May 2003
570628e471a0651484e0b636,"85,970","English, Spanish",R,movie,3 nominations.,Alan Parker,31,"Kate Winslet, Cleo King, Constance Jones, Kevin Spacey",tt0289992,"205,747","Crime, Drama, Thriller",The Life of David Gale,130 min,"USA, Germany, UK",7.5,Charles Randolph,http://ia.media-imdb.com/images/M/MV5BMTAxMzU0NTgxNzZeQTJeQWpwZ15BbWU2MDQzNDkxNw@@._V1_SX300.jpg,True,21 Feb 2003
570628e471a0651484e0b637,"52,141","English, French",PG-13,movie,N/A,Richard Donner,28,"Paul Walker, Frances O'Connor, Gerard Butler, Billy Connolly",tt0300556,"549,289","Action, Adventure, Sci-Fi",Timeline,116 min,USA,5.6,"Michael Crichton (novel, Jeff Maguire (screenplay, George Nolfi (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTg5OTAyNDE3NV5BMl5BanBnXkFtZTYwOTkzMzE3._V1_SX300.jpg,True,26 Nov 2003
