_id,Rated,Genre,Title,Type,imdbID,Writer,Runtime,Actors,imdbVotes,Language,Country,Box_office,Released,imdbRating,Awards,Metascore,Response,Director,Poster
56fbc16471a06513d47fb4f0,R,"Action, Thriller",Under Siege,movie,tt0105690,J.F. Lawton,103 min,"Steven Seagal, Damian Chapa, Troy Evans, David McKnight","59,398","English, Italian","France, USA","83,363,139",09 Oct 1992,6.4,Nominated for 2 Oscars. Another 3 wins & 1 nomination.,N/A,True,Andrew Davis,http://ia.media-imdb.com/images/M/MV5BMTIxMzEyNTczM15BMl5BanBnXkFtZTcwMjUzMzUxMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb4f1,R,"Action, Thriller",Patriot Games,movie,tt0105112,"Tom Clancy (novel, W. Peter Iliff (screenplay, Donald Stewart (screenplay)",117 min,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean","79,068",English,USA,"83,287,363",05 Jun 1992,6.9,1 win & 2 nominations.,N/A,True,Phillip Noyce,http://ia.media-imdb.com/images/M/MV5BMjA3OTA0NjI0Nl5BMl5BanBnXkFtZTgwNjUwODQxMTE@._V1_SX300.jpg
56fbc16471a06513d47fb4f2,R,"Fantasy, Horror, Romance",Bram Stoker's Dracula,movie,tt0103874,"Bram Stoker (novel, James V. Hart (screenplay)",128 min,"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves","139,639","English, Romanian, Greek, Bulgarian, Latin",USA,"321,659",13 Nov 1992,7.5,Won 3 Oscars. Another 12 wins & 15 nominations.,57,True,Francis Ford Coppola,http://ia.media-imdb.com/images/M/MV5BMTYyOTM5NzU3Nl5BMl5BanBnXkFtZTgwOTQxNjAxNzE@._V1_SX300.jpg
56fbc16471a06513d47fb4f3,R,"Comedy, Drama, Sport",White Men Can't Jump,movie,tt0105812,Ron Shelton,115 min,"Wesley Snipes, Woody Harrelson, Rosie Perez, Tyra Ferrell","56,775",English,USA,"76,253,806",27 Mar 1992,6.7,4 nominations.,N/A,True,Ron Shelton,http://ia.media-imdb.com/images/M/MV5BMTIyMTgxODc1M15BMl5BanBnXkFtZTcwMzMzNDA0MQ@@._V1_SX300.jpg
56fbc16471a06513d47fb4f4,R,"Action, Adventure, Drama",The Last of the Mohicans,movie,tt0104691,"James Fenimore Cooper (novel, John L. Balderston (adaptation, Paul Perez (adaptation, Daniel Moore (adaptation, Philip Dunne, Michael Mann (screenplay, Christopher Crowe (screenplay)",112 min,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig","109,889","English, French, Mohawk",USA,"72,455,275",25 Sep 1992,7.8,Won 1 Oscar. Another 5 wins & 13 nominations.,76,True,Michael Mann,http://ia.media-imdb.com/images/M/MV5BMTQ0MjQ5NDAzMV5BMl5BanBnXkFtZTcwNjYzMjE2MQ@@._V1_SX300.jpg
56fbc16471a06513d47fb4f5,R,"Comedy, Drama, Romance",Boomerang,movie,tt0103859,"Eddie Murphy (story, Barry W. Blaustein (screenplay, David Sheffield (screenplay)",117 min,"Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier","19,684","English, French",USA,"70,100,000",01 Jul 1992,5.4,1 win & 4 nominations.,45,True,Reginald Hudlin,http://ia.media-imdb.com/images/M/MV5BMTg1NTk3NTkzNl5BMl5BanBnXkFtZTcwNTk4MjAzMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb4f6,R,Drama,Scent of a Woman,movie,tt0105323,"Giovanni Arpino (novel, Bo Goldman (screenplay, Ruggero Maccari (character from Profumo Di Donna, Dino Risi (character from Profumo Di Donna)",156 min,"Al Pacino, Chris O'Donnell, James Rebhorn, Gabrielle Anwar","189,118",English,USA,"63,895,607",08 Jan 1993,8.0,Won 1 Oscar. Another 5 wins & 11 nominations.,59,True,Martin Brest,http://ia.media-imdb.com/images/M/MV5BMjE1Nzk4NDIzMl5BMl5BanBnXkFtZTgwODQxNzQxMTE@._V1_SX300.jpg
56fbc16471a06513d47fb4f7,R,"Crime, Drama, Romance",The Crying Game,movie,tt0104036,Neil Jordan,112 min,"Forest Whitaker, Miranda Richardson, Stephen Rea, Adrian Dunbar","40,420",English,"UK, Japan","62,549,000",19 Feb 1993,7.3,Won 1 Oscar. Another 20 wins & 35 nominations.,90,True,Neil Jordan,http://ia.media-imdb.com/images/M/MV5BMTI3NjE3NTAyN15BMl5BanBnXkFtZTcwMDg2MzcyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb4f8,PG-13,"Adventure, Drama, Romance",Far and Away,movie,tt0104231,"Bob Dolman (story, Ron Howard (story, Bob Dolman (screenplay)",140 min,"Tom Cruise, Nicole Kidman, Thomas Gibson, Robert Prosky","46,680",English,USA,"58,883,840",22 May 1992,6.5,3 nominations.,49,True,Ron Howard,http://ia.media-imdb.com/images/M/MV5BMjE4MjUxMDk0NV5BMl5BanBnXkFtZTYwNTM4ODY5._V1_SX300.jpg
56fbc16471a06513d47fb4f9,PG,"Adventure, Comedy, Family",Honey I Blew Up the Kid,movie,tt0104437,"Stuart Gordon (characters, Brian Yuzna (characters, Ed Naha (characters, Garry Goodrow (story, Thom Eberhardt (screenplay, Peter Elbling (screenplay, Garry Goodrow (screenplay)",89 min,"Rick Moranis, Marcia Strassman, Robert Oliveri, Daniel Shalikar","31,434",English,USA,"58,662,452",17 Jul 1992,4.7,10 nominations.,N/A,True,Randal Kleiser,http://ia.media-imdb.com/images/M/MV5BMTIyNTQ0NDc4NF5BMl5BanBnXkFtZTcwMTcxNTcyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb4fa,PG,"Comedy, Romance",HouseSitter,movie,tt0104452,"Mark Stein (story, Brian Grazer (story, Mark Stein (screenplay)",102 min,"Steve Martin, Goldie Hawn, Dana Delany, Julie Harris","16,304",English,USA,"58,500,635",12 Jun 1992,6.0,N/A,N/A,True,Frank Oz,http://ia.media-imdb.com/images/M/MV5BMTA4MDI3MTUxODVeQTJeQWpwZ15BbWU3MDg0MDQxMjE@._V1_SX300.jpg
56fbc16471a06513d47fb4fb,PG-13,"Comedy, Fantasy",Death Becomes Her,movie,tt0104070,"Martin Donovan, David Koepp",104 min,"Meryl Streep, Bruce Willis, Goldie Hawn, Isabella Rossellini","76,307",English,USA,"58,422,650",31 Jul 1992,6.4,Won 1 Oscar. Another 3 wins & 12 nominations.,N/A,True,Robert Zemeckis,http://ia.media-imdb.com/images/M/MV5BMTc3ODA2Mjc2Nl5BMl5BanBnXkFtZTgwOTM3MDc3NjE@._V1_SX300.jpg
56fbc16471a06513d47fb4fc,R,"Crime, Drama, Thriller",Unlawful Entry,movie,tt0105699,"George Putnam (story, John Katchmer (story, Lewis Colick (story, Lewis Colick (screenplay)",117 min,"Kurt Russell, Ray Liotta, Madeleine Stowe, Roger E. Mosley","10,622","English, Spanish","Japan, USA","57,138,719",26 Jun 1992,6.2,1 nomination.,N/A,True,Jonathan Kaplan,http://ia.media-imdb.com/images/M/MV5BMTAxMzQwNzYyMjBeQTJeQWpwZ15BbWU3MDU3NDIzMjE@._V1_SX300.jpg
56fbc16471a06513d47fb4fd,PG,"Comedy, Drama, Family",Beethoven,movie,tt0103786,"John Hughes, Amy Holden Jones",87 min,"Charles Grodin, Bonnie Hunt, Dean Jones, Nicholle Tom","47,705",English,USA,"57,114,049",03 Apr 1992,5.5,1 win & 4 nominations.,N/A,True,Brian Levant,http://ia.media-imdb.com/images/M/MV5BMTIxOTUxMTY5M15BMl5BanBnXkFtZTcwNzI2NDAyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb4fe,PG,"Drama, Romance, Sci-Fi",Forever Young,movie,tt0104291,J.J. Abrams,102 min,"Mel Gibson, Jamie Lee Curtis, Elijah Wood, Isabel Glasser","35,306",English,USA,"55,956,200",16 Dec 1992,6.2,N/A,N/A,True,Steve Miner,http://ia.media-imdb.com/images/M/MV5BMTI5MDk2MTIxNF5BMl5BanBnXkFtZTcwMjMwODAwMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb4ff,PG-13,Documentary,The Making of 'Alien 3',movie,tt0349773,Patricia Sullivan,N/A,"Michael Biehn, Ralph Brown, James Cameron, Veronica Cartwright",87,English,UK,,N/A,6.9,N/A,N/A,True,N/A,N/A
56fbc16471a06513d47fb500,R,"Comedy, Crime",My Cousin Vinny,movie,tt0104952,Dale Launer,120 min,"Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield","80,746",English,USA,"52,929,168",13 Mar 1992,7.5,Won 1 Oscar. Another 3 wins & 2 nominations.,N/A,True,Jonathan Lynn,http://ia.media-imdb.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1_SX300.jpg
56fbc16471a06513d47fb501,PG-13,"Comedy, Crime, Drama",Sneakers,movie,tt0105435,"Phil Alden Robinson, Lawrence Lasker, Walter F. Parkes",126 min,"Jo Marr, Gary Hershberger, Robert Redford, Sidney Poitier","43,144","English, Russian, Chinese",USA,"51,433,000",11 Sep 1992,7.1,2 nominations.,N/A,True,Phil Alden Robinson,http://ia.media-imdb.com/images/M/MV5BMTk1NTA1MzM2OV5BMl5BanBnXkFtZTgwNDMzNTcxMTE@._V1_SX300.jpg
56fbc16471a06513d47fb502,PG,"Comedy, Drama, Family",The Mighty Ducks,movie,tt0104868,Steven Brill,100 min,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling","43,026",English,USA,"50,752,337",02 Oct 1992,6.4,2 nominations.,N/A,True,Stephen Herek,http://ia.media-imdb.com/images/M/MV5BMTIzMzgxOTQwMV5BMl5BanBnXkFtZTcwMzkzNDYyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb503,PG-13,"Biography, Drama, History",Malcolm X,movie,tt0104797,"Alex Haley (book, Malcolm X (book, Arnold Perl (screenplay, Spike Lee (screenplay)",202 min,"Denzel Washington, Angela Bassett, Albert Hall, Al Freeman Jr.","62,266",English,"USA, Japan","48,169,908",18 Nov 1992,7.7,Nominated for 2 Oscars. Another 18 wins & 14 nominations.,72,True,Spike Lee,http://ia.media-imdb.com/images/M/MV5BOTc4NzgxMDc4MF5BMl5BanBnXkFtZTgwOTA4MDc3NjE@._V1_SX300.jpg
56fbc16471a06513d47fb504,R,"Drama, Thriller",Single White Female,movie,tt0105414,"John Lutz (novel, Don Roos (screenplay)",107 min,"Bridget Fonda, Jennifer Jason Leigh, Steven Weber, Peter Friedman","23,478",English,USA,"47,922,919",14 Aug 1992,6.3,1 win & 1 nomination.,N/A,True,Barbet Schroeder,http://ia.media-imdb.com/images/M/MV5BMTUzNTEzOTQxNl5BMl5BanBnXkFtZTcwODg2MzkxMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb505,R,"Comedy, Crime",The Distinguished Gentleman,movie,tt0104114,"Marty Kaplan (story, Jonathan Reynolds (story, Marty Kaplan (screenplay)",112 min,"Eddie Murphy, Lane Smith, Sheryl Lee Ralph, Joe Don Baker","11,895",English,USA,"46,666,502",04 Dec 1992,5.8,4 wins.,45,True,Jonathan Lynn,http://ia.media-imdb.com/images/M/MV5BMTU2NjUxNjQxNF5BMl5BanBnXkFtZTcwNjQ1NDMyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb506,PG-13,"Adventure, Drama, Romance",Medicine Man,movie,tt0104839,"Tom Schulman (story, Tom Schulman (screenplay, Sally Robinson (screenplay)",106 min,"Sean Connery, Lorraine Bracco, José Wilker, Rodolfo De Alexandre","17,135",English,USA,"45,500,797",07 Feb 1992,6.0,1 nomination.,N/A,True,John McTiernan,http://ia.media-imdb.com/images/M/MV5BMTU5Mzg4NjMxM15BMl5BanBnXkFtZTcwNjUzMjAwMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb507,R,"Action, Crime, Thriller",Passenger 57,movie,tt0105104,"Stewart Raffill (story, Dan Gordon (story, David Loughery (screenplay, Dan Gordon (screenplay)",84 min,"Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher","35,635",English,USA,"44,065,653",06 Nov 1992,5.8,N/A,N/A,True,Kevin Hooks,http://ia.media-imdb.com/images/M/MV5BMjE0MDExMjgyOV5BMl5BanBnXkFtZTcwOTQyNDMyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb508,PG,Drama,A River Runs Through It,movie,tt0105265,"Norman Maclean (story, Richard Friedenberg (screenplay)",123 min,"Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn","40,865",English,USA,"43,440,294",30 Oct 1992,7.3,Won 1 Oscar. Another 3 wins & 7 nominations.,68,True,Robert Redford,http://ia.media-imdb.com/images/M/MV5BMTM2Nzc5MjI4NF5BMl5BanBnXkFtZTYwNzgwMjc5._V1_SX300.jpg
56fbc16471a06513d47fb509,PG,Comedy,Encino Man,movie,tt0104187,"George Zaloom (story, Shawn Schepps (story, Shawn Schepps (screenplay)",88 min,"Sean Astin, Brendan Fraser, Pauly Shore, Megan Ward","28,984",English,USA,"40,693,477",22 May 1992,5.7,1 win & 1 nomination.,N/A,True,Les Mayfield,http://ia.media-imdb.com/images/M/MV5BMTYxMDk2NTc2NF5BMl5BanBnXkFtZTcwNzM5OTQxMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb50a,R,"Action, Comedy, Crime",Mo' Money,movie,tt0104897,Damon Wayans,89 min,"Damon Wayans, Stacey Dash, Joe Santos, John Diehl","5,328",English,USA,"40,227,000",24 Jul 1992,5.4,1 win.,N/A,True,Peter MacDonald,http://ia.media-imdb.com/images/M/MV5BMTUzMTAyODA2NV5BMl5BanBnXkFtZTYwNzA1Njk4._V1_SX300.jpg
56fbc16471a06513d47fb50b,R,"Action, Sci-Fi, Thriller",Universal Soldier,movie,tt0105698,"Richard Rothstein (story, Christopher Leitch (story, Dean Devlin (screenplay)",102 min,"Jean-Claude Van Damme, Dolph Lundgren, Ally Walker, Ed O'Ross","67,387",English,USA,"36,299,898",10 Jul 1992,6.0,N/A,35,True,Roland Emmerich,http://ia.media-imdb.com/images/M/MV5BMTczNDI4NDM5Ml5BMl5BanBnXkFtZTcwMzY0NjYyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb50c,PG-13,"Comedy, Romance, Thriller",Honeymoon in Vegas,movie,tt0104438,Andrew Bergman,96 min,"James Caan, Nicolas Cage, Sarah Jessica Parker, Pat Morita","14,219","English, Hawaiian",USA,"35,208,854",28 Aug 1992,5.8,Nominated for 2 Golden Globes. Another 1 nomination.,N/A,True,Andrew Bergman,http://ia.media-imdb.com/images/M/MV5BMTM0Mzc1MTA4MV5BMl5BanBnXkFtZTcwOTg2NzE0NA@@._V1_SX300.jpg
56fbc16471a06513d47fb50d,R,"Horror, Sci-Fi",The Lawnmower Man,movie,tt0104692,"Stephen King (title only, Brett Leonard (screenplay, Gimel Everett (screenplay)",108 min,"Jeff Fahey, Pierce Brosnan, Jenny Wright, Mark Bringelson","27,259",English,"UK, USA, Japan","32,101,000",06 Mar 1992,5.4,3 nominations.,N/A,True,Brett Leonard,http://ia.media-imdb.com/images/M/MV5BMTk2ODExODIwM15BMl5BanBnXkFtZTgwODUyMDY0MDE@._V1_SX300.jpg
56fbc16471a06513d47fb50e,R,Horror,Sleepwalkers,movie,tt0105428,Stephen King,91 min,"Brian Krause, Mädchen Amick, Alice Krige, Jim Haynie","14,481",English,USA,"30,524,763",10 Apr 1992,5.1,5 wins.,N/A,True,Mick Garris,http://ia.media-imdb.com/images/M/MV5BMTk1MTU4MTcwOF5BMl5BanBnXkFtZTcwNzMwNjgxMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb50f,PG,"Action, Comedy, Family",3 Ninjas,movie,tt0103596,"Edward Emanuel (screenplay, Kenny Kim (story)",84 min,"Victor Wong, Michael Treanor, Max Elliott Slade, Chad Power","15,828",English,USA,"29,000,301",07 Aug 1992,5.2,1 nomination.,N/A,True,Jon Turteltaub,http://ia.media-imdb.com/images/M/MV5BNjk4ODU3ODM0Nl5BMl5BanBnXkFtZTcwMzk2Mjg3NA@@._V1_SX300.jpg
56fbc16471a06513d47fb510,R,"Drama, Thriller",Final Analysis,movie,tt0104265,"Robert Berger (story, Wesley Strick (story, Wesley Strick (screenplay)",124 min,"Richard Gere, Kim Basinger, Uma Thurman, Eric Roberts","10,525",English,USA,"28,590,665",07 Feb 1992,5.8,4 nominations.,N/A,True,Phil Joanou,http://ia.media-imdb.com/images/M/MV5BMTQ0NzUzODcyNV5BMl5BanBnXkFtZTcwMzk5NDIyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb511,PG-13,"Action, Comedy, Romance",Stop! Or My Mom Will Shoot,movie,tt0105477,"Blake Snyder, William Osborne, William Davies",87 min,"Sylvester Stallone, Estelle Getty, JoBeth Williams, Roger Rees","31,252",English,USA,"28,411,210",21 Feb 1992,4.0,3 wins & 1 nomination.,N/A,True,Roger Spottiswoode,http://ia.media-imdb.com/images/M/MV5BMjAwNTY5MjE2M15BMl5BanBnXkFtZTcwNTEzOTQyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb512,G,"Comedy, Drama, Family",The Muppet Christmas Carol,movie,tt0104940,"Charles Dickens (novel, Jerry Juhl (screenplay)",85 min,"Michael Caine, Dave Goelz, Steve Whitmire, Jerry Nelson","33,245",English,USA,"27,281,507",11 Dec 1992,7.7,1 win & 1 nomination.,N/A,True,Brian Henson,http://ia.media-imdb.com/images/M/MV5BMjA3NzE5NzczOV5BMl5BanBnXkFtZTgwNzc1Njc1MzE@._V1_SX300.jpg
56fbc16471a06513d47fb513,PG,"Drama, Romance",Howards End,movie,tt0104454,"E.M. Forster (novel, Ruth Prawer Jhabvala (screenplay)",140 min,"Vanessa Redgrave, Helena Bonham Carter, Joseph Bennett, Emma Thompson","20,821","English, German","UK, Japan, USA","25,967,000",26 Feb 1993,7.5,Won 3 Oscars. Another 26 wins & 35 nominations.,87,True,James Ivory,http://ia.media-imdb.com/images/M/MV5BOTE2NzI4MTU4NV5BMl5BanBnXkFtZTcwMzY5ODIxMw@@._V1_SX300.jpg
56fbc16471a06513d47fb514,R,"Drama, Fantasy, Horror",Candyman,movie,tt0103919,"Clive Barker (story, Bernard Rose",99 min,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons","49,519",English,"USA, UK","25,792,310",16 Oct 1992,6.5,5 wins & 7 nominations.,N/A,True,Bernard Rose,http://ia.media-imdb.com/images/M/MV5BMTYzOTk5MDMwNl5BMl5BanBnXkFtZTcwMTE0MDIyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb515,PG,"Drama, Romance, Sport",The Cutting Edge,movie,tt0104040,Tony Gilroy,101 min,"D.B. Sweeney, Moira Kelly, Roy Dotrice, Terry O'Quinn","14,906","English, French",USA,"25,105,517",27 Mar 1992,6.9,N/A,N/A,True,Paul Michael Glaser,http://ia.media-imdb.com/images/M/MV5BMTY1ODkxMzY4NF5BMl5BanBnXkFtZTcwMjg5MzQyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb516,G,"Animation, Adventure, Family",FernGully: The Last Rainforest,movie,tt0104254,"Jim Cox (screenplay, Diana Young (original stories)",76 min,"Tim Curry, Samantha Mathis, Christian Slater, Jonathan Ward","20,087",English,"Australia, USA","24,650,296",10 Apr 1992,6.5,3 wins & 1 nomination.,N/A,True,Bill Kroyer,http://ia.media-imdb.com/images/M/MV5BNDMyOTMzMjc0NV5BMl5BanBnXkFtZTcwNDc4MzEzMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb517,R,"Biography, Crime, Drama",Hoffa,movie,tt0104427,David Mamet,140 min,"Jack Nicholson, Danny DeVito, Armand Assante, J.T. Walsh","16,712","English, Italian, Latin",USA,"24,276,500",25 Dec 1992,6.6,Nominated for 2 Oscars. Another 2 wins & 4 nominations.,50,True,Danny DeVito,http://ia.media-imdb.com/images/M/MV5BMTIzNTY2MzY4NF5BMl5BanBnXkFtZTcwNzk0OTQyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb518,PG-13,"Comedy, Drama, Romance",Leap of Faith,movie,tt0104695,Janus Cercone,108 min,"Steve Martin, Debra Winger, Lolita Davidovich, Liam Neeson","9,651",English,USA,"23,369,283",18 Dec 1992,6.0,N/A,N/A,True,Richard Pearce,http://ia.media-imdb.com/images/M/MV5BMjAxMDQwNTM4MV5BMl5BanBnXkFtZTcwOTE0ODYyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb519,PG-13,"Comedy, Drama, Family",Toys,movie,tt0105629,"Valerie Curtin, Barry Levinson",118 min,"Robin Williams, Michael Gambon, Joan Cusack, Robin Wright","26,046",English,USA,"21,452,082",18 Dec 1992,5.0,Nominated for 2 Oscars. Another 10 nominations.,N/A,True,Barry Levinson,http://ia.media-imdb.com/images/M/MV5BMTg2NDE0NTA0MV5BMl5BanBnXkFtZTcwODg5MjcxMQ@@._V1_SX300.jpg
