_id,Awards,Type,Poster,Title,imdbRating,Released,Metascore,imdbID,Runtime,Genre,Actors,imdbVotes,Response,Box_office,Rated,Language,Writer,Director,Country
56fb8f6f71a0651514f5bcf6,Won 8 Oscars. Another 27 wins & 20 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTQyNTQ4MTAzNl5BMl5BanBnXkFtZTcwMjk2Njk3OA@@._V1_SX300.jpg,Gandhi,8.1,25 Feb 1983,N/A,tt0083987,191 min,"Biography, Drama, History","Ben Kingsley, Candice Bergen, Edward Fox, John Gielgud","165,312",True,,PG,English,John Briley,Richard Attenborough,"UK, India"
56fb8f6f71a0651514f5bcf7,1 win & 2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BNzk5NDc4MDQyNV5BMl5BanBnXkFtZTgwNzg5NTYxMTE@._V1_SX300.jpg,First Blood,7.7,22 Oct 1982,62,tt0083944,93 min,"Action, Thriller","Sylvester Stallone, Richard Crenna, Brian Dennehy, Bill McKinney","167,524",True,,R,English,"David Morrell (novel, Michael Kozoll (screenplay, William Sackheim (screenplay, Sylvester Stallone (screenplay)",Ted Kotcheff,USA
56fb8f6f71a0651514f5bcf8,1 win.,movie,http://ia.media-imdb.com/images/M/MV5BMTM0ODY0MDcxMF5BMl5BanBnXkFtZTYwMjIwMTk5._V1_SX300.jpg,The Toy,5.7,10 Dec 1982,N/A,tt0084809,102 min,Comedy,"Richard Pryor, Jackie Gleason, Ned Beatty, Scott Schwartz","8,736",True,"50,400,000",PG,"English, German","Carol Sobieski (screenplay, Francis Veber (film)",Richard Donner,USA
56fb8f6f71a0651514f5bcf9,N/A,movie,http://ia.media-imdb.com/images/M/MV5BOTA4ODMyNjUwNV5BMl5BanBnXkFtZTcwODUxMTAyMQ@@._V1_SX300.jpg,Firefox,5.9,18 Jun 1982,N/A,tt0083943,136 min,"Action, Adventure, Thriller","Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke","19,316",True,"46,700,000",PG,"English, Russian","Alex Lasker (screenplay, Wendell Wellman (screenplay, Craig Thomas (novel)",Clint Eastwood,USA
56fb8f6f71a0651514f5bcfa,Nominated for 1 BAFTA Film Award. Another 2 wins & 4 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BNDM4ODg4NTU3N15BMl5BanBnXkFtZTcwOTk1ODg3OA@@._V1_SX300.jpg,The Dark Crystal,7.2,17 Dec 1982,N/A,tt0083791,93 min,"Animation, Adventure, Family","Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz","40,325",True,,PG,English,"David Odell (screenplay, Jim Henson (story)","Jim Henson, Frank Oz","USA, UK"
56fb8f6f71a0651514f5bcfb,Won 1 Golden Globe. Another 1 win & 9 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMDUyMTcyNF5BMl5BanBnXkFtZTgwMjk2NzQxMTE@._V1_SX300.jpg,Conan the Barbarian,6.9,14 May 1982,43,tt0082198,129 min,"Adventure, Fantasy","Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman","110,319",True,"37,567,440",R,English,"Robert E. Howard (based on the character created by, John Milius, Oliver Stone",John Milius,USA
56fb8f6f71a0651514f5bcfc,1 win & 5 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTA5MDIzNTk3MjNeQTJeQWpwZ15BbWU4MDU2OTczNTEx._V1_SX300.jpg,The Sword and the Sorcerer,5.7,30 Apr 1982,N/A,tt0084749,99 min,"Action, Adventure, Fantasy","Lee Horsley, Kathleen Beller, Simon MacCorkindale, George Maharis","4,234",True,"39,103,500",R,English,"Tom Karnowski (screenplay, John V. Stuckmeyer (screenplay, Albert Pyun (screenplay)",Albert Pyun,USA
56fb8f6f71a0651514f5bcfd,Nominated for 1 Oscar. Another 1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMTQzMDY4OTQwOF5BMl5BanBnXkFtZTcwMDk4MzQyMQ@@._V1_SX300.jpg,Best Friends,5.3,17 Dec 1982,N/A,tt0083641,116 min,"Comedy, Drama, Romance","Burt Reynolds, Goldie Hawn, Jessica Tandy, Barnard Hughes","1,843",True,,PG,"English, Spanish","Valerie Curtin, Barry Levinson",Norman Jewison,USA
56fb8f6f71a0651514f5bcfe,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTQ3MDY3NzU5MV5BMl5BanBnXkFtZTcwMDU4MjYxMQ@@._V1_SX300.jpg,Richard Pryor: Live on the Sunset Strip,7.7,12 Mar 1982,N/A,tt0084597,82 min,"Documentary, Comedy",Richard Pryor,"2,729",True,"34,688,873",R,English,Richard Pryor,Joe Layton,USA
56fb8f6f71a0651514f5bcff,2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTc1NTI4NzAwN15BMl5BanBnXkFtZTYwMTA5NzY4._V1_SX300.jpg,Friday the 13th Part III,5.7,13 Aug 1982,N/A,tt0083972,95 min,"Horror, Thriller","Terry Ballard, Richard Brooker, Gloria Charles, Anne Gaybis","30,688",True,"36,200,000",R,English,"Martin Kitrosser (screenplay, Carol Watson (screenplay, Victor Miller (character creator, Ron Kurz (character creator)",Steve Miner,USA
56fb8f6f71a0651514f5bd00,Nominated for 2 Oscars. Another 2 wins & 6 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTY0OTM4ODM2MF5BMl5BanBnXkFtZTgwMTI0NDIxMDE@._V1_SX300.jpg,TRON,6.8,09 Jul 1982,N/A,tt0084827,96 min,"Action, Adventure, Sci-Fi","Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan","92,020",True,"33,000,000",PG,English,"Steven Lisberger (screenplay, Steven Lisberger (story, Bonnie MacBird (story)",Steven Lisberger,USA
56fb8f6f71a0651514f5bd01,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTY0NzUxOTAwOF5BMl5BanBnXkFtZTcwNjczMTcyMQ@@._V1_SX300.jpg,Young Doctors in Love,5.2,16 Jul 1982,N/A,tt0084938,96 min,Comedy,"Sean Young, Michael McKean, Gary Friedkin, Kyle T. Heffner","2,366",True,,R,English,"Michael Elias, Rich Eustis",Garry Marshall,USA
56fb8f6f71a0651514f5bd02,Won 1 Oscar. Another 12 wins & 11 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BNDIzODc3Mjk5M15BMl5BanBnXkFtZTYwNDc5NDc5._V1_SX300.jpg,Sophie's Choice,7.7,04 Mar 1983,68,tt0084707,150 min,"Drama, Romance","Meryl Streep, Kevin Kline, Peter MacNicol, Rita Karin","28,294",True,,R,"English, Polish, German, French, Russian",William Styron (based on the novel: \,Alan J. Pakula,"UK, USA"
56fb8f6f71a0651514f5bd03,Nominated for 2 Oscars. Another 5 wins & 4 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTk4MzQ3NTQzOV5BMl5BanBnXkFtZTgwNDE0ODg4MDE@._V1_SX300.jpg,The World According to Garp,7.2,13 Aug 1982,N/A,tt0084917,136 min,"Comedy, Drama","Robin Williams, Mary Beth Hurt, Glenn Close, John Lithgow","20,215",True,,R,English,"John Irving (novel, Steve Tesich (screenplay)",George Roy Hill,USA
56fb8f6f71a0651514f5bd04,Won 1 Oscar. Another 10 wins & 15 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTczMzQzNTYxNV5BMl5BanBnXkFtZTcwNzU4ODcxMQ@@._V1_SX300.jpg,Victor Victoria,7.6,02 Apr 1982,N/A,tt0084865,132 min,"Comedy, Music, Musical","Julie Andrews, James Garner, Robert Preston, Lesley Ann Warren","14,859",True,"21,933,614",PG,"English, French","Blake Edwards (screenplay, Hans Hoemburg (concept, Reinhold Schünzel",Blake Edwards,"UK, USA"
56fb8f6f71a0651514f5bd05,Nominated for 2 Oscars. Another 10 wins & 16 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTA4MDQxNTk2NDheQTJeQWpwZ15BbWU3MDE2NjIyODk@._V1_SX300.jpg,Blade Runner,8.2,25 Jun 1982,88,tt0083658,117 min,"Sci-Fi, Thriller","Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos","445,058",True,"27,000,000",R,"English, German, Cantonese, Japanese, Hungarian","Hampton Fancher (screenplay, David Webb Peoples (screenplay, Philip K. Dick (novel)",Ridley Scott,"USA, Hong Kong, UK"
56fb8f6f71a0651514f5bd06,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTI2MjM3ODk0M15BMl5BanBnXkFtZTcwMzc1ODAyMQ@@._V1_SX300.jpg,Airplane II: The Sequel,6.1,10 Dec 1982,N/A,tt0083530,85 min,"Comedy, Sci-Fi","Lloyd Bridges, Raymond Burr, Chuck Connors, Rip Torn","35,817",True,,PG,English,Ken Finkleman,Ken Finkleman,USA
56fb8f6f71a0651514f5bd07,1 win & 1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMTU5MTM0OTExOF5BMl5BanBnXkFtZTcwNjgxMzYyMQ@@._V1_SX300.jpg,Fast Times at Ridgemont High,7.2,13 Aug 1982,67,tt0083929,90 min,"Comedy, Drama","Sean Penn, Jennifer Jason Leigh, Judge Reinhold, Robert Romanus","68,574",True,,R,English,"Cameron Crowe (screenplay, Cameron Crowe (book)",Amy Heckerling,USA
56fb8f6f71a0651514f5bd08,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTc1MzM2NjkyNF5BMl5BanBnXkFtZTYwNzYxMDk5._V1_SX300.jpg,Some Kind of Hero,5.6,02 Apr 1982,N/A,tt0083107,97 min,"Comedy, Crime, Drama","Richard Pryor, Margot Kidder, Ray Sharkey, Ronny Cox",859,True,"20,400,486",R,English,"Robert Boris, James Kirkwood Jr. (novel, James Kirkwood Jr. (screenplay)",Michael Pressman,USA
56fb8f6f71a0651514f5bd09,Won 2 BAFTA Film Awards. Another 1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMTcxMDAzNDk2M15BMl5BanBnXkFtZTYwNDE4MDg4._V1_SX300.jpg,Pink Floyd The Wall,8.0,17 Sep 1982,N/A,tt0084503,95 min,"Animation, Drama, Musical","Bob Geldof, Christine Hargreaves, James Laurenson, Eleanor David","58,304",True,,R,English,Roger Waters (album \,Alan Parker,UK
56fb8f6f71a0651514f5bd0a,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTQ5OTE3MjMxMV5BMl5BanBnXkFtZTYwNDA4MDk5._V1_SX300.jpg,Things Are Tough All Over,5.9,04 Aug 1982,N/A,tt0084788,90 min,"Comedy, Action","Toni Attell, Mike Bacarella, Billy Beck, Don Bovingloh","2,308",True,,R,"English, French","Tommy Chong, Cheech Marin",Thomas K. Avildsen,USA
56fb8f6f71a0651514f5bd0b,Nominated for 1 Golden Globe. Another 1 win.,movie,http://ia.media-imdb.com/images/M/MV5BMTIyMDYxODI4NV5BMl5BanBnXkFtZTcwNzEyNDIyMQ@@._V1_SX300.jpg,Night Shift,6.5,30 Jul 1982,N/A,tt0084412,106 min,Comedy,"Henry Winkler, Michael Keaton, Shelley Long, Gina Hecht","10,829",True,"23,600,000",R,English,"Lowell Ganz, Babaloo Mandel",Ron Howard,USA
56fb8f6f71a0651514f5bd0c,2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BODIxNTUwMzYwOF5BMl5BanBnXkFtZTcwOTU3MDcxMQ@@._V1_SX300.jpg,Creepshow,6.8,12 Nov 1982,N/A,tt0083767,120 min,"Comedy, Fantasy, Horror","Hal Holbrook, Adrienne Barbeau, Fritz Weaver, Leslie Nielsen","28,681",True,,R,English,Stephen King (screenplay),George A. Romero,USA
56fb8f6f71a0651514f5bd0d,N/A,movie,N/A,The Quest for Fire Adventure,7.7,N/A,N/A,tt0461830,23 min,"Documentary, Short","Orson Welles, Jean-Jacques Annaud, Anthony Burgess, Michael Gruskoff",33,True,,N/A,English,Rick Sublett,N/A,Canada
56fb8f6f71a0651514f5bd0e,Nominated for 1 Golden Globe. Another 2 wins & 2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMjEyMTc5ODQ1NF5BMl5BanBnXkFtZTcwODcxNTYxMQ@@._V1_SX300.jpg,The Man from Snowy River,7.2,05 Nov 1982,N/A,tt0084296,102 min,"Adventure, Drama, Family","Tom Burlinson, Terence Donovan, Kirk Douglas, Tommy Dysart","5,720",True,,PG,English,"A.B. 'Banjo' Paterson (poem, Cul Cullen (script, John Dixon (screenplay)",George Miller,Australia
56fb8f6f71a0651514f5bd0f,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTQyNTc2NzIwOV5BMl5BanBnXkFtZTcwMjkwNTA0MQ@@._V1_SX300.jpg,Six Pack,5.7,16 Jul 1982,N/A,tt0084690,108 min,"Comedy, Drama, Sport","Kenny Rogers, Diane Lane, Erin Gray, Barry Corbin","1,923",True,,PG,English,"Mike Marvin, Alex Matter",Daniel Petrie,USA
56fb8f6f71a0651514f5bd10,Nominated for 1 Oscar. Another 2 wins & 7 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTUwMzA4MzY2N15BMl5BanBnXkFtZTcwMzYyMDQyMQ@@._V1_SX300.jpg,My Favorite Year,7.4,08 Oct 1982,N/A,tt0084370,92 min,Comedy,"Peter O'Toole, Mark Linn-Baker, Jessica Harper, Joseph Bologna","6,839",True,,PG,English,"Norman Steinberg (screenplay, Dennis Palumbo (screenplay, Dennis Palumbo (story)",Richard Benjamin,USA
56fb8f6f71a0651514f5bd11,6 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1NjIzNDk2OF5BMl5BanBnXkFtZTcwNjkwOTYxMQ@@._V1_SX300.jpg,Deathtrap,7.0,19 Mar 1982,54,tt0083806,116 min,"Comedy, Crime, Mystery","Michael Caine, Christopher Reeve, Dyan Cannon, Irene Worth","8,777",True,"17,385,291",PG,English,"Ira Levin (play, Jay Presson Allen (screenplay)",Sidney Lumet,USA
56fb8f6f71a0651514f5bd12,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTU4Njg2OTU4Nl5BMl5BanBnXkFtZTcwMjkwNzUyMQ@@._V1_SX300.jpg,Dead Men Don't Wear Plaid,6.8,21 May 1982,N/A,tt0083798,88 min,"Comedy, Crime, Mystery","Steve Martin, Rachel Ward, Alan Ladd, Carl Reiner","16,372",True,"16,959,911",PG,English,"Carl Reiner, George Gipe, Steve Martin",Carl Reiner,USA
56fb8f6f71a0651514f5bd13,2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMjIzNzE5NzQ3OF5BMl5BanBnXkFtZTcwNTYxMTM4NA@@._V1_SX300.jpg,Zapped!,4.8,03 Sep 1982,N/A,tt0084945,98 min,"Comedy, Fantasy, Sci-Fi","Scott Baio, Willie Aames, Robert Mandan, Felice Schachter","4,511",True,,R,English,"Bruce Rubin, Robert J. Rosenthal",Robert J. Rosenthal,USA
56fb8f6f71a0651514f5bd14,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMjU5MDg0MTYwMF5BMl5BanBnXkFtZTcwNDY3MTQyMQ@@._V1_SX300.jpg,They Call Me Bruce?,5.5,12 Nov 1982,N/A,tt0084786,87 min,"Comedy, Action","Johnny Yune, Margaux Hemingway, Raf Mauro, Pam Huntington","1,015",True,,PG,English,"David Randolph (screenplay, Johnny Yune (screenplay, Elliott Hong (screenplay, Tim Clawson (screenplay, Johnny Yune (story, Elliott Hong (story, Dale Trevillion (story)",Elliott Hong,USA
56fb8f6f71a0651514f5bd15,2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTIxODc3MTg2M15BMl5BanBnXkFtZTcwNjg3NTQyMQ@@._V1_SX300.jpg,Death Wish II,6.0,19 Feb 1982,N/A,tt0082250,88 min,"Action, Crime, Drama","Charles Bronson, Jill Ireland, Vincent Gardenia, J.D. Cannon","9,888",True,,R,English,"David Engelbach, Brian Garfield (characters)",Michael Winner,USA
56fb8f6f71a0651514f5bd16,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTMzNTM1ODc2MV5BMl5BanBnXkFtZTcwOTIxODkyMQ@@._V1_SX300.jpg,Kiss Me Goodbye,6.1,22 Dec 1982,N/A,tt0084210,101 min,"Comedy, Fantasy, Romance","Sally Field, James Caan, Jeff Bridges, Paul Dooley","1,390",True,,PG,English,"Bruno Barreto (suggested by material from, Jorge Amado (suggested by material from, Charlie Peters (screenplay)",Robert Mulligan,USA
56fb8f6f71a0651514f5bd17,3 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMjE1NTAyMjIxNV5BMl5BanBnXkFtZTYwNjUxNjg5._V1_SX300.jpg,Grease 2,4.2,11 Jun 1982,N/A,tt0084021,115 min,"Comedy, Drama, Musical","Maxwell Caulfield, Michelle Pfeiffer, Lorna Luft, Maureen Teefy","25,626",True,"11,608,405",PG,English,Ken Finkleman,Patricia Birch,USA
56fb8f6f71a0651514f5bd18,1 win & 2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BNTEwMDEyNzI2OV5BMl5BanBnXkFtZTcwNTAxMDc2NA@@._V1_SX300.jpg,The Secret of NIMH,7.6,16 Jul 1982,N/A,tt0084649,82 min,"Animation, Adventure, Drama","Derek Jacobi, Elizabeth Hartman, Arthur Malet, Dom DeLuise","26,624",True,,G,English,"Robert C. O'Brien (novel, Don Bluth (story, John Pomeroy (story, Gary Goldman (story, Will Finn (story)",Don Bluth,USA
56fb8f6f71a0651514f5bd19,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMzg4MTk3MzQ2MV5BMl5BanBnXkFtZTcwODc4ODIyMQ@@._V1_SX300.jpg,Halloween III: Season of the Witch,4.5,22 Oct 1982,38,tt0085636,98 min,"Horror, Sci-Fi","Tom Atkins, Stacey Nelkin, Dan O'Herlihy, Michael Currie","27,655",True,"14,400,000",R,English,Tommy Lee Wallace,Tommy Lee Wallace,USA
56fb8f6f71a0651514f5bd1a,Nominated for 1 Oscar. Another 3 wins & 5 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTk2MTA3OTY4NV5BMl5BanBnXkFtZTYwMTQwOTM5._V1_SX300.jpg,Diner,7.2,21 May 1982,86,tt0083833,110 min,"Comedy, Drama","Steve Guttenberg, Daniel Stern, Mickey Rourke, Kevin Bacon","14,690",True,"14,100,000",R,English,Barry Levinson,Barry Levinson,USA
56fb8f6f71a0651514f5bd1b,1 win & 1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMzYzNzE3NTgxOV5BMl5BanBnXkFtZTYwNDY1MDY5._V1_SX300.jpg,The Beastmaster,6.2,20 Aug 1982,18,tt0083630,118 min,"Action, Adventure, Fantasy","Marc Singer, Tanya Roberts, Rip Torn, John Amos","14,740",True,,PG,English,"Don Coscarelli, Paul Pepperman",Don Coscarelli,"USA, West Germany"
56fb8f6f71a0651514f5bd1c,Won 1 Oscar. Another 9 wins & 17 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMGJmOGZiN2YtYWI2MS00ZGQzLWEwMmQtZTdiYjFjOWFiZDg4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,Missing,7.8,12 Mar 1982,N/A,tt0084335,122 min,"Drama, History, Mystery","Jack Lemmon, Sissy Spacek, Melanie Mayron, John Shea","13,299",True,,R,"English, Spanish","Costa-Gavras (screenplay, Donald Stewart (screenplay, Thomas Hauser (based on the book: \",Costa-Gavras,USA
56fb8f6f71a0651514f5bd1d,2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTQyNDMzOTUwMV5BMl5BanBnXkFtZTcwNTQ1NzIzMQ@@._V1_SX300.jpg,Visiting Hours,5.5,28 May 1982,N/A,tt0083296,103 min,"Horror, Thriller","Michael Ironside, Lee Grant, Linda Purl, William Shatner","2,410",True,"12,111,208",R,English,Brian Taggert (screenplay),Jean-Claude Lord,Canada
56fb8f6f71a0651514f5bd1e,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTcxNjM5Mjc0MV5BMl5BanBnXkFtZTYwNTU2Mjg5._V1_SX300.jpg,Vice Squad,6.4,22 Jan 1982,N/A,tt0084861,97 min,"Action, Crime, Drama","Season Hubley, Gary Swanson, Wings Hauser, Pepe Serna","1,207",True,,R,English,"Sandy Howard, Kenneth Peters, Robert Vincent O'Neill",Gary Sherman,"UK, USA"
56fb8f6f71a0651514f5bd1f,Nominated for 1 Golden Globe. Another 1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMTUyNzMxOTAxM15BMl5BanBnXkFtZTcwNDE1MzMzMQ@@._V1_SX300.jpg,Author! Author!,6.1,18 Jun 1982,N/A,tt0083598,110 min,"Comedy, Drama, Family","Al Pacino, Dyan Cannon, Tuesday Weld, Bob Dishy","4,081",True,"10,576,604",PG,English,Israel Horovitz,Arthur Hiller,USA
56fb8f6f71a0651514f5bd20,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMTYwMTAyOTY4OF5BMl5BanBnXkFtZTcwNjMwODQ2NA@@._V1_SX300.jpg,Amityville II: The Possession,5.4,24 Sep 1982,N/A,tt0083550,104 min,Horror,"James Olson, Burt Young, Rutanya Alda, Jack Magner","7,248",True,,R,English,"Tommy Lee Wallace (screenplay, Hans Holzer (book)",Damiano Damiani,"Mexico, USA, Italy"
56fb8f6f71a0651514f5bd21,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMjA5MzcwMDY5MV5BMl5BanBnXkFtZTYwNDQ2Mjg5._V1_SX300.jpg,Monsignor,5.0,22 Oct 1982,N/A,tt0084351,121 min,"Crime, Drama, War","Christopher Reeve, Geneviève Bujold, Fernando Rey, Jason Miller",656,True,,R,English,"Jack-Alain Léger (novel, Abraham Polonsky (screenplay, Wendell Mayes (screenplay)",Frank Perry,USA
56fb8f6f71a0651514f5bd22,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTIwOTIwNjg0NF5BMl5BanBnXkFtZTcwMjUzNjA0MQ@@._V1_SX300.jpg,Making Love,6.8,05 Mar 1982,N/A,tt0084293,113 min,Drama,"Michael Ontkean, Kate Jackson, Harry Hamlin, Wendy Hiller","1,864",True,,R,English,"Barry Sandler (screenplay, A. Scott Berg (story)",Arthur Hiller,USA
56fb8f6f71a0651514f5bd23,3 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTczNDQ5ODc5OF5BMl5BanBnXkFtZTcwMjg0NjczMQ@@._V1_SX300.jpg,The Seduction,4.9,29 Jan 1982,N/A,tt0084652,104 min,Thriller,"Morgan Fairchild, Michael Sarrazin, Vince Edwards, Andrew Stevens",694,True,,R,English,David Schmoeller,David Schmoeller,USA
