_id,imdbRating,imdbID,Released,Awards,Rated,Director,Genre,imdbVotes,Runtime,Box_office,Poster,Response,Language,Type,Title,Metascore,Writer,Country,Actors
56fba52871a0651b4c774446,4.3,tt0095882,18 Mar 1988,1 nomination.,PG,Alan Myerson,"Comedy, Crime","24,630",90 min,"19,510,371",http://ia.media-imdb.com/images/M/MV5BMTQwMjM5NzgyNV5BMl5BanBnXkFtZTYwMzE3MTM5._V1_SX300.jpg,True,English,movie,Police Academy 5: Assignment: Miami Beach,N/A,"Neal Israel (characters creator, Pat Proft (characters creator, Stephen Curwick",USA,"Bubba Smith, David Graf, Michael Winslow, Leslie Easterbrook"
56fba52871a0651b4c774447,5.3,tt0095179,13 May 1988,4 nominations.,R,John Carl Buechler,Horror,"20,398",88 min,"19,170,001",http://ia.media-imdb.com/images/M/MV5BMjAyNDM5NDQ5NV5BMl5BanBnXkFtZTYwMDkxNjg4._V1_SX300.jpg,True,English,movie,Friday the 13th Part VII: The New Blood,N/A,"Daryl Haney, Manuel Fidello",USA,"Jennifer Banko, John Otrin, Susan Blu, Lar Park-Lincoln"
56fba52871a0651b4c774448,5.3,tt0094890,23 Nov 1988,4 nominations.,PG,Daniel Petrie,"Adventure, Comedy, Mystery","11,631",116 min,"18,924,919",http://ia.media-imdb.com/images/M/MV5BMTQ5NDk0ODM3N15BMl5BanBnXkFtZTcwOTYyOTUyMQ@@._V1_SX300.jpg,True,English,movie,Cocoon: The Return,N/A,"David Saperstein (characters, Stephen McPherson (story, Elizabeth Bradley (story, Stephen McPherson (screenplay)",USA,"Don Ameche, Wilford Brimley, Courteney Cox, Hume Cronyn"
56fba52871a0651b4c774449,5.9,tt0096073,01 Apr 1988,1 win & 1 nomination.,R,Carl Schultz,"Drama, Fantasy, Horror","10,200",97 min,"18,875,011",http://ia.media-imdb.com/images/M/MV5BMTUyMDg1OTczNV5BMl5BanBnXkFtZTcwNDA3OTgxMQ@@._V1_SX300.jpg,True,"English, Hebrew",movie,The Seventh Sign,N/A,"Clifford Green, Ellen Green",USA,"Demi Moore, Michael Biehn, Jürgen Prochnow, Peter Friedman"
56fba52871a0651b4c77444a,5.9,tt0094602,22 Apr 1988,N/A,R,Andrew Davis,"Action, Crime, Drama","21,632",99 min,"18,869,631",http://ia.media-imdb.com/images/M/MV5BMTI1NDk1MTY1MF5BMl5BanBnXkFtZTcwNDAxMjAwMQ@@._V1_SX300.jpg,True,"English, Spanish, Assyrian Neo-Aramaic",movie,Above the Law,N/A,"Andrew Davis (story, Steven Seagal (story, Steven Pressfield (screenplay, Ronald Shusett (screenplay, Andrew Davis (screenplay)",USA,"Steven Seagal, Pam Grier, Henry Silva, Ron Dean"
56fba52871a0651b4c77444b,5.9,tt0095271,21 Oct 1988,2 nominations.,R,Dwight H. Little,"Horror, Thriller","28,589",88 min,"17,768,000",http://ia.media-imdb.com/images/M/MV5BMTk3MDkyMjQ3Ml5BMl5BanBnXkFtZTYwMTk1Nzg4._V1_SX300.jpg,True,English,movie,Halloween 4: The Return of Michael Myers,43,"Dhani Lipsius (story, Larry Rattner (story, Benjamin Ruffner (story, Alan B. McElroy (story, Alan B. McElroy (screenplay)",USA,"Donald Pleasence, Ellie Cornell, Danielle Harris, George P. Wilbur"
56fba52871a0651b4c77444c,6.9,tt0095174,26 Feb 1988,N/A,R,Roman Polanski,"Crime, Drama, Mystery","37,314",120 min,"17,637,950",http://ia.media-imdb.com/images/M/MV5BMjY2ODQ3MTQyOV5BMl5BanBnXkFtZTgwNTc2MzkyMTE@._V1_SX300.jpg,True,"English, French",movie,Frantic,N/A,"Roman Polanski, Gérard Brach","USA, France","Harrison Ford, Betty Buckley, Emmanuelle Seigner, Djiby Soumare"
56fba52871a0651b4c77444d,4.4,tt0095409,25 Mar 1988,1 nomination.,R,Bud S. Smith,"Comedy, Sport","4,598",91 min,"17,550,399",http://ia.media-imdb.com/images/M/MV5BNjgyMTk4MDg5M15BMl5BanBnXkFtZTcwMjEyODg0NA@@._V1_SX300.jpg,True,English,movie,Johnny Be Good,N/A,"Steve Zacharias, Jeff Buhai, David Obst",USA,"Anthony Michael Hall, Robert Downey Jr., Paul Gleason, Uma Thurman"
56fba52871a0651b4c77444e,5.8,tt0095169,15 Jan 1988,1 win.,PG-13,John G. Avildsen,"Comedy, Drama, Romance","2,927",90 min,"17,514,553",http://ia.media-imdb.com/images/M/MV5BMTY2NjI3MTM5OF5BMl5BanBnXkFtZTcwNTE4MTUyMQ@@._V1_SX300.jpg,True,"English, French",movie,For Keeps?,N/A,"Tim Kazurinsky, Denise DeClue",USA,"Molly Ringwald, Randall Batinkoff, Kenneth Mars, Miriam Flynn"
56fba52871a0651b4c77444f,6.9,tt0094921,16 Sep 1988,Nominated for 1 Golden Globe. Another 1 nomination.,PG,Joan Micklin Silver,"Comedy, Romance","2,722",97 min,"16,262,415",http://ia.media-imdb.com/images/M/MV5BOTIzNTI5Mjc4N15BMl5BanBnXkFtZTYwOTUzODk4._V1_SX300.jpg,True,"English, French, Hebrew, Yiddish",movie,Crossing Delancey,N/A,"Susan Sandler (play, Susan Sandler (screenplay)",USA,"Amy Irving, Peter Riegert, Reizl Bozyk, Jeroen Krabbé"
56fba52871a0651b4c774450,5.6,tt0094799,01 Apr 1988,1 nomination.,R,James Bridges,Drama,"5,686",107 min,"16,118,077",http://ia.media-imdb.com/images/M/MV5BMTU0NzI3MDExNl5BMl5BanBnXkFtZTcwNzU3NDcyNA@@._V1_SX300.jpg,True,English,movie,"Bright Lights, Big City",N/A,"Jay McInerney (novel, Jay McInerney (screenplay)","USA, Japan","Michael J. Fox, Kiefer Sutherland, Phoebe Cates, Swoosie Kurtz"
56fba52871a0651b4c774451,5.8,tt0096094,05 Feb 1988,N/A,PG-13,John Hughes,"Comedy, Drama, Romance","8,907",106 min,"16,031,707",http://ia.media-imdb.com/images/M/MV5BMzE2OTAyNTAxMF5BMl5BanBnXkFtZTgwNTUzNTcxMTE@._V1_SX300.jpg,True,English,movie,She's Having a Baby,N/A,John Hughes,USA,"Kevin Bacon, Elizabeth McGovern, Alec Baldwin, James Ray"
56fba52871a0651b4c774452,6.0,tt0095599,11 Mar 1988,1 nomination.,R,Bob Swaim,"Crime, Drama, Romance","2,349",91 min,"15,855,828",http://ia.media-imdb.com/images/M/MV5BMTkzMzgwNzIwN15BMl5BanBnXkFtZTcwMDE3ODE1NA@@._V1_SX300.jpg,True,"English, French",movie,Masquerade,N/A,Dick Wolf,USA,"Rob Lowe, Meg Tilly, Kim Cattrall, Doug Savant"
56fba52871a0651b4c774453,4.9,tt0094744,22 Jul 1988,1 nomination.,PG,Randal Kleiser,"Adventure, Comedy, Romance","7,185",86 min,"15,122,324",http://ia.media-imdb.com/images/M/MV5BMTkxMDM3ODQzNl5BMl5BanBnXkFtZTcwMzQwODUyMQ@@._V1_SX300.jpg,True,English,movie,Big Top Pee-wee,N/A,"Paul Reubens, George McGrath",USA,"Paul Reubens, Penelope Ann Miller, Kris Kristofferson, Valeria Golino"
56fba52871a0651b4c774454,4.3,tt0094678,08 Jul 1988,1 win.,PG,Bud Yorkin,"Comedy, Romance","4,898",113 min,"14,681,192",http://ia.media-imdb.com/images/M/MV5BMTk1NDMwMTc2MF5BMl5BanBnXkFtZTcwMTU0NDcyMQ@@._V1_SX300.jpg,True,English,movie,Arthur 2: On the Rocks,N/A,"Steve Gordon (characters, Andy Breckman",USA,"Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald"
56fba52871a0651b4c774455,5.8,tt0096054,12 Feb 1988,N/A,R,Spike Lee,"Comedy, Drama, Musical","4,619",121 min,"14,545,844",http://ia.media-imdb.com/images/M/MV5BMzcwMTcxMjk4OV5BMl5BanBnXkFtZTcwMzc3NTcyMQ@@._V1_SX300.jpg,True,English,movie,School Daze,N/A,Spike Lee,USA,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme"
56fba52871a0651b4c774456,4.5,tt0095889,10 Jun 1988,2 nominations.,PG-13,Gary Sherman,"Horror, Thriller","12,848",98 min,"14,114,488",http://ia.media-imdb.com/images/M/MV5BMTYxODA5ODk2Ml5BMl5BanBnXkFtZTcwNTY5NTk1NA@@._V1_SX300.jpg,True,English,movie,Poltergeist III,N/A,"Gary Sherman, Brian Taggert",USA,"Tom Skerritt, Nancy Allen, Heather O'Rourke, Zelda Rubinstein"
56fba52871a0651b4c774457,7.3,tt0094027,11 Mar 1988,Nominated for 1 Oscar. Another 11 wins & 6 nominations.,PG,Ramón Menéndez,Drama,"11,851",103 min,"13,994,920",http://ia.media-imdb.com/images/M/MV5BMTQ2MjA4MTcwOF5BMl5BanBnXkFtZTgwNTI4OTI1MDE@._V1_SX300.jpg,True,"English, Spanish",movie,Stand and Deliver,N/A,"Ramón Menéndez, Tom Musca",USA,"Edward James Olmos, Estelle Harris, Mark Phelan, Virginia Paris"
56fba52871a0651b4c774458,5.2,tt0095687,09 Dec 1988,4 nominations.,PG-13,Richard Benjamin,"Comedy, Sci-Fi","20,683",105 min,"13,854,000",http://ia.media-imdb.com/images/M/MV5BMTM5OTI0MzM5Nl5BMl5BanBnXkFtZTcwOTcwMjcyMQ@@._V1_SX300.jpg,True,English,movie,My Stepmother Is an Alien,N/A,"Jerico, Herschel Weingrod, Timothy Harris, Jonathan Reynolds",USA,"Dan Aykroyd, Kim Basinger, Jon Lovitz, Alyson Hannigan"
56fba52871a0651b4c774459,6.9,tt0095638,18 Mar 1988,Won 1 Oscar. Another 1 win & 2 nominations.,R,Robert Redford,"Comedy, Fantasy, Drama","4,950",117 min,"13,825,794",http://ia.media-imdb.com/images/M/MV5BMTQ1MDA1NDcyNF5BMl5BanBnXkFtZTgwMDIzNjkwMzE@._V1_SX300.jpg,True,"English, Spanish",movie,The Milagro Beanfield War,N/A,"John Nichols (novel, John Nichols (screenplay, David S. Ward",USA,"Rubén Blades, Richard Bradford, Sonia Braga, Julie Carmen"
56fba52871a0651b4c77445a,6.5,tt0095993,15 Apr 1988,2 nominations.,PG,Geoff Burrowes,"Adventure, Drama, Western","1,736",99 min,"13,687,027",http://ia.media-imdb.com/images/M/MV5BMTQ0NzY5MjQwNl5BMl5BanBnXkFtZTcwNzMxNjkxMQ@@._V1_SX300.jpg,True,English,movie,Return to Snowy River,N/A,"Geoff Burrowes, John Dixon",Australia,"Tom Burlinson, Sigrid Thornton, Brian Dennehy, Nicholas Eadie"
56fba52871a0651b4c77445b,5.7,tt0096380,11 Mar 1988,1 win.,PG,Brian Gilbert,"Comedy, Fantasy","6,931",98 min,"13,664,060",http://ia.media-imdb.com/images/M/MV5BMTYxMjcyMjMyMV5BMl5BanBnXkFtZTcwNDgzNDUyMQ@@._V1_SX300.jpg,True,English,movie,Vice Versa,N/A,"F. Anstey (novel, Dick Clement, Ian La Frenais",USA,"Judge Reinhold, Fred Savage, Corinne Bohrer, Swoosie Kurtz"
56fba52871a0651b4c77445c,6.5,tt0095348,23 Feb 1989,N/A,R,Keenen Ivory Wayans,"Action, Comedy","9,619",88 min,"13,030,057",http://ia.media-imdb.com/images/M/MV5BMTk0Mjc1MDY0NF5BMl5BanBnXkFtZTcwNzk3MTI0NA@@._V1_SX300.jpg,True,English,movie,I'm Gonna Git You Sucka,48,Keenen Ivory Wayans,USA,"Keenen Ivory Wayans, Bernie Casey, Antonio Fargas, Steve James"
56fba52871a0651b4c77445d,7.3,tt0096256,04 Nov 1988,3 nominations.,R,John Carpenter,"Action, Horror, Sci-Fi","70,016",93 min,"13,008,928",http://ia.media-imdb.com/images/M/MV5BMTQ3MjM3ODU1NV5BMl5BanBnXkFtZTgwMjU3NDU2MTE@._V1_SX300.jpg,True,English,movie,They Live,52,Ray Nelson (short story \,USA,"Roddy Piper, Keith David, Meg Foster, George 'Buck' Flower"
56fba52871a0651b4c77445e,6.2,tt0095690,21 Oct 1988,1 win & 4 nominations.,R,Donald Petrie,"Comedy, Drama, Romance","17,560",104 min,"12,793,213",http://ia.media-imdb.com/images/M/MV5BMTU1NDk1MTkzMF5BMl5BanBnXkFtZTcwMzY0MDQ1NA@@._V1_SX300.jpg,True,English,movie,Mystic Pizza,60,"Amy Holden Jones (story, Amy Holden Jones (screenplay, Perry Howze (screenplay, Randy Howze (screenplay, Alfred Uhry (screenplay)",USA,"Annabeth Gish, Julia Roberts, Lili Taylor, Vincent D'Onofrio"
56fba52871a0651b4c77445f,6.1,tt0094933,18 Mar 1988,N/A,R,"Annabel Jankel, Rocky Morton","Mystery, Thriller","7,821",96 min,"12,706,478",http://ia.media-imdb.com/images/M/MV5BMjEyNzYwODAwOF5BMl5BanBnXkFtZTcwMDcyNTQyMQ@@._V1_SX300.jpg,True,English,movie,D.O.A.,N/A,"Charles Edward Pogue (screenplay, Charles Edward Pogue (story, Russell Rouse (story, Clarence Greene (story)",USA,"Dennis Quaid, Meg Ryan, Charlotte Rampling, Daniel Stern"
56fba52871a0651b4c774460,6.2,tt0095119,04 Nov 1988,1 nomination.,R,Taylor Hackford,"Drama, Romance, Sport","2,374",127 min,"12,638,294",http://ia.media-imdb.com/images/M/MV5BMTA3MjExNDM0NTdeQTJeQWpwZ15BbWU3MDg4ODM0MjE@._V1_SX300.jpg,True,English,movie,Everybody's All-American,N/A,"Frank Deford (novel, Thomas Rickman (screenplay)",USA,"Jessica Lange, Dennis Quaid, Timothy Hutton, John Goodman"
56fba52871a0651b4c774461,4.9,tt0094846,22 Apr 1988,N/A,R,Geneviève Robert,Comedy,"3,031",97 min,"12,277,096",http://ia.media-imdb.com/images/M/MV5BODk1MTkzMTAyOV5BMl5BanBnXkFtZTcwMzQwMzEyMQ@@._V1_SX300.jpg,True,English,movie,Casual Sex?,N/A,"Wendy Goldman, Judy Toll",USA,"Lea Thompson, Victoria Jackson, Stephen Shellen, Jerry Levine"
56fba52871a0651b4c774462,6.5,tt0095294,23 Dec 1988,1 win & 4 nominations.,R,Tony Randel,"Horror, Thriller","29,298",97 min,"11,090,735",http://ia.media-imdb.com/images/M/MV5BMTcyNDQ3MDQ5OV5BMl5BanBnXkFtZTYwMTA1MjE5._V1_SX300.jpg,True,English,movie,Hellbound: Hellraiser II,N/A,"Clive Barker (story, Peter Atkins (screenplay)","UK, USA","Clare Higgins, Ashley Laurence, Kenneth Cranham, Imogen Boorman"
56fba52871a0651b4c774463,6.8,tt0092675,29 Apr 1988,1 nomination.,R,Newt Arnold,"Action, Biography, Drama","55,406",92 min,"11,806,119",http://ia.media-imdb.com/images/M/MV5BMTc0MzQ5Mzk2NV5BMl5BanBnXkFtZTcwOTY1OTEyMQ@@._V1_SX300.jpg,True,English,movie,Bloodsport,N/A,"Sheldon Lettich (story, Sheldon Lettich (screenplay, Christopher Cosby (screenplay, Mel Friedman (screenplay)",USA,"Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton"
56fba52871a0651b4c774464,3.6,tt0094824,22 Jul 1988,4 wins & 2 nominations.,PG,Allan Arkush,"Comedy, Sport","12,233",98 min,"11,798,302",http://ia.media-imdb.com/images/M/MV5BMTczMjM4NjQzNl5BMl5BanBnXkFtZTcwODkzMjEyMQ@@._V1_SX300.jpg,True,English,movie,Caddyshack II,N/A,"Brian Doyle-Murray (characters, Harold Ramis (characters, Douglas Kenney (characters, Harold Ramis, Pj Torokvei",USA,"Jackie Mason, Robert Stack, Dyan Cannon, Dina Merrill"
56fba52871a0651b4c774465,5.9,tt0095654,09 Sep 1988,N/A,PG-13,Paul Mazursky,"Comedy, Romance","4,412",103 min,"11,444,204",http://ia.media-imdb.com/images/M/MV5BMjA3ODQ2MjI4Ml5BMl5BanBnXkFtZTcwNzY2MzYyMQ@@._V1_SX300.jpg,True,English,movie,Moon Over Parador,N/A,"Charles G. Booth (story, Leon Capetanos (screenplay, Paul Mazursky (screenplay)",USA,"Richard Dreyfuss, Raul Julia, Sonia Braga, Jonathan Winters"
56fba52871a0651b4c774466,5.6,tt0094910,15 Jan 1988,N/A,R,Michael Ritchie,Comedy,"3,612",97 min,"11,005,304",http://ia.media-imdb.com/images/M/MV5BMTg0OTM3NDc2OV5BMl5BanBnXkFtZTYwODkwNzA5._V1_SX300.jpg,True,English,movie,The Couch Trip,N/A,"Ken Kolb (novel, Steven Kampmann (screenplay, William Porter (screenplay, Sean Stein (screenplay, Walter Bernstein (screenwriter)",USA,"Dan Aykroyd, Walter Matthau, Charles Grodin, Donna Dixon"
56fba52871a0651b4c774467,6.1,tt0095662,04 Mar 1988,N/A,R,Alan Metter,Comedy,"3,698",89 min,"10,815,378",http://ia.media-imdb.com/images/M/MV5BMTQxODE1ODQzN15BMl5BanBnXkFtZTYwMDk4Mzc4._V1_SX300.jpg,True,English,movie,Moving,N/A,Andy Breckman,USA,"Richard Pryor, Beverly Todd, Stacey Dash, Raphael Harris"
56fba52871a0651b4c774468,3.5,tt0095382,11 Nov 1988,3 nominations.,PG,Sidney J. Furie,"Action, Drama, Romance","3,928",105 min,"10,497,324",http://ia.media-imdb.com/images/M/MV5BMTU3NDA2MDM4MF5BMl5BanBnXkFtZTcwMDE1NjkxMQ@@._V1_SX300.jpg,True,"English, Russian",movie,Iron Eagle II,N/A,"Kevin Alyn Elders (characters, Sidney J. Furie (characters, Kevin Alyn Elders, Sidney J. Furie","Canada, Israel","Louis Gossett Jr., Mark Humphrey, Stuart Margolin, Alan Scarfe"
56fba52871a0651b4c774469,5.9,tt0096087,06 May 1988,N/A,R,James Glickenhaus,"Action, Crime, Drama","1,828",97 min,"10,068,039",http://ia.media-imdb.com/images/M/MV5BMTUxOTQxNDE5Nl5BMl5BanBnXkFtZTcwNDExMTUyMQ@@._V1_SX300.jpg,True,English,movie,Shakedown,N/A,James Glickenhaus,USA,"Richard Brooks, Jude Ciccolella, George Loros, Thomas G. Waites"
56fba52871a0651b4c77446a,7.4,tt0096332,05 Feb 1988,Nominated for 2 Oscars. Another 7 wins & 11 nominations.,R,Philip Kaufman,"Drama, Romance","26,114",171 min,"10,006,806",http://ia.media-imdb.com/images/M/MV5BMTIzNDIxMzk5OF5BMl5BanBnXkFtZTYwNzcwMzA5._V1_SX300.jpg,True,English,movie,The Unbearable Lightness of Being,N/A,"Milan Kundera (novel, Jean-Claude Carrière (screenplay, Philip Kaufman (screenplay)",USA,"Daniel Day-Lewis, Juliette Binoche, Lena Olin, Derek de Lint"
56fba52871a0651b4c77446b,5.6,tt0094701,08 Apr 1988,N/A,R,Andrew Fleming,"Horror, Thriller","2,309",80 min,"9,797,098",http://ia.media-imdb.com/images/M/MV5BMTgwNzg2NzU5OF5BMl5BanBnXkFtZTcwNzUzNzIzMQ@@._V1_SX300.jpg,True,English,movie,Bad Dreams,N/A,"Andrew Fleming (story, Michael Dick (story, P.J. Pettiette (story, Yuri Zeltser (story, Andrew Fleming (screenplay, Steven E. de Souza (screenplay)",USA,"Jennifer Rubin, Bruce Abbott, Richard Lynch, Dean Cameron"
56fba52871a0651b4c77446c,5.9,tt0096203,04 Mar 1988,2 nominations.,PG,Ted Kotcheff,"Comedy, Crime","2,615",105 min,"9,129,999",http://ia.media-imdb.com/images/M/MV5BMjAyNzA1NTQ0NF5BMl5BanBnXkFtZTcwOTc4OTgwMw@@._V1_SX300.jpg,True,English,movie,Switching Channels,N/A,"Ben Hecht (play, Charles MacArthur (play, Jonathan Reynolds (screenplay)",USA,"Kathleen Turner, Burt Reynolds, Christopher Reeve, Ned Beatty"
56fba52871a0651b4c77446d,6.7,tt0094884,10 Aug 1988,1 win.,R,Glenn Gordon Caron,Drama,"4,346",124 min,"8,674,093",http://ia.media-imdb.com/images/M/MV5BMTkyMzE2MjM0Nl5BMl5BanBnXkFtZTcwOTk5OTIyMQ@@._V1_SX300.jpg,True,English,movie,Clean and Sober,N/A,Tod Carroll,USA,"Michael Keaton, Kathy Baker, Morgan Freeman, Tate Donovan"
56fba52871a0651b4c77446e,7.4,tt0096328,04 Nov 1988,1 nomination.,PG-13,Phil Joanou,"Documentary, Music","4,998",99 min,"8,600,823",http://ia.media-imdb.com/images/M/MV5BMTY4MDYzNzQ4NF5BMl5BanBnXkFtZTcwMjAxODEzMQ@@._V1_SX300.jpg,True,English,movie,U2: Rattle and Hum,N/A,N/A,USA,"Bono, The Edge, Adam Clayton, Larry Mullen Jr."
56fba52871a0651b4c77446f,5.7,tt0095304,18 Nov 1988,1 nomination.,PG-13,Neil Jordan,"Comedy, Fantasy, Horror","6,252",99 min,"8,578,231",http://ia.media-imdb.com/images/M/MV5BMTM1NDQ0Mjc2NV5BMl5BanBnXkFtZTcwNzQ1MDYxMQ@@._V1_SX300.jpg,True,English,movie,High Spirits,N/A,Neil Jordan,"Ireland, UK, USA","Peter O'Toole, Donal McCann, Mary Coughlan, Liz Smith"
56fba52871a0651b4c774470,7.0,tt0096454,21 Oct 1988,1 win & 1 nomination.,PG,Thom Eberhardt,"Comedy, Crime, Mystery","7,065",107 min,"8,539,181",http://ia.media-imdb.com/images/M/MV5BMTMwNzg3ODUxNF5BMl5BanBnXkFtZTcwODc1Nzg0NQ@@._V1_SX300.jpg,True,English,movie,Without a Clue,N/A,"Gary Murphy, Larry Strawther",UK,"Michael Caine, Ben Kingsley, Jeffrey Jones, Lysette Anthony"
56fba52871a0651b4c774471,7.6,tt0095497,22 Sep 1988,Nominated for 1 Oscar. Another 2 wins & 6 nominations.,R,Martin Scorsese,Drama,"38,530",164 min,"8,373,585",http://ia.media-imdb.com/images/M/MV5BNzA1NDYzNjA4MF5BMl5BanBnXkFtZTYwOTYzMDg4._V1_SX300.jpg,True,English,movie,The Last Temptation of Christ,80,"Nikos Kazantzakis (novel, Paul Schrader (screenplay)","USA, Canada","Willem Dafoe, Harvey Keitel, Paul Greco, Steve Shill"
56fba52871a0651b4c774472,4.7,tt0096037,12 Feb 1988,N/A,PG-13,Joan Freeman,"Comedy, Music, Romance","2,728",92 min,"8,253,123",http://ia.media-imdb.com/images/M/MV5BMTgxNTQxNjU5OV5BMl5BanBnXkFtZTcwNjM1NjAzMQ@@._V1_SX300.jpg,True,English,movie,Satisfaction,N/A,Charles Purpura,USA,"Justine Bateman, Liam Neeson, Trini Alvarado, Scott Coffey"
56fba52871a0651b4c774473,6.3,tt0094761,05 Aug 1988,6 nominations.,R,Chuck Russell,"Action, Horror, Sci-Fi","21,941",95 min,"8,247,943",http://ia.media-imdb.com/images/M/MV5BMTcwNjI3NjczMV5BMl5BanBnXkFtZTYwNzc1MjQ5._V1_SX300.jpg,True,English,movie,The Blob,N/A,"Theodore Simonson (earlier screenplay, Kay Linaker (earlier screenplay, Irvine H. Millgate (story, Chuck Russell (screenplay, Frank Darabont (screenplay)",USA,"Kevin Dillon, Shawnee Smith, Donovan Leitch Jr., Jeffrey DeMunn"
56fba52871a0651b4c774474,7.3,tt0094964,23 Sep 1988,20 wins & 13 nominations.,R,David Cronenberg,"Drama, Thriller","28,510",116 min,"9,134,733",http://ia.media-imdb.com/images/M/MV5BMTQ4OTk1NTQyOV5BMl5BanBnXkFtZTcwMjg2NzkyMQ@@._V1_SX300.jpg,True,English,movie,Dead Ringers,86,"David Cronenberg, Norman Snider, Bari Wood (book, Jack Geasland (book)","Canada, USA","Jeremy Irons, Geneviève Bujold, Heidi von Palleske, Barbara Gordon"
56fba52871a0651b4c774475,5.8,tt0095726,25 Mar 1988,N/A,PG-13,Alan Alda,Comedy,379,104 min,"7,721,851",http://ia.media-imdb.com/images/M/MV5BMTQ2NTY2ODgwOF5BMl5BanBnXkFtZTYwOTI0ODg5._V1_SX300.jpg,True,English,movie,A New Life,N/A,Alan Alda,USA,"Alan Alda, Hal Linden, Ann-Margret, Veronica Hamel"
56fba52871a0651b4c774476,6.8,tt0096171,26 Aug 1988,N/A,PG-13,"Steven Kampmann, William Porter","Drama, Romance, Sport","3,426",98 min,"7,467,504",http://ia.media-imdb.com/images/M/MV5BMjk4NTQ2MjYzMV5BMl5BanBnXkFtZTYwNDA0MTg4._V1_SX300.jpg,True,English,movie,Stealing Home,N/A,"Steven Kampmann, William Porter",USA,"Mark Harmon, Blair Brown, Jonathan Silverman, Harold Ramis"
56fba52871a0651b4c774477,6.5,tt0095863,08 Jul 1988,2 nominations.,R,Don Coscarelli,"Action, Fantasy, Horror","9,178",97 min,"7,282,851",http://ia.media-imdb.com/images/M/MV5BMTU2Mzg0MDA5MV5BMl5BanBnXkFtZTcwNzQxMjU3Mg@@._V1_SX300.jpg,True,English,movie,Phantasm II,N/A,Don Coscarelli,USA,"James Le Gros, Reggie Bannister, Angus Scrimm, Paula Irvine"
56fba52871a0651b4c774478,6.2,tt0095774,11 Mar 1988,N/A,R,Christopher Crowe,"Action, Thriller, War","1,995",102 min,"7,242,035",http://ia.media-imdb.com/images/M/MV5BMTUyNjIwNzk4OV5BMl5BanBnXkFtZTcwMDg2MTYyMQ@@._V1_SX300.jpg,True,English,movie,Off Limits,N/A,"Christopher Crowe, Jack Thibeau",USA,"Willem Dafoe, Gregory Hines, Fred Ward, Amanda Pays"
56fba52871a0651b4c774479,7.6,tt0095675,11 Nov 1988,Nominated for 1 Oscar. Another 22 wins & 22 nominations.,R,Pedro Almodóvar,"Comedy, Drama","24,460",90 min,,http://ia.media-imdb.com/images/M/MV5BM2JiMWE5MTktMDljYy00NWIwLWE1MDAtOTlhYjk0MzE4NzQ3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,True,Spanish,movie,Women on the Verge of a Nervous Breakdown,85,"Pedro Almodóvar (screenplay, Pedro Almodóvar (story)",Spain,"Carmen Maura, Antonio Banderas, Julieta Serrano, María Barranco"
56fba52871a0651b4c77447a,6.9,tt0094924,11 Nov 1988,Nominated for 1 Oscar. Another 8 wins & 11 nominations.,PG-13,Fred Schepisi,Drama,"6,625",120 min,"6,908,797",http://ia.media-imdb.com/images/M/MV5BMTEwOTE4NzY5MzdeQTJeQWpwZ15BbWU3MDAwNjYyMjE@._V1_SX300.jpg,True,English,movie,A Cry in the Dark,N/A,"John Bryson (novel, Robert Caswell (screenplay, Fred Schepisi (screenplay)","Australia, USA","Meryl Streep, Sam Neill, Dale Reeves, David Hoflin"
56fba52871a0651b4c77447b,4.9,tt0095178,18 Nov 1988,N/A,PG-13,David Anspaugh,Drama,"1,336",105 min,"6,640,346",http://ia.media-imdb.com/images/M/MV5BMTg3NjYxNDEzNl5BMl5BanBnXkFtZTcwNjg3MTUyMQ@@._V1_SX300.jpg,True,English,movie,Fresh Horses,N/A,Larry Ketron (screenplay),USA,"Molly Ringwald, Andrew McCarthy, Patti D'Arbanville, Ben Stiller"
56fba52871a0651b4c77447c,4.3,tt0095326,26 Aug 1988,5 nominations.,PG,Michael Dinner,"Comedy, Fantasy","2,514",83 min,"6,436,211",http://ia.media-imdb.com/images/M/MV5BMTUxNDAxNjMyMV5BMl5BanBnXkFtZTYwNzc1Njg5._V1_SX300.jpg,True,English,movie,Hot to Trot,N/A,"Stephen Neigher (story, Hugo Gilbert (story, Stephen Neigher (screenplay, Hugo Gilbert (screenplay, Charlie Peters (screenplay)",USA,"Bobcat Goldthwait, Dabney Coleman, John Candy, Virginia Madsen"
56fba52871a0651b4c77447d,3.4,tt0095560,12 Aug 1988,2 wins & 6 nominations.,PG,Stewart Raffill,"Adventure, Family, Fantasy","7,331",95 min,"6,424,112",http://ia.media-imdb.com/images/M/MV5BMjE0NDA2NDg1M15BMl5BanBnXkFtZTcwMzgzNzA2NA@@._V1_SX300.jpg,True,English,movie,Mac and Me,N/A,"Stewart Raffill, Steve Feke",USA,"Christine Ebersole, Jonathan Ward, Tina Caspary, Lauren Stanley"
