_id,imdbID,Awards,Runtime,Genre,Director,Language,imdbRating,Actors,Released,Metascore,Rated,Box_office,Title,imdbVotes,Poster,Type,Response,Country,Writer
56fbbe7571a0651cf0539336,tt0101540,Nominated for 2 Oscars. Another 4 wins & 14 nominations.,128 min,"Crime, Thriller",Martin Scorsese,English,7.3,"Robert De Niro, Nick Nolte, Jessica Lange, Juliette Lewis",15 Nov 1991,73,R,"79,100,000",Cape Fear,"123,527",http://ia.media-imdb.com/images/M/MV5BMjE0NDE2MDI2MF5BMl5BanBnXkFtZTgwOTU2Mzk5MDE@._V1_SX300.jpg,movie,True,USA,"John D. MacDonald (novel, James R. Webb (earlier screenplay, Wesley Strick (screenplay)"
56fbbe7571a0651cf0539337,tt0103060,3 wins & 1 nomination.,88 min,"Action, Adventure, Comedy",Michael Pressman,English,6.0,"Paige Turco, David Warner, Michelan Sisti, Leif Tilden",22 Mar 1991,N/A,PG,"78,656,813",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"41,637",http://ia.media-imdb.com/images/M/MV5BMTkyNTE4NzQwMF5BMl5BanBnXkFtZTcwNjU4MDIyMQ@@._V1_SX300.jpg,movie,True,"USA, Hong Kong","Kevin Eastman (based on characters created by, Peter Laird (based on characters created by, Todd W. Langen"
56fbbe7571a0651cf0539338,tt0101393,Nominated for 3 Oscars. Another 1 win & 3 nominations.,137 min,"Action, Crime, Drama",Ron Howard,English,6.7,"Kurt Russell, William Baldwin, Robert De Niro, Donald Sutherland",24 May 1991,38,R,"77,868,585",Backdraft,"56,849",http://ia.media-imdb.com/images/M/MV5BMTY2NTI5ODIwOV5BMl5BanBnXkFtZTcwMDI2ODMzMQ@@._V1_SX300.jpg,movie,True,USA,Gregory Widen
56fbbe7571a0651cf0539339,tt0102975,Nominated for 2 Oscars. Another 1 win & 5 nominations.,113 min,"Action, Adventure, Sci-Fi",Nicholas Meyer,"English, Klingon",7.2,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",06 Dec 1991,65,PG,"74,888,996",Star Trek VI: The Undiscovered Country,"53,563",http://ia.media-imdb.com/images/M/MV5BMTkyODE4MDIxNV5BMl5BanBnXkFtZTcwNzYxNDI4OA@@._V1_SX300.jpg,movie,True,USA,Gene Roddenberry (television series \
56fbbe7571a0651cf053933a,tt0102713,Nominated for 7 Oscars. Another 3 wins & 10 nominations.,132 min,Drama,Barbra Streisand,English,6.6,"Nick Nolte, Barbra Streisand, Blythe Danner, Kate Nelligan",25 Dec 1991,N/A,R,"74,787,599",The Prince of Tides,"12,272",http://ia.media-imdb.com/images/M/MV5BMTI5NDQ0MTY5M15BMl5BanBnXkFtZTcwMjkwNTYyMQ@@._V1_SX300.jpg,movie,True,USA,"Pat Conroy (novel, Pat Conroy (screenplay, Becky Johnston (screenplay)"
56fbbe7571a0651cf053933b,tt0102138,Won 2 Oscars. Another 16 wins & 25 nominations.,189 min,"Drama, History, Thriller",Oliver Stone,"English, Spanish",8.0,"Sally Kirkland, Anthony Ramirez, Ray LePere, Steve Reed",20 Dec 1991,72,R,"70,405,498",JFK,"110,776",http://ia.media-imdb.com/images/M/MV5BMTY4ODI3Njg5N15BMl5BanBnXkFtZTgwODgyMDUxMDE@._V1_SX300.jpg,movie,True,"France, USA","Oliver Stone (screenplay, Zachary Sklar (screenplay, Jim Garrison (book, Jim Marrs (book)"
56fbbe7571a0651cf053933c,tt0102059,1 win.,84 min,"Action, Comedy",Jim Abrahams,English,6.7,"Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges",31 Jul 1991,N/A,PG-13,"69,467,617",Hot Shots!,"76,355",http://ia.media-imdb.com/images/M/MV5BMTQ4Mjg2NjY4NV5BMl5BanBnXkFtZTcwMjgwMDU1MQ@@._V1_SX300.jpg,movie,True,USA,"Jim Abrahams, Pat Proft"
56fbbe7571a0651cf053933d,tt0103241,2 wins & 1 nomination.,99 min,Comedy,Frank Oz,English,7.0,"Bill Murray, Richard Dreyfuss, Julie Hagerty, Charlie Korsmo",17 May 1991,60,PG,"63,710,000",What About Bob?,"49,015",http://ia.media-imdb.com/images/M/MV5BMTQxMjU2ODk4N15BMl5BanBnXkFtZTgwODQzNTcxMTE@._V1_SX300.jpg,movie,True,USA,"Alvin Sargent (story, Laura Ziskin (story, Tom Schulman (screenplay)"
56fbbe7571a0651cf053933e,tt0102266,2 nominations.,105 min,"Action, Comedy, Crime",Tony Scott,English,6.9,"Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham",13 Dec 1991,N/A,R,"59,509,925",The Last Boy Scout,"73,640",http://ia.media-imdb.com/images/M/MV5BMTUxNjQxMTAwMV5BMl5BanBnXkFtZTcwNTI5ODMyMQ@@._V1_SX300.jpg,movie,True,USA,"Shane Black (story, Greg Hicks (story, Shane Black (screenplay)"
56fbbe7571a0651cf053933f,tt0102492,2 wins & 4 nominations.,102 min,"Comedy, Drama, Family",Howard Zieff,English,6.8,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky",27 Nov 1991,N/A,PG-13,"59,847,242",My Girl,"54,009",http://ia.media-imdb.com/images/M/MV5BMTkwNjA5MzQ2OV5BMl5BanBnXkFtZTcwMjAxMDYyMQ@@._V1_SX300.jpg,movie,True,USA,Laurice Elehwany
56fbbe7571a0651cf0539340,tt0101507,Nominated for 2 Oscars. Another 10 wins & 12 nominations.,112 min,"Crime, Drama",John Singleton,English,7.8,"Hudhail Al-Amir, Lloyd Avery II, Angela Bassett, Mia Bell",12 Jul 1991,73,R,"57,504,069",Boyz n the Hood,"90,961",http://ia.media-imdb.com/images/M/MV5BMTYyNTY2MTQ5N15BMl5BanBnXkFtZTgwNDg3MjkyMTE@._V1_SX300.jpg,movie,True,USA,John Singleton
56fbbe7571a0651cf0539341,tt0101745,N/A,104 min,"Comedy, Drama, Romance",Michael Caton-Jones,English,6.1,"Michael J. Fox, Julie Warner, Barnard Hughes, Woody Harrelson",02 Aug 1991,N/A,PG-13,"54,830,779",Doc Hollywood,"25,460",http://ia.media-imdb.com/images/M/MV5BMjEzMDg5NDk1N15BMl5BanBnXkFtZTYwNDA4Mjg5._V1_SX300.jpg,movie,True,USA,"Neil B. Shulman (book, Laurian Leggett (adaptation, Jeffrey Price (screenplay, Peter S. Seaman (screenplay, Daniel Pyne (screenplay)"
56fbbe7571a0651cf0539342,tt0101516,Won 2 Oscars. Another 10 wins & 30 nominations.,136 min,"Biography, Crime, Drama",Barry Levinson,English,6.8,"Warren Beatty, Annette Bening, Harvey Keitel, Ben Kingsley",20 Dec 1991,N/A,R,"49,114,016",Bugsy,"20,651",http://ia.media-imdb.com/images/M/MV5BMjIzMTgwODE0Nl5BMl5BanBnXkFtZTgwNzgyMDUxMDE@._V1_SX300.jpg,movie,True,USA,"James Toback, Dean Jennings (book)"
56fbbe7571a0651cf0539343,tt0102526,1 win & 3 nominations.,97 min,"Action, Crime, Drama",Mario Van Peebles,English,6.6,"Wesley Snipes, Ice-T, Allen Payne, Chris Rock",08 Mar 1991,61,R,"47,624,253",New Jack City,"22,991",http://ia.media-imdb.com/images/M/MV5BMjAzNTQzMjkwNl5BMl5BanBnXkFtZTYwODA3NjM5._V1_SX300.jpg,movie,True,USA,"Thomas Lee Wright (story, Thomas Lee Wright (screenplay, Barry Michael Cooper (screenplay)"
56fbbe7571a0651cf0539344,tt0102803,1 win & 5 nominations.,108 min,"Action, Adventure, Comedy",Joe Johnston,"English, German",6.4,"Billy Campbell, Jennifer Connelly, Alan Arkin, Timothy Dalton",21 Jun 1991,N/A,PG,"46,704,056",The Rocketeer,"42,763",http://ia.media-imdb.com/images/M/MV5BMzEyMjI2OTQxOF5BMl5BanBnXkFtZTcwODUxMjEyMQ@@._V1_SX300.jpg,movie,True,USA,Dave Stevens (graphic novel \
56fbbe7571a0651cf0539345,tt0102685,1 win & 2 nominations.,122 min,"Action, Crime, Thriller",Kathryn Bigelow,English,7.2,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty",12 Jul 1991,58,R,"43,218,387",Point Break,"107,774",http://ia.media-imdb.com/images/M/MV5BMTIwNTk1MTgxMF5BMl5BanBnXkFtZTcwODI4NDUzMQ@@._V1_SX300.jpg,movie,True,"USA, Japan","Rick King (story, W. Peter Iliff (story, W. Peter Iliff (screenplay)"
56fbbe7571a0651cf0539346,tt0102768,1 win & 2 nominations.,108 min,Drama,Mike Nichols,English,6.7,"Harrison Ford, Annette Bening, Michael Haley, Stanley Swerdlow",10 Jul 1991,N/A,PG-13,"43,001,500",Regarding Henry,"22,598",http://ia.media-imdb.com/images/M/MV5BMjE2NzE4Nzg3N15BMl5BanBnXkFtZTcwNDg0MTcxMQ@@._V1_SX300.jpg,movie,True,USA,J.J. Abrams
56fbbe7571a0651cf0539347,tt0101889,Won 1 Oscar. Another 13 wins & 26 nominations.,137 min,"Comedy, Drama",Terry Gilliam,English,7.6,"Jeff Bridges, Adam Bryant, Paul Lombardi, David Hyde Pierce",27 Sep 1991,61,R,"41,895,491",The Fisher King,"61,767",http://ia.media-imdb.com/images/M/MV5BMTkwMjQ3ODY2OV5BMl5BanBnXkFtZTcwNzMwOTc0NA@@._V1_SX300.jpg,movie,True,USA,Richard LaGravenese
56fbbe7571a0651cf0539348,tt0102614,N/A,91 min,"Action, Crime, Drama",John Flynn,"English, Italian, Spanish",6.0,"Steven Seagal, William Forsythe, Jerry Orbach, Jo Champa",12 Apr 1991,N/A,R,"39,673,161",Out for Justice,"16,354",http://ia.media-imdb.com/images/M/MV5BMzY3NTE3NzI4NV5BMl5BanBnXkFtZTcwMDEyOTIyMQ@@._V1_SX300.jpg,movie,True,USA,R. Lance Hill
56fbbe7571a0651cf0539349,tt0101746,3 nominations.,122 min,Drama,Randa Haines,English,6.9,"William Hurt, Christine Lahti, Elizabeth Perkins, Mandy Patinkin",16 Aug 1991,N/A,PG-13,"38,120,905",The Doctor,"3,965",http://ia.media-imdb.com/images/M/MV5BMTUwMDQ5NjU5MV5BMl5BanBnXkFtZTcwMzA2NjUyMQ@@._V1_SX300.jpg,movie,True,USA,"Ed Rosenbaum (book, Robert Caswell (screenplay)"
56fbbe7571a0651cf053934a,tt0101669,Nominated for 1 Golden Globe. Another 1 win & 4 nominations.,107 min,"Crime, Drama, Mystery",Kenneth Branagh,English,7.0,"Kenneth Branagh, Andy Garcia, Derek Jacobi, Wayne Knight",30 Aug 1991,66,R,"38,020,000",Dead Again,"21,545",http://ia.media-imdb.com/images/M/MV5BMTQ2OTY5OTkyNV5BMl5BanBnXkFtZTYwNTIzNDE5._V1_SX300.jpg,movie,True,USA,Scott Frank
56fbbe7571a0651cf053934b,tt0102951,N/A,97 min,"Comedy, Romance",Michael Hoffman,English,6.5,"Sally Field, Kevin Kline, Robert Downey Jr., Cathy Moriarty",31 May 1991,N/A,PG-13,"36,489,888",Soapdish,"11,296",http://ia.media-imdb.com/images/M/MV5BMTI5MjcyOTU0OV5BMl5BanBnXkFtZTcwODA1NzgyMQ@@._V1_SX300.jpg,movie,True,USA,"Robert Harling (story, Robert Harling (screenplay, Andrew Bergman (screenplay)"
56fbbe7571a0651cf053934c,tt0101917,4 nominations.,89 min,"Comedy, Horror, Thriller",Rachel Talalay,English,4.9,"Robert Englund, Lisa Zane, Shon Greenblatt, Lezlie Deane",13 Sep 1991,N/A,R,"34,872,293",Freddy's Dead: The Final Nightmare,"29,724",http://ia.media-imdb.com/images/M/MV5BMjEyMDYyNTY4MF5BMl5BanBnXkFtZTYwMDMxNjA5._V1_SX300.jpg,movie,True,USA,"Wes Craven (characters, Rachel Talalay (story, Michael De Luca (screenplay)"
56fbbe7571a0651cf053934d,tt0103247,1 win.,107 min,"Adventure, Drama",Randal Kleiser,English,6.7,"Klaus Maria Brandauer, Ethan Hawke, Seymour Cassel, Susan Hogan",18 Jan 1991,N/A,PG,"34,793,160",White Fang,"15,413",http://ia.media-imdb.com/images/M/MV5BMTUxNDAzNjA4OF5BMl5BanBnXkFtZTcwMjY5MTkxMQ@@._V1_SX300.jpg,movie,True,USA,"Jack London (novel, Jeanne Rosenberg (screenplay, Nick Thiel (screenplay, David Fallon (screenplay)"
56fbbe7571a0651cf053934e,tt0101761,3 nominations.,140 min,"Biography, Drama, Music",Oliver Stone,English,7.2,"Val Kilmer, Meg Ryan, Kyle MacLachlan, Frank Whaley",01 Mar 1991,62,R,"35,183,792",The Doors,"66,829","http://ia.media-imdb.com/images/M/MV5BMTIxMTY4ODYwNV5BMl5BanBnXkFtZTcwODQ4NDEzMQ@@._V1._CR0,35,284,464_SX89_AL_.jpg_V1_SX300.jpg",movie,True,USA,"Randall Jahnson, Oliver Stone"
56fbbe7571a0651cf053934f,tt0102216,N/A,97 min,"Comedy, Romance",David S. Ward,English,5.1,"John Goodman, Peter O'Toole, John Hurt, Camille Coduri",15 Feb 1991,N/A,PG,"34,002,045",King Ralph,"12,254",http://ia.media-imdb.com/images/M/MV5BNTA3NTI1OTM4N15BMl5BanBnXkFtZTcwNDMwNDAzMQ@@._V1_SX300.jpg,movie,True,USA,"Emlyn Williams (novel, David S. Ward (screenplay)"
56fbbe7571a0651cf0539350,tt0101635,1 win.,101 min,"Comedy, Drama, Family",John Hughes,English,5.7,"James Belushi, Kelly Lynch, Alisan Porter, John Getz",25 Oct 1991,N/A,PG,"33,691,313",Curly Sue,"16,226",http://ia.media-imdb.com/images/M/MV5BMjA2MTM5NTQ3MF5BMl5BanBnXkFtZTcwNDg3NjYxMQ@@._V1_SX300.jpg,movie,True,USA,John Hughes
56fbbe7571a0651cf0539351,tt0101787,3 nominations.,111 min,"Drama, Romance",Joel Schumacher,English,5.9,"Julia Roberts, Campbell Scott, Vincent D'Onofrio, Colleen Dewhurst",21 Jun 1991,N/A,R,"33,669,178",Dying Young,"11,341",http://ia.media-imdb.com/images/M/MV5BMTkwOTg4NDU5OF5BMl5BanBnXkFtZTcwNzA5MDUyMQ@@._V1_SX300.jpg,movie,True,USA,"Marti Leimbach (novel, Richard Friedenberg (screenplay)"
56fbbe7571a0651cf0539352,tt0101969,Nominated for 1 Oscar. Another 3 wins & 2 nominations.,134 min,"Crime, Drama",Lawrence Kasdan,English,6.9,"Danny Glover, Kevin Kline, Steve Martin, Mary McDonnell",17 Jan 1992,64,R,"33,243,020",Grand Canyon,"12,513",http://ia.media-imdb.com/images/M/MV5BMTcwNDg4MzIyOF5BMl5BanBnXkFtZTcwMzU3NDAzMQ@@._V1_SX300.jpg,movie,True,USA,"Lawrence Kasdan, Meg Kasdan"
56fbbe7571a0651cf0539353,tt0102175,6 wins & 8 nominations.,132 min,"Drama, Romance",Spike Lee,English,6.5,"Wesley Snipes, Annabella Sciorra, Spike Lee, Ossie Davis",07 Jun 1991,N/A,R,"32,482,682",Jungle Fever,"13,080",http://ia.media-imdb.com/images/M/MV5BMjM5MTQxMDk2Ml5BMl5BanBnXkFtZTgwODQ2MDc3NjE@._V1_SX300.jpg,movie,True,USA,Spike Lee
56fbbe7571a0651cf0539354,tt0101764,1 nomination.,110 min,"Action, Crime",Sheldon Lettich,English,5.4,"Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson",09 Aug 1991,N/A,R,"30,102,717",Double Impact,"27,867",http://ia.media-imdb.com/images/M/MV5BMTQ2NjcyMTM1Ml5BMl5BanBnXkFtZTcwNDk3NTEyMQ@@._V1_SX300.jpg,movie,True,USA,"Sheldon Lettich (screen story, Jean-Claude Van Damme (screen story, Steve Meerson (screen story, Peter Krikes (screen story, Sheldon Lettich (screenplay, Jean-Claude Van Damme (screenplay)"
56fbbe7571a0651cf0539355,tt0102250,N/A,95 min,"Comedy, Drama, Fantasy",Mick Jackson,English,6.7,"Steve Martin, Victoria Tennant, Richard E. Grant, Marilu Henner",08 Feb 1991,65,PG-13,"28,862,081",L.A. Story,"24,976",http://ia.media-imdb.com/images/M/MV5BMjE1ODM4MTk5OF5BMl5BanBnXkFtZTcwMTYwOTIzMQ@@._V1_SX300.jpg,movie,True,USA,Steve Martin
56fbbe7571a0651cf0539356,tt0101694,N/A,104 min,Thriller,Damian Harris,English,6.1,"Goldie Hawn, Damon Redfern, John Heard, Charles Kassatly",27 Sep 1991,N/A,PG-13,"28,738,096",Deceived,"4,732",http://ia.media-imdb.com/images/M/MV5BMTU0OTM5MTYxNF5BMl5BanBnXkFtZTcwMzkzMjUyMQ@@._V1_SX300.jpg,movie,True,USA,"Mary Agnes Donoghue (story, Mary Agnes Donoghue (screenplay, Bruce Joel Rubin (screenplay)"
56fbbe7571a0651cf0539357,tt0102517,N/A,108 min,"Comedy, Sport",Stan Dragoti,English,6.0,"Scott Bakula, Hector Elizondo, Robert Loggia, Harley Jane Kozak",27 Sep 1991,N/A,PG-13,"26,255,594",Necessary Roughness,"8,138",http://ia.media-imdb.com/images/M/MV5BODk1NTk3MTk1M15BMl5BanBnXkFtZTcwNzkxMjkxMQ@@._V1_SX300.jpg,movie,True,USA,"Rick Natkin, David Fuller"
56fbbe7571a0651cf0539358,tt0102004,1 nomination.,111 min,"Action, Comedy, Crime",John Badham,English,6.3,"Michael J. Fox, James Woods, Stephen Lang, Annabella Sciorra",08 Mar 1991,N/A,R,"25,895,485",The Hard Way,"14,080",http://ia.media-imdb.com/images/M/MV5BMTYwMDI1NjM0Nl5BMl5BanBnXkFtZTYwMTk1NjI5._V1_SX300.jpg,movie,True,USA,"Lem Dobbs (story, Michael Kozoll (story, Daniel Pyne (screenplay, Lem Dobbs (screenplay)"
56fbbe7571a0651cf0539359,tt0102609,N/A,103 min,"Comedy, Drama, Romance",Norman Jewison,"English, Japanese",6.1,"Danny DeVito, Gregory Peck, Penelope Ann Miller, Piper Laurie",18 Oct 1991,N/A,R,"35,682,090",Other People's Money,"6,378",http://ia.media-imdb.com/images/M/MV5BMTI2OTkyODAyMV5BMl5BanBnXkFtZTcwMTM2NDcyMQ@@._V1_SX300.jpg,movie,True,USA,"Jerry Sterner (play, Alvin Sargent (screenplay)"
56fbbe7571a0651cf053935a,tt0101757,4 nominations.,102 min,Comedy,Stephen Herek,English,6.0,"Christina Applegate, Joanna Cassidy, Josh Charles, Keith Coogan",07 Jun 1991,N/A,PG-13,"25,196,249",Don't Tell Mom the Babysitter's Dead,"21,254",http://ia.media-imdb.com/images/M/MV5BNTU1MjY0MTUzN15BMl5BanBnXkFtZTcwNzE1NTMyMQ@@._V1_SX300.jpg,movie,True,USA,"Neil Landau, Tara Ison"
56fbbe7571a0651cf053935b,tt0102719,3 nominations.,90 min,"Comedy, Family",Brian Levant,English,4.5,"John Ritter, Michael Oliver, Jack Warden, Laraine Newman",03 Jul 1991,N/A,PG-13,"25,104,700",Problem Child 2,"16,404",http://ia.media-imdb.com/images/M/MV5BMTM3OTYwNTg3OF5BMl5BanBnXkFtZTcwNDc1NDMyMQ@@._V1_SX300.jpg,movie,True,USA,"Scott Alexander (characters, Larry Karaszewski (characters, Scott Alexander, Larry Karaszewski"
56fbbe7571a0651cf053935c,tt0102316,2 wins & 1 nomination.,99 min,Drama,Jodie Foster,"English, French",6.6,"Jodie Foster, Dianne Wiest, Adam Hann-Byrd, Harry Connick Jr.",01 Nov 1991,N/A,PG,"25,010,896",Little Man Tate,"11,139",http://ia.media-imdb.com/images/M/MV5BMTkzMDYxODA3N15BMl5BanBnXkFtZTcwOTQ2NDk0NA@@._V1_SX300.jpg,movie,True,USA,Scott Frank
56fbbe7571a0651cf053935d,tt0101590,1 nomination.,110 min,"Drama, Thriller",Michael Apted,English,6.4,"Gene Hackman, Mary Elizabeth Mastrantonio, Colin Friels, Joanna Merlin",15 Mar 1991,58,R,"24,277,858",Class Action,"4,980",http://ia.media-imdb.com/images/M/MV5BMTU3MTQ1NjM3NV5BMl5BanBnXkFtZTcwNDQ3NTcyMQ@@._V1_SX300.jpg,movie,True,USA,"Carolyn Shelby, Christopher Ames, Samantha Shad"
56fbbe7571a0651cf053935e,tt0105121,2 wins & 5 nominations.,102 min,"Comedy, Horror, Mystery",Wes Craven,English,6.3,"Brandon Quintin Adams, Everett McGill, Wendy Robie, A.J. Langer",01 Nov 1991,N/A,R,"24,204,154",The People Under the Stairs,"23,207",http://ia.media-imdb.com/images/M/MV5BMTUxNTUyMTUyOV5BMl5BanBnXkFtZTcwNDkxNjAwMQ@@._V1_SX300.jpg,movie,True,USA,Wes Craven
56fbbe7571a0651cf053935f,tt0102603,3 nominations.,109 min,"Comedy, Crime",John Landis,"English, Italian",6.4,"Peter Riegert, Chazz Palminteri, Joey Travolta, Paul Greco",26 Apr 1991,N/A,PG,"23,562,716",Oscar,"22,851",http://ia.media-imdb.com/images/M/MV5BMTI5NDgzMjc3NF5BMl5BanBnXkFtZTcwNzg4NjUyMQ@@._V1_SX300.jpg,movie,True,USA,"Claude Magnier (play, Michael Barrie (screenplay, Jim Mulholland (screenplay)"
56fbbe7571a0651cf0539360,tt0102729,N/A,96 min,"Comedy, Crime, Mystery",Nadia Tass,"English, Spanish",5.7,"Martin Short, Danny Glover, Sheila Kelley, Sam Wanamaker",09 Aug 1991,N/A,PG,"22,641,969",Pure Luck,"5,125",http://ia.media-imdb.com/images/M/MV5BMjAwNjgxMTk3Nl5BMl5BanBnXkFtZTYwODIyOTg5._V1_SX300.jpg,movie,True,USA,"Francis Veber (film La Chevre, Herschel Weingrod (screenplay, Timothy Harris (screenplay)"
56fbbe7571a0651cf0539361,tt0101329,N/A,75 min,"Animation, Adventure, Family","Phil Nibbelink, Simon Wells",English,6.4,"Phillip Glasser, James Stewart, Erica Yohn, Cathy Cavadini",22 Nov 1991,N/A,G,"22,166,041",An American Tail: Fievel Goes West,"16,502",http://ia.media-imdb.com/images/M/MV5BMTYzODMxNTUyNF5BMl5BanBnXkFtZTcwMTAwMzQyMQ@@._V1_SX300.jpg,movie,True,USA,"Flint Dille (screenplay, Charles Swenson (story, David Kirschner (creator)"
