_id,Type,Genre,Runtime,Response,Metascore,Released,Rated,Title,imdbVotes,Country,Awards,imdbRating,Box_office,Poster,Language,Actors,Director,Writer,imdbID
57070b7471a06507080fa477,movie,"Action, Comedy, Crime",115 min,True,34,24 Mar 2005,PG-13,Miss Congeniality 2: Armed and Fabulous,"49,227","USA, Australia",2 wins & 5 nominations.,5.0,"48,472,213",http://ia.media-imdb.com/images/M/MV5BMjAxNzk2OTI2OV5BMl5BanBnXkFtZTcwODk0MDIzMw@@._V1_SX300.jpg,English,"Sandra Bullock, Regina King, Enrique Murciano, William Shatner",John Pasquin,"Marc Lawrence (characters, Katie Ford (characters, Caryn Lucas (characters, Marc Lawrence",tt0385307
57070b7471a06507080fa478,movie,"Comedy, Fantasy, Romance",95 min,True,47,16 Sep 2005,PG-13,Just Like Heaven,"81,200",USA,1 win & 1 nomination.,6.7,,http://ia.media-imdb.com/images/M/MV5BMTk0Njk2OTY2N15BMl5BanBnXkFtZTcwNTAxNjAzMQ@@._V1_SX300.jpg,"English, Spanish, Mandarin","Reese Witherspoon, Mark Ruffalo, Donal Logue, Dina Spybey-Waters",Mark Waters,"Peter Tolan (screenplay, Leslie Dixon (screenplay, Marc Lévy (novel)",tt0425123
57070b7471a06507080fa479,movie,"Horror, Mystery, Thriller",104 min,True,47,12 Aug 2005,PG-13,The Skeleton Key,"84,734","USA, Germany",5 nominations.,6.5,"47,806,295",http://ia.media-imdb.com/images/M/MV5BMTMxNDYzODE3NF5BMl5BanBnXkFtZTcwMDc1NDAzMQ@@._V1_SX300.jpg,"English, French","Kate Hudson, Gena Rowlands, John Hurt, Peter Sarsgaard",Iain Softley,Ehren Kruger,tt0397101
57070b7471a06507080fa47a,movie,"Drama, History, Thriller",164 min,True,74,06 Jan 2006,R,Munich,"173,040","France, Canada, USA",Nominated for 5 Oscars. Another 12 wins & 57 nominations.,7.6,"47,379,090",http://ia.media-imdb.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_SX300.jpg,"English, German, French, Hebrew, Arabic, Italian, Greek, Russian","Eric Bana, Daniel Craig, Ciarán Hinds, Mathieu Kassovitz",Steven Spielberg,"Tony Kushner (screenplay, Eric Roth (screenplay, George Jonas (book)",tt0408306
57070b7471a06507080fa47b,movie,"Action, Adventure, Drama",144 min,True,63,06 May 2005,R,Kingdom of Heaven,"210,822","USA, UK, Spain, Germany, Morocco",4 wins & 13 nominations.,7.2,"47,396,698",http://ia.media-imdb.com/images/M/MV5BMjE2MTIwNjg0MV5BMl5BanBnXkFtZTcwNjAxODIzMw@@._V1_SX300.jpg,"English, Arabic, Latin, Italian","Martin Hancock, Michael Sheen, Nathalie Cox, Eriq Ebouaney",Ridley Scott,William Monahan,tt0320661
57070b7471a06507080fa47c,movie,"Drama, Horror, Mystery",89 min,True,32,04 Feb 2005,PG-13,Boogeyman,"25,481","USA, New Zealand, Germany",N/A,4.1,"103,542",http://ia.media-imdb.com/images/M/MV5BMTcwNzE3OTMyOV5BMl5BanBnXkFtZTcwMjA4NzcyMQ@@._V1_SX300.jpg,English,"Barry Watson, Emily Deschanel, Skye McCole Bartusiak, Tory Mussett",Stephen Kay,"Eric Kripke (story, Eric Kripke (screenplay, Juliet Snowden (screenplay, Stiles White (screenplay)",tt0357507
57070b7471a06507080fa47d,movie,"Action, Adventure, Western",129 min,True,47,28 Oct 2005,PG,The Legend of Zorro,"68,716",USA,2 wins & 3 nominations.,5.9,"2,226,902",http://ia.media-imdb.com/images/M/MV5BMTUzNDU2NTY5M15BMl5BanBnXkFtZTcwNDM1OTYzMQ@@._V1_SX300.jpg,"Spanish, English","Alberto Reyes, Julio Oscar Mechoso, Gustavo Sánchez Parra, Adrian Alonso",Martin Campbell,"Roberto Orci (screenplay, Alex Kurtzman (screenplay, Roberto Orci (story, Alex Kurtzman (story, Ted Elliott (story, Terry Rossio (story, Johnston McCulley (character)",tt0386140
57070b7471a06507080fa47e,movie,"Comedy, Romance",98 min,True,46,29 Jul 2005,PG-13,Must Love Dogs,"25,318",USA,1 nomination.,5.9,"431,860",http://ia.media-imdb.com/images/M/MV5BOTU0ODA0NTM1OF5BMl5BanBnXkFtZTcwODE0MTkyMQ@@._V1_SX300.jpg,"English, Armenian","Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer",Gary David Goldberg,"Claire Cook (novel, Gary David Goldberg (screenplay)",tt0417001
57070b7471a06507080fa47f,movie,"Action, Crime, Thriller",87 min,True,56,02 Sep 2005,PG-13,Transporter 2,"151,099","France, USA",N/A,6.3,"43,095,600",http://ia.media-imdb.com/images/M/MV5BMTQ5MDM0MTI2N15BMl5BanBnXkFtZTcwNTM5NDczMw@@._V1_SX300.jpg,"English, French, Italian","Jason Statham, Alessandro Gassman, Amber Valletta, Kate Nauta",Louis Leterrier,"Luc Besson (characters, Robert Mark Kamen (characters, Luc Besson, Robert Mark Kamen",tt0388482
57070b7471a06507080fa480,movie,"Comedy, Drama, Romance",97 min,True,35,25 Dec 2005,PG-13,Rumor Has It...,"40,020","USA, Germany, Australia",N/A,5.5,"42,996,140",http://ia.media-imdb.com/images/M/MV5BOTg3Njk2NTIxNF5BMl5BanBnXkFtZTcwNTc4MTEzMw@@._V1_SX300.jpg,"English, Spanish","Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo",Rob Reiner,Ted Griffin,tt0398375
57070b7471a06507080fa481,movie,"Comedy, Drama, Romance",104 min,True,56,08 Apr 2005,PG-13,Fever Pitch,"35,525","USA, Germany",9 nominations.,6.2,"381,445",http://ia.media-imdb.com/images/M/MV5BMTMyNTE4ODA2N15BMl5BanBnXkFtZTcwNzg5ODUyMw@@._V1_SX300.jpg,English,"Drew Barrymore, Jimmy Fallon, Jason Spevack, Jack Kehler","Bobby Farrelly, Peter Farrelly","Lowell Ganz (screenplay, Babaloo Mandel (screenplay, Nick Hornby (novel)",tt0332047
57070b7471a06507080fa482,movie,"Comedy, Drama, Romance",119 min,True,66,01 Jun 2005,PG,The Sisterhood of the Traveling Pants,"43,325",USA,1 win & 14 nominations.,6.6,"77,522",http://ia.media-imdb.com/images/M/MV5BMTY0NjgyNzUwNl5BMl5BanBnXkFtZTcwMDkxNjgyMQ@@._V1_SX300.jpg,"English, Greek, Spanish","Amber Tamblyn, Alexis Bledel, America Ferrera, Blake Lively",Ken Kwapis,"Ann Brashares (novel, Delia Ephron (screenplay, Elizabeth Chandler (screenplay)",tt0403508
57070b7471a06507080fa483,movie,Documentary,N/A,True,N/A,11 Sep 2005,N/A,Pride and Prejudice Revisited,21,UK,N/A,7.9,,N/A,English,"Sue Birtwistle, John Carey, Gurinder Chadha, Jilly Cooper",John Hay,N/A,tt1217593
57070b7471a06507080fa484,movie,"Action, Adventure, Comedy",118 min,True,51,26 Aug 2005,PG-13,The Brothers Grimm,"96,313","USA, Czech Republic, UK",2 wins & 4 nominations.,5.9,"513,772",http://ia.media-imdb.com/images/M/MV5BMTk0OTY1NTc2M15BMl5BanBnXkFtZTcwMDkyNzEzMQ@@._V1_SX300.jpg,"English, French, German, Italian","Petr Ratimec, Barbora Lukesová, Anna Rust, Jeremy Robson",Terry Gilliam,Ehren Kruger,tt0355295
57070b7471a06507080fa485,movie,Comedy,105 min,True,53,30 Mar 2005,PG-13,Beauty Shop,"12,665",USA,15 nominations.,5.5,"48,030",http://ia.media-imdb.com/images/M/MV5BMjA2OTM0MTA2MV5BMl5BanBnXkFtZTcwMjE4MjgyMQ@@._V1_SX300.jpg,English,"Queen Latifah, Alicia Silverstone, Andie MacDowell, Alfre Woodard",Bille Woodruff,"Elizabeth Hunter (story, Kate Lanier (screenplay, Norman Vance Jr. (screenplay)",tt0388500
57070b7471a06507080fa486,movie,"Drama, Thriller",108 min,True,40,11 Nov 2005,R,Derailed,"61,742","USA, UK",N/A,6.6,"108,077",http://ia.media-imdb.com/images/M/MV5BMTIzNzAxNTQ1OV5BMl5BanBnXkFtZTcwNDA1ODEzMQ@@._V1_SX300.jpg,"English, French","Vincent Cassel, Clive Owen, Addison Timlin, Melissa George",Mikael Håfström,"Stuart Beattie (screenplay, James Siegel (novel)",tt0398017
57070b7471a06507080fa487,movie,"Action, Adventure, Romance",136 min,True,50,22 Jul 2005,PG-13,The Island,"258,332",USA,1 win & 6 nominations.,6.9,"620,872",http://ia.media-imdb.com/images/M/MV5BMTAwNjk0NjM1ODReQTJeQWpwZ15BbWU3MDc1NjIxMzM@._V1_SX300.jpg,English,"Ewan McGregor, Scarlett Johansson, Djimon Hounsou, Sean Bean",Michael Bay,"Caspian Tredwell-Owen (screenplay, Alex Kurtzman (screenplay, Roberto Orci (screenplay, Caspian Tredwell-Owen (story)",tt0399201
57070b7471a06507080fa488,movie,"Comedy, Sport",94 min,True,46,23 Dec 2005,PG-13,The Ringer,"30,883",USA,1 nomination.,5.8,"319,894",http://ia.media-imdb.com/images/M/MV5BMTUzNDQzMTk5OF5BMl5BanBnXkFtZTcwNDY0MjEzMQ@@._V1_SX300.jpg,English,"Johnny Knoxville, Brian Cox, Katherine Heigl, Jed Rees",Barry W. Blaustein,Ricky Blitt,tt0267891
57070b7471a06507080fa489,movie,"Action, Crime, Drama",113 min,True,44,11 Mar 2005,R,Hostage,"92,240","USA, Germany",4 nominations.,6.6,"318,412",http://ia.media-imdb.com/images/M/MV5BMTk1MTQzNDYwMF5BMl5BanBnXkFtZTcwMjgxMjMzMQ@@._V1_SX300.jpg,English,"Bruce Willis, Kevin Pollak, Jimmy Bennett, Michelle Horn",Florent-Emilio Siri,"Robert Crais (novel, Doug Richardson (screenplay)",tt0340163
57070b7471a06507080fa48a,movie,"Drama, Mystery, Romance",129 min,True,82,31 Aug 2005,R,The Constant Gardener,"108,963","UK, Germany, USA, China",Won 1 Oscar. Another 33 wins & 64 nominations.,7.5,"359,387",http://ia.media-imdb.com/images/M/MV5BMTg1MTYyMDE2NF5BMl5BanBnXkFtZTcwNTk1NTAzMQ@@._V1_SX300.jpg,"English, Italian, Swahili, German","Ralph Fiennes, Rachel Weisz, Hubert Koundé, Danny Huston",Fernando Meirelles,"Jeffrey Caine (screenplay, John le Carré (based on the novel by)",tt0387131
57070b7471a06507080fa48b,movie,"Comedy, Drama, Romance",130 min,True,60,07 Oct 2005,PG-13,In Her Shoes,"50,944","USA, Germany, UK",Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,6.5,"32,880,591",http://ia.media-imdb.com/images/M/MV5BMjA1NTc5MTA2NF5BMl5BanBnXkFtZTcwMTk1NTAzMQ@@._V1_SX300.jpg,English,"Cameron Diaz, Anson Mount, Toni Collette, Richard Burgi",Curtis Hanson,"Jennifer Weiner (based on the novel by, Susannah Grant (screenplay)",tt0388125
57070b7471a06507080fa48c,movie,"Comedy, Sport",113 min,True,65,22 Jul 2005,PG-13,Bad News Bears,"17,159",USA,1 win & 4 nominations.,5.8,"159,042",http://ia.media-imdb.com/images/M/MV5BMjA2MzEzMjI3M15BMl5BanBnXkFtZTcwNzgxNjEzMQ@@._V1_SX300.jpg,"English, Spanish","Billy Bob Thornton, Greg Kinnear, Marcia Gay Harden, Sammi Kane Kraft",Richard Linklater,"Bill Lancaster (screenplay, Glenn Ficarra (screenplay, John Requa (screenplay, Bill Lancaster",tt0408524
57070b7471a06507080fa48d,movie,"Drama, Family, Sport",106 min,True,59,21 Oct 2005,PG,Dreamer: Inspired by a True Story,"9,805",USA,1 win & 5 nominations.,6.9,"14,685",http://ia.media-imdb.com/images/M/MV5BMTIxNjYwOTc0MV5BMl5BanBnXkFtZTcwMzcyODAzMQ@@._V1_SX300.jpg,English,"Kurt Russell, Dakota Fanning, Kris Kristofferson, Elisabeth Shue",John Gatins,John Gatins,tt0418647
57070b7471a06507080fa48e,movie,"Comedy, Drama, Family",106 min,True,54,18 Feb 2005,PG,Because of Winn-Dixie,"8,191",USA,2 nominations.,6.4,"32,645,546",http://ia.media-imdb.com/images/M/MV5BMTA3NDYzNDE0MjBeQTJeQWpwZ15BbWU3MDc3NjA3MzM@._V1_SX300.jpg,English,"AnnaSophia Robb, Jeff Daniels, Cicely Tyson, Dave Matthews",Wayne Wang,"Kate DiCamillo (novel, Joan Singleton (screenplay)",tt0317132
57070b7471a06507080fa48f,movie,"Comedy, Romance",96 min,True,47,23 Nov 2005,PG-13,Just Friends,"79,118","Germany, USA, Canada",3 nominations.,6.2,"160,836",http://ia.media-imdb.com/images/M/MV5BMjA0Mzg2NjUzMl5BMl5BanBnXkFtZTcwNDg2ODUzMQ@@._V1_SX300.jpg,English,"Ryan Reynolds, Amy Smart, Anna Faris, Chris Klein",Roger Kumble,Adam 'Tex' Davis,tt0433400
57070b7471a06507080fa490,movie,"Action, Adventure, Sci-Fi",121 min,True,35,29 Jul 2005,PG-13,Stealth,"44,837",USA,2 nominations.,5.0,"537,015",http://ia.media-imdb.com/images/M/MV5BNzMzNTY0NTYwOV5BMl5BanBnXkFtZTcwMTExNjgyMQ@@._V1_SX300.jpg,"English, Korean, Russian, Spanish","Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard",Rob Cohen,W.D. Richter,tt0382992
57070b7471a06507080fa491,movie,Horror,108 min,True,41,06 May 2005,R,House of Wax,"92,001","Australia, USA",5 wins & 10 nominations.,5.3,"1,293,475",http://ia.media-imdb.com/images/M/MV5BNDA4Nzg1NjQ2NV5BMl5BanBnXkFtZTcwMDYwNTgyMQ@@._V1_SX300.jpg,English,"Elisha Cuthbert, Chad Michael Murray, Brian Van Holt, Paris Hilton",Jaume Collet-Serra,"Charles Belden (story, Chad Hayes (screenplay, Carey Hayes (screenplay)",tt0397065
57070b7471a06507080fa492,movie,"Comedy, Romance",90 min,True,32,04 Feb 2005,PG-13,The Wedding Date,"37,107",USA,N/A,6.1,"704,385",http://ia.media-imdb.com/images/M/MV5BMTI2NzQ0MDYyOF5BMl5BanBnXkFtZTcwMzA4NzcyMQ@@._V1_SX300.jpg,English,"Debra Messing, Dermot Mulroney, Amy Adams, Jack Davenport",Clare Kilner,"Elizabeth Young (book, Dana Fox (screenplay)",tt0372532
57070b7471a06507080fa493,movie,"Biography, Drama, History",93 min,True,80,04 Nov 2005,PG,"Good Night, and Good Luck.","82,812","USA, France, UK, Japan",Nominated for 6 Oscars. Another 37 wins & 112 nominations.,7.5,,http://ia.media-imdb.com/images/M/MV5BMTY0NzQ2NDg2Ml5BMl5BanBnXkFtZTYwMzcwOTY2._V1_SX300.jpg,English,"Jeff Daniels, David Strathairn, Alex Borstein, Rose Abdoo",George Clooney,"George Clooney, Grant Heslov",tt0433383
57070b7471a06507080fa494,movie,"Crime, Drama, Thriller",96 min,True,81,30 Sep 2005,R,A History of Violence,"182,024","USA, Germany, Canada",Nominated for 2 Oscars. Another 35 wins & 70 nominations.,7.5,"89,838",http://ia.media-imdb.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1_SX300.jpg,English,"Viggo Mortensen, Maria Bello, Ed Harris, William Hurt",David Cronenberg,"John Wagner (graphic novel, Vince Locke (graphic novel, Josh Olson (screenplay)",tt0399146
57070b7471a06507080fa495,movie,"Biography, Crime, Drama",117 min,True,45,09 Nov 2005,R,Get Rich or Die Tryin',"34,689","USA, Canada",6 wins & 3 nominations.,5.0,"82,369",http://ia.media-imdb.com/images/M/MV5BMTI4NTE0MTU2N15BMl5BanBnXkFtZTYwNzQ1OTc2._V1_SX300.jpg,"English, Spanish","50 Cent, Adewale Akinnuoye-Agbaje, Joy Bryant, Omar Benson Miller",Jim Sheridan,Terence Winter,tt0430308
57070b7471a06507080fa496,movie,"Action, Adventure, Comedy",101 min,True,67,11 Nov 2005,PG,Zathura: A Space Adventure,"65,091",USA,2 wins & 3 nominations.,6.1,"1,749,691",http://ia.media-imdb.com/images/M/MV5BMjEyOTQ2ODg4OV5BMl5BanBnXkFtZTcwMjk2ODUzMQ@@._V1_SX300.jpg,English,"Jonah Bobo, Josh Hutcherson, Dax Shepard, Kristen Stewart",Jon Favreau,"Chris Van Allsburg (book, David Koepp (screenplay, John Kamps (screenplay)",tt0406375
57070b7471a06507080fa497,movie,"Drama, Musical, Romance",135 min,True,53,23 Nov 2005,PG-13,Rent,"40,981",USA,1 win & 21 nominations.,7.0,"29,077,547",http://ia.media-imdb.com/images/M/MV5BMjA3NTEwMDkyNV5BMl5BanBnXkFtZTcwNDQ4OTYzMQ@@._V1_SX300.jpg,English,"Anthony Rapp, Adam Pascal, Rosario Dawson, Jesse L. Martin",Chris Columbus,"Stephen Chbosky (screenplay, Jonathan Larson (book)",tt0294870
57070b7471a06507080fa498,movie,"Biography, Crime, Drama",114 min,True,88,03 Feb 2006,R,Capote,"97,748","Canada, USA",Won 1 Oscar. Another 57 wins & 83 nominations.,7.4,"28,747,570",http://ia.media-imdb.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_SX300.jpg,English,"Allie Mickelson, Kelci Stephenson, Philip Seymour Hoffman, Craig Archibald",Bennett Miller,"Dan Futterman (screenplay, Gerald Clarke (book)",tt0379725
57070b7471a06507080fa499,movie,"Action, Horror, Sci-Fi",105 min,True,34,21 Oct 2005,R,Doom,"86,186","UK, Czech Republic, Germany, USA",3 nominations.,5.2,"7,537,418",http://ia.media-imdb.com/images/M/MV5BMTgzNTEyNjAyNV5BMl5BanBnXkFtZTcwODk0ODIzMQ@@._V1_SX300.jpg,"English, Japanese","Karl Urban, Deobia Oparei, Rosamund Pike, Razaaq Adoti",Andrzej Bartkowiak,"Dave Callaham (screenplay, Wesley Strick (screenplay, Dave Callaham (story)",tt0419706
57070b7471a06507080fa49a,movie,"Action, Adventure, Crime",101 min,True,37,29 Apr 2005,PG-13,xXx: State of the Union,"49,757",USA,1 nomination.,4.3,"26,082,914",http://ia.media-imdb.com/images/M/MV5BMTQ4NDE2NzE2MV5BMl5BanBnXkFtZTcwODM1MTgyMQ@@._V1_SX300.jpg,English,"Willem Dafoe, Samuel L. Jackson, Ice Cube, Scott Speedman",Lee Tamahori,"Rich Wilkes (characters, Simon Kinberg",tt0329774
57070b7471a06507080fa49b,movie,"Comedy, Drama, Romance",123 min,True,45,14 Oct 2005,PG-13,Elizabethtown,"57,637",USA,1 win & 4 nominations.,6.4,"26,838,389",http://ia.media-imdb.com/images/M/MV5BMTYzNDQxOTAxNl5BMl5BanBnXkFtZTcwMDYxOTYzMQ@@._V1_SX300.jpg,English,"Orlando Bloom, Kirsten Dunst, Susan Sarandon, Alec Baldwin",Cameron Crowe,Cameron Crowe,tt0368709
57070b7471a06507080fa49c,movie,"Action, Sci-Fi",93 min,True,36,02 Dec 2005,PG-13,Æon Flux,"109,064",USA,4 nominations.,5.5,"1,293,236",http://ia.media-imdb.com/images/M/MV5BMTc2Mzg0NjA2N15BMl5BanBnXkFtZTcwOTc5NjQzMw@@._V1_SX300.jpg,English,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo",Karyn Kusama,"Phil Hay, Matt Manfredi, Peter Chung (characters)",tt0402022
57070b7471a06507080fa49d,movie,"Action, Adventure, Sci-Fi",119 min,True,74,30 Sep 2005,PG-13,Serenity,"237,421",USA,9 wins & 8 nominations.,8.0,"25,335,935",http://ia.media-imdb.com/images/M/MV5BMTI0NTY1MzY4NV5BMl5BanBnXkFtZTcwNTczODAzMQ@@._V1_SX300.jpg,"English, Mandarin","Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin",Joss Whedon,Joss Whedon,tt0379786
57070b7471a06507080fa49e,movie,"Drama, Horror, Thriller",105 min,True,52,08 Jul 2005,PG-13,Dark Water,"44,082",USA,5 nominations.,5.5,"25,472,967",http://ia.media-imdb.com/images/M/MV5BMTI3OTEzMzQwMl5BMl5BanBnXkFtZTcwNDkzNTUyMw@@._V1_SX300.jpg,English,"Jennifer Connelly, John C. Reilly, Tim Roth, Dougray Scott",Walter Salles,"Kôji Suzuki (novel, Hideo Nakata (film Honogurai mizu no soko kara, Takashige Ichise (film Honogurai mizu no soko kara, Rafael Yglesias (screenplay)",tt0382628
57070b7471a06507080fa49f,movie,"Action, Crime, Drama",103 min,True,58,13 May 2005,R,Unleashed,"83,660","France, USA, UK",1 nomination.,7.0,"381,492",http://ia.media-imdb.com/images/M/MV5BMTgwNjIyNTczMF5BMl5BanBnXkFtZTcwODI5MDkyMQ@@._V1_SX300.jpg,English,"Jet Li, Morgan Freeman, Bob Hoskins, Kerry Condon",Louis Leterrier,Luc Besson,tt0342258
57070b7471a06507080fa4a0,movie,"Action, Crime, Fantasy",97 min,True,34,14 Jan 2005,PG-13,Elektra,"68,809","Canada, USA",2 nominations.,4.8,"24,407,944",http://ia.media-imdb.com/images/M/MV5BMTk2MzEwNjEwNV5BMl5BanBnXkFtZTcwODczMDIzMw@@._V1_SX300.jpg,"English, Japanese","Jennifer Garner, Goran Visnjic, Kirsten Prout, Will Yun Lee",Rob Bowman,"Mark Steven Johnson (motion picture characters, Frank Miller (comic book characters, Zak Penn, Stu Zicherman, Raven Metzner",tt0357277
57070b7471a06507080fa4a1,movie,"Comedy, Drama, Family",98 min,True,55,18 Mar 2005,G,Ice Princess,"19,079","USA, Canada",N/A,6.0,"24,381,334",http://ia.media-imdb.com/images/M/MV5BMTI1NjIzMzg5OF5BMl5BanBnXkFtZTcwMjI2ODcyMQ@@._V1_SX300.jpg,English,"Michelle Trachtenberg, Joan Cusack, Amy Stewart, Steve Ross",Tim Fywell,"Meg Cabot (story, Hadley Davis (story, Hadley Davis (screenplay)",tt0396652
57070b7471a06507080fa4a2,movie,"Crime, Drama, Thriller",122 min,True,62,16 Sep 2005,R,Lord of War,"242,994","USA, Germany, France",2 wins & 2 nominations.,7.6,"148,101",http://ia.media-imdb.com/images/M/MV5BMjEzNDM2OTgzN15BMl5BanBnXkFtZTcwMzU3MTIzMQ@@._V1_SX300.jpg,"English, Ukrainian, German, Spanish, Russian, French, Arabic, Turkish","Nicolas Cage, Bridget Moynahan, Jared Leto, Shake Tukhmanyan",Andrew Niccol,Andrew Niccol,tt0399295
57070b7471a06507080fa4a3,movie,"Drama, Romance, Thriller",124 min,True,72,20 Jan 2006,R,Match Point,"161,403","UK, Russia, Ireland, Luxembourg, USA",Nominated for 1 Oscar. Another 9 wins & 22 nominations.,7.7,"438,639",http://ia.media-imdb.com/images/M/MV5BMTMzNzY4MzE5NF5BMl5BanBnXkFtZTcwMzQ1MDMzMQ@@._V1_SX300.jpg,English,"Jonathan Rhys Meyers, Alexander Armstrong, Paul Kaye, Matthew Goode",Woody Allen,Woody Allen,tt0416320
57070b7471a06507080fa4a4,movie,"Drama, Sport, Thriller",122 min,True,50,07 Oct 2005,R,Two for the Money,"35,966",USA,1 nomination.,6.2,"12,183",http://ia.media-imdb.com/images/M/MV5BMTg0Mjc5MzkxN15BMl5BanBnXkFtZTcwMDI0OTEzMQ@@._V1_SX300.jpg,English,"Al Pacino, Matthew McConaughey, Rene Russo, Armand Assante",D.J. Caruso,Dan Gilroy,tt0417217
57070b7471a06507080fa4a5,movie,"Comedy, Drama, Romance",105 min,True,58,28 Oct 2005,PG-13,Prime,"34,490",USA,1 nomination.,6.2,"314,191",http://ia.media-imdb.com/images/M/MV5BMTcxMzM2NTE3OF5BMl5BanBnXkFtZTcwMTgyMjQzMQ@@._V1_SX300.jpg,English,"Uma Thurman, Meryl Streep, Bryan Greenberg, Jon Abrahams",Ben Younger,Ben Younger,tt0387514
57070b7471a06507080fa4a6,movie,Comedy,83 min,True,23,12 Aug 2005,R,Deuce Bigalow: European Gigolo,"40,394",USA,3 wins & 10 nominations.,4.6,"278,789",http://ia.media-imdb.com/images/M/MV5BNTM3NzYxOTgwMV5BMl5BanBnXkFtZTcwMzkwMDgyMQ@@._V1_SX300.jpg,"English, Dutch","Rob Schneider, Eddie Griffin, Jeroen Krabbé, Til Schweiger",Mike Bigelow,"Harris Goldberg (characters, Rob Schneider (characters, Rob Schneider (story, Rob Schneider (screenplay, David Garrett (screenplay, Jason Ward (screenplay)",tt0367652
57070b7471a06507080fa4a7,movie,"Comedy, Drama, Romance",107 min,True,48,22 Apr 2005,PG-13,A Lot Like Love,"57,319",USA,1 win & 3 nominations.,6.6,"1,199,820",http://ia.media-imdb.com/images/M/MV5BMTQyMjU1MTYxNl5BMl5BanBnXkFtZTcwMjI2MjgyMQ@@._V1_SX300.jpg,"English, American Sign Language","Amanda Peet, Ashton Kutcher, Taryn Manning, Aimee Garcia",Nigel Cole,Colin Patrick Lynch,tt0391304
57070b7471a06507080fa4a8,movie,"Action, Crime, Drama",109 min,True,54,19 Jan 2005,R,Assault on Precinct 13,"65,163","USA, France",1 win & 2 nominations.,6.3,"281,429",http://ia.media-imdb.com/images/M/MV5BMTk4OTM3ODU4NF5BMl5BanBnXkFtZTcwNTM0NjcyMQ@@._V1_SX300.jpg,"English, Serbian","Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello",Jean-François Richet,"John Carpenter (earlier film, James DeMonaco (screenplay)",tt0398712
57070b7471a06507080fa4a9,movie,"Action, Comedy",100 min,True,35,25 Feb 2005,PG-13,Man of the House,"19,509",USA,N/A,5.4,"173,209",http://ia.media-imdb.com/images/M/MV5BODY3Nzg2NDQ5Ml5BMl5BanBnXkFtZTcwOTQ5MDgyMQ@@._V1_SX300.jpg,English,"Tommy Lee Jones, Cedric the Entertainer, Christina Milian, Paula Garcés",Stephen Herek,"John J. McLaughlin (story, Scott Lobdell (story, Robert Ramsey (screenplay, Matthew Stone (screenplay, John J. McLaughlin (screenplay)",tt0331933
57070b7471a06507080fa4aa,movie,"Animation, Adventure, Comedy",76 min,True,45,19 Aug 2005,G,Valiant,"15,284","UK, USA",2 nominations.,5.6,"675,438",http://ia.media-imdb.com/images/M/MV5BMTUwNzUzMDAzOV5BMl5BanBnXkFtZTcwMTc0NzEzMQ@@._V1_SX300.jpg,English,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent",Gary Chapman,"George Webster (story, Jordan Katz (screenplay, George Webster (screenplay, George Melrod (screenplay)",tt0361089
57070b7471a06507080fa4ab,movie,"Comedy, Musical",134 min,True,52,25 Dec 2005,PG-13,The Producers,"34,634",USA,Nominated for 4 Golden Globes. Another 1 win & 13 nominations.,6.4,"19,377,727",http://ia.media-imdb.com/images/M/MV5BMjA3NjAyNzg2OF5BMl5BanBnXkFtZTcwOTIyMDUzMQ@@._V1_SX300.jpg,English,"Nathan Lane, Matthew Broderick, Uma Thurman, Will Ferrell",Susan Stroman,"Mel Brooks (screenplay, Thomas Meehan (screenplay, Mel Brooks, Mel Brooks, Thomas Meehan, Mel Brooks",tt0395251
57070b7471a06507080fa4ac,movie,"Comedy, Horror",97 min,True,31,25 Feb 2005,PG-13,Cursed,"25,674","USA, Germany",2 nominations.,4.9,"116,070",http://ia.media-imdb.com/images/M/MV5BMTIyMjcxOTUyMV5BMl5BanBnXkFtZTcwMjcxMjkyMQ@@._V1_SX300.jpg,English,"Portia de Rossi, Mya, Shannon Elizabeth, Kristina Anapau",Wes Craven,Kevin Williamson,tt0257516
57070b7471a06507080fa4ad,movie,"Action, Adventure, Crime",110 min,True,45,30 Sep 2005,PG-13,Into the Blue,"62,202",USA,1 win & 2 nominations.,5.8,"428,860",http://ia.media-imdb.com/images/M/MV5BMTU3Nzg3MTIxNl5BMl5BanBnXkFtZTcwNTkxMDEzMQ@@._V1_SX300.jpg,English,"Paul Walker, Jessica Alba, Scott Caan, Ashley Scott",John Stockwell,Matt Johnson,tt0378109
