_id,Rated,Director,Language,imdbID,Released,Type,Awards,Actors,Response,Country,imdbVotes,Runtime,Box_office,imdbRating,Writer,Poster,Genre,Title,Metascore
5707546571a06512a0495847,PG-13,Adam Shankman,English,tt1336608,15 Jun 2012,movie,1 win & 9 nominations.,"Julianne Hough, Dakota Sage Grant, Matthew Rush Sullivan, Diego Boneta",True,USA,"60,561",123 min,"38,509,342",5.9,"Justin Theroux (screenplay, Chris D'Arienzo (screenplay, Allan Loeb (screenplay, Chris D'Arienzo (musical book)",http://ia.media-imdb.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_SX300.jpg,"Comedy, Drama, Musical",Rock of Ages,47
5707546571a06512a0495848,R,Timur Bekmambetov,English,tt1611224,22 Jun 2012,movie,1 nomination.,"Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead",True,USA,"126,122",105 min,"37,516,013",5.9,"Seth Grahame-Smith (screenplay, Seth Grahame-Smith (based on the novel by)",http://ia.media-imdb.com/images/M/MV5BNjY2Mzc0MDA4NV5BMl5BanBnXkFtZTcwOTg5OTcxNw@@._V1_SX300.jpg,"Action, Fantasy, Horror",Abraham Lincoln: Vampire Hunter,42
5707546571a06512a0495849,R,John Hillcoat,English,tt1212450,29 Aug 2012,movie,1 win & 8 nominations.,"Shia LaBeouf, Tom Hardy, Jason Clarke, Guy Pearce",True,USA,"180,030",116 min,"37,397,291",7.3,"Nick Cave (screenplay, Matt Bondurant (novel)",http://ia.media-imdb.com/images/M/MV5BMjAxNjUyNjUwN15BMl5BanBnXkFtZTcwMDgwOTIyOA@@._V1_SX300.jpg,"Crime, Drama",Lawless,58
5707546571a06512a049584a,PG-13,Anne Fletcher,English,tt1694020,19 Dec 2012,movie,1 nomination.,"Barbra Streisand, Seth Rogen, Julene Renee, Zabryna Guevara",True,USA,"29,711",95 min,"37,101,011",5.8,Dan Fogelman,http://ia.media-imdb.com/images/M/MV5BMTY5ODAxNDc0Nl5BMl5BanBnXkFtZTcwMzg0NDY1OA@@._V1_SX300.jpg,"Comedy, Drama",The Guilt Trip,50
5707546571a06512a049584b,R,Sean Anders,English,tt1232200,15 Jun 2012,movie,6 wins & 10 nominations.,"Adam Sandler, Andy Samberg, Leighton Meester, Vanilla Ice",True,USA,"68,230",116 min,"36,931,089",5.6,David Caspe,http://ia.media-imdb.com/images/M/MV5BMTM3NDMyNzgzMV5BMl5BanBnXkFtZTcwMjIyMTA1Nw@@._V1_SX300.jpg,Comedy,That's My Boy,31
5707546571a06512a049584c,PG-13,Robert Lorenz,English,tt2083383,21 Sep 2012,movie,2 wins & 1 nomination.,"Clint Eastwood, Chelcie Ross, Raymond Anthony Thomas, Ed Lauter",True,USA,"46,687",111 min,"35,754,555",6.8,Randy Brown,http://ia.media-imdb.com/images/M/MV5BMTUwNjMyMzQ3M15BMl5BanBnXkFtZTcwMjcwNDMyOA@@._V1_SX300.jpg,"Drama, Sport",Trouble with the Curve,58
5707546571a06512a049584d,R,Akiva Schaffer,English,tt1298649,27 Jul 2012,movie,2 nominations.,"Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade",True,USA,"101,221",102 min,"34,350,553",5.7,"Jared Stern, Seth Rogen, Evan Goldberg",http://ia.media-imdb.com/images/M/MV5BMjU5MzI1NTk1MV5BMl5BanBnXkFtZTcwMzk5NzY5Nw@@._V1_SX300.jpg,"Action, Comedy, Sci-Fi",The Watch,36
5707546571a06512a049584e,PG,Tim Burton,English,tt1142977,05 Oct 2012,movie,Nominated for 1 Oscar. Another 11 wins & 46 nominations.,"Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan",True,USA,"71,111",87 min,"35,287,788",7.0,"Leonard Ripps, Tim Burton (original idea, John August (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTk1MjYzMjY2N15BMl5BanBnXkFtZTgwNzg2NjAwMzE@._V1_SX300.jpg,"Animation, Comedy, Family",Frankenweenie,74
5707546571a06512a049584f,PG-13,Scott Speer,English,tt1800741,27 Jul 2012,movie,N/A,"Cleopatra Coleman, Ryan Guzman, Misha Gabriel Hamilton, Michael 'Xeno' Langebeck",True,USA,"44,261",99 min,"35,057,332",6.5,"Amanda Brody, Duane Adler (characters)",http://ia.media-imdb.com/images/M/MV5BMjg1NjgyOTM2OF5BMl5BanBnXkFtZTcwMDIxMDE2Nw@@._V1_SX300.jpg,"Drama, Music, Romance",Step Up Revolution,43
5707546571a06512a0495850,N/A,N/A,English,tt2736560,12 Jun 2012,movie,N/A,N/A,True,USA,N/A,N/A,,N/A,N/A,N/A,"Short, Comedy",Tyler Perry's Good Deeds: Motherly Love,N/A
5707546571a06512a0495851,PG,"Dinesh D'Souza, John Sullivan",English,tt2247692,24 Aug 2012,movie,1 nomination.,"Jay Bastian, Joe Biden, Cait Brasel, Gene Burris Jr.",True,USA,"8,647",87 min,"33,349,949",5.2,"Dinesh D'Souza, John Sullivan, Dinesh D'Souza (books)",http://ia.media-imdb.com/images/M/MV5BNzkwMjY3NzMyMV5BMl5BanBnXkFtZTcwNzU4ODEzOA@@._V1_SX300.jpg,Documentary,2016: Obama's America,28
5707546571a06512a0495852,PG-13,Mark Tonderai,English,tt1582507,21 Sep 2012,movie,2 wins & 3 nominations.,"Jennifer Lawrence, Max Thieriot, Elisabeth Shue, Gil Bellows",True,"USA, Canada","56,620",101 min,"31,607,598",5.6,"David Loucka (screenplay, Jonathan Mostow (story)",http://ia.media-imdb.com/images/M/MV5BMjIxNTUwNTU4N15BMl5BanBnXkFtZTcwNTE0MTI3Nw@@._V1_SX300.jpg,"Horror, Mystery, Thriller",House at the End of the Street,31
5707546571a06512a0495853,PG,"Peter Lord, Jeff Newitt",English,tt1430626,27 Apr 2012,movie,Nominated for 1 Oscar. Another 18 nominations.,"Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant",True,"UK, USA","36,063",88 min,"31,051,126",6.7,"Gideon Defoe (book, Gideon Defoe (screenplay)",http://ia.media-imdb.com/images/M/MV5BOTkzOTc1OTg1Ml5BMl5BanBnXkFtZTcwMjg2ODcwNg@@._V1_SX300.jpg,"Animation, Adventure, Comedy",The Pirates! Band of Misfits,N/A
5707546571a06512a0495854,PG-13,Todd Graff,English,tt1710396,13 Jan 2012,movie,1 nomination.,"Queen Latifah, Dolly Parton, Keke Palmer, Jeremy Jordan",True,USA,"6,341",118 min,"30,920,167",5.7,Todd Graff,http://ia.media-imdb.com/images/M/MV5BMjEwNjAzMzUyN15BMl5BanBnXkFtZTcwMDUxNDQxNw@@._V1_SX300.jpg,"Comedy, Music",Joyful Noise,44
5707546571a06512a0495855,G,"Alastair Fothergill, Mark Linfield",English,tt1222815,20 Apr 2012,movie,2 nominations.,Tim Allen,True,"Tanzania, USA","4,770",78 min,"28,965,459",7.2,"Alastair Fothergill (original concept, Mark Linfield (original concept, Mark Linfield, Alastair Fothergill, Don Hahn",http://ia.media-imdb.com/images/M/MV5BMjA1MjMzMjA3OV5BMl5BanBnXkFtZTcwOTU3NDU5Ng@@._V1_SX300.jpg,Documentary,Chimpanzee,57
5707546571a06512a0495856,R,Nicholas Stoller,English,tt1195478,27 Apr 2012,movie,1 nomination.,"Jason Segel, Emily Blunt, Chris Pratt, Alison Brie",True,"USA, Japan","77,334",124 min,"28,644,770",6.2,"Jason Segel, Nicholas Stoller",http://ia.media-imdb.com/images/M/MV5BMTk3MDE1NTA3M15BMl5BanBnXkFtZTcwNDcwNTMxNw@@._V1_SX300.jpg,"Comedy, Romance",The Five-Year Engagement,62
5707546571a06512a0495857,R,"Tom Tykwer, Lana Wachowski, Lilly Wachowski","English, Spanish",tt1371111,26 Oct 2012,movie,Nominated for 1 Golden Globe. Another 16 wins & 69 nominations.,"Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving",True,"Germany, USA, Hong Kong, Singapore","276,811",172 min,"27,098,580",7.5,"David Mitchell (novel, Lana Wachowski (written for the screen by, Tom Tykwer (written for the screen by, Lilly Wachowski (written for the screen by)",http://ia.media-imdb.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_SX300.jpg,"Drama, Sci-Fi",Cloud Atlas,55
5707546571a06512a0495858,PG-13,Julie Anne Robinson,English,tt1598828,27 Jan 2012,movie,1 win & 1 nomination.,"Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo",True,USA,"33,408",91 min,"26,404,753",5.3,"Stacy Sherman (screenplay, Karen Ray (screenplay, Liz Brixius (screenplay, Janet Evanovich (novel)",http://ia.media-imdb.com/images/M/MV5BMTU2NzMxMDU1NF5BMl5BanBnXkFtZTcwNzYxNTA2Ng@@._V1_SX300.jpg,"Action, Comedy, Crime",One for the Money,22
5707546571a06512a0495859,PG-13,Rob Cohen,"English, German",tt1712170,19 Oct 2012,movie,4 nominations.,"Tyler Perry, Edward Burns, Matthew Fox, Jean Reno",True,"USA, France","27,686",101 min,"25,863,915",5.1,"Marc Moss (screenplay, Kerry Williamson (screenplay, James Patterson (based on the novel \",http://ia.media-imdb.com/images/M/MV5BMjE1MDE0NjUyMV5BMl5BanBnXkFtZTcwNjQzNjg5Nw@@._V1_SX300.jpg,"Action, Crime, Mystery",Alex Cross,30
5707546571a06512a049585a,PG,"Dan Cutforth, Jane Lipsitz","English, Portuguese",tt2215719,05 Jul 2012,movie,1 win.,"Katy Perry, Adam Marcello, Casey Hooper, Patrick Matera",True,USA,"12,218",93 min,"25,240,988",5.9,N/A,http://ia.media-imdb.com/images/M/MV5BMjI3MTMzNTU0OF5BMl5BanBnXkFtZTcwOTU4Njc4Nw@@._V1_SX300.jpg,"Documentary, Music",Katy Perry: Part of Me,57
5707546571a06512a049585b,PG-13,David Koepp,"English, Mandarin, Cantonese",tt1547234,24 Aug 2012,movie,1 win & 5 nominations.,"Joseph Gordon-Levitt, Dania Ramirez, Sean Kennedy, Kym Perfetto",True,USA,"93,541",91 min,"20,275,446",6.5,"David Koepp, John Kamps",http://ia.media-imdb.com/images/M/MV5BNzkxNjAwMDkwOF5BMl5BanBnXkFtZTcwMTQ1NDkwOA@@._V1_SX300.jpg,"Action, Crime, Thriller",Premium Rush,66
5707546571a06512a049585c,PG,Ken Kwapis,English,tt1430615,03 Feb 2012,movie,1 nomination.,"John Pingayak, Ahmaogak Sweeney, John Chase, Ishmael Angalook Hope",True,"USA, UK","14,974",107 min,"20,113,965",6.5,"Jack Amiel (screenplay, Michael Begler (screenplay, Thomas Rose (book)",http://ia.media-imdb.com/images/M/MV5BMjEzNTg5MjA5NV5BMl5BanBnXkFtZTcwNjk0MTk5Ng@@._V1_SX300.jpg,"Biography, Drama, Romance",Big Miracle,61
5707546571a06512a049585d,PG-13,J.A. Bayona,"English, Thai, Swedish",tt1649419,04 Jan 2013,movie,Nominated for 1 Oscar. Another 27 wins & 64 nominations.,"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin",True,"Spain, USA","140,992",114 min,"18,996,755",7.6,"Sergio G. Sánchez, María Belón (story)",http://ia.media-imdb.com/images/M/MV5BMjA5NTA3NzQ5Nl5BMl5BanBnXkFtZTcwOTYxNjY0OA@@._V1_SX300.jpg,"Drama, Thriller",The Impossible,73
5707546571a06512a049585e,N/A,Damon O'Steen,English,tt2138062,13 Jan 2012,movie,N/A,"Michael J. Gallagher, Olga Kay, Joe Nation, Toby Turner",True,USA,23,N/A,,7.1,N/A,N/A,"Short, Thriller",Olga Kay Goes Haywire,N/A
5707546571a06512a049585f,PG-13,Asger Leth,"English, Spanish",tt1568338,27 Jan 2012,movie,1 nomination.,"Sam Worthington, Mandy Gonzalez, William Sadler, Barbara Marineau",True,USA,"122,455",102 min,"18,600,911",6.6,Pablo F. Fenjves,http://ia.media-imdb.com/images/M/MV5BMTc5MTE4MzY2N15BMl5BanBnXkFtZTcwNjMwNDc3Ng@@._V1_SX300.jpg,"Action, Crime, Thriller",Man on a Ledge,40
5707546571a06512a0495860,PG-13,Brian Robbins,English,tt0763831,09 Mar 2012,movie,3 nominations.,"Eddie Murphy, Kerry Washington, Emanuel Ragsdale, Jill Basey",True,USA,"29,821",91 min,"18,438,149",5.9,Steve Koren,http://ia.media-imdb.com/images/M/MV5BMTAzODAwODkwMjBeQTJeQWpwZ15BbWU3MDI4MDE3NDc@._V1_SX300.jpg,"Comedy, Drama",A Thousand Words,26
5707546571a06512a0495861,R,Bradley Parker,English,tt1991245,25 May 2012,movie,1 nomination.,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley",True,USA,"51,344",86 min,"18,112,929",5.0,"Oren Peli (screenplay, Carey Van Dyke (screenplay, Shane Van Dyke (screenplay, Oren Peli (story)",http://ia.media-imdb.com/images/M/MV5BNzkwNDkyNTUxNV5BMl5BanBnXkFtZTcwODY1NTE3Nw@@._V1_SX300.jpg,"Horror, Mystery, Sci-Fi",Chernobyl Diaries,N/A
5707546571a06512a0495862,PG-13,Stephen Chbosky,English,tt1659337,12 Oct 2012,movie,19 wins & 46 nominations.,"Logan Lerman, Dylan McDermott, Kate Walsh, Patrick de Ledebur",True,USA,"337,556",102 min,"17,738,570",8.0,"Stephen Chbosky (screenplay, Stephen Chbosky (book)",http://ia.media-imdb.com/images/M/MV5BMzIxOTQyODU1OV5BMl5BanBnXkFtZTcwMDQ4Mjg4Nw@@._V1_SX300.jpg,"Drama, Romance",The Perks of Being a Wallflower,67
5707546571a06512a0495863,R,Michael J. Bassett,English,tt0938330,26 Oct 2012,movie,7 nominations.,"Adelaide Clemens, Kit Harington, Carrie-Anne Moss, Sean Bean",True,"France, USA, Canada","48,330",95 min,"17,529,157",5.0,"Michael J. Bassett, Laurent Hadida (adaptation)",http://ia.media-imdb.com/images/M/MV5BMjE4Mjc2NjAyMl5BMl5BanBnXkFtZTcwNzA3MzE2OA@@._V1_SX300.jpg,"Horror, Mystery, Thriller",Silent Hill: Revelation 3D,15
5707546571a06512a0495864,R,David Wain,English,tt1655460,24 Feb 2012,movie,1 win.,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda",True,USA,"60,825",98 min,"17,225,675",5.6,"David Wain, Ken Marino",http://ia.media-imdb.com/images/M/MV5BMjA5NjIyOTY1Nl5BMl5BanBnXkFtZTcwMDY3NjQ0Nw@@._V1_SX300.jpg,Comedy,Wanderlust,53
5707546571a06512a0495865,R,Woody Allen,"English, Italian",tt1859650,06 Jul 2012,movie,1 win & 5 nominations.,"Judy Davis, Flavio Parenti, Roberto Benigni, Alison Pill",True,"USA, Italy, Spain","65,758",112 min,"16,684,352",6.3,Woody Allen,http://ia.media-imdb.com/images/M/MV5BMTcwNTg4MDMxM15BMl5BanBnXkFtZTcwNjAzMzY3Nw@@._V1_SX300.jpg,"Comedy, Romance",To Rome with Love,54
5707546571a06512a0495866,R,Paul Thomas Anderson,English,tt1560747,21 Sep 2012,movie,Nominated for 3 Oscars. Another 76 wins & 177 nominations.,"Joaquin Phoenix, Price Carson, Mike Howard, Sarah Shoshana David",True,USA,"100,728",144 min,"16,377,274",7.1,Paul Thomas Anderson,http://ia.media-imdb.com/images/M/MV5BMTQ2NjQ5MzMwMF5BMl5BanBnXkFtZTcwMjczNTAzOA@@._V1_SX300.jpg,Drama,The Master,86
5707546571a06512a0495867,R,James McTeigue,English,tt1486192,27 Apr 2012,movie,4 nominations.,"John Cusack, Luke Evans, Alice Eve, Brendan Gleeson",True,"USA, Spain, Hungary, Serbia","71,385",110 min,"16,005,978",6.4,"Hannah Shakespeare, Ben Livingston",http://ia.media-imdb.com/images/M/MV5BMjE4MjU4ODUxOF5BMl5BanBnXkFtZTcwMTk5NTY2Nw@@._V1_SX300.jpg,"Crime, Mystery, Thriller",The Raven,44
5707546571a06512a0495868,R,RZA,"English, Mandarin",tt1258972,02 Nov 2012,movie,3 nominations.,"RZA, Rick Yune, Russell Crowe, Lucy Liu",True,"USA, Hong Kong","52,574",95 min,"15,608,545",5.4,"RZA (story, RZA (screenplay, Eli Roth (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTg5ODI3ODkzOV5BMl5BanBnXkFtZTcwMTQxNjUwOA@@._V1_SX300.jpg,Action,The Man with the Iron Fists,51
5707546571a06512a0495869,R,Andrew Dominik,English,tt1764234,30 Nov 2012,movie,3 wins & 8 nominations.,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini",True,USA,"108,993",97 min,"14,938,570",6.2,"Andrew Dominik (screenplay, George V. Higgins (based on the novel \",http://ia.media-imdb.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_SX300.jpg,"Crime, Thriller",Killing Them Softly,64
5707546571a06512a049586a,R,Martin McDonagh,"English, Vietnamese",tt1931533,12 Oct 2012,movie,3 wins & 21 nominations.,"Michael Pitt, Michael Stuhlbarg, Sam Rockwell, Colin Farrell",True,UK,"179,396",110 min,"14,989,761",7.2,Martin McDonagh,http://ia.media-imdb.com/images/M/MV5BMTgwMzUxMjc0M15BMl5BanBnXkFtZTcwMzQ2MjYyOA@@._V1_SX300.jpg,"Comedy, Crime",Seven Psychopaths,66
5707546571a06512a049586b,PG-13,"James Mather, Stephen St. Leger",English,tt1592525,13 Apr 2012,movie,1 nomination.,"Guy Pearce, Maggie Grace, Vincent Regan, Joseph Gilgun",True,France,"80,415",95 min,"14,291,570",6.1,"Stephen St. Leger (screenplay, James Mather (screenplay, Luc Besson (screenplay, Luc Besson (original idea)",http://ia.media-imdb.com/images/M/MV5BMjIyOTQwODI1OV5BMl5BanBnXkFtZTcwMjU3MjA1Nw@@._V1_SX300.jpg,"Action, Drama, Sci-Fi",Lockout,48
5707546571a06512a049586c,R,"David Palmer, Dax Shepard",English,tt2097307,22 Aug 2012,movie,1 win.,"Kristen Bell, Dax Shepard, Tom Arnold, Kristin Chenoweth",True,USA,"28,662",100 min,"13,746,550",6.1,Dax Shepard,http://ia.media-imdb.com/images/M/MV5BMjExNTgzMTAzMV5BMl5BanBnXkFtZTcwMDA0ODkxOA@@._V1_SX300.jpg,"Action, Comedy, Romance",Hit and Run,50
5707546571a06512a049586d,R,Pete Travis,English,tt1343727,21 Sep 2012,movie,2 wins & 14 nominations.,"Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau",True,"UK, USA, India, South Africa","196,098",95 min,"13,401,683",7.0,"John Wagner (characters, Carlos Ezquerra (characters, Alex Garland (screenplay)",http://ia.media-imdb.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_SX300.jpg,"Action, Sci-Fi",Dredd,59
5707546571a06512a049586e,PG-13,Gabriele Muccino,English,tt1540128,07 Dec 2012,movie,3 nominations.,"Gerard Butler, Jessica Biel, Noah Lomax, Dennis Quaid",True,USA,"23,158",105 min,"13,101,142",5.7,Robbie Fox,http://ia.media-imdb.com/images/M/MV5BMTY1MTU1OTA5NF5BMl5BanBnXkFtZTcwNTM1MTQyOA@@._V1_SX300.jpg,"Comedy, Romance, Sport",Playing for Keeps,27
5707546571a06512a049586f,R,Joe Wright,English,tt1781769,07 Sep 2012,movie,Won 1 Oscar. Another 26 wins & 52 nominations.,"Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey",True,UK,"68,392",129 min,"12,802,907",6.6,"Tom Stoppard (screenplay, Leo Tolstoy (novel)",http://ia.media-imdb.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg,"Drama, Romance",Anna Karenina,63
5707546571a06512a0495870,PG-13,Benh Zeitlin,English,tt2125435,05 Jul 2012,movie,Nominated for 4 Oscars. Another 90 wins & 120 nominations.,"Quvenzhané Wallis, Dwight Henry, Levy Easterly, Lowell Landes",True,USA,"68,980",93 min,"12,784,397",7.3,"Lucy Alibar (screenplay, Benh Zeitlin (screenplay, Lucy Alibar (stage play \",http://ia.media-imdb.com/images/M/MV5BMTgxNDM5MDM1Ml5BMl5BanBnXkFtZTcwOTYwNzQ3Nw@@._V1_SX300.jpg,"Drama, Fantasy",Beasts of the Southern Wild,86
5707546571a06512a0495871,N/A,Ryan Harrison,English,tt3462264,01 Aug 2012,movie,N/A,Avril Poole,True,UK,N/A,2 min,,N/A,Ryan Harrison,N/A,"Short, Horror",Silent House,N/A
5707546571a06512a0495872,PG,Andrew Adamson,English,tt1792647,21 Dec 2012,movie,1 nomination.,"Erica Linz, Igor Zaripov, Lutz Halbhubner, John Clarke",True,USA,"7,020",91 min,"12,495,865",6.8,Andrew Adamson,http://ia.media-imdb.com/images/M/MV5BMTQxMjY0MzgzMl5BMl5BanBnXkFtZTcwNjc0NjQ2OA@@._V1_SX300.jpg,Fantasy,Cirque du Soleil: Worlds Away,51
5707546571a06512a0495873,PG-13,Alex Kurtzman,English,tt1716777,29 Jun 2012,movie,N/A,"Chris Pine, Elizabeth Banks, Michael Hall D'Addario, Michelle Pfeiffer",True,USA,"33,541",114 min,"12,412,386",7.1,"Alex Kurtzman, Roberto Orci, Jody Lambert",http://ia.media-imdb.com/images/M/MV5BMTM3MzUyNzg3NF5BMl5BanBnXkFtZTcwNjk3NDA4Nw@@._V1_SX300.jpg,Drama,People Like Us,49
5707546571a06512a0495874,PG-13,Heitor Dhalia,English,tt1838544,24 Feb 2012,movie,N/A,"Amanda Seyfried, Daniel Sunjata, Jennifer Carpenter, Sebastian Stan",True,USA,"33,670",94 min,"11,653,123",5.9,Allison Burnett,http://ia.media-imdb.com/images/M/MV5BMTgzMTEyOTgyOF5BMl5BanBnXkFtZTcwOTY1ODkxNw@@._V1_SX300.jpg,"Drama, Mystery, Thriller",Gone,36
5707546571a06512a0495875,PG-13,"Brian Klugman, Lee Sternthal","English, French",tt1840417,07 Sep 2012,movie,3 nominations.,"Dennis Quaid, John Hannah, Jeremy Irons, Bradley Cooper",True,USA,"58,101",102 min,"11,434,867",7.1,"Brian Klugman, Lee Sternthal",http://ia.media-imdb.com/images/M/MV5BMTM2NjgyMjI3OV5BMl5BanBnXkFtZTcwMDkxMjIyOA@@._V1_SX300.jpg,"Drama, Mystery, Romance",The Words,37
5707546571a06512a0495876,PG-13,Josh Schwartz,English,tt1663143,26 Oct 2012,movie,N/A,"Victoria Justice, Jackson Nicoll, Chelsea Handler, Josh Pence",True,USA,"10,891",86 min,"9,402,410",5.4,Max Werner,"http://ia.media-imdb.com/images/M/MV5BMjEyNjI1OTEzOV5BMl5BanBnXkFtZTcwNTI3NzYxOQ@@._V1._CR33,35.16667175292969,1411,1979.9999542236328_SY132_CR2,0,89,132_AL_.jpg_V1_SX300.jpg","Adventure, Comedy",Fun Size,37
5707546571a06512a0495877,N/A,N/A,English,tt2574518,17 Jul 2012,movie,N/A,N/A,True,USA,5,3 min,,6.8,N/A,N/A,"Documentary, Short",Salmon Fishing in the Yemen: The Fisherman in the Middle East,N/A
5707546571a06512a0495878,R,Nicholas Jarecki,English,tt1764183,14 Sep 2012,movie,Nominated for 1 Golden Globe. Another 3 wins & 4 nominations.,"Richard Gere, Susan Sarandon, Tim Roth, Brit Marling",True,"USA, Poland","40,562",107 min,"7,918,283",6.6,Nicholas Jarecki,http://ia.media-imdb.com/images/M/MV5BODU5ODYyNzM1MF5BMl5BanBnXkFtZTcwNDEwNTQwOA@@._V1_SX300.jpg,"Drama, Thriller",Arbitrage,73
5707546571a06512a0495879,R,Lorene Scafaria,English,tt1307068,22 Jun 2012,movie,4 nominations.,"Brad Morris, Steve Carell, Nancy Carell, Mark Moses",True,"USA, Singapore, Malaysia, Indonesia","84,192",101 min,"6,619,173",6.7,Lorene Scafaria,http://ia.media-imdb.com/images/M/MV5BMTk4MDQ1NzE3N15BMl5BanBnXkFtZTcwMjA0MDkzNw@@._V1_SX300.jpg,"Adventure, Comedy, Drama",Seeking a Friend for the End of the World,59
5707546571a06512a049587a,R,Marcus Dunstan,English,tt1748227,30 Nov 2012,movie,N/A,"Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Lee Tergesen",True,USA,"35,133",82 min,"6,842,058",6.1,"Patrick Melton (based on characters created by, Marcus Dunstan (based on characters created by, Patrick Melton, Marcus Dunstan",http://ia.media-imdb.com/images/M/MV5BODQ0MDgzNDA0NV5BMl5BanBnXkFtZTcwNDM4MDQ1OA@@._V1_SX300.jpg,"Action, Horror, Thriller",The Collection,36
5707546571a06512a049587b,PG-13,Michael Haneke,"French, English",tt1602620,20 Sep 2012,movie,Won 1 Oscar. Another 76 wins & 99 nominations.,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud",True,"France, Germany, Austria","68,034",127 min,"225,377",7.9,Michael Haneke (screenplay),http://ia.media-imdb.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX300.jpg,"Drama, Romance",Amour,94
5707546571a06512a049587c,R,Roger Michell,English,tt1477855,01 Feb 2013,movie,Nominated for 1 Golden Globe. Another 1 win & 4 nominations.,"Bill Murray, Laura Linney, Samuel West, Olivia Colman",True,UK,"9,137",94 min,"6,367,780",5.9,Richard Nelson,http://ia.media-imdb.com/images/M/MV5BNjU1MzU3Nzc4OF5BMl5BanBnXkFtZTcwOTk5NDI4Nw@@._V1_SX300.jpg,"Biography, Comedy, Drama",Hyde Park on Hudson,55
5707546571a06512a049587d,PG-13,Sacha Gervasi,English,tt0975645,14 Dec 2012,movie,Nominated for 1 Oscar. Another 5 wins & 26 nominations.,"Anthony Hopkins, Helen Mirren, Scarlett Johansson, Danny Huston",True,"USA, UK","58,953",98 min,"6,002,708",6.9,"John J. McLaughlin (screenplay, Stephen Rebello (book)",http://ia.media-imdb.com/images/M/MV5BODAwNDI5NjIwN15BMl5BanBnXkFtZTcwNjc4ODc2OA@@._V1_SX300.jpg,"Biography, Drama",Hitchcock,55
5707546571a06512a049587e,PG,"Michael Apted, Curtis Hanson",English,tt1629757,26 Oct 2012,movie,N/A,"Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer",True,USA,"24,197",116 min,"6,002,756",7.2,"Kario Salem (screenplay, Jim Meenaghan (story, Brandon Hooper (story)",http://ia.media-imdb.com/images/M/MV5BMzc5MTU5MTk2OF5BMl5BanBnXkFtZTcwMzg3NjcxOA@@._V1_SX300.jpg,"Biography, Drama, Sport",Chasing Mavericks,45
5707546571a06512a049587f,R,Ben Lewin,English,tt1866249,16 Nov 2012,movie,Nominated for 1 Oscar. Another 17 wins & 62 nominations.,"John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood",True,USA,"35,749",95 min,"5,997,134",7.2,"Ben Lewin (written for the screen by, Mark O'Brien (article)",http://ia.media-imdb.com/images/M/MV5BNzA5OTUxNDEwNF5BMl5BanBnXkFtZTcwMjczMjEzOA@@._V1_SX300.jpg,"Biography, Comedy, Drama",The Sessions,79
5707546571a06512a0495880,R,Matt Piedmont,"Spanish, English",tt1702425,11 May 2012,movie,2 wins & 5 nominations.,"Will Ferrell, Diego Luna, Pedro Armendáriz Jr., Genesis Rodriguez",True,USA,"16,837",84 min,"5,895,238",5.5,"Andrew Steele, Eva Maria Peters (dubbing dialogue)",http://ia.media-imdb.com/images/M/MV5BODE1MDYzNjA0NF5BMl5BanBnXkFtZTcwNjY2MTgyNw@@._V1_SX300.jpg,"Comedy, Western",Casa de mi Padre,52
