_id,imdbVotes,Poster,Metascore,Country,Director,Box_office,Released,Writer,imdbRating,Awards,Rated,Runtime,Language,Actors,Type,imdbID,Response,Title,Genre
56fbb67271a065075ca839ce,"144,194",http://ia.media-imdb.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_SX300.jpg,76,USA,Rob Reiner,"92,823,600",21 Jul 1989,Nora Ephron,7.6,Nominated for 1 Oscar. Another 4 wins & 15 nominations.,R,96 min,English,"Billy Crystal, Meg Ryan, Carrie Fisher, Bruno Kirby",movie,tt0098635,True,When Harry Met Sally...,"Comedy, Drama, Romance"
56fbb67271a065075ca839cf,"36,604",http://ia.media-imdb.com/images/M/MV5BMTgwNTAyMDIwOF5BMl5BanBnXkFtZTcwMjcxMTU1MQ@@._V1_SX300.jpg,79,USA,Danny DeVito,"83,699,711",08 Dec 1989,"Warren Adler (novel, Michael Leeson (screenplay)",6.8,Nominated for 3 Golden Globes. Another 2 wins & 6 nominations.,R,116 min,English,"Michael Douglas, Kathleen Turner, Danny DeVito, Marianne Sägebrecht",movie,tt0098621,True,The War of the Roses,"Comedy, Romance"
56fbb67271a065075ca839d0,"162,124",http://ia.media-imdb.com/images/M/MV5BNTAxMzY0MjI1Nl5BMl5BanBnXkFtZTgwMTU2NTYxMTE@._V1_SX300.jpg,N/A,USA,"Ron Clements, John Musker",,17 Nov 1989,"John Musker, Ron Clements, Hans Christian Andersen (fairy tale, Howard Ashman (additional dialogue, Gerrit Graham (additional dialogue, Sam Graham (additional dialogue, Chris Hubbell (additional dialogue)",7.6,Won 2 Oscars. Another 10 wins & 8 nominations.,G,83 min,"English, French","Rene Auberjonois, Christopher Daniel Barnes, Jodi Benson, Pat Carroll",movie,tt0097757,True,The Little Mermaid,"Animation, Family, Fantasy"
56fbb67271a065075ca839d1,"33,412",http://ia.media-imdb.com/images/M/MV5BMTkxMDE1MDY3N15BMl5BanBnXkFtZTgwOTAwNjYxMTE@._V1_SX300.jpg,N/A,USA,Herbert Ross,"83,759,091",22 Nov 1989,"Robert Harling (screenplay, Robert Harling (play)",7.2,Nominated for 1 Oscar. Another 2 wins & 6 nominations.,PG,117 min,English,"Sally Field, Dolly Parton, Shirley MacLaine, Daryl Hannah",movie,tt0098384,True,Steel Magnolias,"Comedy, Drama, Romance"
56fbb67271a065075ca839d2,"104,051",http://ia.media-imdb.com/images/M/MV5BMTI1OTExNTU4NF5BMl5BanBnXkFtZTcwMzIwMzQyMQ@@._V1_SX300.jpg,N/A,USA,Jeremiah S. Chechik,"71,320,000",01 Dec 1989,John Hughes,7.6,N/A,PG-13,97 min,English,"Chevy Chase, Beverly D'Angelo, Juliette Lewis, Johnny Galecki",movie,tt0097958,True,National Lampoon's Christmas Vacation,Comedy
56fbb67271a065075ca839d3,"46,531",http://ia.media-imdb.com/images/M/MV5BMTA1MzMxODQ0MzleQTJeQWpwZ15BbWU3MDI4NDM0MjE@._V1_SX300.jpg,N/A,USA,Roger Spottiswoode,"71,079,915",28 Jul 1989,"Dennis Shryack (story, Michael Blodgett (story, Dennis Shryack (screenplay, Michael Blodgett (screenplay, Daniel Petrie Jr. (screenplay, Jim Cash (screenplay, Jack Epps Jr. (screenplay)",6.0,1 win & 1 nomination.,PG,97 min,English,"Tom Hanks, Mare Winningham, Craig T. Nelson, Reginald VelJohnson",movie,tt0098536,True,Turner & Hooch,"Comedy, Crime, Drama"
56fbb67271a065075ca839d4,"75,101",http://ia.media-imdb.com/images/M/MV5BMTgwNDk5NTA0NF5BMl5BanBnXkFtZTgwMTkyMDUxMDE@._V1_SX300.jpg,75,USA,Oliver Stone,"70,001,698",05 Jan 1990,"Ron Kovic (book, Oliver Stone (screenplay, Ron Kovic (screenplay)",7.2,Won 2 Oscars. Another 13 wins & 23 nominations.,R,145 min,"English, Spanish","Tom Cruise, Raymond J. Barry, Caroline Kava, Josh Evans",movie,tt0096969,True,Born on the Fourth of July,"Biography, Drama, War"
56fbb67271a065075ca839d5,"60,940",http://ia.media-imdb.com/images/M/MV5BMTg3NjMxMjc0Nl5BMl5BanBnXkFtZTcwNjI4MTgxMQ@@._V1_SX300.jpg,51,USA,John Hughes,"66,758,538",16 Aug 1989,John Hughes,6.9,N/A,PG,100 min,English,"John Candy, Jean Louisa Kelly, Gaby Hoffmann, Macaulay Culkin",movie,tt0098554,True,Uncle Buck,Comedy
56fbb67271a065075ca839d6,"84,194",http://ia.media-imdb.com/images/M/MV5BMTkxNDc3MzMwOF5BMl5BanBnXkFtZTcwMzY1Mjk3OA@@._V1_SX300.jpg,57,USA,Phil Alden Robinson,"64,431,625",05 May 1989,"W.P. Kinsella (book, Phil Alden Robinson (screenplay)",7.6,Nominated for 3 Oscars. Another 6 wins & 10 nominations.,PG,107 min,English,"Kevin Costner, Amy Madigan, Gaby Hoffmann, Ray Liotta",movie,tt0097351,True,Field of Dreams,"Drama, Family, Fantasy"
56fbb67271a065075ca839d7,"73,293",http://ia.media-imdb.com/images/M/MV5BMjE4NDcyNjMyMV5BMl5BanBnXkFtZTYwMTQ0OTA5._V1_SX300.jpg,N/A,USA,"Andrey Konchalovskiy, Albert Magnoli","63,408,614",22 Dec 1989,Randy Feldman,6.3,3 nominations.,R,104 min,English,"Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance",movie,tt0098439,True,Tango & Cash,"Action, Comedy, Crime"
56fbb67271a065075ca839d8,"13,985",http://ia.media-imdb.com/images/M/MV5BMTQ3MDkzNDYxMl5BMl5BanBnXkFtZTcwNjQyMTYyMQ@@._V1_SX300.jpg,16,USA,Eddie Murphy,"60,864,870",17 Nov 1989,Eddie Murphy,5.9,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,R,116 min,English,"Eddie Murphy, Richard Pryor, Redd Foxx, Danny Aiello",movie,tt0097481,True,Harlem Nights,"Comedy, Crime, Drama"
56fbb67271a065075ca839d9,"29,611",http://ia.media-imdb.com/images/M/MV5BMTA5MDAwODcyNTVeQTJeQWpwZ15BbWU3MDQ4MTA2MjE@._V1_SX300.jpg,N/A,USA,Harold Becker,"58,571,513",15 Sep 1989,Richard Price,6.8,Nominated for 1 Golden Globe. Another 3 nominations.,R,113 min,English,"Al Pacino, Ellen Barkin, John Goodman, Michael Rooker",movie,tt0098273,True,Sea of Love,"Crime, Drama, Mystery"
56fbb67271a065075ca839da,"61,180",http://ia.media-imdb.com/images/M/MV5BMjA1Mzk4OTAyOV5BMl5BanBnXkFtZTcwNzQ1NjcxMQ@@._V1_SX300.jpg,N/A,USA,Mary Lambert,"57,469,179",21 Apr 1989,"Stephen King (novel, Stephen King (screenplay)",6.6,1 win & 5 nominations.,R,103 min,English,"Dale Midkiff, Fred Gwynne, Denise Crosby, Brad Greenquist",movie,tt0098084,True,Pet Sematary,"Fantasy, Horror"
56fbb67271a065075ca839db,"127,925",http://ia.media-imdb.com/images/M/MV5BMTIwMDA4MTEzMF5BMl5BanBnXkFtZTcwMTcxMTU1MQ@@._V1_SX300.jpg,62,USA,James Cameron,"54,222,000",09 Aug 1989,James Cameron,7.6,Won 1 Oscar. Another 4 wins & 13 nominations.,PG-13,145 min,English,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester",movie,tt0096754,True,The Abyss,"Adventure, Drama, Sci-Fi"
56fbb67271a065075ca839dc,"41,927",http://ia.media-imdb.com/images/M/MV5BMjI2OTExMDQxN15BMl5BanBnXkFtZTcwOTEyNDI4OA@@._V1_SX300.jpg,43,USA,William Shatner,"55,210,049",09 Jun 1989,"Gene Roddenberry (creator, William Shatner (story, Harve Bennett (story, David Loughery (story, David Loughery (screenplay)",5.4,3 wins & 3 nominations.,PG,107 min,"English, Klingon","William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",movie,tt0098382,True,Star Trek V: The Final Frontier,"Action, Adventure, Sci-Fi"
56fbb67271a065075ca839dd,"47,585",http://ia.media-imdb.com/images/M/MV5BMTcyMDE5NzIxMV5BMl5BanBnXkFtZTcwNDUwNzE0MQ@@._V1_SX300.jpg,N/A,USA,David S. Ward,"49,797,148",07 Apr 1989,David S. Ward,7.2,1 nomination.,R,107 min,"English, Spanish, Japanese","Tom Berenger, Charlie Sheen, Corbin Bernsen, Margaret Whitton",movie,tt0097815,True,Major League,"Comedy, Sport"
56fbb67271a065075ca839de,"35,040",http://ia.media-imdb.com/images/M/MV5BMjAzOTE3MjE1NF5BMl5BanBnXkFtZTcwMTExODkxMQ@@._V1_SX300.jpg,N/A,USA,Arthur Hiller,"46,908,987",12 May 1989,"Earl Barret (story, Arne Sultan (story, Marvin Worth (story, Earl Barret (screenplay, Arne Sultan (screenplay, Eliot Wald (screenplay, Andrew Kurtzman (screenplay, Gene Wilder (screenplay)",6.8,N/A,R,103 min,English,"Richard Pryor, Gene Wilder, Joan Severance, Kevin Spacey",movie,tt0098282,True,"See No Evil, Hear No Evil","Comedy, Crime"
56fbb67271a065075ca839df,"38,243",http://ia.media-imdb.com/images/M/MV5BMTg4MTEwNjYzNF5BMl5BanBnXkFtZTcwNDk4OTUzMQ@@._V1_SX300.jpg,N/A,USA,Ridley Scott,"45,645,204",22 Sep 1989,"Craig Bolotin, Warren Lewis",6.6,Nominated for 2 Oscars. Another 1 win & 1 nomination.,R,125 min,"English, Japanese","Michael Douglas, Andy Garcia, Ken Takakura, Kate Capshaw",movie,tt0096933,True,Black Rain,"Action, Crime, Thriller"
56fbb67271a065075ca839e0,"21,491",http://ia.media-imdb.com/images/M/MV5BMjAxMjM3NzI5Ml5BMl5BanBnXkFtZTcwNDQ1NTMyMQ@@._V1_SX300.jpg,50,USA,Steven Spielberg,"43,858,790",22 Dec 1989,"Jerry Belson (screenplay, Dalton Trumbo (screenplay, Frederick Hazlitt Brennan (screenplay, Chandler Sprague (story, David Boehm (story)",6.4,2 nominations.,PG,122 min,English,"Richard Dreyfuss, Holly Hunter, Brad Johnson, John Goodman",movie,tt0096794,True,Always,"Drama, Fantasy, Romance"
56fbb67271a065075ca839e1,"25,200",http://ia.media-imdb.com/images/M/MV5BMTY2NjMxNjMwNF5BMl5BanBnXkFtZTcwMjEyMzgyMQ@@._V1_SX300.jpg,N/A,USA,Rod Daniel,"43,247,647",28 Apr 1989,"Steven Siegel, Scott Myers",5.9,N/A,PG-13,101 min,English,"James Belushi, Mel Harris, Kevin Tighe, Ed O'Neill",movie,tt0097637,True,K-9,"Action, Comedy, Crime"
56fbb67271a065075ca839e2,"8,312",http://ia.media-imdb.com/images/M/MV5BMTI0OTc4NDM3Ml5BMl5BanBnXkFtZTcwMzk5NzUxMQ@@._V1_SX300.jpg,N/A,USA,Francis Veber,"40,590,000",27 Jan 1989,Francis Veber,6.0,1 nomination.,PG-13,96 min,English,"Nick Nolte, Martin Short, Sarah Rowland Doroff, James Earl Jones",movie,tt0098471,True,Three Fugitives,"Action, Comedy"
56fbb67271a065075ca839e3,"83,520",http://ia.media-imdb.com/images/M/MV5BMTk3Mjk5MzI3OF5BMl5BanBnXkFtZTcwMTY4MzcyNA@@._V1_SX300.jpg,44,USA,Stephen Herek,"40,485,039",17 Feb 1989,"Chris Matheson, Ed Solomon",6.9,3 nominations.,PG,90 min,"English, French, German, Greek,  Ancient (to 1453)","Keanu Reeves, Alex Winter, George Carlin, Terry Camilleri",movie,tt0096928,True,Bill & Ted's Excellent Adventure,"Adventure, Comedy, Music"
56fbb67271a065075ca839e4,"32,941",http://ia.media-imdb.com/images/M/MV5BMTIzNTMyNDgyNV5BMl5BanBnXkFtZTYwODQ0Mjk4._V1_SX300.jpg,N/A,USA,John G. Avildsen,"38,956,288",30 Jun 1989,"Robert Mark Kamen (characters, Robert Mark Kamen",4.9,5 nominations.,PG,112 min,English,"Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith",movie,tt0097647,True,"The Karate Kid, Part III","Action, Drama, Family"
56fbb67271a065075ca839e5,"49,593",http://ia.media-imdb.com/images/M/MV5BMTMwOTYzMTkzMl5BMl5BanBnXkFtZTcwMDI0OTUxMQ@@._V1_SX300.jpg,N/A,USA,Joe Dante,"36,602,000",17 Feb 1989,Dana Olsen,6.8,1 nomination.,PG,101 min,English,"Tom Hanks, Bruce Dern, Carrie Fisher, Rick Ducommun",movie,tt0096734,True,The 'Burbs,"Comedy, Mystery, Thriller"
56fbb67271a065075ca839e6,"14,893",http://ia.media-imdb.com/images/M/MV5BMjAwNzQ1ODU3OV5BMl5BanBnXkFtZTcwNjE0MjAyMQ@@._V1_SX300.jpg,N/A,USA,Michael Ritchie,"35,150,960",17 Mar 1989,"Gregory McDonald (character, Leon Capetanos",6.0,N/A,PG,95 min,English,"Chevy Chase, Hal Holbrook, Julianne Phillips, R. Lee Ermey",movie,tt0097366,True,Fletch Lives,"Comedy, Mystery, Crime"
56fbb67271a065075ca839e7,"71,796","http://ia.media-imdb.com/images/M/MV5BMTY0NDE2MTAzN15BMl5BanBnXkFtZTcwMjY5MDg0NA@@._V1._CR21,14,639,990_SX89_AL_.jpg_V1_SX300.jpg",N/A,"UK, USA",John Glen,"34,667,015",14 Jul 1989,"Michael G. Wilson, Richard Maibaum, Ian Fleming (characters)",6.6,1 nomination.,PG-13,133 min,"English, Spanish","Timothy Dalton, Carey Lowell, Robert Davi, Talisa Soto",movie,tt0097742,True,Licence to Kill,"Action, Adventure, Thriller"
56fbb67271a065075ca839e8,"14,222",http://ia.media-imdb.com/images/M/MV5BMTA3NDM4OTc1MzheQTJeQWpwZ15BbWU3MDUzODY2MTE@._V1_SX300.jpg,N/A,USA,John G. Avildsen,"31,906,454",03 Mar 1989,Michael Schiffer,7.4,3 wins & 4 nominations.,PG-13,108 min,"English, Spanish, Portuguese","Morgan Freeman, Beverly Todd, Robert Guillaume, Alan North",movie,tt0097722,True,Lean on Me,Drama
56fbb67271a065075ca839e9,N/A,N/A,N/A,Greece,Athanassios Vakalis,,N/A,Athanassios Vakalis,N/A,N/A,N/A,3 min,N/A,N/A,movie,tt1503141,True,Don't Feed the Bear,"Animation, Short"
56fbb67271a065075ca839ea,"37,264",http://ia.media-imdb.com/images/M/MV5BMjAwMjU1MTA4N15BMl5BanBnXkFtZTcwNzAxNTc3NA@@._V1_SX300.jpg,N/A,USA,Ted Kotcheff,"30,218,387",05 Jul 1989,Robert Klane,6.3,1 nomination.,PG-13,97 min,English,"Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart, Terry Kiser",movie,tt0098627,True,Weekend at Bernie's,Comedy
56fbb67271a065075ca839eb,"41,555",http://ia.media-imdb.com/images/M/MV5BMTU1MTE2Mjk2OF5BMl5BanBnXkFtZTcwMTUzNjYzNA@@._V1_SX300.jpg,N/A,USA,Rowdy Herrington,"30,050,028",19 May 1989,"R. Lance Hill (story, R. Lance Hill (screenplay, Hilary Henkin (screenplay)",6.4,5 nominations.,R,114 min,"English, Portuguese","Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara",movie,tt0098206,True,Road House,"Action, Thriller"
56fbb67271a065075ca839ec,"9,688",http://ia.media-imdb.com/images/M/MV5BMTg4NjAyMTQxM15BMl5BanBnXkFtZTcwNzU4MjYxMQ@@._V1_SX300.jpg,N/A,USA,Howard Zieff,"28,890,240",07 Apr 1989,"Jon Connolly, David Loucka",6.5,N/A,PG-13,113 min,English,"Michael Keaton, Christopher Lloyd, Peter Boyle, Stephen Furst",movie,tt0097235,True,The Dream Team,Comedy
56fbb67271a065075ca839ed,"57,316",http://ia.media-imdb.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_SX300.jpg,91,USA,Spike Lee,"27,545,445",21 Jul 1989,Spike Lee,7.9,Nominated for 2 Oscars. Another 15 wins & 11 nominations.,R,120 min,"English, Italian, Spanish","Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson",movie,tt0097216,True,Do the Right Thing,Drama
56fbb67271a065075ca839ee,"25,458",http://ia.media-imdb.com/images/M/MV5BMTIyMjI5MTUxMV5BMl5BanBnXkFtZTYwMDI0ODY5._V1_SX300.jpg,50,"Ireland, UK, USA","Don Bluth, Gary Goldman, Dan Kuenster","27,100,027",17 Nov 1989,"Don Bluth (story, Ken Cromar (story, Gary Goldman (story, Larry Leker (story, Linda Miller (story, Monica Parker (story, John Pomeroy (story, Guy Shulman (story, David J. Steinberg (story, David N. Weiss (story, David N. Weiss (screenplay)",6.7,1 nomination.,G,84 min,English,"Burt Reynolds, Dom DeLuise, Judith Barsi, Melba Moore",movie,tt0096787,True,All Dogs Go to Heaven,"Animation, Comedy, Drama"
56fbb67271a065075ca839ef,"99,928",http://ia.media-imdb.com/images/M/MV5BMjExNTc2MzU1OV5BMl5BanBnXkFtZTgwNDQzMzcxMTE@._V1_SX300.jpg,N/A,USA,Edward Zwick,"26,830,000",16 Feb 1990,"Kevin Jarre (screenplay, Lincoln Kirstein (book, Peter Burchard (book, Robert Gould Shaw (letters)",7.9,Won 3 Oscars. Another 11 wins & 16 nominations.,R,122 min,English,"Matthew Broderick, Denzel Washington, Cary Elwes, Morgan Freeman",movie,tt0097441,True,Glory,"Drama, History, War"
56fbb67271a065075ca839f0,"36,623",http://ia.media-imdb.com/images/M/MV5BMTQxNjk5NzM2Nl5BMl5BanBnXkFtZTcwMTg2ODQwNw@@._V1_SX300.jpg,86,USA,Steven Soderbergh,"24,741,700",22 Sep 1989,Steven Soderbergh,7.2,Nominated for 1 Oscar. Another 14 wins & 20 nominations.,R,100 min,English,"James Spader, Andie MacDowell, Peter Gallagher, Laura San Giacomo",movie,tt0098724,True,"Sex, Lies, and Videotape",Drama
56fbb67271a065075ca839f1,"28,525",http://ia.media-imdb.com/images/M/MV5BNTU3OTQ3MTkwNF5BMl5BanBnXkFtZTYwMDAxNzY5._V1_SX300.jpg,N/A,USA,Stephen Hopkins,"22,168,359",11 Aug 1989,"Wes Craven (characters, John Skipp (story, Craig Spector (story, Leslie Bohem (story, Leslie Bohem (screenplay)",5.1,3 wins & 2 nominations.,R,89 min,English,"Robert Englund, Lisa Wilcox, Kelly Jo Minter, Danny Hassel",movie,tt0097981,True,A Nightmare on Elm Street 5: The Dream Child,"Horror, Thriller"
56fbb67271a065075ca839f2,"3,540",http://ia.media-imdb.com/images/M/MV5BMTU3NjgxNDIzOF5BMl5BanBnXkFtZTcwMDMzNTgyMQ@@._V1_SX300.jpg,N/A,USA,Gary David Goldberg,"19,738,015",10 Nov 1989,"William Wharton (novel, Gary David Goldberg (screenplay)",6.1,Nominated for 1 Oscar. Another 1 win & 4 nominations.,PG,117 min,English,"Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker",movie,tt0097142,True,Dad,"Drama, Comedy"
56fbb67271a065075ca839f3,"28,416",http://ia.media-imdb.com/images/M/MV5BMTg5MDIxMjQzMl5BMl5BanBnXkFtZTcwNTU1MzI0MQ@@._V1_SX300.jpg,52,USA,John Flynn,"22,099,847",04 Aug 1989,"Richard Smith, Jeb Stuart, Henry Rosenbaum",6.3,3 nominations.,R,109 min,English,"Sylvester Stallone, Donald Sutherland, John Amos, Sonny Landham",movie,tt0097770,True,Lock Up,"Action, Crime, Drama"
56fbb67271a065075ca839f4,"3,445",http://ia.media-imdb.com/images/M/MV5BMjAwMTYyNTc1OV5BMl5BanBnXkFtZTcwNDYzMjAyMQ@@._V1_SX300.jpg,N/A,USA,Joel Schumacher,"22,030,000",10 Feb 1989,Jean-Charles Tacchella (based on the film \,6.2,N/A,PG-13,109 min,English,"Ted Danson, Isabella Rossellini, Sean Young, William Petersen",movie,tt0097116,True,Cousins,"Comedy, Romance"
56fbb67271a065075ca839f5,"64,603",http://ia.media-imdb.com/images/M/MV5BMTg5OTk1NjczNl5BMl5BanBnXkFtZTgwNTE3NjkzMTE@._V1_SX300.jpg,86,USA,Cameron Crowe,"20,781,385",14 Apr 1989,Cameron Crowe,7.4,1 win & 2 nominations.,PG-13,100 min,English,"John Cusack, Ione Skye, John Mahoney, Lili Taylor",movie,tt0098258,True,Say Anything...,"Comedy, Drama, Romance"
56fbb67271a065075ca839f6,"4,549",http://ia.media-imdb.com/images/M/MV5BMjE0MzMzOTYxMV5BMl5BanBnXkFtZTcwOTg1MDcyMQ@@._V1_SX300.jpg,N/A,USA,Peter Yates,"20,047,604",06 Oct 1989,Larry Brothers,6.4,N/A,R,113 min,English,"Tom Selleck, F. Murray Abraham, Laila Robins, David Rasche",movie,tt0097579,True,An Innocent Man,"Action, Crime, Drama"
56fbb67271a065075ca839f7,"16,226",http://ia.media-imdb.com/images/M/MV5BMTk3MjUyMzMyOF5BMl5BanBnXkFtZTcwNjM4Nzk0MQ@@._V1_SX300.jpg,N/A,USA,Chris Walas,"20,021,322",10 Feb 1989,"Mick Garris (screenplay, Jim Wheat (screenplay, Ken Wheat (screenplay, Frank Darabont (screenplay, Mick Garris (story, George Langelaan (characters)",4.9,3 nominations.,R,105 min,English,"Eric Stoltz, Daphne Zuniga, Lee Richardson, John Getz",movie,tt0097368,True,The Fly II,"Horror, Sci-Fi"
56fbb67271a065075ca839f8,"3,062",http://ia.media-imdb.com/images/M/MV5BMjE0MTk3ODUyOV5BMl5BanBnXkFtZTcwNTUyNDkxMQ@@._V1_SX300.jpg,N/A,USA,Blake Edwards,"19,674,852",10 Mar 1989,Blake Edwards,6.1,N/A,R,97 min,English,"John Ritter, Vincent Gardenia, Alyson Reed, Joel Brooks",movie,tt0098343,True,Skin Deep,"Comedy, Drama, Romance"
56fbb67271a065075ca839f9,"2,921",http://ia.media-imdb.com/images/M/MV5BMjE2MDI2ODYxNF5BMl5BanBnXkFtZTcwMDI4NjUyMQ@@._V1_SX300.jpg,N/A,USA,Ron Shelton,"19,131,246",13 Dec 1989,"Blaze Starr (book, Huey Perry (book, Ron Shelton (screenplay)",5.9,Nominated for 1 Oscar. Another 1 win & 2 nominations.,R,120 min,English,"Paul Newman, Lolita Davidovich, Jerry Hardin, Gailard Sartain",movie,tt0096943,True,Blaze,"Biography, Drama"
