_id,imdbRating,Language,Box_office,Metascore,Released,Genre,Response,Actors,Rated,Writer,Awards,Type,imdbVotes,Poster,imdbID,Title,Country,Director,Runtime
570728f471a06517403075b5,7.0,English,"60,338,891",63,12 Sep 2008,Comedy,True,"George Clooney, Frances McDormand, Brad Pitt, John Malkovich",R,"Joel Coen, Ethan Coen",Nominated for 2 Golden Globes. Another 4 wins & 25 nominations.,movie,"241,921",http://ia.media-imdb.com/images/M/MV5BMTczNjQxODE0N15BMl5BanBnXkFtZTcwMzIxMjc3MQ@@._V1_SX300.jpg,tt0887883,Burn After Reading,"USA, UK, France","Ethan Coen, Joel Coen",96 min
570728f471a06517403075b6,6.2,"English, Russian","58,006,147",50,14 Feb 2008,"Drama, Music, Musical",True,"Briana Evigan, Robert Hoffman, Adam G. Sevani, Cassie Ventura",PG-13,"Toni Ann Johnson, Karen Barna, Duane Adler (characters)",2 wins & 3 nominations.,movie,"65,662",http://ia.media-imdb.com/images/M/MV5BMTc0NzYxOTgxOF5BMl5BanBnXkFtZTcwMTgxMjc1MQ@@._V1_SX300.jpg,tt1023481,Step Up 2: The Streets,USA,Jon M. Chu,98 min
570728f471a06517403075b7,5.8,English,"56,729,973",20,24 Oct 2008,"Horror, Mystery",True,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell",R,"Patrick Melton (screenplay, Marcus Dunstan (screenplay)",1 win & 1 nomination.,movie,"85,389",http://ia.media-imdb.com/images/M/MV5BMTMwOTI1NjczOV5BMl5BanBnXkFtZTcwNDQ4MTQ5MQ@@._V1_SX300.jpg,tt1132626,Saw V,"USA, Canada",David Hackl,92 min
570728f471a06517403075b8,6.2,English,,47,30 May 2008,"Horror, Mystery, Thriller",True,"Alex Fisher, Peter Clayton-Luce, Scott Speedman, Liv Tyler",R,Bryan Bertino,1 win & 14 nominations.,movie,"89,568",http://ia.media-imdb.com/images/M/MV5BMTkxODAyODMwNV5BMl5BanBnXkFtZTcwNzk5Nzk2MQ@@._V1_SX300.jpg,tt0482606,The Strangers,USA,Bryan Bertino,86 min
570728f471a06517403075b9,6.6,"English, Mandarin",,57,18 Apr 2008,"Action, Adventure, Fantasy",True,"Jet Li, Michael Angarano, Jackie Chan, Juana Collignon",PG-13,John Fusco,4 nominations.,movie,"86,166",http://ia.media-imdb.com/images/M/MV5BMTUwNTExMTg3NF5BMl5BanBnXkFtZTcwNDYyMTM2MQ@@._V1_SX300.jpg,tt0865556,The Forbidden Kingdom,"USA, China",Rob Minkoff,104 min
570728f471a06517403075ba,6.1,English,"50,818,750",53,19 Dec 2008,"Adventure, Animation, Comedy",True,"Matthew Broderick, Dustin Hoffman, Emma Watson, Tracey Ullman",G,"Kate DiCamillo (book, Will McRobb (screen story, Gary Ross, Chris Viscardi (screen story)",1 win & 8 nominations.,movie,"30,600",http://ia.media-imdb.com/images/M/MV5BMTg0MTc5MTc1MV5BMl5BanBnXkFtZTcwNjgwNDE4MQ@@._V1_SX300.jpg,tt0420238,The Tale of Despereaux,"UK, USA","Sam Fell, Robert Stevenhagen",93 min
570728f471a06517403075bb,6.6,"English, Aboriginal, Chinese, Japanese","49,551,662",53,26 Nov 2008,"Adventure, Drama, Romance",True,"Shea Adams, Eddie Baroo, Ray Barrett, Tony Barry",PG-13,"Stuart Beattie (screenplay, Baz Luhrmann (screenplay, Ronald Harwood (screenplay, Richard Flanagan (screenplay, Baz Luhrmann (story)",Nominated for 1 Oscar. Another 11 wins & 33 nominations.,movie,"100,640",http://ia.media-imdb.com/images/M/MV5BMjAzNTk5NzczMV5BMl5BanBnXkFtZTcwNzI5NTk5MQ@@._V1_SX300.jpg,tt0455824,Australia,"Australia, USA, UK",Baz Luhrmann,165 min
570728f471a06517403075bc,5.5,English,,55,22 Aug 2008,"Comedy, Romance",True,"Anna Faris, Colin Hanks, Emma Stone, Kat Dennings",PG-13,"Karen McCullah, Kirsten Smith",2 nominations.,movie,"62,293",http://ia.media-imdb.com/images/M/MV5BODkxMDg0MjM2OF5BMl5BanBnXkFtZTcwMjc0NTU4MQ@@._V1_SX300.jpg,tt0852713,The House Bunny,USA,Fred Wolf,97 min
570728f471a06517403075bd,6.0,English,"48,006,503",55,04 Apr 2008,"Adventure, Comedy, Family",True,"Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman",PG,"Joseph Kwong (screenplay, Paula Mazur (screenplay, Mark Levin (screenplay, Jennifer Flackett (screenplay, Wendy Orr (novel)",1 win & 3 nominations.,movie,"27,518",http://ia.media-imdb.com/images/M/MV5BMTA0OTk0NjIwMDleQTJeQWpwZ15BbWU3MDg3NjM0NTE@._V1_SX300.jpg,tt0410377,Nim's Island,USA,"Jennifer Flackett, Mark Levin",96 min
570728f471a06517403075be,5.8,English,"46,012,734",37,02 May 2008,"Comedy, Romance",True,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Kadeem Hardison",PG-13,"Adam Sztykiel (screenplay, Deborah Kaplan (screenplay, Harry Elfont (screenplay, Adam Sztykiel (story)",1 win & 1 nomination.,movie,"53,120",http://ia.media-imdb.com/images/M/MV5BMTk1MzA5MjEzMF5BMl5BanBnXkFtZTcwNTk0MjU1MQ@@._V1_SX300.jpg,tt0866439,Made of Honor,"USA, UK",Paul Weiland,101 min
570728f471a06517403075bf,4.2,English,,36,07 Mar 2008,"Adventure, Comedy, Drama",True,"Martin Lawrence, Raven-Symoné, Kym Whitley, Adam LeFevre",G,"Emi Mochizuki, Carrie Lee Wilson, Cinco Paul, Ken Daurio",1 nomination.,movie,"12,994",http://ia.media-imdb.com/images/M/MV5BMTc5NjM4Njg1NF5BMl5BanBnXkFtZTcwMDE2OTc1MQ@@._V1_SX300.jpg,tt0997047,College Road Trip,USA,Roger Kumble,83 min
570728f471a06517403075c0,6.2,"English, Greek","44,087,387",63,06 Aug 2008,"Comedy, Drama, Romance",True,"Amber Tamblyn, Alexis Bledel, America Ferrera, Blake Lively",PG-13,"Elizabeth Chandler (screenplay, Ann Brashares (novel)",1 nomination.,movie,"21,571",http://ia.media-imdb.com/images/M/MV5BMTMwNDYyMTY5Nl5BMl5BanBnXkFtZTcwNzAwMjY2MQ@@._V1_SX300.jpg,tt1018785,The Sisterhood of the Traveling Pants 2,USA,Sanaa Hamri,119 min
570728f471a06517403075c1,6.1,English,"43,929,341",37,09 May 2008,"Action, Family, Sport",True,"Emile Hirsch, Nicholas Elia, Susan Sarandon, Melissa Holroyd",PG,"Lilly Wachowski, Lana Wachowski, Tatsuo Yoshida (animated series \",13 nominations.,movie,"56,781",http://ia.media-imdb.com/images/M/MV5BMTA5MjgxMDE4OTVeQTJeQWpwZ15BbWU3MDgyNjc4NjE@._V1_SX300.jpg,tt0811080,Speed Racer,"USA, Australia, Germany","Lilly Wachowski, Lana Wachowski",135 min
570728f471a06517403075c2,7.1,"English, Burmese, Thai","42,724,402",46,25 Jan 2008,"Action, Thriller, War",True,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish",R,"Art Monterastelli, Sylvester Stallone, David Morrell (character)",1 win & 1 nomination.,movie,"176,032",http://ia.media-imdb.com/images/M/MV5BMTI5Mjg1MzM4NF5BMl5BanBnXkFtZTcwNTAyNzUzMw@@._V1_SX300.jpg,tt0462499,Rambo,"USA, Germany",Sylvester Stallone,92 min
570728f471a06517403075c3,5.3,English,,46,08 Feb 2008,"Comedy, Romance",True,"Martin Lawrence, James Earl Jones, Margaret Avery, Joy Bryant",PG-13,Malcolm D. Lee,N/A,movie,"10,568",http://ia.media-imdb.com/images/M/MV5BNjIwODgyMDk5OF5BMl5BanBnXkFtZTYwMzQ5Nzc4._V1_SX300.jpg,tt0494652,"Welcome Home, Roscoe Jenkins",USA,Malcolm D. Lee,114 min
570728f471a06517403075c4,6.0,"English, Spanish","41,840,908",39,26 Sep 2008,"Drama, Romance",True,"Richard Gere, Diane Lane, Christopher Meloni, Viola Davis",PG-13,"Ann Peacock (screenplay, John Romano (screenplay, Nicholas Sparks (novel)",1 nomination.,movie,"17,512",http://ia.media-imdb.com/images/M/MV5BMTI2MDA0MTI0Ml5BMl5BanBnXkFtZTcwMDkzNDMwMg@@._V1_SX300.jpg,tt0956038,Nights in Rodanthe,"USA, Australia",George C. Wolfe,97 min
570728f471a06517403075c5,5.4,"English, Russian, Spanish","40,687,294",31,17 Oct 2008,"Action, Crime, Drama",True,"Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris",PG-13,"Beau Thorne (screenplay, Sam Lake (video game by Remedy Entertainment and 3-D Realms Entertainment)",1 nomination.,movie,"105,593",http://ia.media-imdb.com/images/M/MV5BOTc3NjE4MTE1OF5BMl5BanBnXkFtZTcwNjIyOTk3MQ@@._V1_SX300.jpg,tt0467197,Max Payne,"Canada, USA",John Moore,100 min
570728f471a06517403075c6,6.0,"English, Spanish, Russian","40,076,438",36,12 Sep 2008,"Action, Crime, Drama",True,"Robert De Niro, Al Pacino, 50 Cent, Carla Gugino",R,Russell Gewirtz,2 nominations.,movie,"72,193",http://ia.media-imdb.com/images/M/MV5BMTYwMjg3MjY3OV5BMl5BanBnXkFtZTcwNTc4MDU3MQ@@._V1_SX300.jpg,tt1034331,Righteous Kill,USA,Jon Avnet,101 min
570728f471a06517403075c7,7.1,"English, Arabic","39,380,442",57,10 Oct 2008,"Action, Drama, Thriller",True,"Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani",R,"William Monahan (screenplay, David Ignatius (novel)",2 nominations.,movie,"169,376",http://ia.media-imdb.com/images/M/MV5BMTgzOTY3MTM0OV5BMl5BanBnXkFtZTcwNjc5MTI5MQ@@._V1_SX300.jpg,tt0758774,Body of Lies,"USA, UK",Ridley Scott,128 min
570728f471a06517403075c8,6.1,English,,47,19 Sep 2008,"Crime, Drama, Thriller",True,"Samuel L. Jackson, Patrick Wilson, Kerry Washington, Ron Glass",PG-13,"David Loughery (screenplay, Howard Korder (screenplay, David Loughery (story)",1 nomination.,movie,"39,527",http://ia.media-imdb.com/images/M/MV5BMTI0MzI0NDI4Ml5BMl5BanBnXkFtZTcwOTk4ODk3MQ@@._V1_SX300.jpg,tt0947802,Lakeview Terrace,USA,Neil LaBute,110 min
570728f471a06517403075c9,2.7,English,"38,232,624",9,25 Jan 2008,Comedy,True,"Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo",PG-13,"Jason Friedberg, Aaron Seltzer",6 nominations.,movie,"86,927",http://ia.media-imdb.com/images/M/MV5BMjAxMDE3NDQwMF5BMl5BanBnXkFtZTcwMjA0MzU1MQ@@._V1_SX300.jpg,tt1073498,Meet the Spartans,USA,"Jason Friedberg, Aaron Seltzer",86 min
570728f471a06517403075ca,4.3,English,"37,931,869",41,11 Jan 2008,"Comedy, Crime, Drama",True,"Ice Cube, Katt Williams, Tracy Morgan, Loretta Devine",PG-13,David E. Talbert,N/A,movie,"7,656",http://ia.media-imdb.com/images/M/MV5BMjE4MTYzMTMxMl5BMl5BanBnXkFtZTYwNzc0Nzc4._V1_SX300.jpg,tt0486578,First Sunday,USA,David E. Talbert,96 min
570728f471a06517403075cb,7.3,English,"37,766,350",57,17 Oct 2008,Drama,True,"Dakota Fanning, Queen Latifah, Jennifer Hudson, Alicia Keys",PG-13,"Gina Prince-Bythewood (screenplay, Sue Monk Kidd (novel)",12 wins & 16 nominations.,movie,"18,671",http://ia.media-imdb.com/images/M/MV5BOTgzNDIzMTM2OV5BMl5BanBnXkFtZTcwMTQzNTE4MQ@@._V1_SX300.jpg,tt0416212,The Secret Life of Bees,USA,Gina Prince-Bythewood,114 min
570728f471a06517403075cc,6.4,English,,43,22 Aug 2008,"Action, Sci-Fi, Thriller",True,"Jason Statham, Joan Allen, Ian McShane, Tyrese Gibson",R,"Paul W.S. Anderson (screenplay, Paul W.S. Anderson (screen story, Robert Thom, Charles B. Griffith, Ib Melchior",1 win & 5 nominations.,movie,"162,273",http://ia.media-imdb.com/images/M/MV5BMTkwMDU1ODg5Ml5BMl5BanBnXkFtZTcwNjMzNjY3MQ@@._V1_SX300.jpg,tt0452608,Death Race,"USA, Germany, UK",Paul W.S. Anderson,105 min
570728f471a06517403075cd,7.8,English,,63,31 Oct 2008,"Crime, Drama, Mystery",True,"Angelina Jolie, Gattlin Griffith, Michelle Gunn, Michael Kelly",R,J. Michael Straczynski,Nominated for 3 Oscars. Another 11 wins & 44 nominations.,movie,"194,878",http://ia.media-imdb.com/images/M/MV5BOTA1Mzg3NjIxNV5BMl5BanBnXkFtZTcwNzU2NTc5MQ@@._V1_SX300.jpg,tt0824747,Changeling,USA,Clint Eastwood,141 min
570728f471a06517403075ce,5.8,English,"35,154,336",35,15 Aug 2008,"Animation, Action, Adventure",True,"Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker",PG,"Henry Gilroy, Steven Melching, Scott Murphy, George Lucas (characters and universe)",1 nomination.,movie,"40,721",http://ia.media-imdb.com/images/M/MV5BMTI1MDIwMTczOV5BMl5BanBnXkFtZTcwNTI4MDE3MQ@@._V1_SX300.jpg,tt1185834,Star Wars: The Clone Wars,USA,Dave Filoni,98 min
570728f471a06517403075cf,7.6,"English, German, Greek, Latin","34,180,954",58,30 Jan 2009,"Drama, Romance",True,"Ralph Fiennes, Jeanette Hain, David Kross, Kate Winslet",R,"David Hare (screenplay, Bernhard Schlink (book)",Won 1 Oscar. Another 24 wins & 46 nominations.,movie,"185,816",http://ia.media-imdb.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_SX300.jpg,tt0976051,The Reader,"USA, Germany",Stephen Daldry,124 min
570728f471a06517403075d0,5.8,English,"33,472,850",47,29 Feb 2008,"Comedy, Sport",True,"Will Ferrell, Woody Harrelson, André Benjamin, Maura Tierney",R,Scot Armstrong,1 win & 4 nominations.,movie,"65,728",http://ia.media-imdb.com/images/M/MV5BMTc1MjQ4NTc3M15BMl5BanBnXkFtZTcwMTc3NTg1MQ@@._V1_SX300.jpg,tt0839980,Semi-Pro,USA,Kent Alterman,91 min
570728f471a06517403075d1,6.5,English,"33,451,479",28,26 Sep 2008,"Drama, Romance",True,"Kirk Cameron, Erin Bethea, Ken Bevel, Stephen Dervan",PG,"Alex Kendrick (story, Stephen Kendrick (story)",N/A,movie,"16,483",http://ia.media-imdb.com/images/M/MV5BMTYyMTI0OTkwNF5BMl5BanBnXkFtZTcwMTgzNjQ4MQ@@._V1_SX300.jpg,tt1129423,Fireproof,USA,Alex Kendrick,122 min
570728f471a06517403075d2,7.5,English,"33,422,556",68,25 Dec 2008,"Drama, Mystery",True,"Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis",PG-13,"John Patrick Shanley (screenplay, John Patrick Shanley (play)",Nominated for 5 Oscars. Another 27 wins & 80 nominations.,movie,"97,130",http://ia.media-imdb.com/images/M/MV5BMTY4NDk0NzE4Nl5BMl5BanBnXkFtZTcwMjk1NDE4MQ@@._V1_SX300.jpg,tt0918927,Doubt,USA,John Patrick Shanley,104 min
570728f471a06517403075d3,5.7,English,"32,853,640",41,21 Mar 2008,"Comedy, Drama",True,"Nate Hartley, Troy Gentile, Ian Roberts, Owen Wilson",PG-13,"Kristofor Brown (screenplay, Seth Rogen (screenplay, John Hughes (story, Kristofor Brown (story, Seth Rogen (story)",1 win & 2 nominations.,movie,"49,374",http://ia.media-imdb.com/images/M/MV5BMTkxNzkwOTc3OF5BMl5BanBnXkFtZTcwMTc1MzU1MQ@@._V1_SX300.jpg,tt0817538,Drillbit Taylor,USA,Steven Brill,110 min
570728f471a06517403075d4,7.2,English,"31,973,840",59,14 Feb 2008,"Comedy, Drama, Romance",True,"Ryan Reynolds, An Nguyen, Matthew Mason, Rick Derby",PG-13,Adam Brooks,1 win & 1 nomination.,movie,"125,066",http://ia.media-imdb.com/images/M/MV5BMTc1Mzc1ODMxMF5BMl5BanBnXkFtZTcwNDY1MzU1MQ@@._V1_SX300.jpg,tt0832266,"Definitely, Maybe","Germany, UK, USA, France",Adam Brooks,112 min
570728f471a06517403075d5,3.8,English,"32,178,777",24,20 Jun 2008,"Comedy, Romance, Sport",True,"Jessica Simpson, Kanye West, Mike Myers, Deepak Chopra",PG-13,"Mike Myers, Graham Gordy",5 wins & 8 nominations.,movie,"42,631",http://ia.media-imdb.com/images/M/MV5BMTg3OTY1MTQ3MF5BMl5BanBnXkFtZTcwMDIzMTM3MQ@@._V1_SX300.jpg,tt0811138,The Love Guru,"USA, UK, Germany",Marco Schnabel,87 min
570728f471a06517403075d6,7.6,English,"31,838,002",84,30 Jan 2009,"Biography, Drama, History",True,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna",R,Dustin Lance Black,Won 2 Oscars. Another 54 wins & 125 nominations.,movie,"133,340",http://ia.media-imdb.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_SX300.jpg,tt1013753,Milk,USA,Gus Van Sant,128 min
570728f471a06517403075d7,6.1,"English, French, Ukrainian, Russian, Hungarian",,51,26 Nov 2008,"Action, Adventure, Crime",True,"Jason Statham, Natalya Rudakova, François Berléand, Robert Knepper",PG-13,"Luc Besson, Robert Mark Kamen, Luc Besson (characters, Robert Mark Kamen (characters)",2 nominations.,movie,"121,171",http://ia.media-imdb.com/images/M/MV5BMTkxNzg1OTU4M15BMl5BanBnXkFtZTcwMjcyMjI5MQ@@._V1_SX300.jpg,tt1129442,Transporter 3,"France, UK, USA",Olivier Megaton,104 min
570728f471a06517403075d8,6.0,English,,53,10 Oct 2008,"Horror, Sci-Fi, Thriller",True,"Jennifer Carpenter, Steve Harris, Jay Hernandez, Johnathon Schaech",R,"John Erick Dowdle (screenplay, Drew Dowdle (screenplay, Jaume Balagueró (motion picture \",6 nominations.,movie,"56,135",http://ia.media-imdb.com/images/M/MV5BMjY0MDgwNTQ4OF5BMl5BanBnXkFtZTcwMzQzNjY3MQ@@._V1_SX300.jpg,tt1082868,Quarantine,USA,John Erick Dowdle,89 min
570728f471a06517403075d9,6.7,English,,64,03 Oct 2008,"Comedy, Drama, Music",True,"Michael Cera, Kat Dennings, Aaron Yoo, Rafi Gavron",PG-13,"Lorene Scafaria (screenplay, Rachel Cohn (novel, David Levithan (novel)",9 nominations.,movie,"73,088",http://ia.media-imdb.com/images/M/MV5BOTY2MjI4ODI4Nl5BMl5BanBnXkFtZTcwNTMyNjM4MQ@@._V1_SX300.jpg,tt0981227,Nick and Norah's Infinite Playlist,USA,Peter Sollett,90 min
570728f471a06517403075da,6.6,English,"31,452,765",56,31 Oct 2008,"Comedy, Romance",True,"Elizabeth Banks, Seth Rogen, Craig Robinson, Gerry Bednob",R,Kevin Smith,2 wins & 4 nominations.,movie,"147,162",http://ia.media-imdb.com/images/M/MV5BMTMwNzM5MTIxNl5BMl5BanBnXkFtZTcwNzkwNzM5MQ@@._V1_SX300.jpg,tt1007028,Zack and Miri Make a Porno,USA,Kevin Smith,101 min
570728f471a06517403075db,5.4,"English, Spanish",,36,01 Feb 2008,"Horror, Mystery",True,"Jessica Alba, Alessandro Nivola, Parker Posey, Rade Serbedzija",PG-13,"Sebastian Gutierrez (screenplay, Yuet-Jan Hui, Oxide Chun Pang, Danny Pang",2 wins & 3 nominations.,movie,"43,357",http://ia.media-imdb.com/images/M/MV5BMTMyNjg3OTQyM15BMl5BanBnXkFtZTcwMjkyMzU1MQ@@._V1_SX300.jpg,tt0406759,The Eye,"USA, Canada","David Moreau, Xavier Palud",98 min
570728f471a06517403075dc,6.0,"English, German","31,199,215",56,04 Apr 2008,"Comedy, Drama, Romance",True,"John Krasinski, David de Vries, Rick Forrester, Craig S. Harper",PG-13,"Duncan Brantley, Rick Reilly",3 nominations.,movie,"27,312",http://ia.media-imdb.com/images/M/MV5BMjU1OTEyMzQxNV5BMl5BanBnXkFtZTcwMDU3NTg1MQ@@._V1_SX300.jpg,tt0379865,Leatherheads,"USA, Germany",George Clooney,114 min
570728f471a06517403075dd,6.2,English,"30,691,439",35,15 Aug 2008,"Horror, Mystery",True,"Kiefer Sutherland, Paula Patton, Cameron Boyce, Erica Gluck",R,"Alexandre Aja (screenplay, Grégory Levasseur (screenplay, Sung-ho Kim (Korean motion picture \",2 nominations.,movie,"84,071",http://ia.media-imdb.com/images/M/MV5BMTI2NTA1ODEyOF5BMl5BanBnXkFtZTcwNjc3MjY3MQ@@._V1_SX300.jpg,tt0790686,Mirrors,"USA, Romania, Germany",Alexandre Aja,110 min
570728f471a06517403075de,4.5,English,"30,105,968",36,18 Jul 2008,"Animation, Adventure, Comedy",True,"Andy Samberg, Cheryl Hines, Jeff Daniels, Patrick Warburton",G,"Kirk De Micco (screenplay, Robert Moreland (screenplay, Kirk De Micco (story, Jason Mayland (additional screenplay material)",1 nomination.,movie,"8,634",http://ia.media-imdb.com/images/M/MV5BNDU0MDY1OTQzOV5BMl5BanBnXkFtZTcwNzQ3ODI3MQ@@._V1_SX300.jpg,tt0482603,Space Chimps,USA,Kirk De Micco,81 min
570728f471a06517403075df,7.3,"English, Latin","30,028,592",69,07 Mar 2008,"Crime, Drama, Thriller",True,"Jason Statham, Saffron Burrows, Stephen Campbell Moore, Daniel Mays",R,"Dick Clement, Ian La Frenais",2 nominations.,movie,"149,367",http://ia.media-imdb.com/images/M/MV5BMTUwMzc1MDMxOV5BMl5BanBnXkFtZTcwODY4OTIzMw@@._V1_SX300.jpg,tt0200465,The Bank Job,"UK, USA, Australia",Roger Donaldson,111 min
570728f471a06517403075e0,6.2,English,,32,25 Jan 2008,"Crime, Drama, Thriller",True,"Diane Lane, Billy Burke, Colin Hanks, Joseph Cross",R,"Robert Fyvolent (screenplay, Mark Brinker (screenplay, Allison Burnett (screenplay, Robert Fyvolent (story, Mark Brinker (story)",1 win.,movie,"40,241",http://ia.media-imdb.com/images/M/MV5BMTYyNTcwODYzMF5BMl5BanBnXkFtZTcwNjMwMzU1MQ@@._V1_SX300.jpg,tt0880578,Untraceable,USA,Gregory Hoblit,101 min
570728f471a06517403075e1,7.2,"English, German, Russian","28,622,873",58,16 Jan 2009,"Action, Drama, History",True,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos",R,"Clayton Frohman (screenplay, Edward Zwick (screenplay, Nechama Tec (book)",Nominated for 1 Oscar. Another 2 wins & 4 nominations.,movie,"113,461",http://ia.media-imdb.com/images/M/MV5BMjAzODIzMTE3Ml5BMl5BanBnXkFtZTcwNDU1MjQzMg@@._V1_SX300.jpg,tt1034303,Defiance,USA,Edward Zwick,137 min
570728f471a06517403075e2,3.9,English,,24,04 Jan 2008,"Horror, Mystery",True,"Shannyn Sossamon, Edward Burns, Ana Claudia Talancón, Ray Wise",PG-13,"Andrew Klavan (screenplay, Yasushi Akimoto (novel, Minako Daira (screenplay)",2 nominations.,movie,"25,970",http://ia.media-imdb.com/images/M/MV5BMjA2NTk0OTcyMV5BMl5BanBnXkFtZTcwMzk1MDU1MQ@@._V1_SX300.jpg,tt0479968,One Missed Call,"Japan, USA, Germany",Eric Valette,87 min
570728f471a06517403075e3,6.7,English,"26,814,957",50,29 Feb 2008,"Biography, Drama, History",True,"Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess",PG-13,"Peter Morgan (screenplay, Philippa Gregory (novel)",3 nominations.,movie,"82,497",http://ia.media-imdb.com/images/M/MV5BMTY2NzkyMzY1OF5BMl5BanBnXkFtZTcwMjk1MDU1MQ@@._V1_SX300.jpg,tt0467200,The Other Boleyn Girl,"UK, USA",Justin Chadwick,115 min
570728f471a06517403075e4,6.8,"English, Turkish","26,415,649",55,11 Apr 2008,"Action, Crime, Drama",True,"Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans",R,"James Ellroy (screenplay, Kurt Wimmer (screenplay, Jamie Moss (screenplay, James Ellroy (story)",1 nomination.,movie,"93,186",http://ia.media-imdb.com/images/M/MV5BMTkxMzE4ODM5MV5BMl5BanBnXkFtZTcwOTM4Mzk1MQ@@._V1_SX300.jpg,tt0421073,Street Kings,USA,David Ayer,109 min
570728f471a06517403075e5,7.9,English,"26,236,603",81,30 Jan 2009,"Drama, Sport",True,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis",R,Robert D. Siegel,Nominated for 2 Oscars. Another 54 wins & 79 nominations.,movie,"247,372",http://ia.media-imdb.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_SX300.jpg,tt1125849,The Wrestler,"USA, France",Darren Aronofsky,109 min
570728f471a06517403075e6,5.2,"English, Japanese","25,926,543",37,21 Mar 2008,"Horror, Mystery, Thriller",True,"Joshua Jackson, Rachael Taylor, Megumi Okina, David Denman",PG-13,Luke Dawson (screenplay),N/A,movie,"25,845",http://ia.media-imdb.com/images/M/MV5BMTU1NDAwMDMyNl5BMl5BanBnXkFtZTcwNzU3NTg1MQ@@._V1_SX300.jpg,tt0482599,Shutter,USA,Masayuki Ochiai,85 min
570728f471a06517403075e7,4.5,English,"25,871,834",33,28 Mar 2008,"Action, Comedy, Sci-Fi",True,"Drake Bell, Sara Paxton, Christopher McDonald, Leslie Nielsen",PG-13,Craig Mazin,1 win.,movie,"50,675",http://ia.media-imdb.com/images/M/MV5BMTc0Njc1MTU5Nl5BMl5BanBnXkFtZTcwMjA4NDE2MQ@@._V1_SX300.jpg,tt0426592,Superhero Movie,USA,Craig Mazin,75 min
570728f471a06517403075e8,6.4,"English, Spanish","25,517,500",56,17 Oct 2008,"Biography, Drama, History",True,"Josh Brolin, Colin Hanks, Toby Jones, Dennis Boutsikaris",PG-13,Stanley Weiser,1 win & 7 nominations.,movie,"40,337",http://ia.media-imdb.com/images/M/MV5BMTkzMzg3NjM3OV5BMl5BanBnXkFtZTcwNTY1MzUzMw@@._V1_SX300.jpg,tt1175491,W.,"USA, Australia, Hong Kong, Switzerland, China",Oliver Stone,129 min
570728f471a06517403075e9,6.6,English,"24,848,292",39,14 Mar 2008,"Action, Drama, Sport",True,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters",PG-13,Chris Hauty,1 win.,movie,"78,017",http://ia.media-imdb.com/images/M/MV5BMTkzNDg3MTIyMF5BMl5BanBnXkFtZTcwOTAwNDc1MQ@@._V1_SX300.jpg,tt1023111,Never Back Down,USA,Jeff Wadlow,110 min
570728f471a06517403075ea,7.0,"English, Arabic",,60,27 Aug 2008,"Action, Crime, Drama",True,"Don Cheadle, Guy Pearce, Saïd Taghmaoui, Neal McDonough",PG-13,"Jeffrey Nachmanoff (screenplay, Steve Martin (story, Jeffrey Nachmanoff (story)",5 nominations.,movie,"48,587",http://ia.media-imdb.com/images/M/MV5BMTg3MzI3NDY5Nl5BMl5BanBnXkFtZTcwMzI0NDY3MQ@@._V1_SX300.jpg,tt0988047,Traitor,USA,Jeffrey Nachmanoff,114 min
570728f471a06517403075eb,7.2,"English, Spanish",,70,15 Aug 2008,"Drama, Romance",True,"Rebecca Hall, Scarlett Johansson, Christopher Evan Welch, Chris Messina",PG-13,Woody Allen,Won 1 Oscar. Another 30 wins & 48 nominations.,movie,"192,199",http://ia.media-imdb.com/images/M/MV5BMTU2NDQ4MTg2MV5BMl5BanBnXkFtZTcwNDUzNjU3MQ@@._V1_SX300.jpg,tt0497465,Vicky Cristina Barcelona,"Spain, USA",Woody Allen,96 min
