_id,Director,Rated,imdbVotes,Country,imdbID,Metascore,imdbRating,Writer,Released,Poster,Runtime,Type,Language,Actors,Box_office,Genre,Response,Awards,Title
56fb91c071a0650358ae5513,David Cronenberg,R,"43,410",USA,tt0085407,69,7.2,"Jeffrey Boam (screenplay, Stephen King (novel)",21 Oct 1983,http://ia.media-imdb.com/images/M/MV5BMTczODE1NTg4Ml5BMl5BanBnXkFtZTYwNTg3MDg4._V1_SX300.jpg,103 min,movie,"English, Russian","Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom",,"Horror, Sci-Fi, Thriller",True,7 wins & 4 nominations.,The Dead Zone
56fb91c071a0650358ae5514,Jim McBride,R,"6,349",USA,tt0085276,N/A,5.7,"François Truffaut (story, Jean-Luc Godard (screenplay, L.M. Kit Carson (screenplay, Jim McBride (screenplay)",13 May 1983,http://ia.media-imdb.com/images/M/MV5BODE0MDE2MTg2M15BMl5BanBnXkFtZTcwNjE2NjgyNA@@._V1_SX300.jpg,100 min,movie,"English, Italian","Richard Gere, Valérie Kaprisky, Art Metrano, John P. Ryan","19,900,000","Action, Drama, Romance",True,N/A,Breathless
56fb91c071a0650358ae5515,Bob Clark,PG,"103,904","USA, Canada",tt0085334,77,8.1,Jean Shepherd (based on the novel \,18 Nov 1983,http://ia.media-imdb.com/images/M/MV5BMTI1NzY1NjkyMV5BMl5BanBnXkFtZTcwMjYxNjE0MQ@@._V1_SX300.jpg,94 min,movie,English,"Melinda Dillon, Darren McGavin, Peter Billingsley, Scott Schwartz",,"Comedy, Family",True,3 wins & 11 nominations.,A Christmas Story
56fb91c071a0650358ae5516,Herbert Ross,PG,"2,629",USA,tt0085919,N/A,6.6,Neil Simon,25 Mar 1983,http://ia.media-imdb.com/images/M/MV5BMTcxODI5Nzg5Ml5BMl5BanBnXkFtZTcwNTYxMjAzMQ@@._V1_SX300.jpg,98 min,movie,English,"Marsha Mason, Jason Robards, Donald Sutherland, Matthew Broderick","17,600,000","Comedy, Drama",True,1 nomination.,Max Dugan Returns
56fb91c071a0650358ae5517,Martha Coolidge,R,"9,819",USA,tt0086525,N/A,6.3,"Wayne Crawford, Andrew Lane",29 Apr 1983,http://ia.media-imdb.com/images/M/MV5BMjA4NzI5OTgyMV5BMl5BanBnXkFtZTgwODgwNjU1MDE@._V1_SX300.jpg,99 min,movie,English,"Nicolas Cage, Deborah Foreman, Elizabeth Daily, Michael Bowen",,"Comedy, Romance",True,N/A,Valley Girl
56fb91c071a0650358ae5518,Michael Chapman,R,"12,045",USA,tt0085154,62,5.9,"Pat Jordan (article, Michael Kane",21 Oct 1983,http://ia.media-imdb.com/images/M/MV5BMTI3NjgwODU2MF5BMl5BanBnXkFtZTcwOTI0NTI1MQ@@._V1_SX300.jpg,91 min,movie,English,"Tom Cruise, Craig T. Nelson, Lea Thompson, Charles Cioffi",,"Drama, Romance, Sport",True,N/A,All the Right Moves
56fb91c071a0650358ae5519,Peter Yates,PG,"22,642","UK, USA",tt0085811,N/A,6.0,Stanford Sherman,29 Jul 1983,http://ia.media-imdb.com/images/M/MV5BMTcxNDYxNjY3NV5BMl5BanBnXkFtZTYwMjc1ODg4._V1_SX300.jpg,121 min,movie,English,"Ken Marshall, Lysette Anthony, Freddie Jones, Francesca Annis",,"Action, Adventure, Fantasy",True,1 win & 5 nominations.,Krull
56fb91c071a0650358ae551a,Lamont Johnson,PG,"3,686","Canada, USA",tt0086346,N/A,5.2,"Stewart Harding (story, Jean LaFleur (story, David Preston (screenplay, Edith Rey (screenplay, Daniel Goldberg (screenplay, Len Blum (screenplay)",20 May 1983,http://ia.media-imdb.com/images/M/MV5BODI5NjU0ODc4MV5BMl5BanBnXkFtZTYwNTgzMzE5._V1_SX300.jpg,90 min,movie,English,"Peter Strauss, Molly Ringwald, Ernie Hudson, Andrea Marcovicci","16,500,000","Action, Adventure, Sci-Fi",True,N/A,Spacehunter: Adventures in the Forbidden Zone
56fb91c071a0650358ae551b,Joel Schumacher,R,"3,308",USA,tt0085387,N/A,5.3,"Topper Carew (story, Joel Schumacher (story, Joel Schumacher",16 Dec 1983,http://ia.media-imdb.com/images/M/MV5BMTQ5MDE0NzIzNF5BMl5BanBnXkFtZTcwMjQ3NTcyMQ@@._V1_SX300.jpg,100 min,movie,English,"Max Gail, Adam Baldwin, Mr. T, Charlie Barnett",,"Comedy, Action",True,N/A,D.C. Cab
56fb91c071a0650358ae551c,Michael Apted,R,"9,294",USA,tt0085615,N/A,6.8,"Martin Cruz Smith (novel, Dennis Potter (screenplay)",16 Dec 1983,"http://ia.media-imdb.com/images/M/MV5BMTU0NDQ4Njg0Ml5BMl5BanBnXkFtZTYwNzE2Njc5._V1._CR1,46,294,427_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg",128 min,movie,English,"William Hurt, Lee Marvin, Brian Dennehy, Ian Bannen","15,900,000","Crime, Drama, Mystery",True,Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,Gorky Park
56fb91c071a0650358ae551d,Lewis Gilbert,PG,"9,574",UK,tt0085478,52,7.2,Willy Russell (screenplay),28 Oct 1983,http://ia.media-imdb.com/images/M/MV5BOTA2Njk1NzM5MF5BMl5BanBnXkFtZTcwNzAzMzMzMQ@@._V1_SX300.jpg,110 min,movie,English,"Michael Caine, Julie Walters, Michael Williams, Maureen Lipman",,"Comedy, Drama",True,Nominated for 3 Oscars. Another 6 wins & 5 nominations.,Educating Rita
56fb91c071a0650358ae551e,Noel Black,R,"4,153",USA,tt0086143,N/A,5.2,"Dan Greenburg, Suzanne O'Malley",29 Jul 1983,http://ia.media-imdb.com/images/M/MV5BMjU4MzIwNjAxN15BMl5BanBnXkFtZTcwMzA0MDcyMQ@@._V1_SX300.jpg,89 min,movie,English,"Phoebe Cates, Betsy Russell, Matthew Modine, Michael Zorek",,"Comedy, Romance",True,N/A,Private School
56fb91c071a0650358ae551f,Michael Ritchie,R,"3,441",USA,tt0086397,N/A,5.8,Michael Leeson,22 Jun 1983,http://ia.media-imdb.com/images/M/MV5BMjA2Njc1MzcxNl5BMl5BanBnXkFtZTcwNzc1MjkxMQ@@._V1_SX300.jpg,103 min,movie,"English, Spanish","Walter Matthau, Robin Williams, Jerry Reed, James Wainwright",,"Comedy, Crime, Drama",True,N/A,The Survivors
56fb91c071a0650358ae5520,Sam Firstenberg,R,"3,073",USA,tt0086192,N/A,6.1,James R. Silke (screenplay),16 Sep 1983,http://ia.media-imdb.com/images/M/MV5BMTU1OTQwNzUyNV5BMl5BanBnXkFtZTcwOTI0NzU2NA@@._V1_SX300.jpg,90 min,movie,English,"Shô Kosugi, Keith Vitali, Virgil Frye, Arthur Roberts",,"Action, Crime, Drama",True,N/A,Revenge of the Ninja
56fb91c071a0650358ae5521,Hal Needham,PG,"2,557",USA,tt0086379,N/A,4.6,"William Neely (novel, Robert K. Ottum (novel, Hugh Wilson (screenplay, Hal Needham (screenplay, David E. Peckinpah",01 Jul 1983,http://ia.media-imdb.com/images/M/MV5BMjA0MjAxOTgwN15BMl5BanBnXkFtZTcwOTYzNTMyMQ@@._V1_SX300.jpg,96 min,movie,English,"Burt Reynolds, Ned Beatty, Jim Nabors, Parker Stevenson","13,000,000","Action, Comedy, Romance",True,1 win & 4 nominations.,Stroker Ace
56fb91c071a0650358ae5522,Steve Carver,PG,"7,650",USA,tt0085862,N/A,6.3,"B.J. Nelson (screenplay, H. Kaye Dyal (story, B.J. Nelson (story)",15 Apr 1983,http://ia.media-imdb.com/images/M/MV5BMTM2NDE1NDY5OF5BMl5BanBnXkFtZTcwODI3NDk0NA@@._V1_SX300.jpg,107 min,movie,"English, Spanish","Chuck Norris, David Carradine, Barbara Carrera, Leon Isaac Kennedy","12,200,000","Action, Crime, Drama",True,N/A,Lone Wolf McQuade
56fb91c071a0650358ae5523,Robert Dalva,PG,"1,487",USA,tt0085248,34,5.9,"Walter Farley (novel, Richard Kletter (screenplay, Jerome Kass (screenplay)",25 Mar 1983,http://ia.media-imdb.com/images/M/MV5BNDI4NDU4MTExMV5BMl5BanBnXkFtZTcwNjk0NjgyNA@@._V1_SX300.jpg,103 min,movie,"English, Berber languages, French","Kelly Reno, Vincent Spano, Allen Garfield, Woody Strode","9,800,000","Adventure, Family",True,1 nomination.,The Black Stallion Returns
56fb91c071a0650358ae5524,James Sbardellati,R,"2,402","Argentina, USA",tt0087127,N/A,4.4,Howard R. Cohen (screenplay),16 Sep 1983,http://ia.media-imdb.com/images/M/MV5BMTQ0MTAxMjIyMF5BMl5BanBnXkFtZTcwMzEzOTQyMQ@@._V1_SX300.jpg,80 min,movie,English,"Rick Hill, Barbi Benton, Richard Brooker, Lana Clarkson",,"Adventure, Fantasy",True,N/A,Deathstalker
56fb91c071a0650358ae5525,Woody Allen,PG,"30,647",USA,tt0086637,N/A,7.8,Woody Allen,15 Jul 1983,http://ia.media-imdb.com/images/M/MV5BMTI2Njk0Nzk4MV5BMl5BanBnXkFtZTcwMDM4NDMyMQ@@._V1_SX300.jpg,79 min,movie,"English, German","Woody Allen, Mia Farrow, Patrick Horgan, John Buckwalter","11,800,000",Comedy,True,Nominated for 2 Oscars. Another 6 wins & 14 nominations.,Zelig
56fb91c071a0650358ae5526,Franc Roddam,R,"2,006",USA,tt0085867,N/A,6.6,"Pat Conroy (novel, Thomas Pope (screenplay, Lloyd Fonvielle (screenplay)",18 Feb 1983,http://ia.media-imdb.com/images/M/MV5BMTI1ODU5MDUyN15BMl5BanBnXkFtZTcwNzM3NjIzMQ@@._V1_SX300.jpg,102 min,movie,English,"David Keith, Robert Prosky, G.D. Spradlin, Barbara Babcock",,Thriller,True,N/A,The Lords of Discipline
56fb91c071a0650358ae5527,Blake Edwards,R,"1,670",USA,tt0085891,N/A,5.1,"Blake Edwards (screenplay, Milton Wexler (screenplay, Geoffrey Edwards (screenplay, François Truffaut (first story, Michel Fermaud (first story, Suzanne Schiffman (first story)",16 Dec 1983,http://ia.media-imdb.com/images/M/MV5BMjE0MDU0MzI0NF5BMl5BanBnXkFtZTYwNTk3Nzg5._V1_SX300.jpg,110 min,movie,English,"Burt Reynolds, Julie Andrews, Kim Basinger, Marilu Henner",,"Comedy, Drama, Romance",True,N/A,The Man Who Loved Women
56fb91c071a0650358ae5528,Mark Rosman,R,"3,920",USA,tt0085694,N/A,6.1,"Mark Rosman, Bobby Fine (additional dialogue)",21 Jan 1983,http://ia.media-imdb.com/images/M/MV5BMTAxNzY1OTYxNjleQTJeQWpwZ15BbWU3MDkyODQzNzM@._V1_SX300.jpg,91 min,movie,English,"Kate McNeil, Eileen Davidson, Janis Ward, Robin Meloy",,"Horror, Mystery, Thriller",True,N/A,The House on Sorority Row
56fb91c071a0650358ae5529,Michael Pressman,R,"4,210",USA,tt0085450,N/A,5.0,"Bruce Jay Friedman (story, Carl Gottlieb, Robert Boris, Bruce Jay Friedman",06 May 1983,http://ia.media-imdb.com/images/M/MV5BMTM5MDk4OTg5OF5BMl5BanBnXkFtZTcwNzAzMjMyMQ@@._V1_SX300.jpg,89 min,movie,English,"Dan Aykroyd, Howard Hesseman, Donna Dixon, Lydia Lei",,Comedy,True,N/A,Doctor Detroit
