_id,Rated,Language,Writer,imdbVotes,imdbRating,Box_office,Title,Poster,Director,imdbID,Genre,Response,Type,Runtime,Awards,Actors,Released,Metascore,Country
56fbc9d771a0651d70a8a7d7,PG,English,"Daniel G. Sullivan, Fredric LeBow","69,445",6.6,,While You Were Sleeping,http://ia.media-imdb.com/images/M/MV5BMTU5NjU4NDUzMl5BMl5BanBnXkFtZTgwMjc4NDgzMTE@._V1_SX300.jpg,Jon Turteltaub,tt0114924,"Comedy, Drama, Romance",True,movie,103 min,Nominated for 1 Golden Globe. Another 3 wins & 4 nominations.,"Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle",21 Apr 1995,67,USA
56fbc9d771a0651d70a8a7d8,PG-13,"English, American Sign Language","Michael Crichton (novel, John Patrick Shanley (screenplay)","33,543",5.0,,Congo,http://ia.media-imdb.com/images/M/MV5BNjI3MTE5NTMzOF5BMl5BanBnXkFtZTcwMzkyOTAyMQ@@._V1_SX300.jpg,Frank Marshall,tt0112715,"Action, Adventure, Mystery",True,movie,109 min,2 wins & 11 nominations.,"Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry",09 Jun 1995,22,USA
56fbc9d771a0651d70a8a7d9,PG,English,"Albert Hackett (screenplay, Frances Goodrich (screenplay, Nancy Meyers (screenplay, Charles Shyer (screenplay)","25,938",5.9,,Father of the Bride Part II,http://ia.media-imdb.com/images/M/MV5BMTg1NDc2MjExOF5BMl5BanBnXkFtZTcwNjU1NDAzMQ@@._V1_SX300.jpg,Charles Shyer,tt0113041,Comedy,True,movie,106 min,Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,"Steve Martin, Diane Keaton, Martin Short, Kimberly Williams-Paisley",08 Dec 1995,49,USA
56fbc9d771a0651d70a8a7da,R,"English, French, Latin, Scottish Gaelic",Randall Wallace,"710,741",8.4,,Braveheart,http://ia.media-imdb.com/images/M/MV5BNjA4ODYxMDU3Nl5BMl5BanBnXkFtZTcwMzkzMTk3OA@@._V1_SX300.jpg,Mel Gibson,tt0112573,"Biography, Drama, History",True,movie,178 min,Won 5 Oscars. Another 26 wins & 28 nominations.,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo",24 May 1995,68,USA
56fbc9d771a0651d70a8a7db,R,English,"Elmore Leonard (novel, Scott Frank (screenplay)","61,591",6.9,,Get Shorty,http://ia.media-imdb.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_SX300.jpg,Barry Sonnenfeld,tt0113161,"Comedy, Crime, Thriller",True,movie,105 min,Won 1 Golden Globe. Another 5 wins & 15 nominations.,"John Travolta, Gene Hackman, Rene Russo, Danny DeVito",20 Oct 1995,82,USA
56fbc9d771a0651d70a8a7dc,PG-13,English,"Mark Steven Johnson (characters, Mark Steven Johnson","18,747",6.6,"69,870,000",Grumpier Old Men,http://ia.media-imdb.com/images/M/MV5BMTk1MTk4MDQ4OF5BMl5BanBnXkFtZTYwNDYyMzg4._V1_SX300.jpg,Howard Deutch,tt0113228,"Comedy, Romance",True,movie,101 min,2 wins & 2 nominations.,"Walter Matthau, Jack Lemmon, Sophia Loren, Ann-Margret",22 Dec 1995,46,USA
56fbc9d771a0651d70a8a7dd,PG-13,English,"Richard LaGravenese (screenplay, Robert James Waller (novel)","53,261",7.5,,The Bridges of Madison County,http://ia.media-imdb.com/images/M/MV5BMTI0MDkxMzA2NF5BMl5BanBnXkFtZTYwNjIxMDI5._V1_SX300.jpg,Clint Eastwood,tt0112579,"Drama, Romance",True,movie,135 min,Nominated for 1 Oscar. Another 6 wins & 14 nominations.,"Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak",02 Jun 1995,66,USA
56fbc9d771a0651d70a8a7de,PG-13,English,"Ed Boon (video games, John Tobias (video games, Kevin Droney","79,687",5.8,"70,360,285",Mortal Kombat,http://ia.media-imdb.com/images/M/MV5BMjMyMTkwNzcxNF5BMl5BanBnXkFtZTgwOTMxNzYxMTE@._V1_SX300.jpg,Paul W.S. Anderson,tt0113855,"Action, Adventure, Fantasy",True,movie,101 min,1 win & 3 nominations.,"Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa",18 Aug 1995,58,USA
56fbc9d771a0651d70a8a7df,PG-13,"English, Russian",Patrick Braoudé (film \,"29,126",5.4,,Nine Months,http://ia.media-imdb.com/images/M/MV5BMTg5NzYwMTkwNF5BMl5BanBnXkFtZTcwNTMxMzUyMQ@@._V1_SX300.jpg,Chris Columbus,tt0113986,"Comedy, Romance",True,movie,103 min,2 nominations.,"Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack",12 Jul 1995,N/A,USA
56fbc9d771a0651d70a8a7e0,R,"English, Korean, French","Laurence Dworet, Robert Roy Pool","89,276",6.6,,Outbreak,http://ia.media-imdb.com/images/M/MV5BOTMwNTMwMTk4NV5BMl5BanBnXkFtZTcwMTI0ODYxMQ@@._V1_SX300.jpg,Wolfgang Petersen,tt0114069,"Action, Drama, Thriller",True,movie,127 min,5 wins & 4 nominations.,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey",10 Mar 1995,N/A,USA
56fbc9d771a0651d70a8a7e1,R,"English, Spanish",Michael Mann,"416,316",8.2,,Heat,http://ia.media-imdb.com/images/M/MV5BMTM1NDc4ODkxNV5BMl5BanBnXkFtZTcwNTI4ODE3MQ@@._V1_SX300.jpg,Michael Mann,tt0113277,"Action, Crime, Drama",True,movie,170 min,11 nominations.,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight",15 Dec 1995,76,USA
56fbc9d771a0651d70a8a7e2,R,English,"Terry McMillan (novel, Terry McMillan (screenplay, Ronald Bass (screenplay)","7,210",5.6,,Waiting to Exhale,http://ia.media-imdb.com/images/M/MV5BMTczMTMyMTgyM15BMl5BanBnXkFtZTcwOTc4OTQyMQ@@._V1_SX300.jpg,Forest Whitaker,tt0114885,"Comedy, Drama, Romance",True,movie,124 min,8 wins & 8 nominations.,"Whitney Houston, Angela Bassett, Loretta Devine, Lela Rochon",22 Dec 1995,N/A,USA
56fbc9d771a0651d70a8a7e3,R,English,"George Gallo (story, Michael Barrie (screenplay, Jim Mulholland (screenplay, Doug Richardson (screenplay)","166,028",6.8,,Bad Boys,http://ia.media-imdb.com/images/M/MV5BMTY4NDk1NTU5NF5BMl5BanBnXkFtZTcwMjE2NDU2MQ@@._V1_SX300.jpg,Michael Bay,tt0112442,"Action, Comedy, Crime",True,movie,119 min,1 win & 3 nominations.,"Lisa Boyle, Will Smith, Martin Lawrence, Michael Taliferro",07 Apr 1995,41,USA
56fbc9d771a0651d70a8a7e4,G,English,"Dick King-Smith (novel, George Miller (screenplay, Chris Noonan (screenplay)","91,870",6.8,,Babe,http://ia.media-imdb.com/images/M/MV5BMTIwNzY2OTIzN15BMl5BanBnXkFtZTcwNjcxODAzMQ@@._V1_SX300.jpg,Chris Noonan,tt0112431,"Comedy, Drama, Family",True,movie,91 min,Won 1 Oscar. Another 18 wins & 22 nominations.,"Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving",04 Aug 1995,83,"Australia, USA"
56fbc9d771a0651d70a8a7e5,PG-13,"English, French",Aaron Sorkin,"42,208",6.8,,The American President,http://ia.media-imdb.com/images/M/MV5BMTI5NDU2NDYzOF5BMl5BanBnXkFtZTYwNDk5MDI5._V1_SX300.jpg,Rob Reiner,tt0112346,"Comedy, Drama, Romance",True,movie,114 min,Nominated for 1 Oscar. Another 1 win & 9 nominations.,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox",17 Nov 1995,67,USA
56fbc9d771a0651d70a8a7e6,R,English,Dennis Feldman,"59,541",5.8,,Species,http://ia.media-imdb.com/images/M/MV5BMjMyNTE0ODUzOF5BMl5BanBnXkFtZTcwNjY5NTk1NA@@._V1_SX300.jpg,Roger Donaldson,tt0114508,"Horror, Sci-Fi",True,movie,108 min,3 wins & 6 nominations.,"Ben Kingsley, Michael Madsen, Alfred Molina, Forest Whitaker",07 Jul 1995,N/A,USA
56fbc9d771a0651d70a8a7e7,PG-13,"English, Spanish",Amy Heckerling,"117,619",6.8,,Clueless,http://ia.media-imdb.com/images/M/MV5BMTgxODIxODE2MF5BMl5BanBnXkFtZTgwOTA4NjQxMTE@._V1_SX300.jpg,Amy Heckerling,tt0112697,"Comedy, Romance",True,movie,97 min,6 wins & 11 nominations.,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd",19 Jul 1995,68,USA
56fbc9d771a0651d70a8a7e8,PG,"English, French","Samuel A. Taylor (play, Billy Wilder (earlier screenplay, Samuel A. Taylor (earlier screenplay, Ernest Lehman (earlier screenplay, Barbara Benedek (screenplay, David Rayfiel (screenplay)","29,091",6.2,,Sabrina,http://ia.media-imdb.com/images/M/MV5BMTYxMTg3OTYyOF5BMl5BanBnXkFtZTcwODE3NTYxMQ@@._V1_SX300.jpg,Sydney Pollack,tt0114319,"Comedy, Drama",True,movie,127 min,Nominated for 2 Oscars. Another 1 win & 4 nominations.,"Harrison Ford, Julia Ormond, Greg Kinnear, Nancy Marchand",15 Dec 1995,N/A,"Germany, USA"
56fbc9d771a0651d70a8a7e9,R,English,Callie Khouri,"10,161",5.7,,Something to Talk About,http://ia.media-imdb.com/images/M/MV5BMTIzOTczNTM1MF5BMl5BanBnXkFtZTcwMDM5MDMyMQ@@._V1_SX300.jpg,Lasse Hallström,tt0114496,"Comedy, Drama, Romance",True,movie,106 min,Nominated for 1 Golden Globe. Another 2 nominations.,"Julia Roberts, Dennis Quaid, Robert Duvall, Gena Rowlands",04 Aug 1995,N/A,USA
56fbc9d771a0651d70a8a7ea,PG-13,"English, Spanish","John Brancato, Michael Ferris","47,823",5.8,"50,728,000",The Net,http://ia.media-imdb.com/images/M/MV5BMTU0NjA2NzIwOF5BMl5BanBnXkFtZTYwNTExNTg4._V1_SX300.jpg,Irwin Winkler,tt0113957,"Action, Crime, Drama",True,movie,114 min,1 win & 1 nomination.,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker",28 Jul 1995,51,USA
56fbc9d771a0651d70a8a7eb,R,English,"Richard Hatem, Matt Reeves, J.F. Lawton (characters)","35,069",5.4,,Under Siege 2: Dark Territory,http://ia.media-imdb.com/images/M/MV5BMmUxMDE0MTItMTRiMC00YzgwLTkwODItN2FkOTQ0MjNhY2QwXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg,Geoff Murphy,tt0114781,"Action, Thriller",True,movie,100 min,N/A,"Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl",14 Jul 1995,N/A,USA
56fbc9d771a0651d70a8a7ec,PG-13,English,"Robert Mark Kamen (screenplay, Mark Miller (screenplay, Harvey Weitzman (screenplay, Piero Tellini (story, Cesare Zavattini (story, Vittorio de Benedetti (story)","24,011",6.6,,A Walk in the Clouds,http://ia.media-imdb.com/images/M/MV5BNjg3OTQzOTM5MF5BMl5BanBnXkFtZTYwNTY5NzY5._V1_SX300.jpg,Alfonso Arau,tt0114887,"Drama, Romance",True,movie,102 min,Won 1 Golden Globe. Another 4 nominations.,"Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Giancarlo Giannini",11 Aug 1995,N/A,"USA, Mexico"
56fbc9d771a0651d70a8a7ed,PG-13,English,"Sherwood Schwartz (characters, Laurice Elehwany, Rick Copp, Bonnie Turner, Terry Turner","17,164",5.9,,The Brady Bunch Movie,http://ia.media-imdb.com/images/M/MV5BMTEwNjU1NjMyNDBeQTJeQWpwZ15BbWU3MDQ4NDUwMjE@._V1_SX300.jpg,Betty Thomas,tt0112572,Comedy,True,movie,90 min,3 nominations.,"Shelley Long, Gary Cole, Christine Taylor, Christopher Daniel Barnes",17 Feb 1995,N/A,USA
56fbc9d771a0651d70a8a7ee,PG,"English, French","Jane Austen (novel, Emma Thompson (screenplay)","76,082",7.7,"42,700,000",Sense and Sensibility,http://ia.media-imdb.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_SX300.jpg,Ang Lee,tt0114388,"Drama, Romance",True,movie,136 min,Won 1 Oscar. Another 31 wins & 44 nominations.,"James Fleet, Tom Wilkinson, Harriet Walter, Kate Winslet",26 Jan 1996,84,"USA, UK"
56fbc9d771a0651d70a8a7ef,R,English,"Nicholas Pileggi (book, Nicholas Pileggi (screenplay, Martin Scorsese (screenplay)","320,118",8.2,,Casino,http://ia.media-imdb.com/images/M/MV5BMTMzMjkwMTk4Nl5BMl5BanBnXkFtZTYwNjYxMjk5._V1_SX300.jpg,Martin Scorsese,tt0112641,"Biography, Crime, Drama",True,movie,178 min,Nominated for 1 Oscar. Another 3 wins & 9 nominations.,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods",22 Nov 1995,73,"USA, France"
56fbc9d771a0651d70a8a7f0,PG,English,"David E. Peckinpah (story, Richard Jefferies (story, James Orr (screenplay, Jim Cruickshank (screenplay)","6,336",4.9,"40,070,995",Man of the House,http://ia.media-imdb.com/images/M/MV5BMTI1MzQyNzI5N15BMl5BanBnXkFtZTcwMjUyNjUyMQ@@._V1_SX300.jpg,James Orr,tt0113755,"Comedy, Family",True,movie,96 min,2 nominations.,"Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt",03 Mar 1995,N/A,USA
56fbc9d771a0651d70a8a7f1,R,English,"Helen Prejean (book, Tim Robbins","71,744",7.6,,Dead Man Walking,http://ia.media-imdb.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_SX300.jpg,Tim Robbins,tt0112818,"Crime, Drama",True,movie,122 min,Won 1 Oscar. Another 20 wins & 19 nominations.,"Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry",02 Feb 1996,80,"UK, USA"
56fbc9d771a0651d70a8a7f2,PG-13,"English, French",Adam Brooks,"37,872",6.5,,French Kiss,http://ia.media-imdb.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@._V1_SX300.jpg,Lawrence Kasdan,tt0113117,"Comedy, Drama, Romance",True,movie,111 min,2 nominations.,"Meg Ryan, Kevin Kline, Timothy Hutton, Jean Reno",05 May 1995,50,"UK, USA"
56fbc9d771a0651d70a8a7f3,R,English,John Singleton,"14,432",6.5,"38,290,723",Higher Learning,http://ia.media-imdb.com/images/M/MV5BMTI1NDEwMDg4Ml5BMl5BanBnXkFtZTcwMzY4MTgxMQ@@._V1_SX300.jpg,John Singleton,tt0113305,"Crime, Drama, Romance",True,movie,127 min,1 win & 1 nomination.,"Omar Epps, Kristy Swanson, Michael Rapaport, Jennifer Connelly",11 Jan 1995,54,USA
56fbc9d771a0651d70a8a7f4,PG-13,English,"Lorne Cameron (story, David Hoselton (story, William Nicholson (story, William Nicholson (screenplay)","53,799",5.9,"37,600,435",First Knight,http://ia.media-imdb.com/images/M/MV5BMTY2MTAwNTE0MV5BMl5BanBnXkFtZTcwMDMyMjAzMQ@@._V1_SX300.jpg,Jerry Zucker,tt0113071,"Action, Adventure, Romance",True,movie,134 min,N/A,"Sean Connery, Richard Gere, Julia Ormond, Ben Cross",07 Jul 1995,N/A,USA
56fbc9d771a0651d70a8a7f5,R,English,"John Katzenbach (novel, Jeb Stuart (screenplay, Peter Stone (screenplay)","19,111",6.4,,Just Cause,http://ia.media-imdb.com/images/M/MV5BMTQyMzk3Mzk3OV5BMl5BanBnXkFtZTcwOTU5ODYyMQ@@._V1_SX300.jpg,Arne Glimcher,tt0113501,"Action, Crime, Drama",True,movie,102 min,1 win.,"Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood",17 Feb 1995,N/A,USA
56fbc9d771a0651d70a8a7f6,PG-13,"English, French, Italian",Douglas Carter Beane,"20,424",6.3,"36,475,691","To Wong Foo Thanks for Everything, Julie Newmar","http://ia.media-imdb.com/images/M/MV5BMjEyNzgxNTk0OF5BMl5BanBnXkFtZTcwOTAzNjgyMQ@@._V1._CR2,3,261,413_SX89_AL_.jpg_V1_SX300.jpg",Beeban Kidron,tt0114682,"Comedy, Drama",True,movie,109 min,Nominated for 2 Golden Globes. Another 1 nomination.,"Wesley Snipes, Patrick Swayze, John Leguizamo, Stockard Channing",08 Sep 1995,N/A,USA
56fbc9d771a0651d70a8a7f7,PG,English,"Lynne Reid Banks (novel, Melissa Mathison (screenplay)","20,201",5.9,,The Indian in the Cupboard,http://ia.media-imdb.com/images/M/MV5BMTk0NjQ5NzQxMl5BMl5BanBnXkFtZTcwMDc5NjUyMQ@@._V1_SX300.jpg,Frank Oz,tt0113419,"Drama, Family, Fantasy",True,movie,96 min,1 win & 6 nominations.,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins",14 Jul 1995,N/A,USA
56fbc9d771a0651d70a8a7f8,R,English,"Doug Richardson (story, Doug Richardson (screenplay, David Loughery (screenplay)","31,488",5.6,"35,324,232",Money Train,http://ia.media-imdb.com/images/M/MV5BNDEwNzcyNjkzNl5BMl5BanBnXkFtZTcwNzQyMzYxMQ@@._V1_SX300.jpg,Joseph Ruben,tt0113845,"Action, Comedy, Crime",True,movie,110 min,1 nomination.,"Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake",22 Nov 1995,N/A,USA
56fbc9d771a0651d70a8a7f9,G,English,"Jymn Magon (story, Jymn Magon (screenplay, Chris Matheson (screenplay, Brian Pimental (screenplay, Brian Pimental (story, Curtis Armstrong (additional written material, John Doolittle (additional written material)","33,010",6.8,"35,348,597",A Goofy Movie,http://ia.media-imdb.com/images/M/MV5BMTI0MjgzMjQ5Nl5BMl5BanBnXkFtZTcwNjg1NjMyMQ@@._V1_SX300.jpg,Kevin Lima,tt0113198,"Animation, Adventure, Comedy",True,movie,78 min,5 nominations.,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin",07 Apr 1995,N/A,USA
56fbc9d771a0651d70a8a7fa,R,English,"John Wagner (characters, Carlos Ezquerra (characters, Michael De Luca (story, William Wisher Jr. (story, William Wisher Jr. (screenplay, Steven E. de Souza (screenplay)","85,874",5.4,,Judge Dredd,http://ia.media-imdb.com/images/M/MV5BMTg3NTgzOTE3MF5BMl5BanBnXkFtZTYwNzEwNzg5._V1_SX300.jpg,Danny Cannon,tt0113492,"Action, Crime, Sci-Fi",True,movie,96 min,2 wins & 5 nominations.,"Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow",30 Jun 1995,N/A,USA
56fbc9d771a0651d70a8a7fb,PG-13,English,"Billy Crystal, Lowell Ganz, Babaloo Mandel","9,267",6.4,"33,194,500",Forget Paris,http://ia.media-imdb.com/images/M/MV5BMTQ4MjUyOTc2Ml5BMl5BanBnXkFtZTcwNzYzMDcxMQ@@._V1_SX300.jpg,Billy Crystal,tt0113097,"Comedy, Romance",True,movie,101 min,1 win.,"Billy Crystal, Debra Winger, Joe Mantegna, Cynthia Stevenson",19 May 1995,N/A,USA
56fbc9d771a0651d70a8a7fc,PG-13,English,"Bonnie Turner, Terry Turner","61,305",7.0,"32,700,000",Tommy Boy,http://ia.media-imdb.com/images/M/MV5BMTM2Nzc2Njc5OV5BMl5BanBnXkFtZTYwMDMyNDk4._V1_SX300.jpg,Peter Segal,tt0114694,Comedy,True,movie,97 min,1 win & 2 nominations.,"Chris Farley, David Spade, Brian Dennehy, Bo Derek",31 Mar 1995,N/A,USA
