_id,Box_office,Response,Poster,Writer,Rated,Type,Genre,Awards,imdbRating,Metascore,Country,Released,Director,imdbVotes,Language,Title,imdbID,Runtime,Actors
56fba14d71a0651d64267959,"46,357,676",True,http://ia.media-imdb.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@._V1_SX300.jpg,"Gustav Hasford (novel, Stanley Kubrick (screenplay, Michael Herr (screenplay, Gustav Hasford (screenplay)",R,movie,"Drama, War",Nominated for 1 Oscar. Another 7 wins & 9 nominations.,8.3,78,"UK, USA",10 Jul 1987,Stanley Kubrick,"463,756","English, Vietnamese",Full Metal Jacket,tt0093058,116 min,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey"
56fba14d71a0651d6426795a,"44,793,200",True,http://ia.media-imdb.com/images/M/MV5BMTIzNjc2MjQ4M15BMl5BanBnXkFtZTYwNDE3MTk4._V1_SX300.jpg,"Wes Craven (story, Bruce Wagner (story, Wes Craven (screenplay, Bruce Wagner (screenplay, Frank Darabont (screenplay, Chuck Russell (screenplay, Wes Craven (characters)",X,movie,"Fantasy, Horror, Thriller",1 win & 4 nominations.,6.6,N/A,USA,27 Feb 1987,Chuck Russell,"48,011",English,A Nightmare on Elm Street 3: Dream Warriors,tt0093629,96 min,"Heather Langenkamp, Craig Wasson, Patricia Arquette, Robert Englund"
56fba14d71a0651d6426795b,"43,984,230",True,http://ia.media-imdb.com/images/M/MV5BMTQyNDE4MDk4MV5BMl5BanBnXkFtZTcwMjIyMjU1MQ@@._V1_SX300.jpg,"Mark Peploe (screenplay, Bernardo Bertolucci (screenplay, Enzo Ungari (initial screenplay collaboration)",PG-13,movie,"Biography, Drama, History",Won 9 Oscars. Another 43 wins & 15 nominations.,7.8,76,"China, Italy, UK, France",15 Apr 1988,Bernardo Bertolucci,"68,253","English, Mandarin, Japanese, Russian",The Last Emperor,tt0093389,163 min,"John Lone, Joan Chen, Peter O'Toole, Ruocheng Ying"
56fba14d71a0651d6426795c,"43,848,100",True,http://ia.media-imdb.com/images/M/MV5BMzUzNTI5MDMwM15BMl5BanBnXkFtZTgwNjk0MzkxMDE@._V1_SX300.jpg,"Stanley Weiser, Oliver Stone",R,movie,"Crime, Drama",Won 1 Oscar. Another 9 wins & 4 nominations.,7.4,56,USA,11 Dec 1987,Oliver Stone,"116,279",English,Wall Street,tt0094291,126 min,"Charlie Sheen, Tamara Tunie, Franklin Cover, Chuck Pfeiffer"
56fba14d71a0651d6426795d,"42,721,196",True,http://ia.media-imdb.com/images/M/MV5BMTM0ODkyMTIzM15BMl5BanBnXkFtZTcwOTYzNzA2NA@@._V1_SX300.jpg,"Edward Rugoff, Michael Gottlieb",PG-13,movie,"Comedy, Fantasy, Romance",Nominated for 1 Oscar. Another 5 wins & 3 nominations.,5.7,N/A,USA,13 Feb 1987,Michael Gottlieb,"22,166",English,Mannequin,tt0093493,90 min,"Andrew McCarthy, Kim Cattrall, Estelle Getty, James Spader"
56fba14d71a0651d6426795e,"40,050,884",True,http://ia.media-imdb.com/images/M/MV5BMTY3ODYyNzc0Ml5BMl5BanBnXkFtZTcwNjM5MDYyMQ@@._V1_SX300.jpg,"Edmond Rostand (play, Steve Martin (screenplay)",PG,movie,"Comedy, Romance",Nominated for 1 Golden Globe. Another 3 wins & 1 nomination.,6.6,N/A,USA,19 Jun 1987,Fred Schepisi,"31,630",English,Roxanne,tt0093886,107 min,"Steve Martin, Daryl Hannah, Rick Rossovich, Shelley Duvall"
56fba14d71a0651d6426795f,"39,321,715",True,http://ia.media-imdb.com/images/M/MV5BMTk5ODg3MjM3Ml5BMl5BanBnXkFtZTcwMTM2NDUxMQ@@._V1_SX300.jpg,Dale Launer,PG-13,movie,"Comedy, Romance",1 win.,5.9,N/A,USA,27 Mar 1987,Blake Edwards,"16,444",English,Blind Date,tt0092666,95 min,"Kim Basinger, Bruce Willis, John Larroquette, William Daniels"
56fba14d71a0651d64267960,"38,122,105",True,http://ia.media-imdb.com/images/M/MV5BNzM4OTcyMjEyNl5BMl5BanBnXkFtZTcwMzEwNDI4OA@@._V1_SX300.jpg,"Stephen King (novel, Steven E. de Souza (screenplay)",R,movie,"Action, Crime, Sci-Fi",1 win & 3 nominations.,6.6,N/A,USA,13 Nov 1987,Paul Michael Glaser,"109,104",English,The Running Man,tt0093894,101 min,"Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown"
56fba14d71a0651d64267961,"38,119,483",True,http://ia.media-imdb.com/images/M/MV5BMTM3Mzg0Mzc2NF5BMl5BanBnXkFtZTcwNDEwNTk0NA@@._V1_SX300.jpg,"Mel Brooks, Thomas Meehan, Ronny Graham",PG,movie,"Adventure, Comedy, Sci-Fi",1 win.,7.1,46,USA,24 Jun 1987,Mel Brooks,"132,643",English,Spaceballs,tt0094012,96 min,"Mel Brooks, John Candy, Rick Moranis, Bill Pullman"
56fba14d71a0651d64267962,"35,658,098",True,http://ia.media-imdb.com/images/M/MV5BMTYzMTkwMzc2NV5BMl5BanBnXkFtZTcwODY0NTM0MQ@@._V1_SX300.jpg,"Stuart Birnbaum (story, David Dashev (story, Jeff Franklin (story, Jeff Franklin (screenplay)",PG-13,movie,"Comedy, Romance",N/A,6.5,27,USA,22 Jul 1987,Carl Reiner,"12,338",English,Summer School,tt0094072,97 min,"Mark Harmon, Kirstie Alley, Robin Thomas, Patrick Labyorteaux"
56fba14d71a0651d64267963,"35,509,515",True,http://ia.media-imdb.com/images/M/MV5BMTQ2OTkxNzIzN15BMl5BanBnXkFtZTcwNTgwOTc2NA@@._V1_SX300.jpg,"Kenneth Fearing (novel, Robert Garland (screen story, Robert Garland (screenplay)",R,movie,"Action, Crime, Drama",N/A,7.1,N/A,USA,14 Aug 1987,Roger Donaldson,"25,383","English, Russian",No Way Out,tt0093640,114 min,"Kevin Costner, Gene Hackman, Sean Young, Will Patton"
56fba14d71a0651d64267964,"34,377,585",True,http://ia.media-imdb.com/images/M/MV5BMjA4MDc4NzY3Nl5BMl5BanBnXkFtZTYwOTQ2Nzc5._V1_SX300.jpg,"Lorne Cameron (screenplay, Steve Bloom (screenplay, Lorne Cameron (story, David Hoselton",PG-13,movie,"Comedy, Fantasy",2 wins.,5.0,N/A,USA,02 Oct 1987,Rod Daniel,"4,378",English,Like Father Like Son,tt0093418,96 min,"Dudley Moore, Kirk Cameron, Margaret Colin, Catherine Hicks"
56fba14d71a0651d64267965,"34,368,475",True,http://ia.media-imdb.com/images/M/MV5BMTYxODQ2NzM5OF5BMl5BanBnXkFtZTcwMDAzOTgxMQ@@._V1_SX300.jpg,David Simkins,PG-13,movie,"Action, Adventure, Comedy",2 wins & 4 nominations.,6.8,N/A,USA,03 Jul 1987,Chris Columbus,"26,777",English,Adventures in Babysitting,tt0092513,102 min,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp"
56fba14d71a0651d64267966,"32,945,797",True,http://ia.media-imdb.com/images/M/MV5BOTM0NDY1NTQ4M15BMl5BanBnXkFtZTcwNTQzMDEyMQ@@._V1_SX300.jpg,"Mick Garris (story, Brad Bird (screenplay, Matthew Robbins (screenplay, Brent Maddock (screenplay, S.S. Wilson (screenplay)",PG,movie,"Comedy, Family, Fantasy",2 wins & 1 nomination.,6.5,N/A,USA,18 Dec 1987,Matthew Robbins,"22,418",English,*batteries not included,tt0092494,106 min,"Hume Cronyn, Jessica Tandy, Frank McRae, Elizabeth Peña"
56fba14d71a0651d64267967,"32,222,567",True,http://ia.media-imdb.com/images/M/MV5BMjE2NTAxNDM5OV5BMl5BanBnXkFtZTgwMjg0NzQxMTE@._V1_SX300.jpg,"Jan Fischer (story, James Jeremias (story, Jan Fischer (screenplay, James Jeremias (screenplay, Jeffrey Boam (screenplay)",R,movie,"Comedy, Fantasy, Horror",3 wins & 5 nominations.,7.2,63,USA,31 Jul 1987,Joel Schumacher,"89,830",English,The Lost Boys,tt0093437,97 min,"Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes"
56fba14d71a0651d64267968,"31,623,833",True,http://ia.media-imdb.com/images/M/MV5BMTk1NjIxNTYxN15BMl5BanBnXkFtZTYwMzczNzI5._V1_SX300.jpg,Michael Swerdlick,PG-13,movie,"Comedy, Drama, Romance",1 win & 3 nominations.,6.7,N/A,USA,14 Aug 1987,Steve Rash,"23,086",English,Can't Buy Me Love,tt0092718,94 min,"Patrick Dempsey, Amanda Peterson, Courtney Gains, Tina Caspary"
56fba14d71a0651d64267969,"8,152,529",True,http://ia.media-imdb.com/images/M/MV5BMTQ4OTI4ODY1Nl5BMl5BanBnXkFtZTcwNjU1MTYyMQ@@._V1_SX300.jpg,"Tom Topor (play, Tom Topor (screenplay, Darryl Ponicsan (screenplay, Alvin Sargent (screenplay)",R,movie,"Drama, Thriller",Nominated for 3 Golden Globes. Another 1 nomination.,6.7,N/A,USA,11 Dec 1987,Martin Ritt,"4,561",English,Nuts,tt0093660,116 min,"Barbra Streisand, Richard Dreyfuss, Maureen Stapleton, Karl Malden"
56fba14d71a0651d6426796a,"30,857,814",True,http://ia.media-imdb.com/images/M/MV5BMTkzMDgyNjQwM15BMl5BanBnXkFtZTgwNTg2Mjc1MDE@._V1_SX300.jpg,"William Goldman (book, William Goldman (screenplay)",PG,movie,"Adventure, Comedy, Family",Nominated for 1 Oscar. Another 6 wins & 8 nominations.,8.1,77,USA,09 Oct 1987,Rob Reiner,"283,350",English,The Princess Bride,tt0093779,98 min,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest"
56fba14d71a0651d6426796b,"30,063,289",True,http://ia.media-imdb.com/images/M/MV5BMjE4MTkyMDA5N15BMl5BanBnXkFtZTcwMzMzMzMyMQ@@._V1_SX300.jpg,"Tim Metcalfe (based on characters created by, Miguel Tejada-Flores (based on characters created by, Steve Zacharias (based on characters created by, Jeff Buhai (based on characters created by, Dan Guntzelman, Steve Marshall",PG-13,movie,Comedy,N/A,4.9,N/A,USA,10 Jul 1987,Joe Roth,"10,312",English,Revenge of the Nerds II: Nerds in Paradise,tt0093857,88 min,"Robert Carradine, Curtis Armstrong, Larry B. Scott, Timothy Busfield"
56fba14d71a0651d6426796c,"29,760,613",True,http://ia.media-imdb.com/images/M/MV5BMjIzNjA3MTE3OF5BMl5BanBnXkFtZTgwMjkzNTcxMTE@._V1_SX300.jpg,"William Dear, Bill Martin, Ezra D. Rappaport",PG,movie,"Comedy, Family, Fantasy",Won 1 Oscar. Another 1 win & 7 nominations.,5.9,41,USA,05 Jun 1987,William Dear,"23,117",English,Harry and the Hendersons,tt0093148,110 min,"John Lithgow, Melinda Dillon, Margaret Langrick, Joshua Rudoy"
56fba14d71a0651d6426796d,"28,061,343",True,http://ia.media-imdb.com/images/M/MV5BMjA1OTczNjE1MV5BMl5BanBnXkFtZTYwODA5NzE5._V1_SX300.jpg,"Neal Israel (characters, Pat Proft (characters, Gene Quintano",PG,movie,"Comedy, Crime",1 nomination.,4.7,N/A,USA,03 Apr 1987,Jim Drake,"30,466",English,Police Academy 4: Citizens on Patrol,tt0093756,88 min,"Steve Guttenberg, Bubba Smith, Michael Winslow, David Graf"
56fba14d71a0651d6426796e,"26,713,187",True,http://ia.media-imdb.com/images/M/MV5BMjIzMjMxOTgzM15BMl5BanBnXkFtZTcwMTAwODM2NA@@._V1_SX300.jpg,Leslie Dixon,PG,movie,"Comedy, Romance",3 nominations.,6.7,N/A,USA,16 Dec 1987,Garry Marshall,"35,565","English, French",Overboard,tt0093693,106 min,"Goldie Hawn, Kurt Russell, Edward Herrmann, Katherine Helmond"
56fba14d71a0651d6426796f,"26,712,476",True,http://ia.media-imdb.com/images/M/MV5BMTY4NDY2ODMzOV5BMl5BanBnXkFtZTcwMjQ0MTcyNA@@._V1_SX300.jpg,"Nancy Meyers, Charles Shyer",PG,movie,"Comedy, Drama, Romance",Nominated for 2 Golden Globes. Another 3 nominations.,6.1,53,USA,30 Oct 1987,Charles Shyer,"10,196",English,Baby Boom,tt0092605,110 min,"Diane Keaton, Sam Shepard, Harold Ramis, Kristina Kennedy"
56fba14d71a0651d64267970,"25,893,810",True,http://ia.media-imdb.com/images/M/MV5BMjEyNTIyNTYyNV5BMl5BanBnXkFtZTcwOTk3NTkxMQ@@._V1_SX300.jpg,"Chip Proser (story, Jeffrey Boam (screenplay, Chip Proser (screenplay)",PG,movie,"Action, Adventure, Comedy",Won 1 Oscar. Another 4 nominations.,6.7,N/A,USA,01 Jul 1987,Joe Dante,"40,631",English,Innerspace,tt0093260,120 min,"Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy"
56fba14d71a0651d64267971,"25,411,386",True,http://ia.media-imdb.com/images/M/MV5BMTg2OTU1MzI1NF5BMl5BanBnXkFtZTcwODgyMzcyMQ@@._V1_SX300.jpg,Barry Levinson,R,movie,"Comedy, Drama",N/A,6.5,N/A,USA,13 Mar 1987,Barry Levinson,"6,452",English,Tin Men,tt0094155,112 min,"Richard Dreyfuss, Danny DeVito, Barbara Hershey, John Mahoney"
56fba14d71a0651d64267972,"25,205,460",True,http://ia.media-imdb.com/images/M/MV5BMTU5MDUyMzY2MF5BMl5BanBnXkFtZTcwNjMwMTUyMQ@@._V1_SX300.jpg,Ronald Bass,R,movie,"Crime, Thriller",N/A,6.3,N/A,USA,06 Feb 1987,Bob Rafelson,"6,244",English,Black Widow,tt0090738,102 min,"Debra Winger, Theresa Russell, Sami Frey, Dennis Hopper"
56fba14d71a0651d64267973,"23,509,382",True,http://ia.media-imdb.com/images/M/MV5BMTM4NjU1ODY2Nl5BMl5BanBnXkFtZTcwNzI3NDgyMQ@@._V1_SX300.jpg,"John R. Cherry III (screenplay, Coke Sams (screenplay, Steve Leasure (additional dialogue, Glenn Petach (additional dialogue)",PG,movie,"Family, Comedy",1 nomination.,5.4,N/A,USA,22 May 1987,John R. Cherry III,"8,884",English,Ernest Goes to Camp,tt0092974,92 min,"Jim Varney, Victoria Racimo, John Vernon, Iron Eyes Cody"
56fba14d71a0651d64267974,"22,847,564",True,http://ia.media-imdb.com/images/M/MV5BMTg0NjYzOTUzNF5BMl5BanBnXkFtZTcwODkyMDMyMQ@@._V1_SX300.jpg,"Ethan Coen, Joel Coen",PG-13,movie,"Comedy, Crime, Drama",4 nominations.,7.4,55,USA,17 Apr 1987,"Joel Coen, Ethan Coen","97,610",English,Raising Arizona,tt0093822,94 min,"Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman"
56fba14d71a0651d64267975,"22,257,624",True,http://ia.media-imdb.com/images/M/MV5BMTI0MDU1MTY5Nl5BMl5BanBnXkFtZTcwNTkxODMzMQ@@._V1_SX300.jpg,Joe Camp,G,movie,"Adventure, Family",1 win & 1 nomination.,6.2,N/A,USA,05 Jun 1987,Joe Camp,"2,011",English,Benji the Hunted,tt0092638,88 min,"Benjean, Frank Inn, Red Steagall, Nancy Francis"
56fba14d71a0651d64267976,"22,238,696",True,http://ia.media-imdb.com/images/M/MV5BMTI1Nzk0MjI5Ml5BMl5BanBnXkFtZTYwMDc1NDc5._V1_SX300.jpg,"J.G. Ballard (novel, Tom Stoppard (screenplay)",PG,movie,"Drama, History, War",Nominated for 6 Oscars. Another 12 wins & 10 nominations.,7.8,60,USA,25 Dec 1987,Steven Spielberg,"87,001","English, Japanese, Mandarin",Empire of the Sun,tt0092965,153 min,"Christian Bale, John Malkovich, Miranda Richardson, Nigel Havers"
56fba14d71a0651d64267977,"20,419,446",True,http://ia.media-imdb.com/images/M/MV5BMTI1MDU1OTM2N15BMl5BanBnXkFtZTcwNjYzMjUyMQ@@._V1_SX300.jpg,Susan Isaacs,PG,movie,"Comedy, Drama, Fantasy",N/A,5.1,N/A,USA,06 Nov 1987,Frank Perry,"2,264",English,Hello Again,tt0093175,96 min,"Shelley Long, Judith Ivey, Gabriel Byrne, Corbin Bernsen"
56fba14d71a0651d64267978,"20,240,502",True,http://ia.media-imdb.com/images/M/MV5BMTkwMDgyOTQ0N15BMl5BanBnXkFtZTcwMDczODUyMQ@@._V1_SX300.jpg,"Denis Hamill (story, John Hamill (story, Alan Swyer (story, Denis Hamill (screenplay, John Hamill (screenplay, David Isaacs, Ken Levine",R,movie,Comedy,N/A,5.1,N/A,USA,16 Jan 1987,Michael Apted,"2,080",English,Critical Condition,tt0092798,100 min,"Richard Pryor, Rachel Ticotin, Rubén Blades, Maria Cardinale"
56fba14d71a0651d64267979,"19,734,940",True,http://ia.media-imdb.com/images/M/MV5BMTI5NDYyMDE5OV5BMl5BanBnXkFtZTcwODYwNjkyMQ@@._V1_SX300.jpg,Frank Deese,R,movie,"Action, Crime, Drama",1 nomination.,6.2,N/A,USA,18 Sep 1987,Christopher Cain,"6,566",English,The Principal,tt0093780,109 min,"James Belushi, Louis Gossett Jr., Rae Dawn Chong, Michael Wright"
56fba14d71a0651d6426797a,"18,782,400",True,http://ia.media-imdb.com/images/M/MV5BMTk5Nzg0OTc0Nl5BMl5BanBnXkFtZTcwNzg3MTYyMQ@@._V1_SX300.jpg,Eric Roth,R,movie,"Crime, Drama, Thriller",N/A,6.6,N/A,USA,23 Oct 1987,Peter Yates,"6,762",English,Suspect,tt0094082,121 min,"Cher, Dennis Quaid, Liam Neeson, John Mahoney"
56fba14d71a0651d6426797b,"18,753,438",True,http://ia.media-imdb.com/images/M/MV5BMTcyNjAzNTMyNF5BMl5BanBnXkFtZTcwMTIyNDcyNA@@._V1_SX300.jpg,"Mark Frost (screenplay, Nicholas Conde (novel)",R,movie,"Crime, Drama, Horror",1 nomination.,6.0,N/A,USA,10 Jun 1987,John Schlesinger,"4,311",English,The Believers,tt0092632,114 min,"Martin Sheen, Helen Shaver, Harley Cross, Robert Loggia"
56fba14d71a0651d6426797c,"18,553,948",True,http://ia.media-imdb.com/images/M/MV5BMzM5ODExMjc5MV5BMl5BanBnXkFtZTgwODc3MjEyMDE@._V1_SX300.jpg,John Hughes,PG-13,movie,"Drama, Romance",1 win.,7.1,55,USA,27 Feb 1987,Howard Deutch,"19,339",English,Some Kind of Wonderful,tt0094006,95 min,"Eric Stoltz, Mary Stuart Masterson, Lea Thompson, Craig Sheffer"
