_id,Response,Actors,Type,Director,Runtime,Country,imdbRating,Title,Genre,imdbID,Poster,Released,Rated,Writer,Metascore,Box_office,Awards,Language,imdbVotes
5707776b71a0650c681a28aa,True,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell",movie,Matt Reeves,130 min,USA,7.6,Dawn of the Planet of the Apes,"Action, Adventure, Drama",tt2103281,http://ia.media-imdb.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_SX300.jpg,11 Jul 2014,PG-13,"Mark Bomback, Rick Jaffa, Amanda Silver, Rick Jaffa (characters, Amanda Silver (characters, Pierre Boulle (novel)",79,"208,543,795",Nominated for 1 Oscar. Another 14 wins & 44 nominations.,"English, American Sign Language","306,537"
5707776b71a0650c681a28ab,True,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan",movie,Marc Webb,142 min,USA,6.8,The Amazing Spider-Man 2,"Action, Adventure, Fantasy",tt1872181,http://ia.media-imdb.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg,02 May 2014,PG-13,"Alex Kurtzman (screenplay, Roberto Orci (screenplay, Jeff Pinkner (screenplay, Alex Kurtzman (screen story, Roberto Orci (screen story, Jeff Pinkner (screen story, James Vanderbilt (screen story, Stan Lee (Marvel comic book, Steve Ditko (Marvel comic book)",53,"202,853,933",3 wins & 28 nominations.,English,"305,887"
5707776b71a0650c681a28ac,True,"Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell",movie,"Phil Lord, Christopher Miller",112 min,USA,7.1,22 Jump Street,"Action, Comedy, Crime",tt2294449,http://ia.media-imdb.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,13 Jun 2014,R,"Michael Bacall (screenplay, Oren Uziel (screenplay, Rodney Rothman (screenplay, Michael Bacall (story, Jonah Hill (story, Patrick Hasburgh (television series \",71,"191,616,238",7 wins & 22 nominations.,English,"243,361"
5707776b71a0650c681a28ad,True,"Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow",movie,Christopher Nolan,169 min,"USA, UK",8.6,Interstellar,"Adventure, Drama, Sci-Fi",tt0816692,http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@._V1_SX300.jpg,07 Nov 2014,PG-13,"Jonathan Nolan, Christopher Nolan",74,"187,991,439",Won 1 Oscar. Another 36 wins & 122 nominations.,English,"864,373"
5707776b71a0650c681a28ae,True,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",movie,Dean DeBlois,102 min,USA,7.9,How to Train Your Dragon 2,"Animation, Action, Adventure",tt1646971,http://ia.media-imdb.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,13 Jun 2014,PG,"Dean DeBlois, Cressida Cowell (\",76,"176,997,107",Nominated for 1 Oscar. Another 13 wins & 58 nominations.,English,"210,741"
5707776b71a0650c681a28af,True,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry",movie,David Fincher,149 min,USA,8.1,Gone Girl,"Crime, Drama, Mystery",tt2267998,http://ia.media-imdb.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_SX300.jpg,03 Oct 2014,R,"Gillian Flynn (screenplay, Gillian Flynn (novel)",79,"167,735,396",Nominated for 1 Oscar. Another 63 wins & 163 nominations.,English,"531,783"
5707776b71a0650c681a28b0,True,"Shailene Woodley, Theo James, Ashley Judd, Jai Courtney",movie,Neil Burger,139 min,USA,6.8,Divergent,"Adventure, Mystery, Sci-Fi",tt1840309,http://ia.media-imdb.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_SX300.jpg,21 Mar 2014,PG-13,"Evan Daugherty (screenplay, Vanessa Taylor (screenplay, Veronica Roth (novel)",48,"150,832,203",7 wins & 10 nominations.,"English, Spanish","327,450"
5707776b71a0650c681a28b1,True,"Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas",movie,Nicholas Stoller,97 min,USA,6.4,Neighbors,Comedy,tt2004420,http://ia.media-imdb.com/images/M/MV5BOTQ0OTkzODgyNF5BMl5BanBnXkFtZTgwOTA3OTE4MDE@._V1_SX300.jpg,09 May 2014,R,"Andrew Jay Cohen, Brendan O'Brien",68,"150,056,505",6 wins & 11 nominations.,English,"203,604"
5707776b71a0650c681a28b2,True,"Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill",movie,Tim Story,99 min,USA,6.2,Ride Along,"Action, Comedy, Crime",tt1408253,http://ia.media-imdb.com/images/M/MV5BNjU4NzYzOTY1MF5BMl5BanBnXkFtZTgwMTAyNTc1MDE@._V1_SX300.jpg,17 Jan 2014,PG-13,"Greg Coolidge (screenplay, Jason Mantzoukas (screenplay, Phil Hay (screenplay, Matt Manfredi (screenplay, Greg Coolidge (story)",41,"134,141,530",1 win & 7 nominations.,English,"69,630"
5707776b71a0650c681a28b3,True,"Jake T. Austin, Carlinhos Brown, Kristin Chenoweth, Jemaine Clement",movie,Carlos Saldanha,101 min,USA,6.4,Rio 2,"Animation, Adventure, Comedy",tt2357291,http://ia.media-imdb.com/images/M/MV5BMTgzMDczMDYzNl5BMl5BanBnXkFtZTgwMzk2MDIwMTE@._V1_SX300.jpg,11 Apr 2014,G,"Don Rhymer (screenplay, Carlos Kotkin (screenplay, Jenny Bicks (screenplay, Yoni Brenner (screenplay, Carlos Saldanha (story)",49,"131,536,019",1 win & 19 nominations.,"English, Portuguese","55,689"
5707776b71a0650c681a28b4,True,"Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt",movie,Rob Marshall,125 min,"USA, UK, Canada",6.0,Into the Woods,"Adventure, Fantasy, Musical",tt2180411,http://ia.media-imdb.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_SX300.jpg,25 Dec 2014,PG,"James Lapine (screenplay, James Lapine (musical)",69,"127,997,349",Nominated for 3 Oscars. Another 10 wins & 63 nominations.,English,"96,521"
5707776b71a0650c681a28b5,True,"Scarlett Johansson, Morgan Freeman, Min-sik Choi, Amr Waked",movie,Luc Besson,89 min,"France, USA",6.4,Lucy,"Action, Sci-Fi, Thriller",tt2872732,http://ia.media-imdb.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_SX300.jpg,25 Jul 2014,R,Luc Besson,61,"126,546,825",8 nominations.,"English, French, Spanish, Korean, Chinese","312,470"
5707776b71a0650c681a28b6,True,"Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",movie,Josh Boone,126 min,USA,7.9,The Fault in Our Stars,"Drama, Romance",tt2582846,http://ia.media-imdb.com/images/M/MV5BMjA4NzkxNzc5Ml5BMl5BanBnXkFtZTgwNzQ3OTMxMTE@._V1_SX300.jpg,06 Jun 2014,PG-13,"Scott Neustadter (screenplay, Michael H. Weber (screenplay, John Green (book)",69,"124,868,837",19 wins & 11 nominations.,English,"235,463"
5707776b71a0650c681a28b7,True,"Jack O'Connell, Domhnall Gleeson, Garrett Hedlund, Miyavi",movie,Angelina Jolie,137 min,USA,7.2,Unbroken,"Biography, Drama, Sport",tt1809398,http://ia.media-imdb.com/images/M/MV5BMTY3ODg2OTgyOF5BMl5BanBnXkFtZTgwODk1OTAwMzE@._V1_SX300.jpg,25 Dec 2014,PG-13,"Joel Coen (screenplay, Ethan Coen (screenplay, Richard LaGravenese (screenplay, William Nicholson (screenplay, Laura Hillenbrand (book)",59,"115,603,980",Nominated for 3 Oscars. Another 13 wins & 24 nominations.,"English, Japanese, Italian","97,318"
5707776b71a0650c681a28b8,True,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan",movie,Shawn Levy,98 min,"USA, UK",6.2,Night at the Museum: Secret of the Tomb,"Adventure, Comedy, Family",tt2692250,http://ia.media-imdb.com/images/M/MV5BMjI1MzM2ODEyMV5BMl5BanBnXkFtZTgwNTIzODAwMzE@._V1_SX300.jpg,19 Dec 2014,PG,"David Guion (screenplay, Michael Handelman (screenplay, Mark Friedman (story, David Guion (story, Michael Handelman (story, Thomas Lennon (characters, Robert Ben Garant (characters)",47,"113,733,726",1 win & 3 nominations.,English,"62,664"
5707776b71a0650c681a28b9,True,"Ty Burrell, Max Charles, Lauri Fraser, Guillaume Aretos",movie,Rob Minkoff,92 min,USA,6.9,Mr. Peabody & Sherman,"Animation, Adventure, Comedy",tt0864835,http://ia.media-imdb.com/images/M/MV5BMTkxMzM0NzcwN15BMl5BanBnXkFtZTgwNzk1MjMzMTE@._V1_SX300.jpg,07 Mar 2014,PG,"Jay Ward (based on the series produced by, Craig Wright (screenplay, Robert Ben Garant (additional dialogue, Thomas Lennon (additional dialogue, Ted Key (based upon the characters and format created by: \",59,"111,505,642",2 wins & 16 nominations.,English,"45,849"
5707776b71a0650c681a28ba,True,"Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",movie,Noam Murro,102 min,USA,6.3,300: Rise of an Empire,"Action, Drama, Fantasy",tt1253863,http://ia.media-imdb.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg,07 Mar 2014,R,"Zack Snyder (screenplay, Kurt Johnstad (screenplay, Frank Miller (graphic novel \",48,"106,369,117",1 win & 5 nominations.,English,"216,500"
5707776b71a0650c681a28bb,True,"Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper",movie,Wes Ball,113 min,"USA, Canada, UK",6.8,The Maze Runner,"Action, Mystery, Sci-Fi",tt1790864,http://ia.media-imdb.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_SX300.jpg,19 Sep 2014,PG-13,"Noah Oppenheim (screenplay, Grant Pierce Myers (screenplay, T.S. Nowlin (screenplay, James Dashner (novel)",56,"102,413,606",3 wins & 10 nominations.,English,"293,462"
5707776b71a0650c681a28bc,True,"Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour",movie,Antoine Fuqua,132 min,USA,7.2,The Equalizer,"Action, Crime, Thriller",tt0455944,http://ia.media-imdb.com/images/M/MV5BMTQ2MzE2NTk0NF5BMl5BanBnXkFtZTgwOTM3NTk1MjE@._V1_SX300.jpg,26 Sep 2014,R,"Richard Wenk, Michael Sloan (television series, Richard Lindheim (television series)",57,"101,530,738",1 win & 6 nominations.,"English, Russian, Spanish","219,966"
5707776b71a0650c681a28bd,True,"Russell Crowe, Jennifer Connelly, Ray Winstone, Anthony Hopkins",movie,Darren Aronofsky,138 min,USA,5.8,Noah,"Action, Adventure, Drama",tt1959490,http://ia.media-imdb.com/images/M/MV5BNDE1MTkzNzc0MF5BMl5BanBnXkFtZTgwMjYxNDEyMjE@._V1_SX300.jpg,28 Mar 2014,PG-13,"Darren Aronofsky, Ari Handel",68,"101,160,529",Nominated for 1 Golden Globe. Another 16 nominations.,English,"193,859"
5707776b71a0650c681a28be,True,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton",movie,Doug Liman,113 min,"USA, Canada",7.9,Edge of Tomorrow,"Action, Adventure, Sci-Fi",tt1631867,http://ia.media-imdb.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SX300.jpg,06 Jun 2014,PG-13,"Christopher McQuarrie (screenplay, Jez Butterworth (screenplay, John-Henry Butterworth (screenplay, Hiroshi Sakurazaka (novel)",71,"100,189,501",11 wins & 34 nominations.,English,"409,411"
5707776b71a0650c681a28bf,True,"Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery",movie,Jaume Collet-Serra,106 min,"UK, France, USA, Canada",7.0,Non-Stop,"Action, Mystery, Thriller",tt2024469,http://ia.media-imdb.com/images/M/MV5BOTI3NzcxMjkzMl5BMl5BanBnXkFtZTgwMDY0NTQ0MDE@._V1_SX300.jpg,28 Feb 2014,PG-13,"John W. Richardson (screenplay, Christopher Roach (screenplay, Ryan Engle (screenplay, John W. Richardson (story, Christopher Roach (story)",56,"91,439,400",1 nomination.,"English, German","191,961"
5707776b71a0650c681a28c0,True,"Greg Kinnear, Kelly Reilly, Thomas Haden Church, Connor Corum",movie,Randall Wallace,99 min,USA,5.8,Heaven Is for Real,Drama,tt1929263,http://ia.media-imdb.com/images/M/MV5BNjc3MzYzMTUzNF5BMl5BanBnXkFtZTgwNTYzNzI2MDE@._V1_SX300.jpg,16 Apr 2014,PG,"Randall Wallace (screenplay, Chris Parker (screenplay, Todd Burpo (book, Lynn Vincent (book)",47,"91,443,253",2 nominations.,English,"20,243"
5707776b71a0650c681a28c1,True,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear",movie,Morten Tyldum,114 min,"UK, USA",8.1,The Imitation Game,"Biography, Drama, Thriller",tt2084970,http://ia.media-imdb.com/images/M/MV5BNDkwNTEyMzkzNl5BMl5BanBnXkFtZTgwNTAwNzk3MjE@._V1_SX300.jpg,25 Dec 2014,PG-13,"Graham Moore, Andrew Hodges (book)",73,"91,121,452",Won 1 Oscar. Another 43 wins & 143 nominations.,"English, German","423,456"
5707776b71a0650c681a28c2,True,"Jim Carrey, Jeff Daniels, Rob Riggle, Laurie Holden",movie,"Bobby Farrelly, Peter Farrelly",109 min,USA,5.7,Dumb and Dumber To,Comedy,tt2096672,http://ia.media-imdb.com/images/M/MV5BMTYxMzA0MzAyMF5BMl5BanBnXkFtZTgwMjMyNjcwMjE@._V1_SX300.jpg,14 Nov 2014,PG-13,"Sean Anders, John Morris, Peter Farrelly, Bobby Farrelly, Bennett Yellin, Mike Cerrone, Bennett Yellin (based on characters created by, Peter Farrelly (based on characters created by, Bobby Farrelly (based on characters created by)",36,"86,208,010",1 win & 6 nominations.,"English, Cantonese","93,392"
5707776b71a0650c681a28c3,True,"Melissa McCarthy, Susan Sarandon, Kathy Bates, Allison Janney",movie,Ben Falcone,97 min,USA,4.9,Tammy,Comedy,tt2103254,"http://ia.media-imdb.com/images/M/MV5BMjIyMDg1ODM5OV5BMl5BanBnXkFtZTgwMTM4NzgxMTE@._V1._CR3,3,863,1275_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg",02 Jul 2014,R,"Melissa McCarthy, Ben Falcone",39,"84,518,155",1 win & 6 nominations.,English,"33,195"
5707776b71a0650c681a28c4,True,"Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard",movie,John R. Leonetti,99 min,USA,5.4,Annabelle,"Horror, Mystery",tt3322940,http://ia.media-imdb.com/images/M/MV5BMjM2MTYyMzk1OV5BMl5BanBnXkFtZTgwNDg2MjMyMjE@._V1_SX300.jpg,03 Oct 2014,R,Gary Dauberman,37,"84,263,837",6 nominations.,English,"74,896"
5707776b71a0650c681a28c5,True,"Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon",movie,"Eric Darnell, Simon J. Smith",92 min,USA,6.7,Penguins of Madagascar,"Animation, Adventure, Comedy",tt1911658,http://ia.media-imdb.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1_SX300.jpg,26 Nov 2014,PG,"Michael Colton (screenplay, John Aboud (screenplay, Brandon Sawyer (screenplay, Alan Schoolcraft (story, Brent Simons (story, Michael Colton (story, John Aboud (story, Eric Darnell (characters, Tom McGrath (characters)",53,"83,348,920",6 nominations.,English,"56,726"
5707776b71a0650c681a28c6,True,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",movie,Luke Greenfield,104 min,USA,6.5,Let's Be Cops,Comedy,tt1924435,http://ia.media-imdb.com/images/M/MV5BMjI3MDY2ODQwNF5BMl5BanBnXkFtZTgwNjUzNjE4MTE@._V1_SX300.jpg,13 Aug 2014,R,"Luke Greenfield, Nicholas Thomas",30,"82,389,560",1 nomination.,English,"101,760"
5707776b71a0650c681a28c7,True,"George Clooney, Matt Damon, Bill Murray, Cate Blanchett",movie,George Clooney,118 min,"USA, Germany",6.1,The Monuments Men,"Drama, War",tt2177771,http://ia.media-imdb.com/images/M/MV5BMjMxMjk4NTM1M15BMl5BanBnXkFtZTgwNjg0MjQ3MDE@._V1_SX300.jpg,07 Feb 2014,PG-13,"George Clooney (screenplay, Grant Heslov (screenplay, Robert M. Edsel (book, Bret Witter (book)",52,"78,031,620",3 wins & 2 nominations.,"English, German, Russian, French, Flemish","97,964"
5707776b71a0650c681a28c8,True,"Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez",movie,James DeMonaco,103 min,"USA, France",6.5,The Purge: Anarchy,"Action, Horror, Thriller",tt2975578,http://ia.media-imdb.com/images/M/MV5BMjE2ODMxMTk1Nl5BMl5BanBnXkFtZTgwMDEzNjEzMTE@._V1_SX300.jpg,18 Jul 2014,R,"James DeMonaco, James DeMonaco (characters)",50,"71,519,230",1 win & 4 nominations.,English,"81,462"
5707776b71a0650c681a28c9,True,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",movie,Miguel Arteta,81 min,USA,6.2,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy, Family",tt1698641,http://ia.media-imdb.com/images/M/MV5BOTgxMDMxMTY5OV5BMl5BanBnXkFtZTgwMjY1NzYzMjE@._V1_SX300.jpg,10 Oct 2014,PG,"Rob Lieber (screenplay, Rob Lieber (screen story, Judith Viorst (book)",54,"66,950,483",1 win & 6 nominations.,English,"27,800"
5707776b71a0650c681a28ca,True,"Adam Brody, Michael Ealy, Jerry Ferrara, Meagan Good",movie,Tim Story,106 min,USA,5.7,Think Like a Man Too,"Comedy, Romance",tt2239832,http://ia.media-imdb.com/images/M/MV5BMjE2NjMxNjU1OF5BMl5BanBnXkFtZTgwMTI1OTgxMTE@._V1_SX300.jpg,20 Jun 2014,PG-13,"Keith Merryman (screenplay, David A. Newman (screenplay, Steve Harvey (book)",38,"65,182,182",2 wins & 4 nominations.,English,"14,468"
5707776b71a0650c681a28cb,True,"Christian Bale, Joel Edgerton, John Turturro, Aaron Paul",movie,Ridley Scott,150 min,"UK, USA, Spain",6.1,Exodus: Gods and Kings,"Action, Adventure, Drama",tt2190984,http://ia.media-imdb.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_SX300.jpg,12 Dec 2014,PG-13,"Adam Cooper, Bill Collage, Jeffrey Caine, Steven Zaillian",52,"65,007,045",4 nominations.,"English, Spanish","123,156"
5707776b71a0650c681a28cc,True,"Will Arnett, Brendan Fraser, Liam Neeson, Katherine Heigl",movie,Peter Lepeniotis,85 min,"Canada, South Korea, USA",5.8,The Nut Job,"Animation, Adventure, Comedy",tt1821658,http://ia.media-imdb.com/images/M/MV5BMTQ1NjAxMDUzN15BMl5BanBnXkFtZTgwOTE5NDM3MDE@._V1_SX300.jpg,17 Jan 2014,PG,"Lorne Cameron (screenplay, Peter Lepeniotis, Robert Reece (additional screenplay material, Daniel Woo (story)",37,"64,238,770",1 win & 4 nominations.,"English, Dutch","18,700"
5707776b71a0650c681a28cd,True,"Kevin Sorbo, Shane Harper, David A.R. White, Dean Cain",movie,Harold Cronk,113 min,USA,5.0,God's Not Dead,Drama,tt2528814,http://ia.media-imdb.com/images/M/MV5BMjEwNDQ3MzYyOV5BMl5BanBnXkFtZTgwNDE0ODM3MDE@._V1_SX300.jpg,21 Mar 2014,PG,"Hunter Dennis (story, Chuck Konzelman (story, Chuck Konzelman, Cary Solomon (story, Cary Solomon",16,"60,753,735",N/A,English,"28,646"
5707776b71a0650c681a28ce,True,"Sebastian Knapp, Paul Knops, Darcie Lincoln, David Rintoul",movie,Christopher Spencer,138 min,USA,5.5,Son of God,"Biography, Drama, History",tt3210686,http://ia.media-imdb.com/images/M/MV5BMjA3NjQ2ODYwN15BMl5BanBnXkFtZTgwNTQ0NDc2MDE@._V1_SX300.jpg,28 Feb 2014,PG-13,"Richard Bedser, Christopher Spencer, Colin Swash, Nic Young",37,"59,696,176",2 wins & 1 nomination.,"English, Hebrew","14,827"
5707776b71a0650c681a28cf,True,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody",movie,Wes Anderson,99 min,"USA, Germany, UK",8.1,The Grand Budapest Hotel,"Adventure, Comedy, Drama",tt2278388,http://ia.media-imdb.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_SX300.jpg,28 Mar 2014,R,"Stefan Zweig (inspired by the writings of, Wes Anderson (screenplay, Wes Anderson (story, Hugo Guinness (story)",88,"59,073,773",Won 4 Oscars. Another 117 wins & 208 nominations.,"English, French","443,713"
5707776b71a0650c681a28d0,True,"Dane Cook, Ed Harris, Julie Bowen, Curtis Armstrong",movie,Roberts Gannaway,83 min,USA,6.0,Planes: Fire & Rescue,"Animation, Adventure, Comedy",tt2980706,http://ia.media-imdb.com/images/M/MV5BMTcwMjY4NDM4OF5BMl5BanBnXkFtZTgwMDIxNDU2MTE@._V1_SX300.jpg,18 Jul 2014,PG,"Roberts Gannaway (story, Jeffrey M. Howard (story)",48,"59,157,732",6 nominations.,English,"11,906"
