_id,Actors,imdbID,imdbRating,Language,Awards,Poster,imdbVotes,Director,Writer,Released,Box_office,Runtime,Rated,Type,Response,Country,Genre,Title,Metascore
570731d771a0650e3c561cee,"Idris Elba, Beyoncé Knowles, Ali Larter, Jerry O'Connell",tt1198138,4.9,English,4 wins & 8 nominations.,http://ia.media-imdb.com/images/M/MV5BMjAwOTM2MzE5MF5BMl5BanBnXkFtZTcwMjM0NTcyMg@@._V1_SX300.jpg,"22,336",Steve Shill,David Loughery,24 Apr 2009,"68,261,644",108 min,PG-13,movie,True,USA,"Drama, Thriller",Obsessed,25
570731d771a0650e3c561cef,"Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino",tt1075417,5.7,English,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMzQ5MTM5NTU2NV5BMl5BanBnXkFtZTcwMDAzMjAyMg@@._V1_SX300.jpg,"41,874",Andy Fickman,"Matt Lopez (screenplay, Mark Bomback (screenplay, Matt Lopez (screen story, Alexander Key (book)",13 Mar 2009,,98 min,PG,movie,True,USA,"Action, Adventure, Family",Race to Witch Mountain,52
570731d771a0650e3c561cf0,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb",tt1144884,5.2,English,2 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTQyMzQ5NjI2MF5BMl5BanBnXkFtZTcwNDA5MjM2Mg@@._V1_SX300.jpg,"72,916",David R. Ellis,"Eric Bress, Jeffrey Reddick (characters)",28 Aug 2009,"66,466,372",82 min,R,movie,True,USA,"Horror, Thriller",The Final Destination,30
570731d771a0650e3c561cf1,"Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj",tt1111422,6.4,English,1 win & 7 nominations.,http://ia.media-imdb.com/images/M/MV5BMTU3NzA4MDcwNV5BMl5BanBnXkFtZTcwMDAyNzc1Mg@@._V1_SX300.jpg,"145,844",Tony Scott,"Brian Helgeland (screenplay, John Godey (novel)",12 Jun 2009,,106 min,R,movie,True,"USA, UK","Action, Crime, Thriller",The Taking of Pelham 1 2 3,55
570731d771a0650e3c561cf2,"Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry",tt0974661,6.4,English,3 wins & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA2NTI1Mzg3N15BMl5BanBnXkFtZTcwMjYwNjAzMg@@._V1_SX300.jpg,"142,410",Burr Steers,Jason Filardi,17 Apr 2009,"64,149,837",102 min,PG-13,movie,True,USA,"Comedy, Drama, Fantasy",17 Again,48
570731d771a0650e3c561cf3,"Michelle Nolden, Alex Ferris, Arliss Howard, Eric Bana",tt0452694,7.1,English,1 win & 5 nominations.,http://ia.media-imdb.com/images/M/MV5BMTU0MzkzNzg0Nl5BMl5BanBnXkFtZTcwNzUwNzQ2Mg@@._V1_SX300.jpg,"111,551",Robert Schwentke,"Bruce Joel Rubin (screenplay, Audrey Niffenegger (novel)",14 Aug 2009,"63,411,478",107 min,PG-13,movie,True,USA,"Drama, Fantasy, Romance",The Time Traveler's Wife,47
570731d771a0650e3c561cf4,"Harald Krassnitzer, Fritz Karl, Nadeshda Brennicke, Erwin Steinhauer",tt1249295,4.8,German,N/A,N/A,35,Xaver Schwarzenberger,Felix Mitterer (screenplay),25 Feb 2009,,N/A,N/A,movie,True,"Germany, Austria",Drama,Der Bär ist los! Die Geschichte von Bruno,N/A
570731d771a0650e3c561cf5,"Kate Hudson, Anne Hathaway, Bryan Greenberg, Chris Pratt",tt0901476,5.4,English,1 win & 8 nominations.,http://ia.media-imdb.com/images/M/MV5BMTA2MjU3NjQ3NzReQTJeQWpwZ15BbWU3MDEyNzE4OTE@._V1_SX300.jpg,"76,553",Gary Winick,"Greg DePaul (screenplay, Casey Wilson (screenplay, June Diane Raphael (screenplay, Greg DePaul (story)",09 Jan 2009,"58,715,510",89 min,PG,movie,True,USA,"Comedy, Romance",Bride Wars,24
570731d771a0650e3c561cf6,"Virginia Madsen, Kyle Gallner, Elias Koteas, Amanda Crew",tt0492044,5.9,English,1 win & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMjE0NDU1NzY0OV5BMl5BanBnXkFtZTcwOTY4NTczMg@@._V1_SX300.jpg,"47,910",Peter Cornwell,"Adam Simon, Tim Metcalfe",27 Mar 2009,"55,325,526",92 min,PG-13,movie,True,"USA, Canada","Drama, Horror, Mystery",The Haunting in Connecticut,33
570731d771a0650e3c561cf7,"Matthew McConaughey, Jennifer Garner, Michael Douglas, Breckin Meyer",tt0821640,5.7,English,1 win.,http://ia.media-imdb.com/images/M/MV5BMTA0Njk2NTIyMTVeQTJeQWpwZ15BbWU3MDU0MzUyMzI@._V1_SX300.jpg,"65,642",Mark Waters,"Jon Lucas, Scott Moore",01 May 2009,"52,236,131",100 min,PG-13,movie,True,USA,"Comedy, Fantasy, Romance",Ghosts of Girlfriends Past,34
570731d771a0650e3c561cf8,"Adam Sandler, Seth Rogen, Leslie Mann, Eric Bana",tt1201167,6.4,English,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTMxNDQ5MTA5MF5BMl5BanBnXkFtZTcwMzUyMDUwMg@@._V1_SX300.jpg,"99,589",Judd Apatow,Judd Apatow,31 Jul 2009,,146 min,R,movie,True,USA,"Comedy, Drama",Funny People,60
570731d771a0650e3c561cf9,"John Travolta, Robin Williams, Kelly Preston, Conner Rayburn",tt0976238,5.4,"English, Ukrainian",5 nominations.,http://ia.media-imdb.com/images/M/MV5BMjExMTYyMzk3MV5BMl5BanBnXkFtZTcwMzI2Njg0Mg@@._V1_SX300.jpg,"30,634",Walt Becker,"David Diamond, David Weissman",25 Nov 2009,"49,474,048",88 min,PG,movie,True,USA,"Comedy, Family",Old Dogs,19
570731d771a0650e3c561cfa,"Will Ferrell, Anna Friel, Danny McBride, Jorma Taccone",tt0457400,5.3,English,2 wins & 9 nominations.,http://ia.media-imdb.com/images/M/MV5BOTkzNDg2OTc1NF5BMl5BanBnXkFtZTcwNDcxODE2Mg@@._V1_SX300.jpg,"50,813",Brad Silberling,"Chris Henchy, Dennis McNicholas, Sid Krofft (television series, Marty Krofft (television series)",05 Jun 2009,,102 min,PG-13,movie,True,USA,"Adventure, Comedy, Sci-Fi",Land of the Lost,32
570731d771a0650e3c561cfb,"Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz",tt1078588,7.4,"English, Croatian",4 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQ2NDg4MDU3NF5BMl5BanBnXkFtZTcwMjg5Njc1Mg@@._V1_SX300.jpg,"72,409",Nick Cassavetes,"Jeremy Leven (screenplay, Nick Cassavetes (screenplay, Jodi Picoult (novel)",26 Jun 2009,"49,185,998",109 min,PG-13,movie,True,USA,Drama,My Sister's Keeper,51
570731d771a0650e3c561cfc,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh",tt0834001,6.6,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTg1OTU5ODc0MV5BMl5BanBnXkFtZTcwNDYyMDUwMg@@._V1_SX300.jpg,"116,018",Patrick Tatopoulos,"Danny McBride (screenplay, Dirk Blackman (screenplay, Howard McCain (screenplay, Len Wiseman (story, Robert Orr (story, Danny McBride (story, Kevin Grevioux (characters, Len Wiseman (characters, Danny McBride (characters)",23 Jan 2009,"45,802,315",92 min,R,movie,True,"USA, New Zealand","Action, Adventure, Fantasy",Underworld: Rise of the Lycans,44
570731d771a0650e3c561cfd,"Isla Fisher, Hugh Dancy, Krysten Ritter, Joan Cusack",tt1093908,5.8,"English, Finnish",1 win & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQ1MzcyMTkwOF5BMl5BanBnXkFtZTcwMDM3MTc5MQ@@._V1_SX300.jpg,"61,814",P.J. Hogan,"Tracey Jackson (screenplay, Tim Firth (screenplay, Kayla Alpert (screenplay, Sophie Kinsella (books)",13 Feb 2009,"44,268,860",104 min,PG,movie,True,USA,"Comedy, Family, Romance",Confessions of a Shopaholic,38
570731d771a0650e3c561cfe,"Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci",tt0380510,6.7,English,Nominated for 1 Oscar. Another 9 wins & 42 nominations.,http://ia.media-imdb.com/images/M/MV5BMjAwNDA1MTM2MF5BMl5BanBnXkFtZTcwMzg3NDcwMw@@._V1_SX300.jpg,"121,743",Peter Jackson,"Fran Walsh (screenplay, Philippa Boyens (screenplay, Peter Jackson (screenplay, Alice Sebold (novel)",15 Jan 2010,,135 min,PG-13,movie,True,"USA, UK, New Zealand","Drama, Fantasy",The Lovely Bones,42
570731d771a0650e3c561cff,"Jack Black, Michael Cera, Oliver Platt, David Cross",tt1045778,4.9,English,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTcyMjI2OTgxN15BMl5BanBnXkFtZTcwODU3ODkzMg@@._V1_SX300.jpg,"75,330",Harold Ramis,"Harold Ramis (screenplay, Gene Stupnitsky (screenplay, Lee Eisenberg (screenplay, Harold Ramis (story)",19 Jun 2009,"43,337,279",97 min,PG-13,movie,True,USA,"Adventure, Comedy",Year One,34
570731d771a0650e3c561d00,"Jessica Biel, John Cleese, Gary Oldman, Dwayne Johnson",tt0762125,6.1,"English, Spanish",3 wins & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMTUyOTAyNTA5Ml5BMl5BanBnXkFtZTcwODU2OTM0Mg@@._V1_SX300.jpg,"40,253","Jorge Blanco, Javier Abad, Marcos Martínez","Javier Abad (original idea by, Jorge Blanco (original idea by, Marcos Martínez (original idea by, Ignacio Pérez Dolset (original idea by, Joe Stillman",20 Nov 2009,"42,194,060",91 min,PG,movie,True,"Spain, UK, USA","Animation, Adventure, Comedy",Planet 51,39
570731d771a0650e3c561d01,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao",tt1127180,6.6,"English, Spanish, Hungarian, Czech",6 wins & 16 nominations.,http://ia.media-imdb.com/images/M/MV5BMTYzOTc2NDIwMF5BMl5BanBnXkFtZTcwNzAxMTM2Mg@@._V1_SX300.jpg,"154,162",Sam Raimi,"Sam Raimi, Ivan Raimi",29 May 2009,"42,057,340",99 min,PG-13,movie,True,USA,"Horror, Thriller",Drag Me to Hell,83
570731d771a0650e3c561d02,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",tt1148204,7.0,"English, American Sign Language, Estonian",1 win & 6 nominations.,http://ia.media-imdb.com/images/M/MV5BMTU0NjQzNjg2Nl5BMl5BanBnXkFtZTcwNzc3NzA0Mg@@._V1_SX300.jpg,"134,897",Jaume Collet-Serra,"David Leslie Johnson (screenplay, Alex Mace (story)",24 Jul 2009,"41,573,740",123 min,R,movie,True,"USA, Canada, Germany, France","Horror, Mystery, Thriller",Orphan,42
570731d771a0650e3c561d03,"Clive Owen, Julia Roberts, Tom Wilkinson, Paul Giamatti",tt1135487,6.2,"English, Spanish, Russian, German",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMjE2MTg2MzU2NF5BMl5BanBnXkFtZTcwMTMyNjkxMg@@._V1_SX300.jpg,"41,198",Tony Gilroy,Tony Gilroy,20 Mar 2009,"40,559,930",125 min,PG-13,movie,True,"USA, Germany","Crime, Romance, Thriller",Duplicity,69
570731d771a0650e3c561d04,"Jeff Bridges, James Keane, Anna Felix, Paul Herman",tt1263670,7.3,"English, Spanish",Won 2 Oscars. Another 34 wins & 29 nominations.,http://ia.media-imdb.com/images/M/MV5BMTU0NDc5NjgzNl5BMl5BanBnXkFtZTcwNzc0NDIzMw@@._V1_SX300.jpg,"65,619",Scott Cooper,"Scott Cooper, Thomas Cobb (novel)",05 Feb 2010,"39,462,438",112 min,R,movie,True,USA,"Drama, Music, Romance",Crazy Heart,83
570731d771a0650e3c561d05,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe",tt0986263,6.3,English,N/A,http://ia.media-imdb.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1_SX300.jpg,"148,998",Jonathan Mostow,"Michael Ferris (screenplay, John D. Brancato (screenplay, Robert Venditti (graphic novel, Brett Weldele (graphic novel)",25 Sep 2009,"38,542,418",89 min,PG-13,movie,True,USA,"Action, Sci-Fi, Thriller",Surrogates,45
570731d771a0650e3c561d06,"Rain, Joon Lee, Jonathan Chan-Pensley, Ill-Young Kim",tt1186367,6.4,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTcxNDYzMjU1Ml5BMl5BanBnXkFtZTcwMTYzOTM3Mg@@._V1_SX300.jpg,"57,210",James McTeigue,"Matthew Sand (screenplay, J. Michael Straczynski (screenplay, Matthew Sand (story)",25 Nov 2009,"38,105,077",99 min,R,movie,True,"USA, Germany","Action, Crime, Thriller",Ninja Assassin,34
570731d771a0650e3c561d07,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng",tt1057500,7.4,"English, Afrikaans, Maori, Zulu, Xhosa, Southern Sotho",Nominated for 2 Oscars. Another 9 wins & 31 nominations.,http://ia.media-imdb.com/images/M/MV5BMjAyMzExMDM1N15BMl5BanBnXkFtZTcwNTcyMTQ5Mg@@._V1_SX300.jpg,"120,468",Clint Eastwood,"Anthony Peckham (screenplay, John Carlin (book)",11 Dec 2009,"37,479,778",134 min,PG-13,movie,True,USA,"Biography, Drama, History",Invictus,74
570731d771a0650e3c561d08,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren",tt0473705,7.1,"English, Cantonese",2 wins & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMTI1MTQ4MDIwMl5BMl5BanBnXkFtZTcwNzgxOTc0Mg@@._V1_SX300.jpg,"111,127",Kevin Macdonald,"Matthew Michael Carnahan (screenplay, Tony Gilroy (screenplay, Billy Ray (screenplay, Paul Abbott (television series)",17 Apr 2009,"36,965,395",127 min,PG-13,movie,True,"USA, UK, France","Crime, Drama, Mystery",State of Play,64
570731d771a0650e3c561d09,"Steve Martin, Jean Reno, Emily Mortimer, Andy Garcia",tt0838232,5.5,English,3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTIyOTI2ODY2MF5BMl5BanBnXkFtZTcwMzU2MTYxMg@@._V1_SX300.jpg,"31,831",Harald Zwart,"Scott Neustadter (screenplay, Michael H. Weber (screenplay, Steve Martin (screenplay, Scott Neustadter (story, Michael H. Weber (story, Maurice Richlin (characters, Blake Edwards (characters)",06 Feb 2009,"35,922,978",92 min,PG,movie,True,USA,"Adventure, Comedy, Crime",The Pink Panther 2,36
570731d771a0650e3c561d0a,Jim Carrey,tt1020876,7.6,English,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA4NzczODU2MV5BMl5BanBnXkFtZTcwNzU2ODQwMg@@._V1_SX300.jpg,"1,377",Howard Hall,"Howard Hall, Toni Myers, Graeme Ferguson",13 Feb 2009,"34,948,459",40 min,G,movie,True,"USA, Canada","Documentary, Short",Under the Sea 3D,77
570731d771a0650e3c561d0b,"Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong",tt0881891,4.8,"English, Spanish",2 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTA5MTQxOTE2OTReQTJeQWpwZ15BbWU3MDY5NzI4NzI@._V1_SX300.jpg,"32,391",Phil Traill,Kim Barker,04 Sep 2009,,99 min,PG-13,movie,True,USA,"Comedy, Romance",All About Steve,17
570731d771a0650e3c561d0c,"Matt Damon, Lucas McHugh Carroll, Eddie Jemison, Rusty Schwimmer",tt1130080,6.5,English,Nominated for 2 Golden Globes. Another 1 win & 17 nominations.,http://ia.media-imdb.com/images/M/MV5BMTc4MDIyMTM3NV5BMl5BanBnXkFtZTcwNDQ2Nzg2Mg@@._V1_SX300.jpg,"51,720",Steven Soderbergh,"Scott Z. Burns (screenplay, Kurt Eichenwald (book)",18 Sep 2009,"33,313,582",108 min,R,movie,True,USA,"Comedy, Crime, Drama",The Informant!,66
570731d771a0650e3c561d0d,"George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey",tt1234548,6.2,English,1 win & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjIwOTQwNzg1MV5BMl5BanBnXkFtZTcwODc4MDU4Mg@@._V1_SX300.jpg,"107,571",Grant Heslov,"Peter Straughan (screenplay, Jon Ronson (book)",06 Nov 2009,"32,416,109",94 min,R,movie,True,"USA, UK","Comedy, War",The Men Who Stare at Goats,54
570731d771a0650e3c561d0e,"Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz",tt1022603,7.8,"English, French, Swedish",Nominated for 2 Golden Globes. Another 18 wins & 51 nominations.,http://ia.media-imdb.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_SX300.jpg,"363,490",Marc Webb,"Scott Neustadter, Michael H. Weber",07 Aug 2009,"32,391,374",95 min,PG-13,movie,True,USA,"Comedy, Drama, Romance",(500) Days of Summer,76
570731d771a0650e3c561d0f,"Colin Ford, Joel Gretsch, Djimon Hounsou, Dakota Fanning",tt0465580,6.1,"English, Cantonese",1 win & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTM2NjE5NTYzMl5BMl5BanBnXkFtZTcwNzc3OTMyMg@@._V1_SX300.jpg,"88,788",Paul McGuigan,David Bourla,06 Feb 2009,"31,806,100",111 min,PG-13,movie,True,"USA, Canada","Action, Sci-Fi, Thriller",Push,36
570731d771a0650e3c561d10,"Jamie Foxx, Robert Downey Jr., Catherine Keener, Tom Hollander",tt0821642,6.7,English,1 win & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMjExODQ3MTI5Nl5BMl5BanBnXkFtZTcwMDEyMTQ5MQ@@._V1_SX300.jpg,"43,256",Joe Wright,"Susannah Grant (screenplay, Steve Lopez (book)",24 Apr 2009,,117 min,PG-13,movie,True,"UK, France, USA","Biography, Drama, Music",The Soloist,61
570731d771a0650e3c561d11,"Hugh Grant, Sarah Jessica Parker, Natalia Klimas, Vincenzo Amato",tt1314228,4.7,"English, Ukrainian, Italian, Spanish",1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjUzMDY0NDYzN15BMl5BanBnXkFtZTcwNjgxMDI5Mg@@._V1_SX300.jpg,"28,848",Marc Lawrence,Marc Lawrence,18 Dec 2009,,103 min,PG-13,movie,True,USA,"Comedy, Drama, Romance",Did You Hear About the Morgans?,27
570731d771a0650e3c561d12,"Emily Browning, Arielle Kebbel, David Strathairn, Elizabeth Banks",tt0815245,6.4,English,2 nominations.,http://ia.media-imdb.com/images/M/MV5BOTY0OTc3OTkyNV5BMl5BanBnXkFtZTcwMTg4Nzc5MQ@@._V1_SX300.jpg,"59,194","Charles Guard, Thomas Guard","Craig Rosenberg (screenplay, Doug Miro (screenplay, Carlo Bernard (screenplay, Jee-woon Kim (motion picture \",30 Jan 2009,,87 min,PG-13,movie,True,"USA, Canada, Germany","Drama, Horror, Mystery",The Uninvited,43
570731d771a0650e3c561d13,"Tobey Maguire, Jake Gyllenhaal, Natalie Portman, Sam Shepard",tt0765010,7.1,English,Nominated for 2 Golden Globes. Another 3 wins & 13 nominations.,http://ia.media-imdb.com/images/M/MV5BMTkyMTY5MTcxOV5BMl5BanBnXkFtZTcwMTI3MDE3Mg@@._V1_SX300.jpg,"86,012",Jim Sheridan,"David Benioff (screenplay, Susanne Bier (motion picture \",04 Dec 2009,,105 min,R,movie,True,USA,"Drama, Thriller",Brothers,58
570731d771a0650e3c561d14,"Tobin Bell, Costas Mandylor, Mark Rolston, Betsy Russell",tt1233227,6.0,English,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTY1MzkzNTYyMl5BMl5BanBnXkFtZTcwOTg4MjE5Ng@@._V1_SX300.jpg,"73,293",Kevin Greutert,"Patrick Melton (screenplay, Marcus Dunstan (screenplay)",23 Oct 2009,"27,669,413",90 min,R,movie,True,"Canada, USA, UK, Australia","Horror, Mystery",Saw VI,30
570731d771a0650e3c561d15,"Shoshana Bush, Damon Wayans Jr., Essence Atkins, Affion Crockett",tt1153706,3.5,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTM0OTQzMDMyOV5BMl5BanBnXkFtZTcwODk3MzQwMg@@._V1_SX300.jpg,"10,028",Damien Dante Wayans,"Keenen Ivory Wayans, Shawn Wayans, Marlon Wayans, Craig Wayans, Damien Dante Wayans",22 May 2009,,83 min,PG-13,movie,True,USA,"Action, Comedy, Music",Dance Flick,40
570731d771a0650e3c561d16,"Milla Jovovich, Will Patton, Hakeem Kae-Kazim, Corey Johnson",tt1220198,5.9,"English, Aboriginal",1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTY2OTM0NDEyM15BMl5BanBnXkFtZTcwNTAzMDY4Mg@@._V1_SX300.jpg,"61,781",Olatunde Osunsanmi,"Olatunde Osunsanmi (screenplay, Olatunde Osunsanmi (story, Terry Robbins (story)",06 Nov 2009,"25,464,480",98 min,PG-13,movie,True,"USA, UK","Mystery, Sci-Fi, Thriller",The Fourth Kind,34
570731d771a0650e3c561d17,"Clive Owen, Naomi Watts, Armin Mueller-Stahl, Ulrich Thomsen",tt0963178,6.5,"English, Italian, French, Danish",1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjE3Njg5NzY2OV5BMl5BanBnXkFtZTcwMDMxNjEwMg@@._V1_SX300.jpg,"79,142",Tom Tykwer,Eric Warren Singer,13 Feb 2009,"25,450,527",118 min,R,movie,True,"USA, Germany, UK","Action, Crime, Drama",The International,52
570731d771a0650e3c561d18,"Carter Jenkins, Austin Butler, Ashley Tisdale, Ashley Boettcher",tt0775552,5.4,English,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTk3NTMzNTIxNV5BMl5BanBnXkFtZTcwOTI4ODU1Mg@@._V1_SX300.jpg,"16,074",John Schultz,"Mark Burton (screenplay, Adam F. Goldberg (screenplay, Mark Burton (story)",31 Jul 2009,"25,200,412",86 min,PG,movie,True,"USA, Canada","Adventure, Comedy, Family",Aliens in the Attic,42
570731d771a0650e3c561d19,"Seth Rogen, Ray Liotta, Michael Peña, Anna Faris",tt1197628,5.8,English,1 win & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA2MzMzODExOF5BMl5BanBnXkFtZTcwMjkzNzA0Mg@@._V1_SX300.jpg,"51,628",Jody Hill,Jody Hill,10 Apr 2009,"23,993,605",86 min,R,movie,True,USA,"Comedy, Crime, Drama",Observe and Report,54
570731d771a0650e3c561d1a,"Channing Tatum, Terrence Howard, Zulay Henao, Michael Rivera",tt1082601,5.6,"English, Russian",1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTk5NjM3MjA5Nl5BMl5BanBnXkFtZTcwODI2MTQ0Mg@@._V1_SX300.jpg,"26,991",Dito Montiel,"Robert Munic, Dito Montiel",24 Apr 2009,"23,036,320",105 min,PG-13,movie,True,USA,"Action, Drama, Sport",Fighting,61
570731d771a0650e3c561d1b,"Aaron Eckhart, Jennifer Aniston, Dan Fogler, John Carroll Lynch",tt0899106,5.6,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTU1ODc4NjkyOF5BMl5BanBnXkFtZTcwMTA1MjU2Mg@@._V1_SX300.jpg,"24,752",Brandon Camp,"Brandon Camp, Mike Thompson",18 Sep 2009,"22,927,390",109 min,PG-13,movie,True,"USA, Canada, UK","Drama, Romance",Love Happens,33
570731d771a0650e3c561d1c,"Ken Anderson, Vale Anoai, Tony Atlas, Steve Austin",tt1395079,7.5,English,N/A,N/A,52,Kevin Dunn,Christopher DeJoseph,04 Apr 2009,,245 min,N/A,movie,True,USA,Action,WWE Hall of Fame 2009,N/A
